
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
227,Quintin McCree,Maryland,ACC,10,40,485,12.1,1,8,42,5.3,0,48,527,11.0,1,quintin-mccree-1
228,Lance Dunbar,North Texas,Sun Belt,12,29,350,12.1,2,269,1115,4.1,10,298,1465,4.9,12,lance-dunbar-1
229,Harry Peoples*,Louisiana,Sun Belt,12,58,697,12.0,1,4,8,2.0,1,62,705,11.4,2,harry-peoples-1
230,T.J. Moe*,Missouri,Big 12,13,54,649,12.0,4,11,61,5.5,0,65,710,10.9,4,tj-moe-1
231,Dwayne Allen*,Clemson,ACC,14,50,598,12.0,8,,,,,50,598,12.0,8,dwayne-allen-1
232,Chris McNeill*,Wyoming,MWC,9,42,504,12.0,4,1,-3,-3.0,0,43,501,11.7,4,chris-mcneill-1
233,Aaron Bradley*,Nevada,WAC,10,28,336,12.0,3,3,14,4.7,0,31,350,11.3,3,aaron-bradley-1
234,Ladarius Green*,Louisiana,Sun Belt,12,51,606,11.9,8,1,20,20.0,0,52,626,12.0,8,ladarius-green-1
235,Ivan McCartney*,West Virginia,Big East,13,49,585,11.9,3,,,,,49,585,11.9,3,ivan-mccartney-1
236,Chris Bynes,North Texas,Sun Belt,12,37,442,11.9,5,,,,,37,442,11.9,5,chris-bynes-1
237,Kasen Williams*,Washington,Pac-12,13,36,427,11.9,6,,,,,36,427,11.9,6,kasen-williams-1
238,Demetrius Fields*,Northwestern,Big Ten,13,32,382,11.9,3,,,,,32,382,11.9,3,demetrius-fields-1
239,Jacob Pedersen*,Wisconsin,Big Ten,14,30,356,11.9,8,,,,,30,356,11.9,8,jacob-pedersen-1
240,Mychal Rivera,Tennessee,SEC,12,29,344,11.9,1,,,,,29,344,11.9,1,mychal-rivera-1
241,Tim Biere,Kansas,Big 12,11,27,322,11.9,2,,,,,27,322,11.9,2,tim-biere-1
242,Jeff Fuller*,Texas A&amp;M,Big 12,13,70,828,11.8,6,,,,,70,828,11.8,6,jeff-fuller-1
243,Keshawn Martin*,Michigan State,Big Ten,14,66,777,11.8,4,19,113,5.9,2,85,890,10.5,6,keshawn-martin-1
244,Jack Doyle,Western Kentucky,Sun Belt,12,52,614,11.8,0,,,,,52,614,11.8,0,jack-doyle-1
245,Danny Dembry*,Wake Forest,ACC,13,36,423,11.8,1,3,2,0.7,1,39,425,10.9,2,danny-dembry-1
246,Tavon Austin*,West Virginia,Big East,13,101,1186,11.7,8,16,182,11.4,1,117,1368,11.7,9,tavon-austin-1
247,Billy Ray Stutzmann,Hawaii,WAC,13,78,910,11.7,4,,,,,78,910,11.7,4,billy-ray-stutzmann-1
248,Donovan Varner,Duke,ACC,12,61,713,11.7,3,5,57,11.4,0,66,770,11.7,3,donovan-varner-1
249,Jared Karstetter,Washington State,Pac-12,12,60,700,11.7,6,,,,,60,700,11.7,6,jared-karstetter-1
250,Brian Linthicum*,Michigan State,Big Ten,14,31,364,11.7,0,0,0,,0,31,364,11.7,0,brian-linthicum-1
251,Patrick Hearn,UAB,CUSA,12,31,364,11.7,2,6,31,5.2,0,37,395,10.7,2,patrick-hearn-1
252,Donte Foster*,Ohio,MAC,13,30,352,11.7,5,,,,,30,352,11.7,5,donte-foster-1
253,Trent Richardson*,Alabama,SEC,13,29,338,11.7,3,283,1679,5.9,21,312,2017,6.5,24,trent-richardson-1
254,Willie Snead,Ball State,MAC,11,28,327,11.7,2,0,0,,0,28,327,11.7,2,willie-snead-3
255,Ivan Delgado,North Texas,Sun Belt,11,26,305,11.7,2,,,,,26,305,11.7,2,ivan-delgado-1
256,Corbin Louks*,Nevada,WAC,11,26,303,11.7,1,3,19,6.3,0,29,322,11.1,1,corbin-louks-2
257,Robert Woods,USC,Pac-12,12,111,1292,11.6,15,7,16,2.3,0,118,1308,11.1,15,robert-woods-1
258,Chris Givens,Miami (OH),MAC,10,60,695,11.6,5,2,1,0.5,0,62,696,11.2,5,chris-givens-1
259,Kelvin Bolden*,Southern Mississippi,CUSA,13,58,671,11.6,7,3,4,1.3,1,61,675,11.1,8,kelvin-bolden-1
260,Drake Dunsmore*,Northwestern,Big Ten,13,45,522,11.6,6,,,,,45,522,11.6,6,drake-dunsmore-1
261,Phillip Payne,UNLV,MWC,12,44,509,11.6,7,,,,,44,509,11.6,7,phillip-payne-1
262,Odell Beckham Jr.*,LSU,SEC,14,41,475,11.6,2,2,19,9.5,0,43,494,11.5,2,odell-beckham-jr-1
263,Kerry Boykins,Maryland,ACC,12,37,430,11.6,0,1,1,1.0,0,38,431,11.3,0,kerry-boykins-1
264,Hubie Graham*,Pitt,Big East,13,28,325,11.6,3,0,0,,0,28,325,11.6,3,hubie-graham-1
265,Michael Floyd*,Notre Dame,Ind,13,100,1147,11.5,9,2,13,6.5,1,102,1160,11.4,10,michael-floyd-1
266,Torieal Gibson,Ball State,MAC,12,45,519,11.5,2,,,,,45,519,11.5,2,torieal-gibson-1
267,Theo Riddick*,Notre Dame,Ind,11,38,436,11.5,3,14,63,4.5,0,52,499,9.6,3,theo-riddick-1
268,Michael Campanaro*,Wake Forest,ACC,12,73,833,11.4,2,2,23,11.5,0,75,856,11.4,2,michael-campanaro-1
269,James Rodgers,Oregon State,Pac-12,9,45,514,11.4,3,11,75,6.8,0,56,589,10.5,3,james-rodgers-1
270,Damarlo Belcher,Indiana,Big Ten,6,25,286,11.4,1,,,,,25,286,11.4,1,damarlo-belcher-1
271,Robert Arnheim*,Western Michigan,MAC,13,62,702,11.3,4,2,5,2.5,0,64,707,11.0,4,robert-arnheim-1
272,Charles Sims*,Houston,CUSA,13,51,575,11.3,4,110,821,7.5,9,161,1396,8.7,13,charles-sims-1
273,Perez Ashford*,Northern Illinois,MAC,14,47,530,11.3,3,10,85,8.5,0,57,615,10.8,3,perez-ashford-1
274,Aaron Horne*,Iowa State,Big 12,13,38,431,11.3,0,1,18,18.0,1,39,449,11.5,1,aaron-horne-2
275,Adonis Thomas*,Toledo,MAC,10,31,350,11.3,1,171,1071,6.3,12,202,1421,7.0,13,adonis-thomas-1
276,Cornelius Douglas,Texas Tech,Big 12,12,29,329,11.3,1,,,,,29,329,11.3,1,cornelius-douglas-1
277,Isaiah Anderson*,Oklahoma State,Big 12,13,28,315,11.3,4,,,,,28,315,11.3,4,isaiah-anderson-1
278,Marquis Maze*,Alabama,SEC,13,56,627,11.2,1,6,-6,-1.0,0,62,621,10.0,1,marquis-maze-1
279,Kenny Turner,New Mexico State,WAC,13,46,514,11.2,3,219,1074,4.9,10,265,1588,6.0,13,kenny-turner-1
280,Quincy McDuffie,UCF,CUSA,11,43,482,11.2,1,12,132,11.0,1,55,614,11.2,2,quincy-mcduffie-1
281,Josh Doctson*,Wyoming,MWC,12,35,393,11.2,5,,,,,35,393,11.2,5,josh-doctson-1
282,Adam James,Texas Tech,Big 12,12,32,359,11.2,1,,,,,32,359,11.2,1,adam-james-1
283,Matt Furstenberg,Maryland,ACC,12,31,348,11.2,2,,,,,31,348,11.2,2,matt-furstenberg-1
284,Troy Evans*,Marshall,CUSA,11,30,337,11.2,2,,,,,30,337,11.2,2,troy-evans-2
285,Darian Williams,Florida Atlantic,Sun Belt,12,26,291,11.2,3,,,,,26,291,11.2,3,darian-williams-1
286,Skye Dawson*,TCU,MWC,13,45,500,11.1,5,5,43,8.6,0,50,543,10.9,5,skye-dawson-1
287,Eli Rogers*,Louisville,Big East,12,41,454,11.1,1,,,,,41,454,11.1,1,eli-rogers-1
288,Kevin Wright,Memphis,CUSA,12,36,398,11.1,1,,,,,36,398,11.1,1,kevin-wright-1
289,Marcus Mathews*,Brigham Young,Ind,13,27,299,11.1,1,,,,,27,299,11.1,1,marcus-mathews-1
290,Matt Miller*,Boise State,MWC,13,62,679,11.0,9,,,,,62,679,11.0,9,matt-miller-6
291,Cody Wilson,Central Michigan,MAC,10,48,526,11.0,3,2,11,5.5,0,50,537,10.7,3,cody-wilson-1
292,Malcolm Beyah,Middle Tennessee State,Sun Belt,11,45,497,11.0,6,0,0,,1,45,497,11.0,7,malcolm-beyah-1
293,Michael Hayes*,Houston,CUSA,13,44,483,11.0,4,138,727,5.3,11,182,1210,6.6,15,michael-hayes-1
294,Sancho McDonald,Middle Tennessee State,Sun Belt,12,35,384,11.0,6,,,,,35,384,11.0,6,sancho-mcdonald-1
295,Jordan Reed*,Florida,SEC,11,28,307,11.0,2,,,,,28,307,11.0,2,jordan-reed-1
296,Brent Leonard,Louisiana-Monroe,Sun Belt,12,69,751,10.9,4,,,,,69,751,10.9,4,brent-leonard-1
297,D.J. Beshears,Kansas,Big 12,12,40,437,10.9,3,9,64,7.1,1,49,501,10.2,4,dj-beshears-1
298,Isaiah Burse,Fresno State,WAC,13,40,436,10.9,1,,,,,40,436,10.9,1,isaiah-burse-1
299,Kain Colter*,Northwestern,Big Ten,13,43,466,10.8,3,135,654,4.8,9,178,1120,6.3,12,kain-colter-1
300,Mazi Ogbonna*,Wyoming,MWC,13,40,430,10.8,3,,,,,40,430,10.8,3,mazi-ogbonna-1
301,Victor Marc,South Florida,Big East,12,33,357,10.8,2,8,71,8.9,1,41,428,10.4,3,victor-marc-1
302,O.J. Ross*,Purdue,Big Ten,12,33,356,10.8,3,3,20,6.7,0,36,376,10.4,3,oj-ross-1
303,Onterio McCalebb*,Auburn,SEC,13,32,344,10.8,2,112,641,5.7,5,144,985,6.8,7,onterio-mccalebb-1
304,Kevonte Martin-Manley*,Iowa,Big Ten,13,30,323,10.8,3,,,,,30,323,10.8,3,kevonte-martin-manley-1
305,Luke Willson,Rice,CUSA,11,29,313,10.8,3,,,,,29,313,10.8,3,luke-willson-1
306,Colby Harper,Louisiana-Monroe,Sun Belt,12,27,291,10.8,2,1,1,1.0,0,28,292,10.4,2,colby-harper-1
307,Dorian Graham,Syracuse,Big East,12,24,260,10.8,2,8,91,11.4,1,32,351,11.0,3,dorian-graham-1
308,Bobby Swigert,Boston College,ACC,12,44,470,10.7,3,,,,,44,470,10.7,3,bobby-swigert-1
309,Chris Owusu*,Stanford,Pac-12,10,35,376,10.7,2,2,78,39.0,0,37,454,12.3,2,chris-owusu-1
310,Chris Polk*,Washington,Pac-12,13,31,332,10.7,4,293,1488,5.1,12,324,1820,5.6,16,chris-polk-1
311,Joe Jones*,Temple,MAC,13,30,322,10.7,3,3,43,14.3,0,33,365,11.1,3,joe-jones-1
312,E.J. Smith*,Houston,CUSA,13,29,310,10.7,2,,,,,29,310,10.7,2,ej-smith-1
313,Gary Bush*,Purdue,Big Ten,13,29,310,10.7,3,1,2,2.0,0,30,312,10.4,3,gary-bush-1
314,Jeremiah Ostrowski,Hawaii,WAC,10,65,687,10.6,5,,,,,65,687,10.6,5,jeremiah-ostrowski-1
315,Jamill Smith,Ball State,MAC,12,40,422,10.6,3,1,1,1.0,0,41,423,10.3,3,jamill-smith-1
316,David Roberts,Arizona,Pac-12,12,39,413,10.6,2,,,,,39,413,10.6,2,david-roberts-1
317,J.D. Falslev*,Brigham Young,Ind,13,31,330,10.6,2,,,,,31,330,10.6,2,jd-falslev-1
318,Eric Monette*,Western Michigan,MAC,13,29,306,10.6,1,,,,,29,306,10.6,1,eric-monette-1
319,Mohamed Sanu*,Rutgers,Big East,13,115,1206,10.5,7,4,-2,-0.5,0,119,1204,10.1,7,mohamed-sanu-1
320,Jackie Williams,UAB,CUSA,11,58,607,10.5,0,13,81,6.2,3,71,688,9.7,3,jackie-williams-1
321,Nick Provo,Syracuse,Big East,12,51,537,10.5,7,1,1,1.0,0,52,538,10.3,7,nick-provo-1
322,Michael Egnew*,Missouri,Big 12,13,50,523,10.5,3,3,8,2.7,0,53,531,10.0,3,michael-egnew-1
323,Perry Jones*,Virginia,ACC,13,48,506,10.5,3,184,915,5.0,5,232,1421,6.1,8,perry-jones-1
324,Andrew Bodenheimer,East Carolina,CUSA,12,46,484,10.5,0,,,,,46,484,10.5,0,andrew-bodenheimer-1
325,Brad Smelley*,Alabama,SEC,13,34,356,10.5,4,1,1,1.0,0,35,357,10.2,4,brad-smelley-1
326,Antoine Hicks*,TCU,MWC,12,33,347,10.5,1,6,-2,-0.3,3,39,345,8.8,4,antoine-hicks-1
327,Randall Telfer,USC,Pac-12,12,26,273,10.5,5,,,,,26,273,10.5,5,randall-telfer-1
328,Crockett Gillmore,Colorado State,MWC,12,45,468,10.4,4,,,,,45,468,10.4,4,crockett-gillmore-1
329,Justin Hardy,East Carolina,CUSA,10,64,658,10.3,6,,,,,64,658,10.3,6,justin-hardy-1
330,Marcus Rivers,Buffalo,MAC,12,60,615,10.3,2,,,,,60,615,10.3,2,marcus-rivers-1
331,David Douglas,Arizona,Pac-12,12,65,666,10.2,4,,,,,65,666,10.2,4,david-douglas-1
332,Mitch Burroughs*,Boise State,MWC,13,49,500,10.2,1,17,94,5.5,2,66,594,9.0,3,mitch-burroughs-1
333,Corey Johnson,Troy,Sun Belt,12,43,440,10.2,0,,,,,43,440,10.2,0,corey-johnson-3
334,Quron Pratt*,Rutgers,Big East,13,32,327,10.2,1,,,,,32,327,10.2,1,quron-pratt-1
335,Evan Landi,South Florida,Big East,12,29,297,10.2,1,,,,,29,297,10.2,1,evan-landi-1
336,Josh Cooper*,Oklahoma State,Big 12,12,71,715,10.1,3,2,3,1.5,0,73,718,9.8,3,josh-cooper-2
337,Kale Pick,Kansas,Big 12,12,34,344,10.1,2,,,,,34,344,10.1,2,kale-pick-1
338,JJ Di Luigi*,Brigham Young,Ind,13,27,274,10.1,0,116,584,5.0,3,143,858,6.0,3,jj-di-luigi-1
339,Deanthony Arnett,Tennessee,SEC,12,24,242,10.1,2,,,,,24,242,10.1,2,deanthony-arnett-1
340,Tyron Carrier*,Houston,CUSA,14,96,958,10.0,5,3,15,5.0,0,99,973,9.8,5,tyron-carrier-1
341,Noel Grigsby,San Jose State,WAC,12,89,886,10.0,2,,,,,89,886,10.0,2,noel-grigsby-1
342,Lance Lewis,East Carolina,CUSA,9,60,600,10.0,8,,,,,60,600,10.0,8,lance-lewis-1
343,Wayne Times*,Florida International,Sun Belt,13,54,540,10.0,2,1,4,4.0,0,55,544,9.9,2,wayne-times-1
344,Bobby Rainey,Western Kentucky,Sun Belt,12,36,361,10.0,4,369,1695,4.6,13,405,2056,5.1,17,bobby-rainey-1
345,George Bryan*,North Carolina State,ACC,13,33,331,10.0,4,,,,,33,331,10.0,4,george-bryan-1
346,Michael Bennett*,Georgia,SEC,14,32,320,10.0,5,,,,,32,320,10.0,5,michael-bennett-4
347,Connor Ryan,Ball State,MAC,12,24,241,10.0,1,1,6,6.0,0,25,247,9.9,1,connor-ryan-1
348,Taulib Ikharo*,Louisiana Tech,WAC,13,54,537,9.9,4,2,5,2.5,0,56,542,9.7,4,taulib-ikharo-1
349,Donte Harden*,Ohio,MAC,12,27,267,9.9,2,187,986,5.3,2,214,1253,5.9,4,donte-harden-1
350,Briggs Orsbon,Ball State,MAC,12,66,649,9.8,4,2,15,7.5,0,68,664,9.8,4,briggs-orsbon-1
351,Jay Smith*,North Carolina State,ACC,13,40,391,9.8,4,,,,,40,391,9.8,4,jay-smith-1
352,Danny Webster,East Carolina,CUSA,11,43,418,9.7,1,,,,,43,418,9.7,1,danny-webster-1
353,Matt Roark,Kentucky,SEC,12,36,349,9.7,1,30,161,5.4,0,66,510,7.7,1,matt-roark-1
354,Joe Kemp,Tulane,CUSA,13,28,272,9.7,1,1,-12,-12.0,0,29,260,9.0,1,joe-kemp-1
355,Joe Martinek*,Rutgers,Big East,13,27,262,9.7,1,24,123,5.1,0,51,385,7.5,1,joe-martinek-1
356,T.J. Jones*,Notre Dame,Ind,13,38,366,9.6,3,0,0,,0,38,366,9.6,3,tj-jones-2
357,Branden Oliver,Buffalo,MAC,12,38,365,9.6,0,306,1395,4.6,13,344,1760,5.1,13,branden-oliver-1
358,Bradley Marquez,Texas Tech,Big 12,12,25,240,9.6,1,4,8,2.0,1,29,248,8.6,2,bradley-marquez-1
359,Eric Page*,Toledo,MAC,13,125,1182,9.5,10,3,10,3.3,0,128,1192,9.3,10,eric-page-1
360,Eric Ward,Texas Tech,Big 12,12,84,800,9.5,11,,,,,84,800,9.5,11,eric-ward-1
361,Justin Siller*,Purdue,Big Ten,13,50,474,9.5,1,15,81,5.4,1,65,555,8.5,2,justin-siller-1
362,Gino Crump,Arizona,Pac-12,12,65,610,9.4,2,,,,,65,610,9.4,2,gino-crump-1
363,Justin Clapp,Hawaii,WAC,8,38,356,9.4,4,,,,,38,356,9.4,4,justin-clapp-1
364,Chris Smith*,Mississippi State,SEC,13,35,330,9.4,2,,,,,35,330,9.4,2,chris-smith-4
365,Chandler Jones,San Jose State,WAC,12,61,566,9.3,2,4,21,5.3,1,65,587,9.0,3,chandler-jones-1
366,David Frazier,Miami (OH),MAC,11,28,259,9.3,0,,,,,28,259,9.3,0,david-frazier-2
367,Kedrick Rhodes*,Florida International,Sun Belt,13,27,252,9.3,0,234,1149,4.9,8,261,1401,5.4,8,kedrick-rhodes-1
368,Julio Lopez,UTEP,CUSA,12,25,233,9.3,0,,,,,25,233,9.3,0,julio-lopez-1
369,Cooper Helfet,Duke,ACC,12,43,395,9.2,4,,,,,43,395,9.2,4,cooper-helfet-1
370,Jack Tomlinson,Ball State,MAC,11,43,394,9.2,2,,,,,43,394,9.2,2,jack-tomlinson-1
371,Michael Johnson,UNLV,MWC,12,31,285,9.2,1,8,31,3.9,0,39,316,8.1,1,michael-johnson-19
372,Shawn Southward,Troy,Sun Belt,12,27,249,9.2,0,123,556,4.5,4,150,805,5.4,4,shawn-southward-1
373,Dre Muhammad,Indiana,Big Ten,12,26,238,9.2,0,4,7,1.8,0,30,245,8.2,0,dre-muhammad-1
374,Dominic Rufran*,Wyoming,MWC,13,44,402,9.1,2,,,,,44,402,9.1,2,dominic-rufran-1
375,Andy Cruse,Miami (OH),MAC,12,43,391,9.1,4,,,,,43,391,9.1,4,andy-cruse-1
376,Doug Martin*,Boise State,MWC,13,28,255,9.1,2,263,1299,4.9,16,291,1554,5.3,18,doug-martin-1
377,Sam Kirkland,Kent State,MAC,12,32,285,8.9,0,5,22,4.4,0,37,307,8.3,0,sam-kirkland-1
378,Robert Herron*,Wyoming,MWC,12,43,379,8.8,3,8,53,6.6,0,51,432,8.5,3,robert-herron-1
379,Brandon Braxton,Duke,ACC,12,40,352,8.8,0,,,,,40,352,8.8,0,brandon-braxton-1
380,Roy Finch*,Oklahoma,Big 12,13,34,296,8.7,0,111,605,5.5,3,145,901,6.2,3,roy-finch-1
381,Spencer Harris*,Illinois,Big Ten,13,26,226,8.7,1,,,,,26,226,8.7,1,spencer-harris-1
382,Joe Halahuni,Oregon State,Pac-12,10,31,268,8.6,3,,,,,31,268,8.6,3,joe-halahuni-1
383,Rickey Galvin,Washington State,Pac-12,12,28,242,8.6,1,114,602,5.3,5,142,844,5.9,6,rickey-galvin-1
384,Tannar Rehrer,Memphis,CUSA,12,70,593,8.5,4,,,,,70,593,8.5,4,tannar-rehrer-1
385,Justin Albert,Troy,Sun Belt,12,40,338,8.5,1,5,22,4.4,0,45,360,8.0,1,justin-albert-1
386,Kyle Efaw*,Boise State,MWC,13,31,264,8.5,7,,,,,31,264,8.5,7,kyle-efaw-1
387,Deandre Richardson,Florida Atlantic,Sun Belt,12,32,269,8.4,0,1,37,37.0,0,33,306,9.3,0,deandre-richardson-1
388,Ryan Hewitt*,Stanford,Pac-12,13,34,282,8.3,5,10,35,3.5,0,44,317,7.2,5,ryan-hewitt-1
389,Vic Anderson*,Louisville,Big East,12,28,232,8.3,1,114,539,4.7,3,142,771,5.4,4,vic-anderson-1
390,Isaiah Pead*,Cincinnati,Big East,13,39,319,8.2,3,237,1259,5.3,12,276,1578,5.7,15,isaiah-pead-1
391,Orleans Darkwa,Tulane,CUSA,13,37,305,8.2,0,210,924,4.4,13,247,1229,5.0,13,orleans-darkwa-1
392,Jordan Jenkins,Oregon State,Pac-12,12,31,251,8.1,1,19,42,2.2,0,50,293,5.9,1,jordan-jenkins-1
393,Ty Kirk,New Mexico,MWC,9,47,376,8.0,0,3,15,5.0,0,50,391,7.8,0,ty-kirk-1
394,Giovani Bernard*,North Carolina,ACC,13,45,362,8.0,1,239,1253,5.2,13,284,1615,5.7,14,giovani-bernard-1
395,Rashad Evans,Fresno State,WAC,13,44,351,8.0,3,,,,,44,351,8.0,3,rashad-evans-1
396,Tyler Smith,Rice,CUSA,12,39,309,7.9,1,155,860,5.5,5,194,1169,6.0,6,tyler-smith-1
397,Joe Brown,Colorado State,MWC,12,25,197,7.9,1,,,,,25,197,7.9,1,joe-brown-1
398,Keola Antolin,Arizona,Pac-12,12,25,197,7.9,1,126,568,4.5,5,151,765,5.1,6,keola-antolin-1
399,Tavarres Jefferson,Middle Tennessee State,Sun Belt,12,51,398,7.8,1,,,,,51,398,7.8,1,tavarres-jefferson-1
400,Trey Watts*,Tulsa,CUSA,13,31,242,7.8,3,157,881,5.6,3,188,1123,6.0,6,trey-watts-1
401,Cyrus Gray*,Texas A&amp;M,Big 12,11,31,239,7.7,3,198,1045,5.3,12,229,1284,5.6,15,cyrus-gray-1
402,Jacoby Franks,Texas Tech,Big 12,11,29,223,7.7,1,,,,,29,223,7.7,1,jacoby-franks-1
403,Le'Veon Bell*,Michigan State,Big Ten,14,35,267,7.6,0,182,948,5.2,13,217,1215,5.6,13,leveon-bell-1
404,James Washington*,North Carolina State,ACC,13,42,315,7.5,0,226,897,4.0,7,268,1212,4.5,7,james-washington-1
405,Kama Bailey,Idaho,WAC,12,34,256,7.5,1,99,441,4.5,2,133,697,5.2,3,kama-bailey-1
406,Zach Brown*,Pitt,Big East,12,25,184,7.4,0,82,336,4.1,5,107,520,4.9,5,zach-brown-3
407,Stepfan Taylor*,Stanford,Pac-12,13,25,182,7.3,2,242,1330,5.5,10,267,1512,5.7,12,stepfan-taylor-1
408,Derrick Harris,East Carolina,CUSA,10,23,168,7.3,1,1,2,2.0,0,24,170,7.1,1,derrick-harris-2
409,Robbie Rouse,Fresno State,WAC,13,32,228,7.1,1,329,1549,4.7,13,361,1777,4.9,14,robbie-rouse-1
410,Cierre Wood*,Notre Dame,Ind,13,27,189,7.0,0,217,1102,5.1,9,244,1291,5.3,9,cierre-wood-1
411,Justin Thompson,Kent State,MAC,12,32,222,6.9,2,,,,,32,222,6.9,2,justin-thompson-1
412,Antwon Bailey,Syracuse,Big East,12,29,200,6.9,1,240,1051,4.4,6,269,1251,4.7,7,antwon-bailey-1
413,Ray Graham*,Pitt,Big East,8,30,200,6.7,0,164,958,5.8,9,194,1158,6.0,9,ray-graham-1
414,Jyruss Edwards,Louisiana-Monroe,Sun Belt,12,31,203,6.5,1,143,667,4.7,11,174,870,5.0,12,jyruss-edwards-1
415,Tony Creecy*,North Carolina State,ACC,12,25,157,6.3,3,103,382,3.7,1,128,539,4.2,4,tony-creecy-1
416,Pat Shed,UAB,CUSA,5,23,146,6.3,0,60,223,3.7,1,83,369,4.4,1,pat-shed-1
417,Joseph Randle*,Oklahoma State,Big 12,13,43,266,6.2,2,208,1216,5.8,24,251,1482,5.9,26,joseph-randle-1
418,Tony Jones,Colorado,Pac-12,12,27,168,6.2,2,78,297,3.8,2,105,465,4.4,4,tony-jones-7
419,Chris Nwoke,Colorado State,MWC,12,23,143,6.2,0,200,1130,5.7,9,223,1273,5.7,9,chris-nwoke-1
420,Jamal Miles*,Arizona State,Pac-12,12,60,361,6.0,6,29,237,8.2,0,89,598,6.7,6,jamal-miles-1
421,Jarvis West*,Iowa State,Big 12,13,25,141,5.6,0,4,6,1.5,0,29,147,5.1,0,jarvis-west-1
422,Desmond Scott,Duke,ACC,9,25,135,5.4,0,72,367,5.1,2,97,502,5.2,2,desmond-scott-1
