
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
25,Daniel Porter,Louisiana Tech,WAC,12,99,592,6.0,6,11,58,5.3,0,110,650,5.9,6,daniel-porter-1
26,Matt Forte,Tulane,CUSA,12,361,2127,5.9,23,32,282,8.8,0,393,2409,6.1,23,matt-forte-1
27,Chris Wells*,Ohio State,Big Ten,13,274,1609,5.9,15,5,21,4.2,0,279,1630,5.8,15,chris-wells-1
28,Javon Ringer*,Michigan State,Big Ten,13,245,1447,5.9,6,35,295,8.4,0,280,1742,6.2,6,javon-ringer-1
29,Brandon McAnderson*,Kansas,Big 12,13,190,1125,5.9,16,21,213,10.1,0,211,1338,6.3,16,brandon-mcanderson-1
30,Kenny Cattouse,Troy,Sun Belt,12,133,791,5.9,7,37,235,6.4,1,170,1026,6.0,8,kenny-cattouse-1
31,Jamario Thomas,North Texas,Sun Belt,11,112,666,5.9,8,16,37,2.3,0,128,703,5.5,8,jamario-thomas-1
32,Allen Patrick*,Oklahoma,Big 12,13,173,1009,5.8,8,10,56,5.6,1,183,1065,5.8,9,allen-patrick-1
33,Eric Kettani*,Navy,Ind,13,152,880,5.8,10,7,36,5.1,0,159,916,5.8,10,eric-kettani-1
34,Justin Hoskins*,Central Michigan,MAC,14,115,664,5.8,10,22,171,7.8,2,137,835,6.1,12,justin-hoskins-1
35,Deon Wallace,Louisiana,Sun Belt,11,75,433,5.8,3,10,148,14.8,2,85,581,6.8,5,deon-wallace-1
36,Kevin Smith*,UCF,CUSA,14,450,2567,5.7,29,24,242,10.1,1,474,2809,5.9,30,kevin-smith-1
37,Dantrell Savage*,Oklahoma State,Big 12,11,223,1272,5.7,9,27,259,9.6,2,250,1531,6.1,11,dantrell-savage-1
38,Tyrell Fenroy,Louisiana,Sun Belt,11,180,1021,5.7,7,15,113,7.5,0,195,1134,5.8,7,tyrell-fenroy-1
39,Jake Locker,Washington,Pac-10,12,172,986,5.7,13,1,15,15.0,0,173,1001,5.8,13,jake-locker-1
40,Joe McKnight*,USC,Pac-10,13,94,540,5.7,3,23,203,8.8,1,117,743,6.4,4,joe-mcknight-1
41,Darren McFadden*,Arkansas,SEC,13,325,1830,5.6,16,21,164,7.8,1,346,1994,5.8,17,darren-mcfadden-1
42,Louis Rankin,Washington,Pac-10,13,233,1294,5.6,6,20,126,6.3,2,253,1420,5.6,8,louis-rankin-1
43,Tarrion Adams*,Tulsa,CUSA,14,219,1225,5.6,8,30,301,10.0,3,249,1526,6.1,11,tarrion-adams-1
44,Tony Temple*,Missouri,Big 12,12,186,1039,5.6,12,7,68,9.7,1,193,1107,5.7,13,tony-temple-1
45,Jake Sharp*,Kansas,Big 12,13,147,821,5.6,7,21,163,7.8,2,168,984,5.9,9,jake-sharp-1
46,Kahlil Bell*,UCLA,Pac-10,8,142,795,5.6,5,13,93,7.2,0,155,888,5.7,5,kahlil-bell-1
47,Colin Kaepernick*,Nevada,WAC,11,105,593,5.6,6,,,,,105,593,5.6,6,colin-kaepernick-1
48,Dennis Dixon*,Oregon,Pac-10,10,105,583,5.6,9,,,,,105,583,5.6,9,dennis-dixon-1
49,Kestahn Moore*,Florida,SEC,13,104,580,5.6,6,13,81,6.2,1,117,661,5.6,7,kestahn-moore-1
50,Jalen Parmele,Toledo,MAC,12,276,1511,5.5,14,17,157,9.2,1,293,1668,5.7,15,jalen-parmele-1
51,Rodney Kinlaw*,Penn State,Big Ten,13,243,1329,5.5,10,21,128,6.1,0,264,1457,5.5,10,rodney-kinlaw-1
52,Tyrell Hayden,Western Kentucky,Ind,12,205,1134,5.5,10,5,22,4.4,0,210,1156,5.5,10,tyrell-hayden-1
53,Graig Cooper,Miami (FL),ACC,11,125,682,5.5,4,13,129,9.9,1,138,811,5.9,5,graig-cooper-1
54,Derrick Locke*,Kentucky,SEC,12,94,521,5.5,5,7,86,12.3,0,101,607,6.0,5,derrick-locke-1
55,Damion Fletcher*,Southern Mississippi,CUSA,13,295,1586,5.4,15,29,227,7.8,0,324,1813,5.6,15,damion-fletcher-1
56,Knowshon Moreno*,Georgia,SEC,13,248,1334,5.4,14,20,253,12.7,0,268,1587,5.9,14,knowshon-moreno-1
57,Ray Rice*,Rutgers,Big East,13,380,2012,5.3,24,25,239,9.6,1,405,2251,5.6,25,ray-rice-1
58,Luke Lippincott*,Nevada,WAC,13,267,1420,5.3,15,26,295,11.3,3,293,1715,5.9,18,luke-lippincott-1
59,Tashard Choice*,Georgia Tech,ACC,12,261,1379,5.3,10,14,107,7.6,0,275,1486,5.4,10,tashard-choice-1
60,Hugh Charles*,Colorado,Big 12,12,199,1058,5.3,8,24,233,9.7,1,223,1291,5.8,9,hugh-charles-1
61,Rafael Little*,Kentucky,SEC,10,190,1013,5.3,3,42,347,8.3,1,232,1360,5.9,4,rafael-little-1
62,Gartrell Johnson,Colorado State,MWC,12,181,957,5.3,6,12,103,8.6,2,193,1060,5.5,8,gartrell-johnson-1
63,Gartrell Johnson III,Colorado State,MWC,12,181,957,5.3,6,12,103,8.6,2,193,1060,5.5,8,gartrell-johnson-iii-1
64,Keegan Herring*,Arizona State,Pac-10,13,154,815,5.3,5,10,88,8.8,0,164,903,5.5,5,keegan-herring-1
65,Thomas Brown*,Georgia,SEC,10,148,779,5.3,10,10,84,8.4,2,158,863,5.5,12,thomas-brown-1
66,C.J. Spiller*,Clemson,ACC,13,145,768,5.3,3,34,271,8.0,2,179,1039,5.8,5,cj-spiller-1
67,Amir Pinnix,Minnesota,Big Ten,10,106,563,5.3,5,11,66,6.0,1,117,629,5.4,6,amir-pinnix-1
68,Mario Fannin*,Auburn,SEC,13,84,448,5.3,5,18,176,9.8,2,102,624,6.1,7,mario-fannin-1
69,Jonathan Dwyer*,Georgia Tech,ACC,13,82,436,5.3,9,2,17,8.5,0,84,453,5.4,9,jonathan-dwyer-1
70,P.J. Hill*,Wisconsin,Big Ten,11,233,1212,5.2,14,14,89,6.4,1,247,1301,5.3,15,pj-hill-1
71,Joseph Turner*,TCU,MWC,10,115,597,5.2,6,5,41,8.2,0,120,638,5.3,6,joseph-turner-1
72,Cedric Peerman*,Virginia,ACC,6,113,585,5.2,5,12,99,8.3,0,125,684,5.5,5,cedric-peerman-1
73,Jaycen Taylor*,Purdue,Big Ten,9,107,560,5.2,4,11,65,5.9,0,118,625,5.3,4,jaycen-taylor-1
74,Brock Bolen,Louisville,Big East,10,88,456,5.2,7,14,121,8.6,1,102,577,5.7,8,brock-bolen-1
75,Greg Moore*,Cincinnati,Big East,13,87,450,5.2,2,13,183,14.1,2,100,633,6.3,4,greg-moore-1
76,Shannon Woods*,Texas Tech,Big 12,9,84,439,5.2,8,34,138,4.1,2,118,577,4.9,10,shannon-woods-1
77,Justin Forsett*,California,Pac-10,13,305,1546,5.1,15,22,202,9.2,0,327,1748,5.3,15,justin-forsett-1
78,Michael Hart*,Michigan,Big Ten,10,265,1361,5.1,14,8,50,6.3,0,273,1411,5.2,14,michael-hart-1
79,Marcus Thomas,UTEP,CUSA,11,227,1166,5.1,16,20,268,13.4,2,247,1434,5.8,18,marcus-thomas-2
80,Kory Sheets*,Purdue,Big Ten,13,168,859,5.1,11,30,216,7.2,2,198,1075,5.4,13,kory-sheets-1
81,Darius Marshall,Marshall,CUSA,12,123,631,5.1,3,14,119,8.5,0,137,750,5.5,3,darius-marshall-1
82,Frank Goodin,Louisiana-Monroe,Sun Belt,12,116,596,5.1,4,11,117,10.6,1,127,713,5.6,5,frank-goodin-1
83,Andre Crenshaw*,Oregon,Pac-10,13,82,415,5.1,4,4,17,4.3,0,86,432,5.0,4,andre-crenshaw-1
84,Calvin Dawson,Louisiana-Monroe,Sun Belt,12,281,1414,5.0,12,29,262,9.0,0,310,1676,5.4,12,calvin-dawson-1
85,Harvey Unga*,Brigham Young,MWC,13,244,1227,5.0,13,44,655,14.9,4,288,1882,6.5,17,harvey-unga-1
86,James Davis*,Clemson,ACC,13,214,1064,5.0,10,12,51,4.3,2,226,1115,4.9,12,james-davis-1
87,Steve Slaton*,West Virginia,Big East,13,211,1051,5.0,17,26,350,13.5,1,237,1401,5.9,18,steve-slaton-1
88,Ian Johnson*,Boise State,WAC,11,207,1041,5.0,16,25,312,12.5,1,232,1353,5.8,17,ian-johnson-1
89,Chauncey Washington*,USC,Pac-10,12,195,969,5.0,10,7,59,8.4,2,202,1028,5.1,12,chauncey-washington-1
90,Cory Boyd,South Carolina,SEC,12,180,903,5.0,9,36,405,11.3,1,216,1308,6.1,10,cory-boyd-1
91,Stephen McGee*,Texas A&amp;M,Big 12,13,181,899,5.0,5,,,,,181,899,5.0,5,stephen-mcgee-1
92,Terry Grant*,Alabama,SEC,11,180,891,5.0,8,26,176,6.8,1,206,1067,5.2,9,terry-grant-1
93,Andre Dixon*,Connecticut,Big East,11,167,828,5.0,3,24,280,11.7,1,191,1108,5.8,4,andre-dixon-1
94,Kellen Lewis*,Indiana,Big Ten,13,147,736,5.0,9,1,87,87.0,1,148,823,5.6,10,kellen-lewis-1
95,Mikell Simpson*,Virginia,ACC,13,113,570,5.0,8,43,402,9.3,2,156,972,6.2,10,mikell-simpson-1
96,Ryan Torain*,Arizona State,Pac-10,6,110,553,5.0,5,7,100,14.3,2,117,653,5.6,7,ryan-torain-1
97,Terrance Ganaway,Houston,CUSA,13,109,550,5.0,6,,,,,109,550,5.0,6,terrance-ganaway-1
98,Butler Benton*,Cincinnati,Big East,12,100,499,5.0,2,16,154,9.6,1,116,653,5.6,3,butler-benton-1
99,Damian Sims,Iowa,Big Ten,12,100,499,5.0,3,10,76,7.6,0,110,575,5.2,3,damian-sims-1
100,Kalvin McRae,Ohio,MAC,12,294,1434,4.9,19,29,275,9.5,1,323,1709,5.3,20,kalvin-mcrae-1
101,Arian Foster*,Tennessee,SEC,14,245,1193,4.9,12,39,340,8.7,2,284,1533,5.4,14,arian-foster-1
102,Deonte Jackson,Idaho,WAC,12,240,1175,4.9,7,17,153,9.0,0,257,1328,5.2,7,deonte-jackson-1
103,BenJarvus Green-Ellis,Ole Miss,SEC,12,230,1137,4.9,6,2,25,12.5,0,232,1162,5.0,6,benjarvus-green-ellis-1
104,Jacob Hester*,LSU,SEC,14,225,1103,4.9,12,14,106,7.6,1,239,1209,5.1,13,jacob-hester-1
105,Marlon Lucky,Nebraska,Big 12,12,206,1019,4.9,9,75,705,9.4,3,281,1724,6.1,12,marlon-lucky-1
106,Devin Moore,Wyoming,MWC,12,198,965,4.9,5,24,161,6.7,1,222,1126,5.1,6,devin-moore-1
107,James Mapps,SMU,CUSA,12,108,526,4.9,4,13,144,11.1,0,121,670,5.5,4,james-mapps-1
108,Anthony Turner*,Bowling Green State,MAC,13,106,519,4.9,9,22,185,8.4,1,128,704,5.5,10,anthony-turner-1
109,Jarod Bryant*,Navy,Ind,10,94,464,4.9,5,1,5,5.0,1,95,469,4.9,6,jarod-bryant-1
110,Micah Mosley,North Texas,Sun Belt,12,94,461,4.9,5,11,88,8.0,1,105,549,5.2,6,micah-mosley-1
111,Miquale Lewis*,Ball State,MAC,5,92,447,4.9,2,11,154,14.0,1,103,601,5.8,3,miquale-lewis-1
112,LeSean McCoy,Pitt,Big East,12,276,1328,4.8,14,33,244,7.4,1,309,1572,5.1,15,lesean-mccoy-1
113,Darrell Mack*,Utah,MWC,12,253,1204,4.8,12,21,144,6.9,3,274,1348,4.9,15,darrell-mack-1
114,Donald Brown*,Connecticut,Big East,12,170,821,4.8,8,14,85,6.1,0,184,906,4.9,8,donald-brown-1
115,Bryan Williams,Akron,MAC,12,152,728,4.8,2,22,204,9.3,1,174,932,5.4,3,bryan-williams-1
116,Anthony Allen,Louisville,Big East,12,146,696,4.8,7,21,153,7.3,2,167,849,5.1,9,anthony-allen-1
117,Zach Brown*,Wisconsin,Big Ten,12,119,568,4.8,5,4,23,5.8,0,123,591,4.8,5,zach-brown-3
118,Tyrell Sutton,Northwestern,Big Ten,7,108,522,4.8,4,30,282,9.4,0,138,804,5.8,4,tyrell-sutton-1
119,Brandon Whitaker,Baylor,Big 12,12,102,488,4.8,2,58,425,7.3,3,160,913,5.7,5,brandon-whitaker-1
120,Brian Flowers,Idaho,WAC,9,91,434,4.8,2,5,53,10.6,0,96,487,5.1,2,brian-flowers-1
121,Albert Young,Iowa,Big Ten,12,206,968,4.7,6,23,212,9.2,1,229,1180,5.2,7,albert-young-1
122,Patrick Jackson,Louisiana Tech,WAC,12,202,950,4.7,8,31,227,7.3,1,233,1177,5.1,9,patrick-jackson-1
123,Dwight Tardy,Washington State,Pac-10,8,143,676,4.7,6,15,89,5.9,0,158,765,4.8,6,dwight-tardy-1
124,Adam Ballard*,Navy,Ind,13,141,665,4.7,5,5,49,9.8,0,146,714,4.9,5,adam-ballard-1
125,Mike Ford*,South Florida,Big East,12,138,645,4.7,12,2,12,6.0,1,140,657,4.7,13,mike-ford-1
126,Shaun Carney*,Air Force,MWC,13,135,637,4.7,6,,,,,135,637,4.7,6,shaun-carney-1
127,Andre Brown,North Carolina State,ACC,8,95,447,4.7,5,25,194,7.8,0,120,641,5.3,5,andre-brown-1
128,Omar Conteh,Northwestern,Big Ten,10,96,447,4.7,5,20,215,10.8,2,116,662,5.7,7,omar-conteh-1
129,Leon Patton,Kansas State,Big 12,12,83,390,4.7,4,15,62,4.1,1,98,452,4.6,5,leon-patton-1
130,David Wolke,Western Kentucky,Ind,11,76,359,4.7,5,0,0,,0,76,359,4.7,5,david-wolke-1
131,Frank Summers,UNLV,MWC,12,202,928,4.6,6,23,252,11.0,4,225,1180,5.2,10,frank-summers-1
132,Brandon West,Western Michigan,MAC,12,183,848,4.6,4,45,365,8.1,2,228,1213,5.3,6,brandon-west-1
133,Kaipo-Noa Kaheaku-Enhada*,Navy,Ind,12,180,834,4.6,12,,,,,180,834,4.6,12,kaipo-noa-kaheaku-enhada-1
134,Joseph Doss*,Memphis,CUSA,12,174,806,4.6,5,24,145,6.0,0,198,951,4.8,5,joseph-doss-1
135,Charles Pierre,Florida Atlantic,Sun Belt,13,170,782,4.6,7,2,6,3.0,1,172,788,4.6,8,charles-pierre-1
136,Jorvorskie Lane*,Texas A&amp;M,Big 12,13,169,780,4.6,16,12,115,9.6,1,181,895,4.9,17,jorvorskie-lane-1
137,Juice Williams*,Illinois,Big Ten,13,165,755,4.6,7,0,0,,0,165,755,4.6,7,juice-williams-1
138,Mike Goodson*,Texas A&amp;M,Big 12,13,153,711,4.6,4,36,361,10.0,4,189,1072,5.7,8,mike-goodson-1
139,Lonyae Miller*,Fresno State,WAC,10,132,609,4.6,7,2,23,11.5,0,134,632,4.7,7,lonyae-miller-1
140,Aaron Brown*,TCU,MWC,9,106,490,4.6,2,24,161,6.7,1,130,651,5.0,3,aaron-brown-2
141,Brandon Roberson,Northwestern,Big Ten,12,76,348,4.6,4,9,99,11.0,0,85,447,5.3,4,brandon-roberson-2
142,Justin Anderson,Northern Illinois,MAC,12,274,1245,4.5,8,45,263,5.8,3,319,1508,4.7,11,justin-anderson-1
143,Andre Callender*,Boston College,ACC,14,218,989,4.5,9,76,720,9.5,4,294,1709,5.8,13,andre-callender-1
144,Ben Tate*,Auburn,SEC,13,202,903,4.5,8,16,144,9.0,0,218,1047,4.8,8,ben-tate-1
145,Mike Davis,South Carolina,SEC,12,114,518,4.5,5,23,224,9.7,1,137,742,5.4,6,mike-davis-1
146,Cory Jones,Miami (OH),MAC,11,107,483,4.5,2,14,115,8.2,1,121,598,4.9,3,cory-jones-1
147,T.J. Pitts*,Memphis,CUSA,11,106,481,4.5,1,5,-9,-1.8,0,111,472,4.3,1,tj-pitts-1
148,Dujuan Harris,Troy,Sun Belt,12,82,372,4.5,0,5,29,5.8,0,87,401,4.6,0,dujuan-harris-1
149,Mario Henry,Buffalo,MAC,10,76,345,4.5,1,15,75,5.0,0,91,420,4.6,1,mario-henry-1
150,Quentin Castille,Nebraska,Big 12,12,76,343,4.5,4,3,33,11.0,0,79,376,4.8,4,quentin-castille-1
151,Yvenson Bernard*,Oregon State,Pac-10,11,275,1214,4.4,13,36,179,5.0,1,311,1393,4.5,14,yvenson-bernard-1
152,James Starks,Buffalo,MAC,12,251,1103,4.4,12,41,311,7.6,2,292,1414,4.8,14,james-starks-1
153,Josh Adams*,Wake Forest,ACC,12,219,953,4.4,11,34,123,3.6,1,253,1076,4.3,12,josh-adams-1
154,Matt Grothe*,South Florida,Big East,13,198,872,4.4,10,,,,,198,872,4.4,10,matt-grothe-1
155,Nic Grigsby,Arizona,Pac-10,10,161,704,4.4,2,35,200,5.7,2,196,904,4.6,4,nic-grigsby-1
156,Mark Bonds,Western Michigan,MAC,11,157,690,4.4,8,9,47,5.2,0,166,737,4.4,8,mark-bonds-1
157,Dwight Dasher,Middle Tennessee State,Sun Belt,10,121,530,4.4,3,1,10,10.0,0,122,540,4.4,3,dwight-dasher-1
158,Anthony Kimble,Stanford,Pac-10,7,115,509,4.4,8,12,64,5.3,0,127,573,4.5,8,anthony-kimble-1
159,Tim Tebow*,Florida,SEC,13,210,895,4.3,23,,,,,210,895,4.3,23,tim-tebow-1
160,Antone Smith*,Florida State,ACC,12,192,819,4.3,3,22,203,9.2,0,214,1022,4.8,3,antone-smith-1
161,Colt McCoy*,Texas,Big 12,13,114,492,4.3,4,,,,,114,492,4.3,4,colt-mccoy-1
162,Christian Ducre*,Mississippi State,SEC,13,112,487,4.3,3,16,83,5.2,0,128,570,4.5,3,christian-ducre-1
163,Austin Sykes,Miami (OH),MAC,12,109,466,4.3,3,13,88,6.8,0,122,554,4.5,3,austin-sykes-1
164,Paul Baker*,New Mexico,MWC,13,109,465,4.3,0,8,126,15.8,0,117,591,5.1,0,paul-baker-1
165,Demyron Martin,SMU,CUSA,12,106,458,4.3,4,9,64,7.1,1,115,522,4.5,5,demyron-martin-1
166,Jamad Williams*,Tulsa,CUSA,14,106,458,4.3,2,7,87,12.4,0,113,545,4.8,2,jamad-williams-1
167,Brandon Minor*,Michigan,Big Ten,12,90,385,4.3,1,3,1,0.3,0,93,386,4.2,1,brandon-minor-1
168,D.J. Harper*,Boise State,WAC,10,87,376,4.3,6,3,13,4.3,0,90,389,4.3,6,dj-harper-1
169,Lance Ball*,Maryland,ACC,13,182,768,4.2,12,18,88,4.9,0,200,856,4.3,12,lance-ball-1
170,Adam Weber,Minnesota,Big Ten,12,146,617,4.2,5,,,,,146,617,4.2,5,adam-weber-1
171,Glen Coffee*,Alabama,SEC,9,129,545,4.2,4,18,142,7.9,0,147,687,4.7,4,glen-coffee-1
172,Wayne Younger,Florida International,Sun Belt,11,127,536,4.2,2,,,,,127,536,4.2,2,wayne-younger-1
173,Brad Lester*,Auburn,SEC,7,125,530,4.2,3,10,82,8.2,0,135,612,4.5,3,brad-lester-1
174,Re'quan Boyette,Duke,ACC,12,104,432,4.2,2,14,77,5.5,0,118,509,4.3,2,requan-boyette-1
175,Tyrod Taylor*,Virginia Tech,ACC,11,102,429,4.2,6,,,,,102,429,4.2,6,tyrod-taylor-1
176,Johnny White,North Carolina,ACC,12,95,399,4.2,0,15,159,10.6,0,110,558,5.1,0,johnny-white-1
177,Bryan Payton*,Indiana,Big Ten,12,90,381,4.2,4,12,69,5.8,0,102,450,4.4,4,bryan-payton-1
178,Montario Hardesty*,Tennessee,SEC,10,89,373,4.2,3,3,25,8.3,0,92,398,4.3,3,montario-hardesty-1
179,Chris Markey*,UCLA,Pac-10,12,176,715,4.1,3,8,48,6.0,0,184,763,4.1,3,chris-markey-1
180,A'Mod Ned,Florida International,Sun Belt,11,143,581,4.1,2,16,103,6.4,1,159,684,4.3,3,amod-ned-1
181,Marcus Thigpen*,Indiana,Big Ten,12,138,568,4.1,0,21,181,8.6,3,159,749,4.7,3,marcus-thigpen-1
182,Ontario Sneed*,Central Michigan,MAC,11,119,486,4.1,6,22,212,9.6,0,141,698,5.0,6,ontario-sneed-1
183,Duane Bennett,Minnesota,Big Ten,10,107,442,4.1,3,18,145,8.1,1,125,587,4.7,4,duane-bennett-1
184,Alex Allen,Akron,MAC,11,102,420,4.1,7,10,86,8.6,0,112,506,4.5,7,alex-allen-1
185,Tory Harrison*,Southern Mississippi,CUSA,13,95,393,4.1,5,8,60,7.5,0,103,453,4.4,5,tory-harrison-1
186,LaRod Stephens-Howling,Pitt,Big East,11,78,320,4.1,1,13,73,5.6,0,91,393,4.3,1,larod-stephens-howling-1
187,Rodney Ferguson*,New Mexico,MWC,12,292,1177,4.0,13,18,264,14.7,1,310,1441,4.6,14,rodney-ferguson-1
188,Cassen Jackson-Garrison,Vanderbilt,SEC,12,148,594,4.0,5,8,30,3.8,0,156,624,4.0,5,cassen-jackson-garrison-1
189,Benjamin Williams*,South Florida,Big East,12,105,425,4.0,6,25,239,9.6,0,130,664,5.1,6,benjamin-williams-1
190,Case Keenum,Houston,CUSA,13,103,412,4.0,9,,,,,103,412,4.0,9,case-keenum-1
191,Brandon Bornes,San Diego State,MWC,12,88,354,4.0,3,16,106,6.6,0,104,460,4.4,3,brandon-bornes-1
192,Armando Allen,Notre Dame,Ind,12,86,348,4.0,0,24,124,5.2,1,110,472,4.3,1,armando-allen-1
193,Daryl Robinson,Temple,MAC,12,86,347,4.0,0,16,171,10.7,1,102,518,5.1,1,daryl-robinson-2
194,Matthew Sieverson*,Oregon State,Pac-10,13,85,344,4.0,2,11,70,6.4,0,96,414,4.3,2,matthew-sieverson-1
195,Jabu Lovelace*,Rutgers,Big East,10,82,332,4.0,4,,,,,82,332,4.0,4,jabu-lovelace-1
196,Jehuu Caulcrick*,Michigan State,Big Ten,13,222,872,3.9,21,5,36,7.2,0,227,908,4.0,21,jehuu-caulcrick-1
197,Pierre Walker,Eastern Michigan,MAC,12,214,839,3.9,10,10,54,5.4,0,224,893,4.0,10,pierre-walker-1
198,Justin Willis,SMU,CUSA,12,180,699,3.9,3,,,,,180,699,3.9,3,justin-willis-1
199,Jamelle Eugene,North Carolina State,ACC,12,172,667,3.9,5,42,263,6.3,1,214,930,4.3,6,jamelle-eugene-1
200,Omar Haugabook,Troy,Sun Belt,12,156,616,3.9,11,2,28,14.0,1,158,644,4.1,12,omar-haugabook-1
201,Chris Brown*,Oklahoma,Big 12,13,158,611,3.9,9,10,83,8.3,1,168,694,4.1,10,chris-brown-4
202,Derrvin Speight,Utah State,WAC,11,129,504,3.9,3,13,57,4.4,0,142,561,4.0,3,derrvin-speight-1
203,Alexander Robinson,Iowa State,Big 12,11,118,465,3.9,6,23,167,7.3,0,141,632,4.5,6,alexander-robinson-1
204,Julian Edelman,Kent State,MAC,8,118,455,3.9,2,,,,,118,455,3.9,2,julian-edelman-1
205,Anthony Harding*,Fresno State,WAC,12,114,449,3.9,4,4,22,5.5,1,118,471,4.0,5,anthony-harding-1
206,Keon Lattimore*,Maryland,ACC,12,213,805,3.8,13,21,95,4.5,0,234,900,3.8,13,keon-lattimore-1
207,Kyle Bell,Colorado State,MWC,12,180,691,3.8,4,10,43,4.3,0,190,734,3.9,4,kyle-bell-1
208,Justine Buries,New Mexico State,WAC,13,153,581,3.8,3,21,83,4.0,0,174,664,3.8,3,justine-buries-1
209,Frank Edmonds*,Ball State,MAC,13,140,531,3.8,6,13,106,8.2,0,153,637,4.2,6,frank-edmonds-1
210,Dimitri Nance*,Arizona State,Pac-10,11,133,500,3.8,7,13,120,9.2,0,146,620,4.2,7,dimitri-nance-1
211,Bernard Morris,Marshall,CUSA,12,130,488,3.8,4,,,,,130,488,3.8,4,bernard-morris-1
212,James Aldridge,Notre Dame,Ind,11,121,463,3.8,0,5,30,6.0,0,126,493,3.9,0,james-aldridge-1
213,J.J. Bass,Iowa State,Big 12,9,123,462,3.8,4,9,48,5.3,0,132,510,3.9,4,jj-bass-1
214,Ben Mauk*,Cincinnati,Big East,12,100,377,3.8,3,0,0,,0,100,377,3.8,3,ben-mauk-1
215,Jacob Ramsey*,Cincinnati,Big East,12,96,362,3.8,3,8,35,4.4,0,104,397,3.8,3,jacob-ramsey-1
216,Kevin McCall,Washington State,Pac-10,12,78,294,3.8,3,13,125,9.6,0,91,419,4.6,3,kevin-mccall-1
217,Anthony Dixon*,Mississippi State,SEC,13,287,1066,3.7,14,14,167,11.9,2,301,1233,4.1,16,anthony-dixon-1
218,Branden Ore*,Virginia Tech,ACC,14,267,992,3.7,9,20,149,7.5,1,287,1141,4.0,10,branden-ore-1
