
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
228,Jeron Harvey,Houston,CUSA,13,55,673,12.2,3,2,6,3.0,0,57,679,11.9,3,jeron-harvey-1
229,Ernest Jackson,Buffalo,MAC,12,53,645,12.2,6,1,-3,-3.0,0,54,642,11.9,6,ernest-jackson-1
230,Kevin Challenger*,Boston College,ACC,14,45,551,12.2,5,1,2,2.0,0,46,553,12.0,5,kevin-challenger-1
231,Jake Gaebler,Western Kentucky,Ind,12,35,426,12.2,3,,,,,35,426,12.2,3,jake-gaebler-1
232,Krys Buerck,Baylor,Big 12,10,23,280,12.2,2,2,6,3.0,0,25,286,11.4,2,krys-buerck-1
233,Lavelle Hawkins*,California,Pac-10,13,72,872,12.1,6,7,60,8.6,0,79,932,11.8,6,lavelle-hawkins-1
234,Jordan Norwood*,Penn State,Big Ten,13,40,484,12.1,5,4,23,5.8,0,44,507,11.5,5,jordan-norwood-1
235,Kenneth Zacharie,Louisiana-Monroe,Sun Belt,12,36,437,12.1,6,,,,,36,437,12.1,6,kenneth-zacharie-1
236,Dexter McCluster,Ole Miss,SEC,8,27,326,12.1,2,6,63,10.5,0,33,389,11.8,2,dexter-mccluster-1
237,Emmanuel Sanders,SMU,CUSA,12,74,889,12.0,9,6,28,4.7,0,80,917,11.5,9,emmanuel-sanders-1
238,Martellus Bennett*,Texas A&amp;M,Big 12,11,49,587,12.0,4,,,,,49,587,12.0,4,martellus-bennett-1
239,Josh Morgan*,Virginia Tech,ACC,14,46,552,12.0,5,4,11,2.8,0,50,563,11.3,5,josh-morgan-2
240,Taurus Johnson*,South Florida,Big East,11,34,407,12.0,4,7,12,1.7,0,41,419,10.2,4,taurus-johnson-1
241,Philip Beck,Louisiana Tech,WAC,12,30,359,12.0,1,1,7,7.0,0,31,366,11.8,1,philip-beck-1
242,Maurice Shaw,Idaho,WAC,11,23,276,12.0,2,,,,,23,276,12.0,2,maurice-shaw-1
243,Casey Fitzgerald,North Texas,Sun Belt,12,111,1322,11.9,12,,,,,111,1322,11.9,12,casey-fitzgerald-1
244,Ryan Wolfe,UNLV,MWC,12,66,784,11.9,2,9,103,11.4,0,75,887,11.8,2,ryan-wolfe-1
245,Patrick Turner*,USC,Pac-10,11,48,569,11.9,3,,,,,48,569,11.9,3,patrick-turner-1
246,Marquis Hamilton,Iowa State,Big 12,12,45,534,11.9,1,4,8,2.0,0,49,542,11.1,1,marquis-hamilton-1
247,Matt Caddell*,Alabama,SEC,13,40,475,11.9,2,1,12,12.0,0,41,487,11.9,2,matt-caddell-1
248,Jessie Hester*,South Florida,Big East,13,35,418,11.9,4,,,,,35,418,11.9,4,jessie-hester-2
249,Jessie Hester Jr.*,South Florida,Big East,13,35,418,11.9,4,0,0,,0,35,418,11.9,4,jessie-hester-jr-1
250,Scotty McKnight*,Colorado,Big 12,13,47,555,11.8,4,,,,,47,555,11.8,4,scotty-mcknight-1
251,Eugene Harris,Miami (OH),MAC,13,46,542,11.8,2,9,26,2.9,1,55,568,10.3,3,eugene-harris-1
252,Britt Davis,Northern Illinois,MAC,9,33,391,11.8,2,,,,,33,391,11.8,2,britt-davis-1
253,Nick Cleaver,New Mexico State,WAC,11,33,388,11.8,0,,,,,33,388,11.8,0,nick-cleaver-1
254,Clarence Megwa*,Boston College,ACC,14,30,353,11.8,2,,,,,30,353,11.8,2,clarence-megwa-1
255,Grant Walker*,Texas Tech,Big 12,13,30,353,11.8,2,,,,,30,353,11.8,2,grant-walker-1
256,Tyler Jones,Eastern Michigan,MAC,12,29,341,11.8,3,7,19,2.7,0,36,360,10.0,3,tyler-jones-1
257,Daniel Gonzalez,Kansas State,Big 12,12,26,307,11.8,1,,,,,26,307,11.8,1,daniel-gonzalez-1
258,Davone Bess*,Hawaii,WAC,13,108,1266,11.7,12,,,,,108,1266,11.7,12,davone-bess-1
259,Jamarko Simmons,Western Michigan,MAC,12,84,980,11.7,6,6,1,0.2,0,90,981,10.9,6,jamarko-simmons-1
260,Freddie Barnes*,Bowling Green State,MAC,13,82,962,11.7,9,3,11,3.7,0,85,973,11.4,9,freddie-barnes-1
261,Ernie Wheelwright,Minnesota,Big Ten,12,66,775,11.7,9,1,15,15.0,0,67,790,11.8,9,ernie-wheelwright-1
262,Desean Jackson*,California,Pac-10,12,65,762,11.7,6,11,132,12.0,1,76,894,11.8,7,desean-jackson-1
263,Dicky Lyons*,Kentucky,SEC,13,56,655,11.7,7,1,0,0.0,0,57,655,11.5,7,dicky-lyons-1
264,Anthony Johnson,Arizona,Pac-10,11,35,410,11.7,1,2,1,0.5,0,37,411,11.1,1,anthony-johnson-1
265,Darrell Catchings*,Oregon State,Pac-10,13,33,386,11.7,1,1,-12,-12.0,0,34,374,11.0,1,darrell-catchings-1
266,Richard Dickson*,LSU,SEC,14,32,375,11.7,5,,,,,32,375,11.7,5,richard-dickson-1
267,Patrick Honeycutt,Middle Tennessee State,Sun Belt,12,28,328,11.7,1,,,,,28,328,11.7,1,patrick-honeycutt-1
268,Dion Lecorn,South Carolina,SEC,10,27,315,11.7,3,,,,,27,315,11.7,3,dion-lecorn-1
269,Kevin Robinson,Utah State,WAC,12,55,640,11.6,5,16,39,2.4,0,71,679,9.6,5,kevin-robinson-1
270,Andrew Means*,Indiana,Big Ten,13,48,559,11.6,0,2,-9,-4.5,0,50,550,11.0,0,andrew-means-1
271,Michael Ford,Wyoming,MWC,12,48,559,11.6,3,,,,,48,559,11.6,3,michael-ford-1
272,Tom Santi*,Virginia,ACC,12,36,418,11.6,3,,,,,36,418,11.6,3,tom-santi-1
273,Darius Reynaud*,West Virginia,Big East,13,64,733,11.5,12,11,103,9.4,1,75,836,11.1,13,darius-reynaud-1
274,Levi Dejohnette,Arkansas State,Sun Belt,12,61,701,11.5,2,,,,,61,701,11.5,2,levi-dejohnette-1
275,Casey Flair,UNLV,MWC,12,54,622,11.5,3,,,,,54,622,11.5,3,casey-flair-1
276,Terrell Turner,Arizona,Pac-10,11,50,575,11.5,4,,,,,50,575,11.5,4,terrell-turner-1
277,Frantrell Forrest,UAB,CUSA,12,49,563,11.5,5,5,22,4.4,0,54,585,10.8,5,frantrell-forrest-1
278,Dezmon Briscoe*,Kansas,Big 12,13,43,496,11.5,7,,,,,43,496,11.5,7,dezmon-briscoe-1
279,Dion Toliver*,Tulsa,CUSA,14,34,392,11.5,1,4,24,6.0,0,38,416,10.9,1,dion-toliver-1
280,Darren Mougey,San Diego State,MWC,10,32,368,11.5,2,4,1,0.3,0,36,369,10.3,2,darren-mougey-1
281,Matt Allen*,Brigham Young,MWC,13,31,358,11.5,3,,,,,31,358,11.5,3,matt-allen-1
282,Terrell Golden*,Penn State,Big Ten,13,30,345,11.5,3,,,,,30,345,11.5,3,terrell-golden-2
283,Montez Billings*,Auburn,SEC,12,28,321,11.5,1,,,,,28,321,11.5,1,montez-billings-1
284,Danny Amendola*,Texas Tech,Big 12,13,109,1245,11.4,6,,,,,109,1245,11.4,6,danny-amendola-1
285,Nate Jones*,Texas,Big 12,13,70,795,11.4,5,1,-3,-3.0,0,71,792,11.2,5,nate-jones-1
286,Gary Banks,Troy,Sun Belt,12,61,698,11.4,3,,,,,61,698,11.4,3,gary-banks-1
287,Steven Black*,Memphis,CUSA,13,42,477,11.4,1,6,11,1.8,0,48,488,10.2,1,steven-black-1
288,Michael Bumpus,Washington State,Pac-10,12,70,789,11.3,4,1,6,6.0,0,71,795,11.2,4,michael-bumpus-1
289,Eric Peterman,Northwestern,Big Ten,12,66,744,11.3,3,13,58,4.5,0,79,802,10.2,3,eric-peterman-1
290,Quan Cosby*,Texas,Big 12,13,60,680,11.3,5,,,,,60,680,11.3,5,quan-cosby-1
291,Selwyn Lymon*,Purdue,Big Ten,12,40,450,11.3,2,,,,,40,450,11.3,2,selwyn-lymon-1
292,Delashaun Dean,Arizona,Pac-10,12,37,418,11.3,1,,,,,37,418,11.3,1,delashaun-dean-1
293,Danario Alexander*,Missouri,Big 12,10,37,417,11.3,2,6,31,5.2,0,43,448,10.4,2,danario-alexander-1
294,Cory Boyd,South Carolina,SEC,12,36,405,11.3,1,180,903,5.0,9,216,1308,6.1,10,cory-boyd-1
295,Jake Standeford*,Purdue,Big Ten,13,35,396,11.3,3,,,,,35,396,11.3,3,jake-standeford-1
296,Vincent Brown,San Diego State,MWC,12,31,349,11.3,2,,,,,31,349,11.3,2,vincent-brown-3
297,Darrell Strong,Pitt,Big East,12,29,328,11.3,3,,,,,29,328,11.3,3,darrell-strong-1
298,Luke Lippincott*,Nevada,WAC,13,26,295,11.3,3,267,1420,5.3,15,293,1715,5.9,18,luke-lippincott-1
299,Greg Orton*,Purdue,Big Ten,13,67,752,11.2,3,,,,,67,752,11.2,3,greg-orton-1
300,Keenan Burton*,Kentucky,SEC,12,66,741,11.2,9,,,,,66,741,11.2,9,keenan-burton-1
301,Earnest Williams*,Memphis,CUSA,13,33,368,11.2,5,9,71,7.9,1,42,439,10.5,6,earnest-williams-1
302,Duval Kamara,Notre Dame,Ind,11,32,357,11.2,4,,,,,32,357,11.2,4,duval-kamara-1
303,Jerrel Jernigan,Troy,Sun Belt,12,30,337,11.2,3,14,50,3.6,0,44,387,8.8,3,jerrel-jernigan-1
304,Earl Bennett,Vanderbilt,SEC,12,75,830,11.1,5,10,22,2.2,0,85,852,10.0,5,earl-bennett-1
305,Derrek Richards*,Utah,MWC,13,57,635,11.1,3,2,4,2.0,0,59,639,10.8,3,derrek-richards-1
306,Austin Rogers*,Tennessee,SEC,14,56,624,11.1,4,,,,,56,624,11.1,4,austin-rogers-1
307,Jacob Tamme*,Kentucky,SEC,13,56,619,11.1,6,,,,,56,619,11.1,6,jacob-tamme-1
308,Herb Martin,Western Michigan,MAC,12,42,465,11.1,2,2,11,5.5,0,44,476,10.8,2,herb-martin-1
309,Mark Hafner,Houston,CUSA,13,40,445,11.1,3,,,,,40,445,11.1,3,mark-hafner-1
310,Korey Washington,North Texas,Sun Belt,12,34,377,11.1,3,,,,,34,377,11.1,3,korey-washington-1
311,Peyton Hillis*,Arkansas,SEC,13,49,537,11.0,5,62,347,5.6,2,111,884,8.0,7,peyton-hillis-1
312,Michael Reed*,Brigham Young,MWC,13,41,449,11.0,4,,,,,41,449,11.0,4,michael-reed-1
313,Charles Dillon,Washington State,Pac-10,12,37,407,11.0,3,,,,,37,407,11.0,3,charles-dillon-1
314,Steve Brouse*,Connecticut,Big East,12,26,286,11.0,4,,,,,26,286,11.0,4,steve-brouse-1
315,Frank Summers,UNLV,MWC,12,23,252,11.0,4,202,928,4.6,6,225,1180,5.2,10,frank-summers-1
316,Tyler Grisham*,Clemson,ACC,13,60,653,10.9,4,7,40,5.7,0,67,693,10.3,4,tyler-grisham-1
317,Brett Hamlin,Buffalo,MAC,12,38,415,10.9,1,1,10,10.0,0,39,425,10.9,1,brett-hamlin-1
318,Tyson Devree*,Colorado,Big 12,12,37,402,10.9,8,,,,,37,402,10.9,8,tyson-devree-1
319,Corey Anderson,Army,Ind,12,31,339,10.9,1,6,26,4.3,1,37,365,9.9,2,corey-anderson-2
320,Garrett Graham*,Wisconsin,Big Ten,13,30,328,10.9,4,,,,,30,328,10.9,4,garrett-graham-1
321,Dorien Bryant*,Purdue,Big Ten,13,87,936,10.8,8,14,85,6.1,0,101,1021,10.1,8,dorien-bryant-1
322,Vidal Hazelton*,USC,Pac-10,13,50,540,10.8,4,1,12,12.0,0,51,552,10.8,4,vidal-hazelton-1
323,Deanthony White,Eastern Michigan,MAC,12,33,357,10.8,3,15,118,7.9,1,48,475,9.9,4,deanthony-white-1
324,Joel Armstrong,Rice,CUSA,7,31,334,10.8,1,3,23,7.7,0,34,357,10.5,1,joel-armstrong-1
325,Duane Brooks*,Central Michigan,MAC,14,30,325,10.8,2,4,9,2.3,0,34,334,9.8,2,duane-brooks-1
326,Jomar Wright,Duke,ACC,12,56,599,10.7,5,1,6,6.0,0,57,605,10.6,5,jomar-wright-1
327,Greg Bolling,Wyoming,MWC,10,35,375,10.7,2,,,,,35,375,10.7,2,greg-bolling-1
328,Clifton Smith*,Fresno State,WAC,13,33,352,10.7,0,100,625,6.3,5,133,977,7.3,5,clifton-smith-2
329,Deon Murphy,Kansas State,Big 12,12,57,605,10.6,5,15,83,5.5,2,72,688,9.6,7,deon-murphy-1
330,Brock Stickler,North Texas,Sun Belt,12,37,391,10.6,2,0,0,,1,37,391,10.6,3,brock-stickler-1
331,Joey Haynos*,Maryland,ACC,13,30,318,10.6,0,,,,,30,318,10.6,0,joey-haynos-1
332,Bradon Godfrey*,Utah,MWC,13,50,524,10.5,3,1,5,5.0,0,51,529,10.4,3,bradon-godfrey-1
333,Chad Hall*,Air Force,MWC,13,50,524,10.5,1,230,1478,6.4,15,280,2002,7.2,16,chad-hall-1
334,Ed Dickson*,Oregon,Pac-10,13,43,453,10.5,3,2,10,5.0,0,45,463,10.3,3,ed-dickson-1
335,Jeron Mastrud,Kansas State,Big 12,12,30,316,10.5,0,,,,,30,316,10.5,0,jeron-mastrud-1
336,Phil Garner,Kent State,MAC,12,27,284,10.5,1,1,4,4.0,0,28,288,10.3,1,phil-garner-1
337,Kerry Meier*,Kansas,Big 12,13,26,274,10.5,2,15,78,5.2,1,41,352,8.6,3,kerry-meier-1
338,Rendrick Taylor*,Clemson,ACC,9,25,259,10.4,0,2,-1,-0.5,0,27,258,9.6,0,rendrick-taylor-1
339,Kenneth Moore*,Wake Forest,ACC,13,98,1011,10.3,5,44,316,7.2,3,142,1327,9.3,8,kenneth-moore-1
340,Phillip Henry*,East Carolina,CUSA,13,27,279,10.3,0,,,,,27,279,10.3,0,phillip-henry-1
341,James Bailey*,Indiana,Big Ten,12,26,268,10.3,2,,,,,26,268,10.3,2,james-bailey-1
342,Eric Morris*,Texas Tech,Big 12,13,75,767,10.2,9,3,2,0.7,0,78,769,9.9,9,eric-morris-1
343,Ryan Purvis*,Boston College,ACC,14,54,553,10.2,4,,,,,54,553,10.2,4,ryan-purvis-1
344,Chase Coffman*,Missouri,Big 12,13,52,531,10.2,7,1,8,8.0,0,53,539,10.2,7,chase-coffman-1
345,Anthony Alridge,Houston,CUSA,13,42,428,10.2,5,259,1597,6.2,14,301,2025,6.7,19,anthony-alridge-1
346,Earvin Taylor*,Texas A&amp;M,Big 12,13,26,266,10.2,2,,,,,26,266,10.2,2,earvin-taylor-1
347,Austin Pettis*,Boise State,WAC,13,46,465,10.1,6,,,,,46,465,10.1,6,austin-pettis-1
348,Brandon Powers*,Oregon State,Pac-10,13,31,312,10.1,0,5,30,6.0,1,36,342,9.5,1,brandon-powers-1
349,Patrick Williams*,Colorado,Big 12,13,29,294,10.1,0,6,37,6.2,0,35,331,9.5,0,patrick-williams-1
350,Gerald Baptiste*,Southern Mississippi,CUSA,13,28,283,10.1,1,,,,,28,283,10.1,1,gerald-baptiste-1
351,Mario Wright,UAB,CUSA,10,27,272,10.1,4,,,,,27,272,10.1,4,mario-wright-1
352,Steven Rogers*,East Carolina,CUSA,13,25,252,10.1,2,,,,,25,252,10.1,2,steven-rogers-1
353,Mike Goodson*,Texas A&amp;M,Big 12,13,36,361,10.0,4,153,711,4.6,4,189,1072,5.7,8,mike-goodson-1
354,E.J. Wynn,Marshall,CUSA,11,31,309,10.0,1,1,2,2.0,0,32,311,9.7,1,ej-wynn-1
355,Tarrion Adams*,Tulsa,CUSA,14,30,301,10.0,3,219,1225,5.6,8,249,1526,6.1,11,tarrion-adams-1
356,Larry Taylor*,Connecticut,Big East,13,26,259,10.0,0,3,-1,-0.3,0,29,258,8.9,0,larry-taylor-1
357,Martin Rucker*,Missouri,Big 12,14,84,834,9.9,8,14,50,3.6,0,98,884,9.0,8,martin-rucker-1
358,Brandon Jackson,North Texas,Sun Belt,12,79,784,9.9,1,,,,,79,784,9.9,1,brandon-jackson-3
359,Josh Briscoe*,Tennessee,SEC,14,56,557,9.9,6,,,,,56,557,9.9,6,josh-briscoe-1
360,Justin Akers,Baylor,Big 12,12,43,426,9.9,4,,,,,43,426,9.9,4,justin-akers-1
361,Brian Hernandez*,Utah,MWC,13,39,385,9.9,1,,,,,39,385,9.9,1,brian-hernandez-1
362,Kevin Armstrong,Temple,MAC,12,28,277,9.9,1,,,,,28,277,9.9,1,kevin-armstrong-1
363,Colin Peek*,Georgia Tech,ACC,13,25,248,9.9,1,,,,,25,248,9.9,1,colin-peek-1
364,Antonio Brown*,Central Michigan,MAC,14,102,1003,9.8,6,10,74,7.4,1,112,1077,9.6,7,antonio-brown-1
365,Jed Collins,Washington State,Pac-10,12,52,512,9.8,3,1,3,3.0,0,53,515,9.7,3,jed-collins-1
366,Jacory Stone,Eastern Michigan,MAC,12,47,462,9.8,3,,,,,47,462,9.8,3,jacory-stone-1
367,Corey Partridge*,Bowling Green State,MAC,8,46,453,9.8,2,2,9,4.5,0,48,462,9.6,2,corey-partridge-1
368,Cameron Clemons*,Tulsa,CUSA,14,28,273,9.8,5,,,,,28,273,9.8,5,cameron-clemons-1
369,Ralph Spry,Minnesota,Big Ten,12,23,226,9.8,3,5,8,1.6,0,28,234,8.4,3,ralph-spry-1
370,Toren Dixon,Rice,CUSA,12,46,448,9.7,5,,,,,46,448,9.7,5,toren-dixon-1
371,Tommy Saunders*,Missouri,Big 12,14,41,397,9.7,1,2,-3,-1.5,0,43,394,9.2,1,tommy-saunders-1
372,Tommy Henderson,Rice,CUSA,12,36,348,9.7,3,1,-6,-6.0,0,37,342,9.2,3,tommy-henderson-1
373,Travis Lewis,Eastern Michigan,MAC,12,32,311,9.7,2,,,,,32,311,9.7,2,travis-lewis-1
374,Mike Davis,South Carolina,SEC,12,23,224,9.7,1,114,518,4.5,5,137,742,5.4,6,mike-davis-1
375,Derrick Williams*,Penn State,Big Ten,13,55,529,9.6,3,16,101,6.3,1,71,630,8.9,4,derrick-williams-2
376,Wes Neiman,New Mexico State,WAC,13,44,423,9.6,3,5,32,6.4,0,49,455,9.3,3,wes-neiman-1
377,Dy'Onne Crudup,Temple,MAC,12,39,376,9.6,3,5,27,5.4,0,44,403,9.2,3,dyonne-crudup-1
378,Dantrell Savage*,Oklahoma State,Big 12,11,27,259,9.6,2,223,1272,5.7,9,250,1531,6.1,11,dantrell-savage-1
379,Kealoha Pilares*,Hawaii,WAC,11,26,249,9.6,1,68,388,5.7,3,94,637,6.8,4,kealoha-pilares-1
380,Benjamin Williams*,South Florida,Big East,12,25,239,9.6,0,105,425,4.0,6,130,664,5.1,6,benjamin-williams-1
381,Ray Rice*,Rutgers,Big East,13,25,239,9.6,1,380,2012,5.3,24,405,2251,5.6,25,ray-rice-1
382,Andre Callender*,Boston College,ACC,14,76,720,9.5,4,218,989,4.5,9,294,1709,5.8,13,andre-callender-1
383,Kalvin McRae,Ohio,MAC,12,29,275,9.5,1,294,1434,4.9,19,323,1709,5.3,20,kalvin-mcrae-1
384,Dwayne Harris*,East Carolina,CUSA,13,26,246,9.5,2,20,197,9.9,1,46,443,9.6,3,dwayne-harris-1
385,Marlon Lucky,Nebraska,Big 12,12,75,705,9.4,3,206,1019,4.9,9,281,1724,6.1,12,marlon-lucky-1
386,Rasheed Ward,Northwestern,Big Ten,12,46,434,9.4,0,1,-2,-2.0,0,47,432,9.2,0,rasheed-ward-1
387,Greg Mathews*,Michigan,Big Ten,13,39,366,9.4,3,2,17,8.5,0,41,383,9.3,3,greg-mathews-1
388,Rashard Mendenhall*,Illinois,Big Ten,13,34,318,9.4,2,262,1681,6.4,17,296,1999,6.8,19,rashard-mendenhall-1
389,Tyrell Sutton,Northwestern,Big Ten,7,30,282,9.4,0,108,522,4.8,4,138,804,5.8,4,tyrell-sutton-1
390,Darrell McNeal,Louisiana-Monroe,Sun Belt,12,54,502,9.3,4,20,34,1.7,1,74,536,7.2,5,darrell-mcneal-1
391,Ray Fisher*,Indiana,Big Ten,12,52,482,9.3,4,7,34,4.9,0,59,516,8.7,4,ray-fisher-1
392,Mikell Simpson*,Virginia,ACC,13,43,402,9.3,2,113,570,5.0,8,156,972,6.2,10,mikell-simpson-1
393,John Carlson,Notre Dame,Ind,12,40,372,9.3,3,,,,,40,372,9.3,3,john-carlson-1
394,Wade Betschart,Wyoming,MWC,12,32,296,9.3,2,3,5,1.7,0,35,301,8.6,2,wade-betschart-1
395,Early Doucet*,LSU,SEC,10,57,525,9.2,5,3,-3,-1.0,0,60,522,8.7,5,early-doucet-1
396,Columbus Givens,SMU,CUSA,12,42,386,9.2,4,1,6,6.0,0,43,392,9.1,4,columbus-givens-1
397,Jalal Beauchman,San Jose State,WAC,12,36,332,9.2,1,2,-3,-1.5,0,38,329,8.7,1,jalal-beauchman-1
398,Justin Gardner*,Central Michigan,MAC,12,33,305,9.2,1,,,,,33,305,9.2,1,justin-gardner-1
399,Garren Strong*,Oregon,Pac-10,13,27,249,9.2,3,,,,,27,249,9.2,3,garren-strong-1
400,Manase Tonga*,Brigham Young,MWC,12,27,248,9.2,0,88,305,3.5,8,115,553,4.8,8,manase-tonga-1
401,David Ausberry*,USC,Pac-10,13,26,240,9.2,2,,,,,26,240,9.2,2,david-ausberry-1
402,Albert Young,Iowa,Big Ten,12,23,212,9.2,1,206,968,4.7,6,229,1180,5.2,7,albert-young-1
403,Chris Hopkins,Toledo,MAC,12,27,247,9.1,2,,,,,27,247,9.1,2,chris-hopkins-1
404,Jonathan Stupar*,Virginia,ACC,13,40,359,9.0,2,,,,,40,359,9.0,2,jonathan-stupar-1
405,Calvin Dawson,Louisiana-Monroe,Sun Belt,12,29,262,9.0,0,281,1414,5.0,12,310,1676,5.4,12,calvin-dawson-1
406,T.J. Porter,Pitt,Big East,12,37,329,8.9,0,9,59,6.6,0,46,388,8.4,0,tj-porter-1
407,Anthony Harrison,Louisiana Tech,WAC,12,33,293,8.9,0,,,,,33,293,8.9,0,anthony-harrison-1
408,Matt Forte,Tulane,CUSA,12,32,282,8.8,0,361,2127,5.9,23,393,2409,6.1,23,matt-forte-1
409,Arian Foster*,Tennessee,SEC,14,39,340,8.7,2,245,1193,4.9,12,284,1533,5.4,14,arian-foster-1
410,Derek Fine*,Kansas,Big 12,13,46,394,8.6,4,,,,,46,394,8.6,4,derek-fine-1
411,Chris Jennings,Arizona,Pac-10,12,27,232,8.6,1,53,156,2.9,1,80,388,4.9,2,chris-jennings-1
412,Andrew Hawkins,Toledo,MAC,12,29,246,8.5,0,11,54,4.9,1,40,300,7.5,1,andrew-hawkins-1
413,Zack Pianalto,North Carolina,ACC,12,24,204,8.5,0,,,,,24,204,8.5,0,zack-pianalto-1
414,Javon Ringer*,Michigan State,Big Ten,13,35,295,8.4,0,245,1447,5.9,6,280,1742,6.2,6,javon-ringer-1
415,Marshay Green,Ole Miss,SEC,11,31,260,8.4,0,5,7,1.4,0,36,267,7.4,0,marshay-green-1
416,John Dunlap,North Carolina State,ACC,11,45,375,8.3,3,,,,,45,375,8.3,3,john-dunlap-1
417,Rafael Little*,Kentucky,SEC,10,42,347,8.3,1,190,1013,5.3,3,232,1360,5.9,4,rafael-little-1
418,Chip Brinkman*,Wake Forest,ACC,13,27,225,8.3,0,3,6,2.0,0,30,231,7.7,0,chip-brinkman-1
419,David Grimes,Notre Dame,Ind,10,27,224,8.3,2,,,,,27,224,8.3,2,david-grimes-1
420,Brandon Allen,New Mexico State,WAC,13,47,386,8.2,3,,,,,47,386,8.2,3,brandon-allen-1
421,Ronnie Drummer,Duke,ACC,12,24,196,8.2,2,47,119,2.5,0,71,315,4.4,2,ronnie-drummer-1
422,Brandon West,Western Michigan,MAC,12,45,365,8.1,2,183,848,4.6,4,228,1213,5.3,6,brandon-west-1
423,R.J. Sumrall,Iowa State,Big 12,12,54,434,8.0,0,1,-3,-3.0,0,55,431,7.8,0,rj-sumrall-1
424,Willie Geter*,Bowling Green State,MAC,12,37,296,8.0,0,71,432,6.1,1,108,728,6.7,1,willie-geter-1
425,C.J. Spiller*,Clemson,ACC,13,34,271,8.0,2,145,768,5.3,3,179,1039,5.8,5,cj-spiller-1
426,Jacob French,San Jose State,WAC,12,38,297,7.8,1,101,331,3.3,1,139,628,4.5,2,jacob-french-1
427,Steve Schmidt,San Diego State,MWC,12,31,241,7.8,1,,,,,31,241,7.8,1,steve-schmidt-1
428,Damion Fletcher*,Southern Mississippi,CUSA,13,29,227,7.8,0,295,1586,5.4,15,324,1813,5.6,15,damion-fletcher-1
429,Andre Brown,North Carolina State,ACC,8,25,194,7.8,0,95,447,4.7,5,120,641,5.3,5,andre-brown-1
430,James Starks,Buffalo,MAC,12,41,311,7.6,2,251,1103,4.4,12,292,1414,4.8,14,james-starks-1
431,A.J. Harris,New Mexico State,WAC,12,81,611,7.5,2,2,-5,-2.5,0,83,606,7.3,2,aj-harris-1
432,Atiyyah Henderson,San Diego State,MWC,10,27,202,7.5,0,44,183,4.2,1,71,385,5.4,1,atiyyah-henderson-1
433,LeSean McCoy,Pitt,Big East,12,33,244,7.4,1,276,1328,4.8,14,309,1572,5.1,15,lesean-mccoy-1
434,Mike McCoy*,Alabama,SEC,12,28,207,7.4,1,,,,,28,207,7.4,1,mike-mccoy-2
435,Brandon Whitaker,Baylor,Big 12,12,58,425,7.3,3,102,488,4.8,2,160,913,5.7,5,brandon-whitaker-1
436,Stanley Havili*,USC,Pac-10,13,34,248,7.3,5,21,134,6.4,2,55,382,6.9,7,stanley-havili-1
437,Patrick Jackson,Louisiana Tech,WAC,12,31,227,7.3,1,202,950,4.7,8,233,1177,5.1,9,patrick-jackson-1
438,Ben Ladner,Stanford,Pac-10,12,27,198,7.3,1,,,,,27,198,7.3,1,ben-ladner-1
439,Alexander Robinson,Iowa State,Big 12,11,23,167,7.3,0,118,465,3.9,6,141,632,4.5,6,alexander-robinson-1
440,Kory Sheets*,Purdue,Big Ten,13,30,216,7.2,2,168,859,5.1,11,198,1075,5.4,13,kory-sheets-1
441,Chris Brown*,Tennessee,SEC,14,41,282,6.9,6,,,,,41,282,6.9,6,chris-brown-5
442,William Rose,Florida Atlantic,Sun Belt,13,38,264,6.9,7,63,333,5.3,1,101,597,5.9,8,william-rose-1
443,Joe Anderson,Louisiana Tech,WAC,10,27,186,6.9,1,,,,,27,186,6.9,1,joe-anderson-1
444,Dustin Mitchell,Louisiana Tech,WAC,12,29,198,6.8,2,,,,,29,198,6.8,2,dustin-mitchell-1
445,Terry Grant*,Alabama,SEC,11,26,176,6.8,1,180,891,5.0,8,206,1067,5.2,9,terry-grant-1
446,Devin Moore,Wyoming,MWC,12,24,161,6.7,1,198,965,4.9,5,222,1126,5.1,6,devin-moore-1
447,Aaron Crawford*,Texas Tech,Big 12,8,38,246,6.5,2,54,214,4.0,4,92,460,5.0,6,aaron-crawford-1
448,James Johnson,Kansas State,Big 12,12,34,220,6.5,0,174,1106,6.4,12,208,1326,6.4,12,james-johnson-3
449,Kenny Cattouse,Troy,Sun Belt,12,37,235,6.4,1,133,791,5.9,7,170,1026,6.0,8,kenny-cattouse-1
450,Jamelle Eugene,North Carolina State,ACC,12,42,263,6.3,1,172,667,3.9,5,214,930,4.3,6,jamelle-eugene-1
451,Justin Anderson,Northern Illinois,MAC,12,45,263,5.8,3,274,1245,4.5,8,319,1508,4.7,11,justin-anderson-1
452,Nic Grigsby,Arizona,Pac-10,10,35,200,5.7,2,161,704,4.4,2,196,904,4.6,4,nic-grigsby-1
453,Armando Allen,Notre Dame,Ind,12,24,124,5.2,1,86,348,4.0,0,110,472,4.3,1,armando-allen-1
454,Yvenson Bernard*,Oregon State,Pac-10,11,36,179,5.0,1,275,1214,4.4,13,311,1393,4.5,14,yvenson-bernard-1
455,Wynel Seldon,Wyoming,MWC,12,27,132,4.9,0,148,554,3.7,8,175,686,3.9,8,wynel-seldon-1
