
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
30,Ryan Nall,Oregon State,Pac-12,10,147,951,6.5,13,22,214,9.7,2,169,1165,6.9,15,ryan-nail-1
31,Brandon Radcliff*,Louisville,ACC,13,138,903,6.5,6,9,86,9.6,1,147,989,6.7,7,brandon-radcliff-1
32,Leonard Fournette*,LSU,SEC,7,129,843,6.5,8,15,146,9.7,0,144,989,6.9,8,leonard-fournette-1
33,Bo Scarbrough*,Alabama,SEC,13,125,812,6.5,11,4,22,5.5,0,129,834,6.5,11,bo-scarbrough-1
34,Lamar Jordan*,New Mexico,MWC,12,114,739,6.5,3,0,0,,0,114,739,6.5,3,lamar-jordan-1
35,Marcus Marshall*,Georgia Tech,ACC,11,96,624,6.5,4,3,92,30.7,1,99,716,7.2,5,marcus-marshall-1
36,Akrum Wadley*,Iowa,Big Ten,13,168,1081,6.4,10,36,315,8.8,3,204,1396,6.8,13,akrum-wadley-1
37,Marcus Cox*,Appalachian State,Sun Belt,9,158,1015,6.4,9,14,112,8.0,1,172,1127,6.6,10,marcus-cox-2
38,Josh Cleveland,Bowling Green State,MAC,11,101,649,6.4,2,9,41,4.6,0,110,690,6.3,2,josh-cleveland-1
39,John Kelly*,Tennessee,SEC,11,98,630,6.4,5,6,51,8.5,0,104,681,6.5,5,john-kelly-6
40,Jamal Morrow*,Washington State,Pac-12,13,90,575,6.4,5,48,488,10.2,5,138,1063,7.7,10,jamal-morrow-1
41,D'Onta Foreman,Texas,Big 12,11,323,2028,6.3,15,7,75,10.7,0,330,2103,6.4,15,donta-foreman-1
42,James Flanders*,Tulsa,American,13,258,1629,6.3,18,3,17,5.7,0,261,1646,6.3,18,james-flanders-1
43,Christian McCaffrey*,Stanford,Pac-12,11,253,1603,6.3,13,37,310,8.4,3,290,1913,6.6,16,christian-mccaffrey-1
44,Ray Lawry*,Old Dominion,CUSA,12,200,1255,6.3,11,11,134,12.2,1,211,1389,6.6,12,ray-lawry-1
45,Jordan Huff,Northern Illinois,MAC,11,111,703,6.3,5,10,70,7.0,0,121,773,6.4,5,jordan-huff-1
46,Kenny Young*,Miami (OH),MAC,13,88,557,6.3,2,17,201,11.8,2,105,758,7.2,4,kenny-young-2
47,Samuel Stewart,Rice,CUSA,7,76,479,6.3,3,15,107,7.1,3,91,586,6.4,6,samuel-stewart-1
48,Donnel Pumphrey*,San Diego State,MWC,14,349,2133,6.1,17,27,231,8.6,0,376,2364,6.3,17,donnel-pumphrey-1
49,Dalvin Cook*,Florida State,ACC,13,288,1765,6.1,19,33,488,14.8,1,321,2253,7.0,20,dalvin-cook-1
50,Ronald Jones*,USC,Pac-12,13,177,1082,6.1,12,11,76,6.9,1,188,1158,6.2,13,ronald-jones-4
51,Diocemy Saint Juste*,Hawaii,MWC,12,165,1006,6.1,3,8,56,7.0,1,173,1062,6.1,4,diocemy-saint-juste-1
52,Doroland Dorceus*,Memphis,American,13,132,810,6.1,9,10,77,7.7,1,142,887,6.2,10,doroland-dorceus-1
53,Josh Rounds,Tulane,American,12,125,758,6.1,7,6,84,14.0,0,131,842,6.4,7,josh-rounds-1
54,Reggie Corbin,Illinois,Big Ten,12,86,523,6.1,2,10,112,11.2,0,96,635,6.6,2,reggie-corbin-1
55,Lamar Jackson*,Louisville,ACC,13,260,1571,6.0,21,0,0,,0,260,1571,6.0,21,lamar-jackson-1
56,Mike Weber*,Ohio State,Big Ten,13,182,1096,6.0,9,23,91,4.0,0,205,1187,5.8,9,mike-weber-1
57,Jacobi Owens*,Air Force,MWC,13,142,859,6.0,5,3,60,20.0,1,145,919,6.3,6,jacobi-owens-1
58,Trevor Knight*,Texas A&amp;M,SEC,11,102,614,6.0,10,0,0,,0,102,614,6.0,10,trevor-knight-1
59,Joseph Yearby*,Miami (FL),ACC,13,102,608,6.0,7,10,65,6.5,0,112,673,6.0,7,joseph-yearby-1
60,Jalin Moore*,Appalachian State,Sun Belt,13,237,1402,5.9,10,5,32,6.4,0,242,1434,5.9,10,jalin-moore-1
61,Jamaal Williams*,Brigham Young,Ind,10,234,1375,5.9,12,7,80,11.4,0,241,1455,6.0,12,jamaal-williams-1
62,Kamryn Pettway*,Auburn,SEC,9,209,1224,5.9,7,2,14,7.0,0,211,1238,5.9,7,kamryn-pettway-1
63,Benjamin Snell Jr.*,Kentucky,SEC,13,186,1091,5.9,13,2,39,19.5,0,188,1130,6.0,13,benjamin-snell-jr-1
64,Josh Adams,Notre Dame,Ind,12,158,933,5.9,5,21,193,9.2,1,179,1126,6.3,6,josh-adams-2
65,Ryquell Armstead*,Temple,American,13,156,919,5.9,14,5,41,8.2,0,161,960,6.0,14,ryquell-armstead-1
66,Elijah Hood*,North Carolina,ACC,11,145,858,5.9,8,25,142,5.7,0,170,1000,5.9,8,elijah-hood-1
67,Marvin Kinsey*,Colorado State,MWC,11,93,546,5.9,7,2,47,23.5,0,95,593,6.2,7,marvin-kinsey-1
68,Patrick Taylor Jr.*,Memphis,American,12,93,546,5.9,2,11,37,3.4,0,104,583,5.6,2,patrick-taylor-jr-1
69,Myles Gaskin*,Washington,Pac-12,14,237,1373,5.8,10,19,137,7.2,1,256,1510,5.9,11,myles-gaskin-1
70,Alvin Kamara*,Tennessee,SEC,11,103,596,5.8,9,40,392,9.8,4,143,988,6.9,13,alvin-kamara-1
71,Lazedrick Thompson,Tulane,American,12,87,506,5.8,7,2,0,0.0,0,89,506,5.7,7,lazedrick-thompson-1
72,Terence Williams*,Baylor,Big 12,12,185,1048,5.7,11,2,22,11.0,0,187,1070,5.7,11,terence-williams-2
73,Dalyn Dawkins*,Colorado State,MWC,12,161,919,5.7,4,20,162,8.1,1,181,1081,6.0,5,dalyn-dawkins-1
74,Rico Dowdle*,South Carolina,SEC,9,133,764,5.7,6,15,55,3.7,1,148,819,5.5,7,rico-dowdle-1
75,Jeremy Cox*,Old Dominion,CUSA,12,129,732,5.7,13,11,118,10.7,1,140,850,6.1,14,jeremy-cox-1
76,Kendrick Foster,Illinois,Big Ten,12,126,720,5.7,7,9,54,6.0,2,135,774,5.7,9,kendrick-foster-1
77,James Williams*,Washington State,Pac-12,13,102,585,5.7,6,48,342,7.1,1,150,927,6.2,7,james-williams-13
78,Taylor Lamb*,Appalachian State,Sun Belt,13,89,505,5.7,9,0,0,,0,89,505,5.7,9,taylor-lamb-1
79,Kareem Hunt*,Toledo,MAC,13,262,1475,5.6,10,41,403,9.8,1,303,1878,6.2,11,kareem-hunt-1
80,Rawleigh Williams III*,Arkansas,SEC,13,245,1360,5.6,12,15,220,14.7,1,260,1580,6.1,13,rawleigh-williams-iii-1
81,Jarred Craft*,Louisiana Tech,CUSA,14,191,1074,5.6,9,42,340,8.1,4,233,1414,6.1,13,jarred-craft-1
82,Royce Freeman,Oregon,Pac-12,11,168,945,5.6,9,23,144,6.3,1,191,1089,5.7,10,royce-freeman-1
83,Dontrell Hilliard,Tulane,American,11,135,759,5.6,9,9,114,12.7,0,144,873,6.1,9,dontrell-hilliard-1
84,Dare Ogunbowale*,Wisconsin,Big Ten,14,91,506,5.6,5,24,208,8.7,1,115,714,6.2,6,dare-ogunbowale-1
85,Saquon Barkley*,Penn State,Big Ten,14,272,1496,5.5,18,28,402,14.4,4,300,1898,6.3,22,saquon-barkley-1
86,Ito Smith*,Southern Mississippi,CUSA,13,265,1459,5.5,17,43,459,10.7,2,308,1918,6.2,19,ito-smith-1
87,Jarvion Franklin*,Western Michigan,MAC,14,248,1353,5.5,12,25,288,11.5,2,273,1641,6.0,14,jarvion-franklin-1
88,Justice Hill*,Oklahoma State,Big 12,13,206,1142,5.5,6,5,46,9.2,0,211,1188,5.6,6,justice-hill-1
89,Jesse Ertz*,Kansas State,Big 12,13,183,1012,5.5,12,0,0,,0,183,1012,5.5,12,jesse-ertz-1
90,Jeffery Wilson*,North Texas,CUSA,11,169,936,5.5,14,29,247,8.5,1,198,1183,6.0,15,jeffery-wilson-2
91,Sony Michel*,Georgia,SEC,12,152,840,5.5,4,22,149,6.8,1,174,989,5.7,5,sony-michel-1
92,Joshua Dobbs*,Tennessee,SEC,13,150,831,5.5,12,1,4,4.0,1,151,835,5.5,13,joshua-dobbs-1
93,Xavier Johnson*,South Alabama,Sun Belt,12,151,831,5.5,10,13,86,6.6,0,164,917,5.6,10,xavier-johnson-1
94,Devon Spalding*,Central Michigan,MAC,11,138,758,5.5,6,31,204,6.6,1,169,962,5.7,7,devon-spalding-1
95,Justin Davis*,USC,Pac-12,10,110,607,5.5,2,14,112,8.0,0,124,719,5.8,2,justin-davis-2
96,Devwah Whaley*,Arkansas,SEC,13,110,602,5.5,3,6,139,23.2,0,116,741,6.4,3,devwah-whaley-1
97,Darnell Woolfolk*,Army,Ind,11,109,600,5.5,9,0,0,,0,109,600,5.5,9,darnell-woolfolk-1
98,Quinton Baker*,Western Kentucky,CUSA,13,99,542,5.5,4,8,43,5.4,0,107,585,5.5,4,quinton-baker-1
99,Darrell Henderson*,Memphis,American,13,87,482,5.5,5,20,237,11.9,3,107,719,6.7,8,darrell-henderson-1
100,Jeremy McNichols*,Boise State,MWC,13,314,1709,5.4,23,37,474,12.8,4,351,2183,6.2,27,jeremy-mcnichols-1
101,D'Angelo Brewer*,Tulsa,American,12,264,1435,5.4,7,5,19,3.8,1,269,1454,5.4,8,dangelo-brewer-1
102,Samaje Perine*,Oklahoma,Big 12,10,196,1060,5.4,12,10,106,10.6,1,206,1166,5.7,13,samaje-perine-1
103,LJ Scott,Michigan State,Big Ten,12,184,994,5.4,6,10,147,14.7,1,194,1141,5.9,7,lj-scott-2
104,James Summers,East Carolina,American,12,162,869,5.4,7,19,109,5.7,1,181,978,5.4,8,james-summers-1
105,Larry Rose III,New Mexico State,Sun Belt,9,159,865,5.4,4,25,180,7.2,0,184,1045,5.7,4,larry-rose-iii-1
106,Khalfani Muhammad,California,Pac-12,11,152,827,5.4,2,17,132,7.8,0,169,959,5.7,2,khalfani-muhammad-1
107,Charles Williams,UNLV,MWC,12,141,763,5.4,3,4,8,2.0,0,145,771,5.3,3,charles-williams-8
108,Shock Linwood*,Baylor,Big 12,11,138,751,5.4,2,2,6,3.0,0,140,757,5.4,2,shock-linwood-1
109,T.J. Logan*,North Carolina,ACC,13,120,650,5.4,7,29,244,8.4,3,149,894,6.0,10,tj-logan-1
110,Seth Russell*,Baylor,Big 12,9,94,506,5.4,8,0,0,,0,94,506,5.4,8,seth-russell-1
111,Willy Ivery*,North Texas,CUSA,11,90,489,5.4,6,25,173,6.9,2,115,662,5.8,8,willy-ivery-1
112,Gerard Wicks*,Washington State,Pac-12,13,88,475,5.4,11,29,184,6.3,1,117,659,5.6,12,gerard-wicks-1
113,Justin Silmon*,Kansas State,Big 12,12,86,464,5.4,3,1,2,2.0,0,87,466,5.4,3,justin-silmon-1
114,Zamore Zigler,San Jose State,MWC,8,79,423,5.4,3,10,79,7.9,1,89,502,5.6,4,zamore-zigler-1
115,Brian Hill*,Wyoming,MWC,14,349,1860,5.3,22,8,67,8.4,0,357,1927,5.4,22,brian-hill-4
116,James Gilbert,Ball State,MAC,12,251,1332,5.3,12,1,18,18.0,0,252,1350,5.4,12,james-gilbert-2
117,Mark Walton*,Miami (FL),ACC,13,209,1117,5.3,14,27,240,8.9,1,236,1357,5.8,15,mark-walton-1
118,Jalen Rhodes*,UTSA,CUSA,12,155,827,5.3,9,17,160,9.4,1,172,987,5.7,10,jalen-rhodes-1
119,Ke'aun Kinner,Kansas,Big 12,12,140,738,5.3,3,19,179,9.4,0,159,917,5.8,3,keaun-kinner-1
120,Aeris Williams*,Mississippi State,SEC,13,137,720,5.3,4,7,45,6.4,0,144,765,5.3,4,aeris-williams-1
121,Keith Ford*,Texas A&amp;M,SEC,13,126,669,5.3,6,5,81,16.2,0,131,750,5.7,6,keith-ford-1
122,Art Pierce,Oregon State,Pac-12,11,98,523,5.3,4,21,132,6.3,1,119,655,5.5,5,art-pierce-1
123,Jordan Johnson,Buffalo,MAC,12,200,1040,5.2,6,9,101,11.2,1,209,1141,5.5,7,jordan-johnson-4
124,Jamauri Bogan*,Western Michigan,MAC,11,179,923,5.2,8,5,58,11.6,0,184,981,5.3,8,jamauri-bogan-1
125,Dorian Brown*,Ohio,MAC,11,158,825,5.2,4,6,21,3.5,0,164,846,5.2,4,dorian-brown-1
126,Tonny Lindsey,Utah State,MWC,12,148,763,5.2,6,17,123,7.2,0,165,886,5.4,6,tonny-lindsey-1
127,Arion Worthman*,Air Force,MWC,7,130,674,5.2,6,0,0,,0,130,674,5.2,6,arion-worthman-1
128,Lexington Thomas,UNLV,MWC,10,124,642,5.2,8,6,83,13.8,2,130,725,5.6,10,lexington-thomas-1
129,Robert Martin,Rutgers,Big Ten,9,121,625,5.2,2,5,37,7.4,0,126,662,5.3,2,robert-martin-2
130,JaMycal Hasty*,Baylor,Big 12,12,119,623,5.2,3,3,26,8.7,0,122,649,5.3,3,jamycal-hasty-1
131,Charles Jones*,Kansas State,Big 12,13,115,596,5.2,2,13,130,10.0,0,128,726,5.7,2,charles-jones-4
132,David Montgomery,Iowa State,Big 12,12,109,563,5.2,2,13,129,9.9,0,122,692,5.7,2,david-montgomery-1
133,Wesley Fields,Georgia Southern,Sun Belt,10,94,492,5.2,3,11,177,16.1,3,105,669,6.4,6,wesley-fields-1
134,Bradrick Shaw*,Wisconsin,Big Ten,10,88,457,5.2,5,1,6,6.0,0,89,463,5.2,5,bradrick-shaw-1
135,Justin Jackson*,Northwestern,Big Ten,13,298,1524,5.1,15,35,219,6.3,0,333,1743,5.2,15,justin-jackson-5
136,James Butler,Nevada,MWC,12,260,1336,5.1,12,37,381,10.3,3,297,1717,5.8,15,james-butler-4
137,Ralph Webb*,Vanderbilt,SEC,13,250,1283,5.1,13,21,166,7.9,0,271,1449,5.3,13,ralph-webb-1
138,Phillip Lindsay*,Colorado,Pac-12,14,244,1252,5.1,16,53,493,9.3,1,297,1745,5.9,17,phillip-lindsay-1
139,James Conner*,Pitt,ACC,13,216,1092,5.1,16,21,302,14.4,4,237,1394,5.9,20,james-conner-1
140,Kyle Hicks*,TCU,Big 12,13,203,1042,5.1,12,47,417,8.9,2,250,1459,5.8,14,kyle-hicks-1
141,Braeden West,SMU,American,12,202,1036,5.1,6,15,92,6.1,0,217,1128,5.2,6,braeden-west-1
142,Andy Davidson*,Army,Ind,12,190,961,5.1,12,0,0,,0,190,961,5.1,12,andy-davidson-1
143,Alex Gardner,Florida International,CUSA,12,181,930,5.1,6,30,191,6.4,0,211,1121,5.3,6,alex-gardner-2
144,Dedrick Mills*,Georgia Tech,ACC,9,152,771,5.1,12,2,13,6.5,1,154,784,5.1,13,dedrick-mills-1
145,Malik Roberson,San Jose State,MWC,11,99,508,5.1,2,18,102,5.7,1,117,610,5.2,3,malik-roberson-1
146,Jela Duncan,Duke,ACC,7,88,450,5.1,6,5,33,6.6,0,93,483,5.2,6,jela-duncan-1
147,Thomas Koufie,Louisiana-Monroe,Sun Belt,10,84,430,5.1,9,5,24,4.8,0,89,454,5.1,9,thomas-koufie-1
148,Manny Morgan,Akron,MAC,9,81,417,5.1,0,2,8,4.0,0,83,425,5.1,0,manny-morgan-1
149,Nick Chubb*,Georgia,SEC,13,224,1130,5.0,8,5,86,17.2,1,229,1216,5.3,9,nick-chubb-1
150,Leshun Daniels Jr*,Iowa,Big Ten,13,213,1058,5.0,10,8,67,8.4,0,221,1125,5.1,10,leshun-daniels-jr-1
151,Fred Coppet,Bowling Green State,MAC,12,204,1030,5.0,8,15,79,5.3,0,219,1109,5.1,8,fred-coppet-1
152,Jalen Hurts*,Alabama,SEC,15,191,954,5.0,13,0,0,,0,191,954,5.0,13,jalen-hurts-1
153,Taquan Mizzell,Virginia,ACC,12,187,940,5.0,5,52,404,7.8,2,239,1344,5.6,7,taquan-mizzell-1
154,Jordan Scarlett*,Florida,SEC,13,179,889,5.0,6,4,23,5.8,0,183,912,5.0,6,jordan-scarlett-1
155,Greg Howell,Florida Atlantic,CUSA,12,167,828,5.0,13,5,42,8.4,0,172,870,5.1,13,greg-howell-1
156,Akeem Judd,Ole Miss,SEC,12,164,826,5.0,6,15,106,7.1,1,179,932,5.2,7,akeem-judd-1
157,Tre Watson,California,Pac-12,12,143,709,5.0,4,21,241,11.5,4,164,950,5.8,8,tre-watson-2
158,Terry Swanson*,Toledo,MAC,13,116,583,5.0,4,10,74,7.4,1,126,657,5.2,5,terry-swanson-1
159,Robert Washington,Charlotte,CUSA,12,97,489,5.0,5,13,28,2.2,0,110,517,4.7,5,robert-washington-2
160,Xavier Hall,New Mexico State,Sun Belt,12,80,396,5.0,1,11,136,12.4,0,91,532,5.8,1,xavier-hall-1
161,Wayne Gallman*,Clemson,ACC,15,232,1133,4.9,17,20,152,7.6,0,252,1285,5.1,17,wayne-gallman-1
162,Elijah McGuire*,Louisiana,Sun Belt,13,232,1127,4.9,7,29,238,8.2,2,261,1365,5.2,9,elijah-mcguire-1
163,Kerryon Johnson*,Auburn,SEC,12,182,895,4.9,11,17,125,7.4,0,199,1020,5.1,11,kerryon-johnson-1
164,Joel Bouagnon,Northern Illinois,MAC,12,182,885,4.9,8,17,157,9.2,1,199,1042,5.2,9,joel-bouagnon-1
165,Arkeel Newsome,Connecticut,American,12,147,715,4.9,5,25,273,10.9,2,172,988,5.7,7,arkeel-newsome-1
166,Kevin Ellison,Georgia Southern,Sun Belt,11,139,678,4.9,7,1,9,9.0,0,140,687,4.9,7,kevin-ellison-3
167,Kenny Hill*,TCU,Big 12,13,125,609,4.9,10,0,0,,0,125,609,4.9,10,kenny-hill-1
168,D'Ernest Johnson*,South Florida,American,13,111,543,4.9,8,28,293,10.5,5,139,836,6.0,13,dernest-johnson-1
169,Van Edwards Jr.,Akron,MAC,11,100,492,4.9,3,8,81,10.1,1,108,573,5.3,4,van-edwards-jr-1
170,Albert Reid,Virginia,ACC,11,98,480,4.9,6,6,48,8.0,1,104,528,5.1,7,albert-reid-1
171,Anthony Scott,East Carolina,American,8,79,384,4.9,2,23,164,7.1,3,102,548,5.4,5,anthony-scott-2
172,Rodney Smith*,Minnesota,Big Ten,13,240,1158,4.8,16,23,188,8.2,0,263,1346,5.1,16,rodney-smith-5
173,Kalif Phillips,Charlotte,CUSA,11,189,907,4.8,4,20,242,12.1,1,209,1149,5.5,5,kalif-phillips-1
174,Izzy Matthews*,Colorado State,MWC,13,153,734,4.8,13,8,56,7.0,0,161,790,4.9,13,izzy-matthews-1
175,Anthony Jones,Florida International,CUSA,12,116,562,4.8,4,13,89,6.8,0,129,651,5.0,4,anthony-jones-8
176,George Payne*,Southern Mississippi,CUSA,13,103,496,4.8,2,10,67,6.7,0,113,563,5.0,2,george-payne-1
177,Darik Dillard,Rice,CUSA,10,95,452,4.8,3,8,51,6.4,1,103,503,4.9,4,darik-dillard-1
178,Hasaan Klugh,Charlotte,CUSA,11,89,426,4.8,8,0,0,,0,89,426,4.8,8,hasaan-klugh-1
179,Zach Green,Arizona,Pac-12,10,77,372,4.8,3,2,5,2.5,0,79,377,4.8,3,zach-green-2
180,Matt Dayes*,North Carolina State,ACC,13,249,1166,4.7,10,32,271,8.5,0,281,1437,5.1,10,matt-dayes-1
181,Nick Holley,Kent State,MAC,11,195,920,4.7,10,13,135,10.4,2,208,1055,5.1,12,nick-holley-1
182,De'Veon Smith*,Michigan,Big Ten,13,181,846,4.7,10,16,66,4.1,0,197,912,4.6,10,deveon-smith-1
183,Tion Green,Cincinnati,American,12,159,743,4.7,2,29,167,5.8,0,188,910,4.8,2,tion-green-1
184,Travon McMillian*,Virginia Tech,ACC,14,145,676,4.7,7,11,120,10.9,3,156,796,5.1,10,travon-mcmillian-1
185,Aaron Duckworth*,Idaho,Sun Belt,13,144,672,4.7,5,7,60,8.6,1,151,732,4.8,6,aaron-duckworth-1
186,Shannon Brooks*,Minnesota,Big Ten,10,138,650,4.7,5,8,76,9.5,2,146,726,5.0,7,shannon-brooks-1
187,Justin Rankin,Kent State,MAC,11,108,511,4.7,3,28,335,12.0,1,136,846,6.2,4,justin-rankin-1
188,Gerald Holmes,Michigan State,Big Ten,11,91,431,4.7,5,11,48,4.4,0,102,479,4.7,5,gerald-holmes-1
189,Jordan Chunn*,Troy,Sun Belt,13,279,1288,4.6,16,30,228,7.6,0,309,1516,4.9,16,jordan-chunn-1
190,Jahad Thomas*,Temple,American,12,207,953,4.6,13,33,418,12.7,6,240,1371,5.7,19,jahad-thomas-1
191,Marquis Young,Massachusetts,Ind,12,197,898,4.6,4,26,147,5.7,0,223,1045,4.7,4,marquis-young-1
192,Terrell Newby*,Nebraska,Big Ten,13,190,879,4.6,7,18,149,8.3,1,208,1028,4.9,8,terrell-newby-1
193,Ish Witter,Missouri,SEC,12,162,750,4.6,6,7,50,7.1,0,169,800,4.7,6,ish-witter-1
194,Isaiah Saunders*,Idaho,Sun Belt,13,159,731,4.6,9,15,148,9.9,0,174,879,5.1,9,isaiah-saunders-1
195,Richard McQuarley*,New Mexico,MWC,13,143,656,4.6,18,5,94,18.8,0,148,750,5.1,18,richard-mcquarley-1
196,Donovan Wilson,Bowling Green State,MAC,10,110,503,4.6,5,4,34,8.5,1,114,537,4.7,6,donovan-wilson-1
197,Khari Blasingame*,Vanderbilt,SEC,13,97,449,4.6,10,4,8,2.0,0,101,457,4.5,10,khari-blasingame-1
198,Maleek Irons*,Ohio,MAC,9,95,439,4.6,5,14,96,6.9,0,109,535,4.9,5,maleek-irons-1
199,Lamical Perine*,Florida,SEC,13,91,421,4.6,1,9,161,17.9,1,100,582,5.8,2,lamical-perine-1
200,Will Worth*,Navy,American,12,264,1198,4.5,25,0,0,,0,264,1198,4.5,25,will-worth-1
201,Ahmad Bradshaw*,Army,Ind,12,184,824,4.5,8,1,12,12.0,0,185,836,4.5,8,ahmad-bradshaw-2
202,Rushel Shell*,West Virginia,Big 12,10,113,514,4.5,5,12,100,8.3,0,125,614,4.9,5,rushel-shell-1
203,Tommy Armstrong Jr*,Nebraska,Big Ten,11,113,512,4.5,8,0,0,,0,113,512,4.5,8,tommy-armstrong-jr-1
204,Johnston White*,Arkansas State,Sun Belt,11,105,472,4.5,5,7,64,9.1,0,112,536,4.8,5,johnston-white-1
205,Zack Moss*,Utah,Pac-12,10,84,382,4.5,2,1,4,4.0,0,85,386,4.5,2,zack-moss-1
206,Corey Clement*,Wisconsin,Big Ten,13,314,1375,4.4,15,12,132,11.0,0,326,1507,4.6,15,corey-clement-1
207,Devine Redding*,Indiana,Big Ten,13,253,1122,4.4,7,27,146,5.4,2,280,1268,4.5,9,devine-redding-1
208,Warren Wand*,Arkansas State,Sun Belt,13,200,879,4.4,7,24,279,11.6,3,224,1158,5.2,10,warren-wand-1
209,Justin Thomas*,Georgia Tech,ACC,12,137,604,4.4,6,0,0,,0,137,604,4.4,6,justin-thomas-3
210,Taysom Hill*,Brigham Young,Ind,12,137,603,4.4,8,0,0,,0,137,603,4.4,8,taysom-hill-1
211,Justin Goodwin,Rutgers,Big Ten,11,118,517,4.4,1,22,204,9.3,1,140,721,5.2,2,justin-goodwin-1
212,Jarveon Williams*,UTSA,CUSA,13,207,900,4.3,8,19,221,11.6,0,226,1121,5.0,8,jarveon-williams-1
213,Alonzo Smith*,Miami (OH),MAC,13,163,709,4.3,3,8,89,11.1,2,171,798,4.7,5,alonzo-smith-2
214,Riley Neal,Ball State,MAC,11,127,540,4.3,8,1,10,10.0,0,128,550,4.3,8,riley-neal-1
215,Kalen Ballage,Arizona State,Pac-12,12,126,536,4.3,14,44,469,10.7,1,170,1005,5.9,15,kalen-ballage-1
