
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
216,Joel Lanning,Iowa State,Big 12,11,121,518,4.3,11,0,-4,,0,121,514,4.2,11,joel-lanning-2
217,A.J. Turner*,South Carolina,SEC,12,116,497,4.3,3,21,143,6.8,1,137,640,4.7,4,aj-turner-2
218,Deontae Cooper,San Jose State,MWC,11,112,484,4.3,2,10,108,10.8,1,122,592,4.9,3,deontae-cooper-1
219,Greg Windham*,Ohio,MAC,10,95,406,4.3,3,0,0,,0,95,406,4.3,3,greg-windham-1
220,Dami Ayoola*,South Alabama,Sun Belt,13,88,377,4.3,6,10,32,3.2,0,98,409,4.2,6,dami-ayoola-1
221,Jaxson Kincaide,Nevada,MWC,12,78,334,4.3,3,7,88,12.6,0,85,422,5.0,3,jaxson-kincaide-1
222,Tarean Folston,Notre Dame,Ind,10,77,334,4.3,2,8,66,8.3,0,85,400,4.7,2,tarean-folston-1
223,Ian Eriksen*,Eastern Michigan,MAC,11,184,771,4.2,9,21,243,11.6,0,205,1014,4.9,9,ian-eriksen-1
224,Ke'Mon Freeman,SMU,American,12,154,651,4.2,4,13,159,12.2,1,167,810,4.9,5,kemon-freemon-1
225,Mike Warren,Iowa State,Big 12,11,134,559,4.2,3,12,98,8.2,0,146,657,4.5,3,mike-warren-2
226,Keion Davis,Marshall,CUSA,9,113,469,4.2,6,11,56,5.1,1,124,525,4.2,7,keion-davis-1
227,Da'Leon Ward,Texas Tech,Big 12,8,103,428,4.2,3,18,131,7.3,0,121,559,4.6,3,daleon-ward-1
228,Devine Ozigbo*,Nebraska,Big Ten,9,97,412,4.2,5,5,100,20.0,0,102,512,5.0,5,devine-ozigbo-1
229,Kyler Neal,Georgia State,Sun Belt,9,75,314,4.2,2,3,28,9.3,0,78,342,4.4,2,kyler-neal-1
230,Jerod Evans*,Virginia Tech,ACC,14,204,846,4.1,12,0,0,,0,204,846,4.1,12,jerod-evans-1
231,J.T. Barrett*,Ohio State,Big Ten,13,205,845,4.1,9,0,0,,0,205,845,4.1,9,jt-barrett-1
232,Matt Colburn*,Wake Forest,ACC,13,151,626,4.1,2,13,143,11.0,0,164,769,4.7,2,matt-colburn-1
233,Shaun Wilson,Duke,ACC,12,151,623,4.1,4,8,76,9.5,0,159,699,4.4,4,shaun-wilson-1
234,D.J. Johnson*,Air Force,MWC,12,150,622,4.1,2,0,0,,0,150,622,4.1,2,dj-johnson-5
235,Shayne Davern*,Air Force,MWC,12,116,475,4.1,4,4,69,17.3,0,120,544,4.5,4,shayne-davern-1
236,Steven Lakalaka*,Hawaii,MWC,14,102,416,4.1,13,3,14,4.7,0,105,430,4.1,13,steven-lakalaka-1
237,La Ramsby,Georgia Southern,Sun Belt,11,84,343,4.1,8,7,22,3.1,0,91,365,4.0,8,la-ramsby-1
238,Chad Kelly,Ole Miss,SEC,9,81,332,4.1,5,0,0,,0,81,332,4.1,5,chad-kelly-1
239,Markell Jones,Purdue,Big Ten,11,153,616,4.0,4,32,215,6.7,0,185,831,4.5,4,markell-jones-1
240,John Wolford*,Wake Forest,ACC,12,130,521,4.0,6,1,-6,-6.0,0,131,515,3.9,6,john-wolford-1
241,Tyree Jackson,Buffalo,MAC,10,99,399,4.0,5,0,0,,0,99,399,4.0,5,tyree-jackson-1
242,Davon Jones*,Boston College,ACC,12,91,361,4.0,2,10,99,9.9,0,101,460,4.6,2,davon-jones-1
243,Shaun Wick*,Wyoming,MWC,13,89,354,4.0,1,4,32,8.0,0,93,386,4.2,1,shaun-wick-1
244,Dontravious Wilson*,UCF,American,14,127,496,3.9,8,14,111,7.9,1,141,607,4.3,9,dontravious-wilson-1
245,Kent Myers,Utah State,MWC,12,116,449,3.9,6,0,0,,0,116,449,3.9,6,kent-myers-1
246,Anthony Anderson,Marshall,CUSA,10,86,339,3.9,2,2,16,8.0,0,88,355,4.0,2,anthony-anderson-4
247,Soso Jamabo,UCLA,Pac-12,11,82,321,3.9,3,16,197,12.3,0,98,518,5.3,3,soso-jamabo-1
248,Matt Breida,Georgia Southern,Sun Belt,12,168,646,3.8,3,11,53,4.8,2,179,699,3.9,5,matt-breida-1
249,Deshaun Watson*,Clemson,ACC,15,165,629,3.8,9,0,0,,0,165,629,3.8,9,deshaun-watson-1
250,Demario Richard,Arizona State,Pac-12,11,155,593,3.8,3,17,136,8.0,0,172,729,4.2,3,demario-richard-1
251,Stedman Mayberry,Texas State,Sun Belt,12,157,593,3.8,5,41,321,7.8,0,198,914,4.6,5,stedman-mayberry-1
252,Cade Carney*,Wake Forest,ACC,10,156,589,3.8,6,12,74,6.2,0,168,663,3.9,6,cade-carney-1
253,Ben Luckett,Louisiana-Monroe,Sun Belt,11,120,450,3.8,5,10,62,6.2,0,130,512,3.9,5,ben-luckett-1
254,Josh Allen*,Wyoming,MWC,14,142,523,3.7,7,1,4,4.0,1,143,527,3.7,8,josh-allen-7
255,DeShone Kizer,Notre Dame,Ind,12,129,472,3.7,8,1,4,4.0,0,130,476,3.7,8,deshone-kizer-1
256,Jalen Hurd*,Tennessee,SEC,7,122,451,3.7,3,10,81,8.1,2,132,532,4.0,5,jalen-hurd-1
257,Mike Boone,Cincinnati,American,9,105,388,3.7,2,20,249,12.5,0,125,637,5.1,2,mike-boone-2
258,Duke Catalon*,Houston,American,9,145,528,3.6,4,44,281,6.4,3,189,809,4.3,7,duke-catalon-1
259,Jawon Hamilton*,UCF,American,13,139,495,3.6,4,17,73,4.3,0,156,568,3.6,4,jawon-hamilton-1
260,Taylor Martin,Kansas,Big 12,10,91,324,3.6,4,6,45,7.5,1,97,369,3.8,5,taylor-martin-1
261,Dontae Strickland,Syracuse,ACC,12,162,566,3.5,4,21,132,6.3,0,183,698,3.8,4,dontae-strickland-2
262,Dru Brown*,Hawaii,MWC,13,88,306,3.5,4,0,0,,0,88,306,3.5,4,dru-brown-1
263,Dontel James,Fresno State,MWC,11,208,697,3.4,5,3,9,3.0,0,211,706,3.3,5,dontel-james-1
264,Daniel Jones,Duke,ACC,12,141,486,3.4,7,1,0,0.0,0,142,486,3.4,7,daniel-jones-4
265,Jahray Hayes*,Central Michigan,MAC,13,144,486,3.4,9,12,120,10.0,0,156,606,3.9,9,jahray-hayes-1
266,Stephen Johnson*,Kentucky,SEC,12,97,327,3.4,3,1,-3,-3.0,0,98,324,3.3,3,stephen-johnson-8
267,Nate Starks,UCLA,Pac-12,10,87,292,3.4,1,7,26,3.7,0,94,318,3.4,1,nate-starks-1
268,Skyler Howard*,West Virginia,Big 12,13,142,463,3.3,10,0,0,,0,142,463,3.3,10,skyler-howard-1
269,Mitch Leidner*,Minnesota,Big Ten,12,111,366,3.3,10,0,0,,0,111,366,3.3,10,mitch-leidner-1
270,Mitch Trubisky*,North Carolina,ACC,13,93,308,3.3,5,1,8,8.0,0,94,316,3.4,5,mitch-trubisky-1
271,Duke Carter IV,Louisiana-Monroe,Sun Belt,11,85,281,3.3,1,9,89,9.9,0,94,370,3.9,1,duke-carter-iv-1
272,Tyler Stehling,Rice,CUSA,11,101,309,3.1,4,1,27,27.0,1,102,336,3.3,5,tyler-stehling-1
273,Ryan Higgins*,Louisiana Tech,CUSA,13,88,277,3.1,4,0,0,,0,88,277,3.1,4,ryan-higgins-1
274,Sefo Liufau*,Colorado,Pac-12,12,165,494,3.0,8,1,14,14.0,0,166,508,3.1,8,sefo-liufau-1
275,Jason Driskel,Florida Atlantic,CUSA,12,80,242,3.0,4,0,0,,0,80,242,3.0,4,jason-driskel-1
276,Jon Hilliman*,Boston College,ACC,12,184,542,2.9,6,1,2,2.0,0,185,544,2.9,6,jon-hilliman-1
277,Nate Romine*,Air Force,MWC,8,95,279,2.9,3,0,0,,0,95,279,2.9,3,nate-romine-1
278,Dalton Sturm*,UTSA,CUSA,13,110,313,2.8,4,1,0,0.0,0,111,313,2.8,4,dalton-sturm-1
279,Tyler Rogers,New Mexico State,Sun Belt,11,124,333,2.7,4,1,9,9.0,1,125,342,2.7,5,tyler-rogers-1
280,Dallas Davis*,South Alabama,Sun Belt,11,91,245,2.7,3,0,0,,0,91,245,2.7,3,dallas-davis-2
281,Greg Ward Jr.*,Houston,American,12,197,518,2.6,10,0,-6,,0,197,512,2.6,10,greg-ward-jr-1
282,Patrick Towles*,Boston College,ACC,13,115,294,2.6,4,2,25,12.5,1,117,319,2.7,5,patrick-towles-1
283,Trace McSorley*,Penn State,Big Ten,14,146,365,2.5,7,0,0,,0,146,365,2.5,7,trace-mcsorley-1
284,Anthony Jennings*,Louisiana,Sun Belt,13,144,341,2.4,9,0,0,,0,144,341,2.4,9,anthony-jennings-1
285,Kenny Potter,San Jose State,MWC,11,136,322,2.4,7,0,0,,0,136,322,2.4,7,kenny-potter-1
286,Gus Ragland*,Miami (OH),MAC,7,84,202,2.4,2,0,0,,0,84,202,2.4,2,gus-ragland-1
287,Bryant Shirreffs,Connecticut,American,9,144,326,2.3,2,0,0,,0,144,326,2.3,2,bryant-shirreffs-1
288,Eric Dungey,Syracuse,ACC,9,125,293,2.3,6,0,0,,0,125,293,2.3,6,eric-dungey-1
289,Patrick Mahomes,Texas Tech,Big 12,12,131,285,2.2,12,0,0,,0,131,285,2.2,12,patrick-mahomes-1
290,Troy Williams*,Utah,Pac-12,13,111,235,2.1,5,0,0,,0,111,235,2.1,5,troy-williams-2
291,Manny Wilkins,Arizona State,Pac-12,10,128,246,1.9,5,0,0,,0,128,246,1.9,5,manny-wilkins-1
292,Matt Linehan*,Idaho,Sun Belt,13,88,167,1.9,4,0,0,,0,88,167,1.9,4,matt-linehan-1
293,Glen Cuiellette,Tulane,American,12,120,216,1.8,1,0,0,,0,120,216,1.8,1,glen-cuiellette-1
294,Deondre Francois*,Florida State,ACC,13,108,198,1.8,5,0,0,,0,108,198,1.8,5,deondre-francois-1
295,Shane Buechele,Texas,Big 12,12,96,161,1.7,2,0,0,,0,96,161,1.7,2,shane-buechele-1
296,McKenzie Milton*,UCF,American,10,100,158,1.6,3,1,-1,-1.0,0,101,157,1.6,3,mckenzie-milton-1
297,Chason Virgil,Fresno State,MWC,10,77,122,1.6,2,1,9,9.0,0,78,131,1.7,2,chason-virgil-1
298,Mason Fine*,North Texas,CUSA,10,94,118,1.3,2,0,0,,0,94,118,1.3,2,mason-fine-1
299,Clayton Thorson*,Northwestern,Big Ten,13,97,98,1.0,5,0,0,,0,97,98,1.0,5,clayton-thorson-1
300,Perry Hills*,Maryland,Big Ten,11,91,93,1.0,4,1,21,21.0,0,92,114,1.2,4,perry-hills-1
301,Mason Rudolph*,Oklahoma State,Big 12,13,83,61,0.7,6,1,24,24.0,0,84,85,1.0,6,mason-rudolph-1
302,David Blough,Purdue,Big Ten,12,80,13,0.2,4,1,8,8.0,0,81,21,0.3,4,david-blough-1
303,Tyler Jones,Texas State,Sun Belt,11,115,-8,-0.1,5,1,22,22.0,1,116,14,0.1,6,tyler-jones-4
304,C.J. Beathard*,Iowa,Big Ten,13,83,-13,-0.2,2,0,0,,0,83,-13,-0.2,2,cj-beathard-1
