
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
230,Kevin Walter,Eastern Michigan,MAC,11,62,748,12.1,6,,,,,62,748,12.1,6,kevin-walter-1
231,Kurt Gerling,Bowling Green State,MAC,11,36,436,12.1,6,,,,,36,436,12.1,6,kurt-gerling-1
232,Ja'Mel Branch,North Texas,Sun Belt,11,31,375,12.1,3,10,50,5.0,1,41,425,10.4,4,jamel-branch-1
233,Joey Knapp,UTEP,WAC,11,29,351,12.1,2,1,5,5.0,0,30,356,11.9,2,joey-knapp-1
234,Roderick Means,Central Michigan,MAC,9,23,278,12.1,0,,,,,23,278,12.1,0,roderick-means-1
235,Kunle Patrick,Northwestern,Big Ten,11,56,672,12.0,5,5,31,6.2,1,61,703,11.5,6,kunle-patrick-1
236,Derrick Hamilton,Clemson,ACC,11,49,590,12.0,3,4,21,5.3,0,53,611,11.5,3,derrick-hamilton-1
237,Little John Flowers*,Michigan State,Big Ten,11,25,299,12.0,2,64,285,4.5,1,89,584,6.6,3,little-john-flowers-1
238,L.J. Flowers*,Michigan State,Big Ten,11,25,299,12.0,2,69,296,4.3,1,94,595,6.3,3,lj-flowers-1
239,Hugh Smith,South Florida,Ind,11,40,475,11.9,4,5,84,16.8,0,45,559,12.4,4,hugh-smith-1
240,Jamie Hickenbotham,Arkansas State,Sun Belt,11,26,310,11.9,1,7,146,20.9,0,33,456,13.8,1,jamie-hickenbotham-1
241,Brian Robinson,Houston,CUSA,11,23,274,11.9,3,6,47,7.8,0,29,321,11.1,3,brian-robinson-1
242,Khary Sharpe,Duke,ACC,10,23,274,11.9,2,3,16,5.3,0,26,290,11.2,2,khary-sharpe-1
243,Terrell Harris,Tulane,CUSA,11,53,623,11.8,3,,,,,53,623,11.8,3,terrell-harris-1
244,Jerricho Cotchery,North Carolina State,ACC,11,41,483,11.8,4,6,57,9.5,1,47,540,11.5,5,jerricho-cotchery-1
245,Jamie Armstrong,Ole Miss,SEC,11,40,470,11.8,2,,,,,40,470,11.8,2,jamie-armstrong-1
246,Jerel Myers,LSU,SEC,12,39,461,11.8,1,,,,,39,461,11.8,1,jerel-myers-1
247,Tuati Wooden,San Jose State,WAC,12,37,437,11.8,3,,,,,37,437,11.8,3,tuati-wooden-1
248,H.B. Briscoe,New Mexico State,Sun Belt,12,32,377,11.8,2,,,,,32,377,11.8,2,hb-briscoe-1
249,Charlie Landrigan*,USC,Pac-10,12,30,353,11.8,2,8,12,1.5,0,38,365,9.6,2,charlie-landrigan-1
250,Ethan Jones,Idaho,Sun Belt,11,28,327,11.7,4,,,,,28,327,11.7,4,ethan-jones-1
251,Tim Euhus,Oregon State,Pac-10,11,27,316,11.7,1,,,,,27,316,11.7,1,tim-euhus-1
252,Bobby Graham,Tennessee,SEC,12,27,315,11.7,0,,,,,27,315,11.7,0,bobby-graham-1
253,Randy McMichael,Georgia,SEC,10,24,281,11.7,1,,,,,24,281,11.7,1,randy-mcmichael-1
254,Jason Mathenia,Vanderbilt,SEC,11,22,258,11.7,1,11,48,4.4,1,33,306,9.3,2,jason-mathenia-1
255,Mewelde Moore,Tulane,CUSA,12,65,756,11.6,7,262,1421,5.4,8,327,2177,6.7,15,mewelde-moore-1
256,Ryan McGuffey,Wyoming,MWC,9,65,751,11.6,1,,,,,65,751,11.6,1,ryan-mcguffey-1
257,Reggie Newhouse,Baylor,Big 12,11,61,706,11.6,8,1,2,2.0,0,62,708,11.4,8,reggie-newhouse-1
258,Wes Welker,Texas Tech,Big 12,11,50,582,11.6,5,15,97,6.5,0,65,679,10.4,5,wes-welker-1
259,Terrell Grindle,Mississippi State,SEC,11,40,463,11.6,0,,,,,40,463,11.6,0,terrell-grindle-1
260,Josh Jelmberg,Idaho,Sun Belt,11,36,416,11.6,0,2,8,4.0,0,38,424,11.2,0,josh-jelmberg-1
261,Chris Stallworth,Utah State,Ind,11,33,384,11.6,4,1,-12,-12.0,0,34,372,10.9,4,chris-stallworth-1
262,Brandon Johnson,Western Michigan,MAC,11,27,312,11.6,4,1,9,9.0,0,28,321,11.5,4,brandon-johnson-5
263,Kendrick Mosley,Western Michigan,MAC,11,26,301,11.6,2,,,,,26,301,11.6,2,kendrick-mosley-1
264,Marcus Fields,California,Pac-10,10,26,301,11.6,1,8,38,4.8,0,34,339,10.0,1,marcus-fields-1
265,Dan Bythwood,Nevada,WAC,9,21,244,11.6,0,,,,,21,244,11.6,0,dan-bythwood-1
266,Channon Harris,Hawaii,WAC,12,69,796,11.5,8,1,0,0.0,0,70,796,11.4,8,channon-harris-1
267,Mark Clayton,Oklahoma,Big 12,12,45,519,11.5,3,,,,,45,519,11.5,3,mark-clayton-1
268,Chris Cunningham,SMU,WAC,11,45,516,11.5,7,9,21,2.3,0,54,537,9.9,7,chris-cunningham-1
269,Chris Luzar,Virginia,ACC,12,33,380,11.5,0,,,,,33,380,11.5,0,chris-luzar-1
270,Charon Arnold,California,Pac-10,11,53,606,11.4,3,,,,,53,606,11.4,3,charon-arnold-1
271,Tavon Mason,Virginia,ACC,12,30,341,11.4,2,4,-6,-1.5,0,34,335,9.9,2,tavon-mason-1
272,John Gilmore,Penn State,Big Ten,10,25,284,11.4,0,,,,,25,284,11.4,0,john-gilmore-1
273,Chase Harp,Kentucky,SEC,10,22,251,11.4,2,,,,,22,251,11.4,2,chase-harp-1
274,Orlando Iglesias,Houston,CUSA,11,63,710,11.3,5,,,,,63,710,11.3,5,orlando-iglesias-1
275,Craig Stutzmann,Hawaii,WAC,12,54,611,11.3,5,5,26,5.2,0,59,637,10.8,5,craig-stutzmann-1
276,Bill Flowers,Ole Miss,SEC,11,28,315,11.3,4,,,,,28,315,11.3,4,bill-flowers-1
277,Alvin Pearman,Virginia,ACC,12,25,283,11.3,3,88,371,4.2,1,113,654,5.8,4,alvin-pearman-1
278,William Green,Boston College,Big East,10,23,260,11.3,2,265,1559,5.9,15,288,1819,6.3,17,william-green-1
279,Derek Abney,Kentucky,SEC,11,66,741,11.2,6,,,,,66,741,11.2,6,derek-abney-1
280,Mickey Peters,Texas Tech,Big 12,11,51,569,11.2,2,,,,,51,569,11.2,2,mickey-peters-1
281,Dallas Davis,Colorado State,MWC,10,22,246,11.2,2,1,5,5.0,1,23,251,10.9,3,dallas-davis-1
282,Jonathan Smith,Georgia Tech,ACC,12,53,590,11.1,4,2,28,14.0,1,55,618,11.2,5,jonathan-smith-1
283,Willie Wright,North Carolina State,ACC,11,40,443,11.1,5,,,,,40,443,11.1,5,willie-wright-1
284,Levron Williams,Indiana,Big Ten,11,26,289,11.1,2,212,1401,6.6,17,238,1690,7.1,19,levron-williams-1
285,Carl Davis,Tulane,CUSA,12,25,277,11.1,1,,,,,25,277,11.1,1,carl-davis-1
286,Andre George,Louisiana,Sun Belt,11,24,267,11.1,3,,,,,24,267,11.1,3,andre-george-1
287,Clint Dodson,Army,CUSA,11,42,463,11.0,2,,,,,42,463,11.0,2,clint-dodson-1
288,Jermaine Brown,Nevada,WAC,6,25,275,11.0,2,,,,,25,275,11.0,2,jermaine-brown-1
289,Darrell Wimberly,Tulsa,WAC,11,23,253,11.0,2,,,,,23,253,11.0,2,darrell-wimberly-1
290,Jon Schweighardt,Northwestern,Big Ten,11,43,469,10.9,4,,,,,43,469,10.9,4,jon-schweighardt-1
291,Robert Gillespie,Florida,SEC,11,41,445,10.9,2,94,395,4.2,1,135,840,6.2,3,robert-gillespie-1
292,Jafar Williams,Maryland,ACC,11,39,425,10.9,2,2,13,6.5,1,41,438,10.7,3,jafar-williams-1
293,Marcus Wilridge,Louisiana,Sun Belt,11,36,394,10.9,1,7,46,6.6,0,43,440,10.2,1,marcus-wilridge-1
294,Dougie Allen,Kentucky,SEC,11,26,283,10.9,0,2,13,6.5,0,28,296,10.6,0,dougie-allen-1
295,Cole Clasen,Oregon State,Pac-10,11,23,250,10.9,1,2,8,4.0,0,25,258,10.3,1,cole-clasen-1
296,Glenn Johnson,Indiana,Big Ten,10,21,229,10.9,1,1,-10,-10.0,0,22,219,10.0,1,glenn-johnson-1
297,Chris Johnson,Southern Mississippi,CUSA,11,34,367,10.8,2,0,0,,0,34,367,10.8,2,chris-johnson-4
298,John Martin,Baylor,Big 12,11,32,345,10.8,1,,,,,32,345,10.8,1,john-martin-1
299,Phil Braxton,West Virginia,Big East,9,26,282,10.8,2,,,,,26,282,10.8,2,phil-braxton-1
300,Ahmad Harris,Louisiana Tech,WAC,11,24,258,10.8,4,,,,,24,258,10.8,4,ahmad-harris-1
301,Dwayne Blakley,Missouri,Big 12,11,34,362,10.6,4,,,,,34,362,10.6,4,dwayne-blakley-1
302,Deandre Green,Auburn,SEC,11,32,339,10.6,2,,,,,32,339,10.6,2,deandre-green-1
303,Ken Johnson,Southern Mississippi,CUSA,9,28,298,10.6,0,0,0,,0,28,298,10.6,0,ken-johnson-1
304,Kenneth Johnson,Southern Mississippi,CUSA,9,28,298,10.6,0,,,,,28,298,10.6,0,kenneth-johnson-1
305,Bill Seymour,Michigan,Big Ten,11,23,244,10.6,0,,,,,23,244,10.6,0,bill-seymour-1
306,John Simon,Louisiana Tech,WAC,11,71,743,10.5,4,29,134,4.6,2,100,877,8.8,6,john-simon-1
307,Huey Whittaker,South Florida,Ind,11,52,548,10.5,2,,,,,52,548,10.5,2,huey-whittaker-1
308,Chad Bartoszek,Buffalo,MAC,11,42,441,10.5,4,,,,,42,441,10.5,4,chad-bartoszek-1
309,Billy Lynch,Ball State,MAC,11,40,419,10.5,2,1,-17,-17.0,0,41,402,9.8,2,billy-lynch-1
310,Javin Hunter,Notre Dame,Ind,11,37,387,10.5,1,,,,,37,387,10.5,1,javin-hunter-1
311,Brock Forsey,Boise State,WAC,12,35,369,10.5,3,246,1207,4.9,13,281,1576,5.6,16,brock-forsey-1
312,Jason Witten,Tennessee,SEC,12,28,293,10.5,2,,,,,28,293,10.5,2,jason-witten-1
313,Casey Le Blanc,San Jose State,WAC,11,25,263,10.5,0,1,4,4.0,0,26,267,10.3,0,casey-le-blanc-1
314,Casey Leblanc,San Jose State,WAC,11,25,263,10.5,0,1,4,4.0,0,26,267,10.3,0,casey-leblanc-1
315,Ryan Hearn,South Florida,Ind,11,25,263,10.5,1,1,9,9.0,0,26,272,10.5,1,ryan-hearn-1
316,Jason Willis*,Oregon,Pac-10,12,43,448,10.4,0,5,31,6.2,0,48,479,10.0,0,jason-willis-1
317,Thad Ward,UCF,Ind,11,43,446,10.4,1,2,18,9.0,0,45,464,10.3,1,thad-ward-1
318,Andra Fuller,Baylor,Big 12,11,36,376,10.4,0,,,,,36,376,10.4,0,andra-fuller-1
319,Luke Staley,Brigham Young,MWC,11,32,334,10.4,4,196,1596,8.1,24,228,1930,8.5,28,luke-staley-1
320,Jamal Stevens,Eastern Michigan,MAC,11,27,280,10.4,2,,,,,27,280,10.4,2,jamal-stevens-1
321,Dwain Goynes,Texas A&amp;M,Big 12,11,24,250,10.4,1,6,48,8.0,0,30,298,9.9,1,dwain-goynes-1
322,Nick Dugas,Louisiana,Sun Belt,11,60,616,10.3,3,8,28,3.5,0,68,644,9.5,3,nick-dugas-1
323,Donta Greene,Toledo,MAC,11,62,630,10.2,0,4,22,5.5,0,66,652,9.9,0,donta-greene-1
324,Mark Anelli,Wisconsin,Big Ten,12,35,357,10.2,3,,,,,35,357,10.2,3,mark-anelli-1
325,Jarrett Ferguson,Virginia Tech,Big East,11,25,256,10.2,3,35,156,4.5,5,60,412,6.9,8,jarrett-ferguson-1
326,Antoine Henderson,Minnesota,Big Ten,11,23,235,10.2,1,9,39,4.3,0,32,274,8.6,1,antoine-henderson-1
327,Joshua Bostick,Kent State,MAC,11,21,214,10.2,1,,,,,21,214,10.2,1,joshua-bostick-1
328,Richard Smith,Arkansas,SEC,11,38,383,10.1,5,,,,,38,383,10.1,5,richard-smith-1
329,Zach Gerstner,Idaho,Sun Belt,11,28,283,10.1,1,82,339,4.1,2,110,622,5.7,3,zach-gerstner-1
330,Nick Maddox,Florida State,ACC,11,26,262,10.1,1,98,438,4.5,3,124,700,5.6,4,nick-maddox-1
331,Robert Quiroga,Baylor,Big 12,11,23,233,10.1,1,,,,,23,233,10.1,1,robert-quiroga-1
332,Shawn Terry,West Virginia,Big East,10,29,291,10.0,0,,,,,29,291,10.0,0,shawn-terry-1
333,Donovan Morgan,Louisiana,Sun Belt,11,22,219,10.0,1,1,9,9.0,0,23,228,9.9,1,donovan-morgan-1
334,Cliff Hill,Connecticut,Ind,11,40,397,9.9,1,,,,,40,397,9.9,1,cliff-hill-1
335,Tory Humphrey,Central Michigan,MAC,9,24,237,9.9,3,,,,,24,237,9.9,3,tory-humphrey-1
336,Omari Thompson,Army,CUSA,11,22,217,9.9,1,5,61,12.2,1,27,278,10.3,2,omari-thompson-1
337,Terrance Davis-Bryant,Oklahoma State,Big 12,11,38,368,9.7,0,1,9,9.0,0,39,377,9.7,0,terrance-davis-bryant-1
338,David Youell,Middle Tennessee State,Sun Belt,11,37,358,9.7,1,,,,,37,358,9.7,1,david-youell-1
339,Ronnie Ghent,Louisville,CUSA,10,34,330,9.7,5,,,,,34,330,9.7,5,ronnie-ghent-1
340,Darnell Jennings,Western Michigan,MAC,10,32,311,9.7,2,,,,,32,311,9.7,2,darnell-jennings-1
341,Nehemiah Glover,Texas Tech,Big 12,11,32,311,9.7,1,3,14,4.7,0,35,325,9.3,1,nehemiah-glover-1
342,Michael McGrew,Virginia,ACC,12,31,302,9.7,2,,,,,31,302,9.7,2,michael-mcgrew-1
343,David Givens,Notre Dame,Ind,10,33,317,9.6,0,7,6,0.9,0,40,323,8.1,0,david-givens-1
344,Leonard Jones,Wyoming,MWC,11,23,221,9.6,0,,,,,23,221,9.6,0,leonard-jones-1
345,Ryan Brewer*,South Carolina,SEC,12,37,352,9.5,2,36,186,5.2,0,73,538,7.4,2,ryan-brewer-1
346,Mobolaji Afariogun,Western Michigan,MAC,10,24,228,9.5,1,,,,,24,228,9.5,1,mobolaji-afariogun-1
347,Joffrey Reynolds,Houston,CUSA,11,37,349,9.4,1,181,818,4.5,7,218,1167,5.4,8,joffrey-reynolds-1
348,Antonio Brown,West Virginia,Big East,10,31,291,9.4,1,8,59,7.4,0,39,350,9.0,1,antonio-brown-3
349,L.J. Smith,Rutgers,Big East,11,30,282,9.4,3,16,74,4.6,0,46,356,7.7,3,lj-smith-1
350,Jasen Ridley,Connecticut,Ind,9,27,255,9.4,1,1,0,0.0,0,28,255,9.1,1,jasen-ridley-1
351,Sean Brown,Louisiana-Monroe,Sun Belt,8,27,255,9.4,0,,,,,27,255,9.4,0,sean-brown-1
352,Chris Archie,Eastern Michigan,MAC,11,22,207,9.4,2,,,,,22,207,9.4,2,chris-archie-1
353,Chester Taylor,Toledo,MAC,11,26,242,9.3,3,268,1430,5.3,20,294,1672,5.7,23,chester-taylor-1
354,Joel Dreessen,Colorado State,MWC,10,22,205,9.3,2,,,,,22,205,9.3,2,joel-dreessen-1
355,Trent Smith,Oklahoma,Big 12,12,61,564,9.2,6,,,,,61,564,9.2,6,trent-smith-1
356,Travis Zachery,Clemson,ACC,11,45,414,9.2,3,142,576,4.1,8,187,990,5.3,11,travis-zachery-1
357,Mike Banks,Iowa State,Big 12,10,23,212,9.2,0,,,,,23,212,9.2,0,mike-banks-1
358,Josh Norman,Oklahoma,Big 12,12,45,405,9.0,2,4,6,1.5,0,49,411,8.4,2,josh-norman-1
359,Bruce Perry,Maryland,ACC,11,40,359,9.0,2,219,1242,5.7,10,259,1601,6.2,12,bruce-perry-1
360,Chris Douglas,Duke,ACC,11,26,233,9.0,1,218,841,3.9,7,244,1074,4.4,8,chris-douglas-1
361,Curtis Fagan,Oklahoma,Big 12,12,31,275,8.9,1,8,28,3.5,0,39,303,7.8,1,curtis-fagan-1
362,Joe Burns,Georgia Tech,ACC,12,28,249,8.9,1,282,1165,4.1,14,310,1414,4.6,15,joe-burns-1
363,B.J. Askew,Michigan,Big Ten,11,24,213,8.9,1,190,831,4.4,10,214,1044,4.9,11,bj-askew-1
364,Tim Stratton*,Purdue,Big Ten,12,59,509,8.6,2,,,,,59,509,8.6,2,tim-stratton-1
365,Jarrod Roach,Tulsa,WAC,11,31,266,8.6,1,,,,,31,266,8.6,1,jarrod-roach-1
366,Tyree Foreman,Virginia,ACC,10,27,231,8.6,4,21,111,5.3,0,48,342,7.1,4,tyree-foreman-1
367,Emmett White,Utah State,Ind,11,48,408,8.5,3,250,1361,5.4,13,298,1769,5.9,16,emmett-white-1
368,Anton Paige,Texas Tech,Big 12,10,23,196,8.5,4,,,,,23,196,8.5,4,anton-paige-1
369,Lamar Slade,Pitt,Big East,11,27,226,8.4,1,,,,,27,226,8.4,1,lamar-slade-1
370,J.R. Suguturaga,Utah State,Ind,11,24,201,8.4,0,1,4,4.0,0,25,205,8.2,0,jr-suguturaga-1
371,Cole Roberts,Texas Tech,Big 12,11,38,314,8.3,4,,,,,38,314,8.3,4,cole-roberts-1
372,Charles Stackhouse,Ole Miss,SEC,11,21,172,8.2,2,75,330,4.4,5,96,502,5.2,7,charles-stackhouse-1
373,Derek Watson*,South Carolina,SEC,12,27,218,8.1,2,139,618,4.4,5,166,836,5.0,7,derek-watson-1
374,Leonard Henry,East Carolina,CUSA,11,26,210,8.1,2,184,1432,7.8,16,210,1642,7.8,18,leonard-henry-1
375,Demontray Carter,Troy,Ind,11,24,194,8.1,4,160,801,5.0,8,184,995,5.4,12,demontray-carter-2
376,Quentin Griffin,Oklahoma,Big 12,12,55,440,8.0,2,182,804,4.4,9,237,1244,5.2,11,quentin-griffin-1
377,A.J. Nastasi,West Virginia,Big East,10,42,334,8.0,3,2,0,0.0,0,44,334,7.6,3,aj-nastasi-1
378,Mike Bass,Hawaii,WAC,12,29,220,7.6,1,108,558,5.2,3,137,778,5.7,4,mike-bass-1
379,Cotra Jackson,North Carolina State,ACC,11,23,172,7.5,2,26,105,4.0,0,49,277,5.7,2,cotra-jackson-1
380,Ray Robinson,North Carolina State,ACC,11,52,376,7.2,1,190,733,3.9,10,242,1109,4.6,11,ray-robinson-1
381,Carey Davis,Illinois,Big Ten,11,37,250,6.8,3,104,454,4.4,1,141,704,5.0,4,carey-davis-1
382,Ricky Williams,Texas Tech,Big 12,11,92,617,6.7,4,142,726,5.1,14,234,1343,5.7,18,ricky-williams-2
383,Eric Richardson,Tulsa,WAC,11,34,203,6.0,0,131,469,3.6,5,165,672,4.1,5,eric-richardson-1
384,King Scovell,Texas Tech,Big 12,11,21,124,5.9,1,1,8,8.0,0,22,132,6.0,1,king-scovell-1
385,Kenan Lawhorne,Central Michigan,MAC,11,33,190,5.8,0,99,506,5.1,4,132,696,5.3,4,kenan-lawhorne-1
386,Avon Cobourne,West Virginia,Big East,11,23,124,5.4,0,267,1298,4.9,9,290,1422,4.9,9,avon-cobourne-1
387,Chris R. Roberson,Eastern Michigan,MAC,11,23,91,4.0,1,167,755,4.5,3,190,846,4.5,4,chris-r-roberson-1
388,Chris Roberson,Eastern Michigan,MAC,11,23,91,4.0,1,167,755,4.5,3,190,846,4.5,4,chris-roberson-1
