
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
228,Antavious Wilson*,Marshall,CUSA,13,60,724,12.1,3,,,,,60,724,12.1,3,antavious-wilson-1
229,Cody Slate*,Marshall,CUSA,10,50,607,12.1,4,6,21,3.5,0,56,628,11.2,4,cody-slate-1
230,Marquis Hamilton*,Iowa State,Big 12,13,50,606,12.1,4,,,,,50,606,12.1,4,marquis-hamilton-1
231,Jeremy Kerley*,TCU,MWC,13,44,532,12.1,2,14,50,3.6,3,58,582,10.0,5,jeremy-kerley-1
232,Jeremy Lafrance,Akron,MAC,12,43,520,12.1,2,,,,,43,520,12.1,2,jeremy-lafrance-1
233,Dejuan Miller*,Oklahoma,Big 12,13,36,434,12.1,1,,,,,36,434,12.1,1,dejuan-miller-1
234,Greg Mathews,Michigan,Big Ten,12,29,352,12.1,1,,,,,29,352,12.1,1,greg-mathews-1
235,Montario Hardesty*,Tennessee,SEC,13,25,302,12.1,1,282,1345,4.8,13,307,1647,5.4,14,montario-hardesty-1
236,Patrick Edwards*,Houston,CUSA,14,85,1021,12.0,6,,,,,85,1021,12.0,6,patrick-edwards-1
237,Alex Torres*,Texas Tech,Big 12,13,67,806,12.0,6,,,,,67,806,12.0,6,alex-torres-1
238,Rod Owens*,Florida State,ACC,13,61,729,12.0,3,1,3,3.0,0,62,732,11.8,3,rod-owens-1
239,Chris McGaha,Arizona State,Pac-10,12,56,673,12.0,4,,,,,56,673,12.0,4,chris-mcgaha-1
240,Edward Britton*,Texas Tech,Big 12,13,32,383,12.0,3,1,-1,-1.0,0,33,382,11.6,3,edward-britton-1
241,Brad Kanuch*,Connecticut,Big East,12,27,325,12.0,1,,,,,27,325,12.0,1,brad-kanuch-1
242,Cameron Graham,Louisville,Big East,12,27,323,12.0,2,,,,,27,323,12.0,2,cameron-graham-1
243,Jacoby Franks*,Texas Tech,Big 12,11,26,313,12.0,2,,,,,26,313,12.0,2,jacoby-franks-1
244,Kerry Taylor,Arizona State,Pac-10,9,23,276,12.0,0,,,,,23,276,12.0,0,kerry-taylor-1
245,Robert Arnheim,Western Michigan,MAC,12,59,701,11.9,3,,,,,59,701,11.9,3,robert-arnheim-1
246,Landon Cox*,Northern Illinois,MAC,13,45,535,11.9,4,,,,,45,535,11.9,4,landon-cox-1
247,Ty Kirk,New Mexico,MWC,10,36,427,11.9,2,1,9,9.0,0,37,436,11.8,2,ty-kirk-1
248,Jimmy Scheidler*,Bowling Green State,MAC,12,27,320,11.9,1,,,,,27,320,11.9,1,jimmy-scheidler-1
249,Jeffrey Solomon,Washington State,Pac-10,12,25,298,11.9,1,2,-10,-5.0,0,27,288,10.7,1,jeffrey-solomon-1
250,Dwayne Harris*,East Carolina,CUSA,14,83,978,11.8,7,31,149,4.8,5,114,1127,9.9,12,dwayne-harris-1
251,Scotty McKnight,Colorado,Big 12,12,76,893,11.8,6,0,2,,1,76,895,11.8,7,scotty-mcknight-1
252,Armand Robinson,Miami (OH),MAC,11,67,788,11.8,4,1,4,4.0,0,68,792,11.6,4,armand-robinson-1
253,Bert Reed*,Florida State,ACC,13,60,710,11.8,0,18,94,5.2,2,78,804,10.3,2,bert-reed-1
254,Dexter McCluster*,Ole Miss,SEC,13,44,520,11.8,3,181,1169,6.5,8,225,1689,7.5,11,dexter-mccluster-1
255,Michael Palmer*,Clemson,ACC,13,43,507,11.8,4,,,,,43,507,11.8,4,michael-palmer-1
256,O'Neill Chambers*,Brigham Young,MWC,13,32,376,11.8,1,1,8,8.0,0,33,384,11.6,1,oneill-chambers-1
257,Marcus Allen,New Mexico State,WAC,11,26,308,11.8,2,1,-6,-6.0,0,27,302,11.2,2,marcus-allen-1
258,Troy Stoudermire*,Minnesota,Big Ten,13,26,306,11.8,2,6,13,2.2,0,32,319,10.0,2,troy-stoudermire-1
259,Trevor Gillott,Arkansas State,Sun Belt,12,24,283,11.8,1,,,,,24,283,11.8,1,trevor-gillott-1
260,James Cleveland*,Houston,CUSA,12,104,1214,11.7,14,0,0,,0,104,1214,11.7,14,james-cleveland-1
261,Greg Little*,North Carolina,ACC,13,62,724,11.7,5,29,166,5.7,1,91,890,9.8,6,greg-little-1
262,Casey Robottom,Tulane,CUSA,12,50,584,11.7,2,1,3,3.0,0,51,587,11.5,2,casey-robottom-1
263,Chad Bumphis,Mississippi State,SEC,12,32,375,11.7,4,6,73,12.2,1,38,448,11.8,5,chad-bumphis-1
264,Austin Kelly,Duke,ACC,12,54,625,11.6,4,,,,,54,625,11.6,4,austin-kelly-1
265,Marcus Sales,Syracuse,Big East,12,28,324,11.6,3,,,,,28,324,11.6,3,marcus-sales-1
266,Aaron Valentin,Purdue,Big Ten,12,54,621,11.5,7,2,8,4.0,0,56,629,11.2,7,aaron-valentin-1
267,Jake Gaebler,Western Kentucky,Sun Belt,10,43,494,11.5,4,4,41,10.3,0,47,535,11.4,4,jake-gaebler-1
268,Michael Outlaw,North Texas,Sun Belt,12,41,473,11.5,2,,,,,41,473,11.5,2,michael-outlaw-1
269,Randall Cobb*,Kentucky,SEC,12,39,447,11.5,4,94,573,6.1,10,133,1020,7.7,14,randall-cobb-1
270,Erik Highsmith*,North Carolina,ACC,13,37,425,11.5,2,,,,,37,425,11.5,2,erik-highsmith-1
271,Dominique Sandifer,San Diego State,MWC,10,26,298,11.5,2,,,,,26,298,11.5,2,dominique-sandifer-1
272,Tufick Shadrawy,UTEP,CUSA,12,24,275,11.5,2,,,,,24,275,11.5,2,tufick-shadrawy-1
273,Freddie Barnes*,Bowling Green State,MAC,13,155,1770,11.4,19,25,78,3.1,2,180,1848,10.3,21,freddie-barnes-1
274,James Rodgers*,Oregon State,Pac-10,13,91,1034,11.4,9,58,303,5.2,1,149,1337,9.0,10,james-rodgers-1
275,Phillip Payne,UNLV,MWC,12,58,661,11.4,7,,,,,58,661,11.4,7,phillip-payne-1
276,Patrick Honeycutt*,Middle Tennessee State,Sun Belt,12,37,420,11.4,4,,,,,37,420,11.4,4,patrick-honeycutt-1
277,Victor James,New Mexico,MWC,12,35,398,11.4,3,4,27,6.8,0,39,425,10.9,3,victor-james-1
278,Vic Hall,Virginia,ACC,10,24,274,11.4,1,20,102,5.1,1,44,376,8.5,2,vic-hall-1
279,Tyron Carrier*,Houston,CUSA,14,91,1029,11.3,7,10,125,12.5,1,101,1154,11.4,8,tyron-carrier-1
280,Michael Johnson,UNLV,MWC,12,43,484,11.3,1,16,75,4.7,0,59,559,9.5,1,michael-johnson-19
281,Marcus Green,Mississippi State,SEC,12,27,306,11.3,3,,,,,27,306,11.3,3,marcus-green-1
282,Jamari Grant,Florida Atlantic,Sun Belt,11,27,304,11.3,2,,,,,27,304,11.3,2,jamari-grant-1
283,Kendall Wright,Baylor,Big 12,12,66,740,11.2,4,28,132,4.7,1,94,872,9.3,5,kendall-wright-1
284,Sidney Stewart*,Northwestern,Big Ten,11,42,470,11.2,2,,,,,42,470,11.2,2,sidney-stewart-1
285,Rocky Ross*,UCF,CUSA,11,41,461,11.2,3,,,,,41,461,11.2,3,rocky-ross-1
286,Jake Williams*,Iowa State,Big 12,13,36,403,11.2,5,,,,,36,403,11.2,5,jake-williams-1
287,Riar Geer,Colorado,Big 12,12,36,402,11.2,4,,,,,36,402,11.2,4,riar-geer-1
288,Taylor Wardlow,Rice,CUSA,12,31,347,11.2,1,,,,,31,347,11.2,1,taylor-wardlow-1
289,Zach Bolger*,Wyoming,MWC,13,28,314,11.2,1,6,15,2.5,0,34,329,9.7,1,zach-bolger-1
290,T.Y. Hilton,Florida International,Sun Belt,12,57,632,11.1,5,6,49,8.2,0,63,681,10.8,5,ty-hilton-1
291,Drake Dunsmore*,Northwestern,Big Ten,13,47,523,11.1,3,,,,,47,523,11.1,3,drake-dunsmore-1
292,Marquis Avery,San Jose State,WAC,9,42,465,11.1,6,2,7,3.5,0,44,472,10.7,6,marquis-avery-1
293,Luke Aubrey,Louisiana,Sun Belt,12,41,456,11.1,3,0,19,,0,41,475,11.6,3,luke-aubrey-1
294,Ronald Johnson*,USC,Pac-10,8,34,378,11.1,3,1,4,4.0,0,35,382,10.9,3,ronald-johnson-2
295,Mitchell Evans,Indiana,Big Ten,12,33,366,11.1,3,33,131,4.0,0,66,497,7.5,3,mitchell-evans-1
296,Chris Matthews*,Kentucky,SEC,13,32,354,11.1,3,,,,,32,354,11.1,3,chris-matthews-1
297,Devon Brown,Wake Forest,ACC,12,61,671,11.0,6,36,150,4.2,1,97,821,8.5,7,devon-brown-1
298,Toren Dixon,Rice,CUSA,12,60,660,11.0,6,,,,,60,660,11.0,6,toren-dixon-1
299,Kyle Rudolph,Notre Dame,Ind,10,33,364,11.0,3,,,,,33,364,11.0,3,kyle-rudolph-1
300,Weslye Saunders*,South Carolina,SEC,12,32,353,11.0,3,,,,,32,353,11.0,3,weslye-saunders-1
301,Josh Adams,Wake Forest,ACC,12,28,307,11.0,0,113,541,4.8,4,141,848,6.0,4,josh-adams-1
302,Quintin Hancock*,Tennessee,SEC,10,27,298,11.0,2,1,-1,-1.0,0,28,297,10.6,2,quintin-hancock-1
303,Jason Barnes*,South Carolina,SEC,13,26,287,11.0,0,1,-1,-1.0,0,27,286,10.6,0,jason-barnes-2
304,Antonio Brown*,Central Michigan,MAC,14,110,1198,10.9,9,42,341,8.1,3,152,1539,10.1,12,antonio-brown-1
305,Eugene Harris,Miami (OH),MAC,7,26,284,10.9,2,1,6,6.0,0,27,290,10.7,2,eugene-harris-1
306,Bryant Williams,New Mexico,MWC,11,26,283,10.9,1,3,9,3.0,0,29,292,10.1,1,bryant-williams-1
307,Charles Sims*,Houston,CUSA,14,70,759,10.8,1,132,698,5.3,9,202,1457,7.2,10,charles-sims-1
308,Dorin Dickerson*,Pitt,Big East,13,49,529,10.8,10,,,,,49,529,10.8,10,dorin-dickerson-1
309,James Johnson,Washington,Pac-10,12,39,422,10.8,3,,,,,39,422,10.8,3,james-johnson-7
310,Jalal Beauchman,San Jose State,WAC,12,35,378,10.8,4,1,0,0.0,0,36,378,10.5,4,jalal-beauchman-1
311,Jacory Stone,Eastern Michigan,MAC,12,32,347,10.8,1,,,,,32,347,10.8,1,jacory-stone-1
312,Darius Darks*,Iowa State,Big 12,13,28,303,10.8,2,2,17,8.5,0,30,320,10.7,2,darius-darks-1
313,Chleb Ravenell,Western Michigan,MAC,12,48,513,10.7,0,,,,,48,513,10.7,0,chleb-ravenell-1
314,Omar Sawyer,Utah State,WAC,12,31,333,10.7,2,3,-2,-0.7,0,34,331,9.7,2,omar-sawyer-1
315,Lance Dunbar,North Texas,Sun Belt,12,28,300,10.7,2,200,1378,6.9,17,228,1678,7.4,19,lance-dunbar-1
316,Donte Davis,Syracuse,Big East,12,24,257,10.7,1,12,80,6.7,0,36,337,9.4,1,donte-davis-1
317,Adrian Cannon,Maryland,ACC,12,44,468,10.6,4,,,,,44,468,10.6,4,adrian-cannon-1
318,George Bryan,North Carolina State,ACC,12,40,422,10.6,6,,,,,40,422,10.6,6,george-bryan-1
319,John Cole,Vanderbilt,SEC,11,36,382,10.6,1,2,40,20.0,1,38,422,11.1,2,john-cole-1
320,Charles Walker*,Marshall,CUSA,13,33,350,10.6,3,,,,,33,350,10.6,3,charles-walker-1
321,Kealoha Pilares,Hawaii,WAC,13,66,690,10.5,4,1,13,13.0,0,67,703,10.5,4,kealoha-pilares-1
322,Daryl Jones,New Mexico,MWC,12,35,369,10.5,3,2,27,13.5,0,37,396,10.7,3,daryl-jones-2
323,Alex Taylor*,East Carolina,CUSA,13,35,367,10.5,0,,,,,35,367,10.5,0,alex-taylor-1
324,Jamie McCoy*,Texas A&amp;M,Big 12,13,35,367,10.5,2,11,80,7.3,0,46,447,9.7,2,jamie-mccoy-1
325,Howard Morrow*,Texas A&amp;M,Big 12,12,43,449,10.4,4,,,,,43,449,10.4,4,howard-morrow-1
326,Mark Ingram*,Alabama,SEC,14,32,334,10.4,3,271,1658,6.1,17,303,1992,6.6,20,mark-ingram-1
327,William Rose,Florida Atlantic,Sun Belt,11,29,302,10.4,1,62,307,5.0,1,91,609,6.7,2,william-rose-1
328,Derrick Catlett*,Iowa State,Big 12,13,29,301,10.4,2,,,,,29,301,10.4,2,derrick-catlett-1
329,Keith Toston*,Oklahoma State,Big 12,13,25,261,10.4,1,227,1218,5.4,11,252,1479,5.9,12,keith-toston-1
330,Alvin Jordan,Louisiana-Monroe,Sun Belt,12,24,250,10.4,2,,,,,24,250,10.4,2,alvin-jordan-1
331,Ryan Wolfe,UNLV,MWC,11,74,760,10.3,2,11,41,3.7,0,85,801,9.4,2,ryan-wolfe-1
332,David Douglas*,Arizona,Pac-10,11,31,320,10.3,2,1,6,6.0,0,32,326,10.2,2,david-douglas-1
333,Marcus Lewis*,Northern Illinois,MAC,13,29,299,10.3,3,,,,,29,299,10.3,3,marcus-lewis-1
334,Daniel Thomas,Kansas State,Big 12,12,25,257,10.3,0,247,1265,5.1,11,272,1522,5.6,11,daniel-thomas-1
335,Lanear Sampson,Baylor,Big 12,11,29,297,10.2,2,,,,,29,297,10.2,2,lanear-sampson-1
336,Alec Lemon,Syracuse,Big East,11,29,295,10.2,1,,,,,29,295,10.2,1,alec-lemon-1
337,Zack Pianalto*,North Carolina,ACC,9,33,334,10.1,1,,,,,33,334,10.1,1,zack-pianalto-1
338,Damion Fletcher*,Southern Mississippi,CUSA,12,29,289,10.0,1,219,1015,4.6,8,248,1304,5.3,9,damion-fletcher-1
339,Todd Lee,New Mexico State,WAC,12,28,280,10.0,1,1,2,2.0,0,29,282,9.7,1,todd-lee-1
340,Gerell Robinson,Arizona State,Pac-10,12,26,261,10.0,0,,,,,26,261,10.0,0,gerell-robinson-1
341,Terrell Jackson,Buffalo,MAC,11,25,250,10.0,0,6,19,3.2,0,31,269,8.7,0,terrell-jackson-3
342,Michael Moore*,Georgia,SEC,13,25,249,10.0,5,,,,,25,249,10.0,5,michael-moore-1
343,Jamaal Jackson,North Texas,Sun Belt,12,71,701,9.9,6,2,-1,-0.5,0,73,700,9.6,6,jamaal-jackson-2
344,Jack Doyle,Western Kentucky,Sun Belt,10,37,365,9.9,1,,,,,37,365,9.9,1,jack-doyle-1
345,Danny Noble,Toledo,MAC,11,26,257,9.9,1,,,,,26,257,9.9,1,danny-noble-1
346,Kavario Middleton,Washington,Pac-10,12,26,257,9.9,3,,,,,26,257,9.9,3,kavario-middleton-1
347,Quentin Pierce*,Southern Mississippi,CUSA,13,25,247,9.9,2,,,,,25,247,9.9,2,quentin-pierce-1
348,Dan Buckner*,Texas,Big 12,14,45,442,9.8,4,,,,,45,442,9.8,4,dan-buckner-1
349,Mario Fannin*,Auburn,SEC,13,42,413,9.8,3,34,285,8.4,0,76,698,9.2,3,mario-fannin-1
350,Brayden Coombs,Miami (OH),MAC,10,40,392,9.8,0,,,,,40,392,9.8,0,brayden-coombs-1
351,Shane Vereen*,California,Pac-10,13,25,244,9.8,2,183,952,5.2,12,208,1196,5.8,14,shane-vereen-1
352,Kerry Meier,Kansas,Big 12,12,102,985,9.7,8,2,-2,-1.0,0,104,983,9.5,8,kerry-meier-1
353,Willie Geter*,Bowling Green State,MAC,13,42,407,9.7,1,176,705,4.0,9,218,1112,5.1,10,willie-geter-1
354,Bryce Beall*,Houston,CUSA,13,32,311,9.7,3,139,670,4.8,7,171,981,5.7,10,bryce-beall-1
355,Jock Sanders*,West Virginia,Big East,13,72,688,9.6,3,35,175,5.0,1,107,863,8.1,4,jock-sanders-1
356,James Kirkendoll*,Texas,Big 12,14,48,461,9.6,6,,,,,48,461,9.6,6,james-kirkendoll-1
357,Terrance Turner,Indiana,Big Ten,12,46,443,9.6,1,,,,,46,443,9.6,1,terrance-turner-1
358,Bradley McDougald,Kansas,Big 12,12,33,318,9.6,0,,,,,33,318,9.6,0,bradley-mcdougald-1
359,Terrell Turner*,Arizona,Pac-10,13,48,458,9.5,4,6,25,4.2,0,54,483,8.9,4,terrell-turner-1
360,David Roberts*,Arizona,Pac-10,13,43,410,9.5,1,,,,,43,410,9.5,1,david-roberts-1
361,Duval Kamara,Notre Dame,Ind,12,23,218,9.5,1,1,10,10.0,0,24,228,9.5,1,duval-kamara-1
362,Zeke Markshausen*,Northwestern,Big Ten,13,91,858,9.4,3,4,9,2.3,0,95,867,9.1,3,zeke-markshausen-1
363,Jamal Rogers,Miami (OH),MAC,12,54,505,9.4,3,2,3,1.5,0,56,508,9.1,3,jamal-rogers-1
364,Delashaun Dean*,Arizona,Pac-10,13,42,396,9.4,2,9,68,7.6,0,51,464,9.1,2,delashaun-dean-1
365,John Chiles*,Texas,Big 12,12,34,319,9.4,3,8,37,4.6,0,42,356,8.5,3,john-chiles-1
366,Zack Marcum*,Troy,Sun Belt,13,35,324,9.3,1,,,,,35,324,9.3,1,zack-marcum-1
367,Marquise Goodwin*,Texas,Big 12,14,30,279,9.3,1,2,8,4.0,0,32,287,9.0,1,marquise-goodwin-1
368,Mike McNeill*,Nebraska,Big 12,14,28,259,9.3,4,,,,,28,259,9.3,4,mike-mcneill-1
369,David Leonard*,Wyoming,MWC,13,77,705,9.2,3,3,5,1.7,0,80,710,8.9,3,david-leonard-1
370,Ernest Smith,Baylor,Big 12,12,39,360,9.2,0,1,5,5.0,0,40,365,9.1,0,ernest-smith-1
371,Gino Simone,Washington State,Pac-10,11,36,330,9.2,1,1,7,7.0,0,37,337,9.1,1,gino-simone-1
372,Derrick Locke*,Kentucky,SEC,12,31,284,9.2,2,195,907,4.7,6,226,1191,5.3,8,derrick-locke-1
373,Justin Akers,Baylor,Big 12,12,27,249,9.2,1,,,,,27,249,9.2,1,justin-akers-1
374,A.J. Whitmore,Tulsa,CUSA,10,26,238,9.2,1,16,67,4.2,2,42,305,7.3,3,aj-whitmore-1
375,Daniel Blackledge,Washington State,Pac-10,12,23,212,9.2,1,2,11,5.5,0,25,223,8.9,1,daniel-blackledge-1
376,Adrian Hodges*,Bowling Green State,MAC,13,46,417,9.1,2,2,25,12.5,0,48,442,9.2,2,adrian-hodges-1
377,Patrick Randolph,Rice,CUSA,12,39,356,9.1,4,2,10,5.0,0,41,366,8.9,4,patrick-randolph-1
378,Shawnbrey McNeal*,SMU,CUSA,13,31,283,9.1,2,236,1188,5.0,12,267,1471,5.5,14,shawnbrey-mcneal-1
379,Robby Parris,Notre Dame,Ind,11,25,227,9.1,1,,,,,25,227,9.1,1,robby-parris-1
380,Briggs Orsbon,Ball State,MAC,12,51,461,9.0,1,,,,,51,461,9.0,1,briggs-orsbon-1
381,Manase Tonga*,Brigham Young,MWC,12,30,271,9.0,4,40,148,3.7,4,70,419,6.0,8,manase-tonga-1
382,Ben Thayer,Eastern Michigan,MAC,12,29,261,9.0,2,,,,,29,261,9.0,2,ben-thayer-1
383,Dujuan Harris*,Troy,Sun Belt,13,27,242,9.0,2,151,583,3.9,10,178,825,4.6,12,dujuan-harris-1
384,Darius Carey,North Texas,Sun Belt,12,57,509,8.9,4,2,4,2.0,1,59,513,8.7,5,darius-carey-1
385,Chris Pantale*,Boston College,ACC,13,25,223,8.9,1,,,,,25,223,8.9,1,chris-pantale-1
386,Rashawn Jackson,Virginia,ACC,11,25,222,8.9,0,96,461,4.8,2,121,683,5.6,2,rashawn-jackson-1
387,Marlin Miller,Louisiana,Sun Belt,12,37,325,8.8,2,37,184,5.0,0,74,509,6.9,2,marlin-miller-1
388,Zac Pauga,Colorado State,MWC,12,25,219,8.8,3,15,55,3.7,0,40,274,6.9,3,zac-pauga-1
389,Mikell Simpson,Virginia,ACC,10,27,236,8.7,1,85,386,4.5,5,112,622,5.6,6,mikell-simpson-1
390,Aiona Key*,Utah,MWC,13,26,227,8.7,1,0,0,,0,26,227,8.7,1,aiona-key-1
391,Kyle Adams,Purdue,Big Ten,12,29,249,8.6,0,,,,,29,249,8.6,0,kyle-adams-1
392,Josh Harrison,San Jose State,WAC,12,35,296,8.5,2,6,61,10.2,0,41,357,8.7,2,josh-harrison-1
393,Chane Moline*,UCLA,Pac-10,13,29,247,8.5,1,60,207,3.5,5,89,454,5.1,6,chane-moline-1
394,Ray Hutson*,Bowling Green State,MAC,11,28,239,8.5,2,,,,,28,239,8.5,2,ray-hutson-1
395,Bryan Schroeder*,Central Michigan,MAC,11,34,284,8.4,3,100,559,5.6,5,134,843,6.3,8,bryan-schroeder-1
396,Cyrus Gray*,Texas A&amp;M,Big 12,13,28,226,8.1,2,159,757,4.8,5,187,983,5.3,7,cyrus-gray-1
397,Harrison Jeffers*,Texas Tech,Big 12,12,27,218,8.1,1,35,217,6.2,4,62,435,7.0,5,harrison-jeffers-1
398,Brandon West,Western Michigan,MAC,12,27,217,8.0,1,214,1164,5.4,10,241,1381,5.7,11,brandon-west-1
399,Ansel Ponder,Western Michigan,MAC,12,39,308,7.9,3,3,-7,-2.3,0,42,301,7.2,3,ansel-ponder-1
400,Jake Sharp,Kansas,Big 12,10,34,266,7.8,3,102,429,4.2,4,136,695,5.1,7,jake-sharp-1
401,Andre Anderson,Tulane,CUSA,12,30,230,7.7,1,238,1016,4.3,8,268,1246,4.6,9,andre-anderson-2
402,Armando Allen,Notre Dame,Ind,9,28,216,7.7,0,142,697,4.9,3,170,913,5.4,3,armando-allen-1
403,Dimitri Nance,Arizona State,Pac-10,12,28,216,7.7,1,188,795,4.2,6,216,1011,4.7,7,dimitri-nance-1
404,Jeremy Bruce,Akron,MAC,12,29,219,7.6,1,8,33,4.1,0,37,252,6.8,1,jeremy-bruce-1
405,Dion Lewis*,Pitt,Big East,13,25,189,7.6,1,325,1799,5.5,17,350,1988,5.7,18,dion-lewis-1
406,Antwon Bailey,Syracuse,Big East,11,27,200,7.4,0,67,312,4.7,1,94,512,5.4,1,antwon-bailey-1
407,Baron Batch*,Texas Tech,Big 12,13,57,395,6.9,1,168,884,5.3,14,225,1279,5.7,15,baron-batch-1
408,Chris Polk,Washington,Pac-10,12,25,171,6.8,0,226,1113,4.9,5,251,1284,5.1,5,chris-polk-1
409,Jacquizz Rodgers*,Oregon State,Pac-10,13,78,522,6.7,1,273,1440,5.3,21,351,1962,5.6,22,jacquizz-rodgers-1
410,A.J. Butler,New Mexico,MWC,7,32,213,6.7,0,50,177,3.5,1,82,390,4.8,1,aj-butler-1
411,Damion Hunter,Army,Ind,12,26,162,6.2,0,2,2,1.0,0,28,164,5.9,0,damion-hunter-1
412,Derrick Washington*,Missouri,Big 12,13,26,156,6.0,0,190,865,4.6,10,216,1021,4.7,10,derrick-washington-1
413,Miquale Lewis,Ball State,MAC,12,28,151,5.4,0,181,871,4.8,5,209,1022,4.9,5,miquale-lewis-1
