
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
71,A.J. Green*,Georgia,SEC,10,53,808,15.2,6,,,,,53,808,15.2,6,aj-green-1
72,Eric Decker*,Minnesota,Big Ten,8,50,758,15.2,5,,,,,50,758,15.2,5,eric-decker-1
73,Mike Williams,Syracuse,Big East,7,49,746,15.2,6,1,-7,-7.0,0,50,739,14.8,6,mike-williams-4
74,Darrell Davis,North Carolina State,ACC,12,25,380,15.2,1,1,4,4.0,0,26,384,14.8,1,darrell-davis-1
75,Jared Perry*,Missouri,Big 12,11,46,696,15.1,6,2,7,3.5,0,48,703,14.6,6,jared-perry-1
76,Marvin Jones*,California,Pac-10,13,43,651,15.1,6,,,,,43,651,15.1,6,marvin-jones-1
77,Garrett Andrews*,Middle Tennessee State,Sun Belt,13,35,530,15.1,4,,,,,35,530,15.1,4,garrett-andrews-1
78,Donald Buckram,UTEP,CUSA,12,30,453,15.1,3,259,1594,6.2,18,289,2047,7.1,21,donald-buckram-1
79,Attrail Snipes,Kansas State,Big 12,12,28,424,15.1,2,,,,,28,424,15.1,2,attrail-snipes-1
80,Greg Salas,Hawaii,WAC,13,106,1590,15.0,8,,,,,106,1590,15.0,8,greg-salas-1
81,Rashaun Greer,Colorado State,MWC,12,49,734,15.0,0,3,56,18.7,0,52,790,15.2,0,rashaun-greer-1
82,Darryl Freeney*,East Carolina,CUSA,14,48,718,15.0,3,2,2,1.0,0,50,720,14.4,3,darryl-freeney-1
83,Xavier Bowman,Utah State,WAC,12,23,346,15.0,4,2,23,11.5,0,25,369,14.8,4,xavier-bowman-1
84,Nick Toon*,Wisconsin,Big Ten,13,54,805,14.9,4,4,24,6.0,0,58,829,14.3,4,nick-toon-1
85,Moe Brown*,South Carolina,SEC,12,33,491,14.9,3,5,105,21.0,0,38,596,15.7,3,moe-brown-1
86,Gerald Jones*,Tennessee,SEC,12,46,680,14.8,4,2,7,3.5,0,48,687,14.3,4,gerald-jones-2
87,Eric Moats,Utah State,WAC,12,27,400,14.8,1,,,,,27,400,14.8,1,eric-moats-1
88,David Reed*,Utah,MWC,13,81,1188,14.7,5,4,4,1.0,0,85,1192,14.0,5,david-reed-1
89,Rich Gunnell*,Boston College,ACC,13,60,880,14.7,7,3,8,2.7,0,63,888,14.1,7,rich-gunnell-1
90,Gerald Baptiste*,Southern Mississippi,CUSA,13,38,558,14.7,5,1,4,4.0,0,39,562,14.4,5,gerald-baptiste-1
91,Armon Binns*,Cincinnati,Big East,13,61,888,14.6,11,,,,,61,888,14.6,11,armon-binns-1
92,Damaris Johnson,Tulsa,CUSA,12,78,1131,14.5,3,26,175,6.7,0,104,1306,12.6,3,damaris-johnson-1
93,Marshall Williams,Wake Forest,ACC,12,60,867,14.5,6,3,7,2.3,0,63,874,13.9,6,marshall-williams-1
94,Damian Williams*,USC,Pac-10,12,70,1010,14.4,6,2,16,8.0,0,72,1026,14.3,6,damian-williams-1
95,Jesse Rack,Buffalo,MAC,12,30,432,14.4,7,,,,,30,432,14.4,7,jesse-rack-1
96,Kyle Williams,Arizona State,Pac-10,11,57,815,14.3,8,5,73,14.6,0,62,888,14.3,8,kyle-williams-1
97,Darrell McNeal,Louisiana-Monroe,Sun Belt,12,38,542,14.3,6,15,32,2.1,0,53,574,10.8,6,darrell-mcneal-1
98,Kyle Efaw*,Boise State,WAC,14,31,444,14.3,1,,,,,31,444,14.3,1,kyle-efaw-1
99,Damola Adeniji*,Oregon State,Pac-10,13,57,807,14.2,5,,,,,57,807,14.2,5,damola-adeniji-1
100,Tyshon Goode,Kent State,MAC,12,53,755,14.2,5,,,,,53,755,14.2,5,tyshon-goode-1
101,Jared Karstetter,Washington State,Pac-10,12,38,540,14.2,6,,,,,38,540,14.2,6,jared-karstetter-1
102,Tori Gurley*,South Carolina,SEC,13,31,440,14.2,2,,,,,31,440,14.2,2,tori-gurley-1
103,Eric Page,Toledo,MAC,12,82,1159,14.1,7,11,55,5.0,1,93,1214,13.1,8,eric-page-1
104,Blair White*,Michigan State,Big Ten,13,70,990,14.1,9,,,,,70,990,14.1,9,blair-white-1
105,Devin Aguilar,Washington,Pac-10,10,42,593,14.1,5,1,6,6.0,0,43,599,13.9,5,devin-aguilar-1
106,Malcolm Williams*,Texas,Big 12,14,39,550,14.1,2,,,,,39,550,14.1,2,malcolm-williams-1
107,Brett Hamlin,Buffalo,MAC,12,64,898,14.0,2,,,,,64,898,14.0,2,brett-hamlin-1
108,Taylor Price*,Ohio,MAC,14,56,784,14.0,5,11,103,9.4,0,67,887,13.2,5,taylor-price-1
109,Chris Givens,Wake Forest,ACC,12,45,629,14.0,8,15,98,6.5,0,60,727,12.1,8,chris-givens-2
110,C.J. Spiller*,Clemson,ACC,14,36,503,14.0,4,216,1212,5.6,12,252,1715,6.8,16,cj-spiller-1
111,Brad Starks*,West Virginia,Big East,12,29,405,14.0,2,4,10,2.5,0,33,415,12.6,2,brad-starks-1
112,Brandon Lafell*,LSU,SEC,13,57,792,13.9,11,5,13,2.6,0,62,805,13.0,11,brandon-lafell-1
113,Jacoby Ford*,Clemson,ACC,14,56,779,13.9,6,18,122,6.8,2,74,901,12.2,8,jacoby-ford-1
114,Terrence Toliver*,LSU,SEC,13,53,735,13.9,3,0,0,,0,53,735,13.9,3,terrence-toliver-1
115,Julio Jones*,Alabama,SEC,13,43,596,13.9,4,2,4,2.0,0,45,600,13.3,4,julio-jones-1
116,Jeff Fuller*,Texas A&amp;M,Big 12,9,41,568,13.9,7,,,,,41,568,13.9,7,jeff-fuller-1
117,Joe Halahuni*,Oregon State,Pac-10,13,35,486,13.9,3,,,,,35,486,13.9,3,joe-halahuni-1
118,Laron Byrd*,Miami (FL),ACC,13,33,460,13.9,1,,,,,33,460,13.9,1,laron-byrd-1
119,Preston Davis*,Idaho,WAC,13,33,460,13.9,1,2,25,12.5,1,35,485,13.9,2,preston-davis-1
120,Robert Turbin,Utah State,WAC,12,30,418,13.9,5,207,1296,6.3,13,237,1714,7.2,18,robert-turbin-1
121,Mark Ferrell,UAB,CUSA,11,23,320,13.9,1,11,135,12.3,1,34,455,13.4,2,mark-ferrell-1
122,Devier Posey*,Ohio State,Big Ten,13,60,828,13.8,8,2,19,9.5,0,62,847,13.7,8,devier-posey-1
123,Brandon Wimberly*,Nevada,WAC,13,53,733,13.8,6,,,,,53,733,13.8,6,brandon-wimberly-1
124,Seyi Ajirotutu*,Fresno State,WAC,13,49,677,13.8,7,,,,,49,677,13.8,7,seyi-ajirotutu-1
125,Kris Adams,UTEP,CUSA,12,42,580,13.8,2,,,,,42,580,13.8,2,kris-adams-1
126,Joe Jones*,Temple,MAC,13,28,387,13.8,1,,,,,28,387,13.8,1,joe-jones-1
127,Luke Ashworth*,Brigham Young,MWC,13,28,387,13.8,4,1,6,6.0,0,29,393,13.6,4,luke-ashworth-1
128,Emmanuel Sanders*,SMU,CUSA,13,98,1339,13.7,7,1,6,6.0,0,99,1345,13.6,7,emmanuel-sanders-1
129,Mardy Gilyard*,Cincinnati,Big East,13,87,1191,13.7,11,5,16,3.2,1,92,1207,13.1,12,mardy-gilyard-1
130,Demarco Sampson,San Diego State,MWC,12,62,851,13.7,8,4,-2,-0.5,0,66,849,12.9,8,demarco-sampson-1
131,Scott Long,Louisville,Big East,12,53,727,13.7,2,,,,,53,727,13.7,2,scott-long-1
132,Anthony Miller*,California,Pac-10,11,26,357,13.7,0,,,,,26,357,13.7,0,anthony-miller-1
133,Naaman Roosevelt,Buffalo,MAC,11,70,954,13.6,9,,,,,70,954,13.6,9,naaman-roosevelt-1
134,Duke Calhoun,Memphis,CUSA,12,68,923,13.6,5,9,-20,-2.2,0,77,903,11.7,5,duke-calhoun-1
135,Austin Pettis*,Boise State,WAC,13,63,855,13.6,14,1,-11,-11.0,0,64,844,13.2,14,austin-pettis-1
136,Conner Vernon,Duke,ACC,11,55,746,13.6,3,,,,,55,746,13.6,3,conner-vernon-1
137,Jarmon Fortson*,Florida State,ACC,13,45,610,13.6,4,1,4,4.0,0,46,614,13.3,4,jarmon-fortson-1
138,Alric Arnett*,West Virginia,Big East,13,43,586,13.6,3,,,,,43,586,13.6,3,alric-arnett-1
139,Markques Simas,Colorado,Big 12,10,43,585,13.6,3,,,,,43,585,13.6,3,markques-simas-1
140,Charles Clay,Tulsa,CUSA,12,39,530,13.6,5,63,236,3.7,7,102,766,7.5,12,charles-clay-1
141,Nick Tow-Arnett*,Minnesota,Big Ten,13,37,505,13.6,3,,,,,37,505,13.6,3,nick-tow-arnett-1
142,Jamel Hamler*,Fresno State,WAC,13,37,503,13.6,5,,,,,37,503,13.6,5,jamel-hamler-1
143,Juan Nunez,Western Michigan,MAC,6,32,435,13.6,6,,,,,32,435,13.6,6,juan-nunez-1
144,Roy Roundtree,Michigan,Big Ten,11,32,434,13.6,3,,,,,32,434,13.6,3,roy-roundtree-1
145,Andrew George*,Brigham Young,MWC,13,30,408,13.6,5,,,,,30,408,13.6,5,andrew-george-1
146,Stephen Williams,Toledo,MAC,12,79,1065,13.5,5,,,,,79,1065,13.5,5,stephen-williams-1
147,Torrey Smith,Maryland,ACC,12,61,824,13.5,5,11,59,5.4,1,72,883,12.3,6,torrey-smith-1
148,Jason Harmon,Florida Atlantic,Sun Belt,12,48,649,13.5,6,,,,,48,649,13.5,6,jason-harmon-1
149,Taylor Embree*,UCLA,Pac-10,13,45,608,13.5,2,,,,,45,608,13.5,2,taylor-embree-1
150,Denarius Moore*,Tennessee,SEC,13,40,540,13.5,7,3,23,7.7,0,43,563,13.1,7,denarius-moore-1
151,Jovonte Taylor,Hawaii,WAC,13,33,445,13.5,4,1,-3,-3.0,0,34,442,13.0,4,jovonte-taylor-1
152,Ben Guidugli*,Cincinnati,Big East,13,27,364,13.5,3,,,,,27,364,13.5,3,ben-guidugli-1
153,Torieal Gibson,Ball State,MAC,12,25,337,13.5,3,,,,,25,337,13.5,3,torieal-gibson-1
154,Dennis Pitta*,Brigham Young,MWC,13,62,829,13.4,8,,,,,62,829,13.4,8,dennis-pitta-1
155,B.J. Cunningham*,Michigan State,Big Ten,12,48,641,13.4,4,,,,,48,641,13.4,4,bj-cunningham-1
156,Austin Zouzalik*,Texas Tech,Big 12,13,35,469,13.4,2,1,5,5.0,0,36,474,13.2,2,austin-zouzalik-1
157,Luther Ambrose,Louisiana-Monroe,Sun Belt,12,34,455,13.4,4,35,311,8.9,1,69,766,11.1,5,luther-ambrose-1
158,Trey Stross*,Iowa,Big Ten,13,31,414,13.4,1,,,,,31,414,13.4,1,trey-stross-1
159,Luke Stocker*,Tennessee,SEC,13,29,389,13.4,5,,,,,29,389,13.4,5,luke-stocker-1
160,Jeremy Williams,Tulane,CUSA,12,84,1113,13.3,7,38,167,4.4,0,122,1280,10.5,7,jeremy-williams-1
161,Kris Burd,Virginia,ACC,12,31,413,13.3,1,,,,,31,413,13.3,1,kris-burd-1
162,Titus Young*,Boise State,WAC,14,79,1041,13.2,10,15,138,9.2,3,94,1179,12.5,13,titus-young-1
163,Lavon Brazill*,Ohio,MAC,13,53,702,13.2,6,14,86,6.1,0,67,788,11.8,6,lavon-brazill-1
164,Ryan Tannehill*,Texas A&amp;M,Big 12,13,46,609,13.2,4,4,-5,-1.3,0,50,604,12.1,4,ryan-tannehill-1
165,Lester Jean,Florida Atlantic,Sun Belt,12,38,501,13.2,4,,,,,38,501,13.2,4,lester-jean-1
166,Jeff Maehl*,Oregon,Pac-10,13,53,696,13.1,6,1,-2,-2.0,0,54,694,12.9,6,jeff-maehl-1
167,Ed Dickson*,Oregon,Pac-10,13,42,551,13.1,6,,,,,42,551,13.1,6,ed-dickson-1
168,Andrew Quarless*,Penn State,Big Ten,13,41,536,13.1,3,,,,,41,536,13.1,3,andrew-quarless-1
169,Chaz Powell*,Penn State,Big Ten,12,28,366,13.1,3,9,76,8.4,0,37,442,11.9,3,chaz-powell-1
170,Richard Goodman*,Florida State,ACC,8,27,355,13.1,1,,,,,27,355,13.1,1,richard-goodman-1
171,Detron Lewis*,Texas Tech,Big 12,13,65,844,13.0,6,1,3,3.0,0,66,847,12.8,6,detron-lewis-1
172,Kevin Jurovich,San Jose State,WAC,12,60,777,13.0,1,3,-22,-7.3,0,63,755,12.0,1,kevin-jurovich-1
173,David Gettis,Baylor,Big 12,12,52,675,13.0,3,,,,,52,675,13.0,3,david-gettis-1
174,Graham Zug*,Penn State,Big Ten,12,46,600,13.0,7,,,,,46,600,13.0,7,graham-zug-1
175,A.J. Guyton*,UCF,CUSA,13,44,572,13.0,1,3,30,10.0,0,47,602,12.8,1,aj-guyton-1
176,Carlos Singleton,Memphis,CUSA,12,39,507,13.0,3,,,,,39,507,13.0,3,carlos-singleton-1
177,Taylor Clements,Arkansas State,Sun Belt,12,28,363,13.0,0,1,32,32.0,0,29,395,13.6,0,taylor-clements-1
178,Louis Lee,Louisiana,Sun Belt,12,24,312,13.0,1,2,11,5.5,0,26,323,12.4,1,louis-lee-1
179,Juron Criner*,Arizona,Pac-10,13,45,582,12.9,9,8,63,7.9,0,53,645,12.2,9,juron-criner-1
180,Arrelious Benn,Illinois,Big Ten,12,38,490,12.9,2,7,23,3.3,1,45,513,11.4,3,arrelious-benn-1
181,Roberto Wallace,San Diego State,MWC,12,36,463,12.9,3,,,,,36,463,12.9,3,roberto-wallace-1
182,Tony Moeaki*,Iowa,Big Ten,10,30,387,12.9,4,,,,,30,387,12.9,4,tony-moeaki-1
183,Leroy Banks*,Southern Mississippi,CUSA,13,29,375,12.9,3,,,,,29,375,12.9,3,leroy-banks-1
184,Jordan Shipley*,Texas,Big 12,14,116,1485,12.8,13,1,0,0.0,0,117,1485,12.7,13,jordan-shipley-1
185,Jordan White,Western Michigan,MAC,9,53,681,12.8,4,,,,,53,681,12.8,4,jordan-white-1
186,Kito Poblah*,Central Michigan,MAC,14,53,681,12.8,4,,,,,53,681,12.8,4,kito-poblah-1
187,Johnathan Wilson,Kansas,Big 12,12,35,449,12.8,0,,,,,35,449,12.8,0,johnathan-wilson-1
188,D.J. Williams*,Arkansas,SEC,13,32,411,12.8,3,,,,,32,411,12.8,3,dj-williams-1
189,Brandon Thompkins,Arkansas State,Sun Belt,12,47,598,12.7,4,2,-1,-0.5,0,49,597,12.2,4,brandon-thompkins-1
190,Chris Wright*,Bowling Green State,MAC,13,46,582,12.7,1,1,7,7.0,0,47,589,12.5,1,chris-wright-2
191,Lyle Leong*,Texas Tech,Big 12,13,45,571,12.7,9,,,,,45,571,12.7,9,lyle-leong-1
192,Demarco Murray*,Oklahoma,Big 12,12,41,522,12.7,4,171,705,4.1,8,212,1227,5.8,12,demarco-murray-1
193,Cortez Gent,Florida Atlantic,Sun Belt,10,31,395,12.7,2,,,,,31,395,12.7,2,cortez-gent-1
194,Toney Baker,North Carolina State,ACC,12,28,355,12.7,3,160,773,4.8,6,188,1128,6.0,9,toney-baker-1
195,Ryan Broyles*,Oklahoma,Big 12,12,89,1120,12.6,15,11,83,7.5,1,100,1203,12.0,16,ryan-broyles-1
196,Damarlo Belcher,Indiana,Big Ten,12,61,770,12.6,5,,,,,61,770,12.6,5,damarlo-belcher-1
197,Brandon Banks,Kansas State,Big 12,12,56,705,12.6,1,11,110,10.0,0,67,815,12.2,1,brandon-banks-1
198,Tramain Swindall*,Texas Tech,Big 12,12,55,694,12.6,5,,,,,55,694,12.6,5,tramain-swindall-1
199,Taiwan Easterling*,Florida State,ACC,13,35,442,12.6,2,2,8,4.0,0,37,450,12.2,2,taiwan-easterling-1
200,Freddie Parham*,Southern Mississippi,CUSA,13,26,328,12.6,2,9,77,8.6,0,35,405,11.6,2,freddie-parham-1
201,Tandon Doss,Indiana,Big Ten,12,77,962,12.5,5,14,127,9.1,1,91,1089,12.0,6,tandon-doss-1
202,Aaron Hernandez*,Florida,SEC,14,68,850,12.5,5,1,16,16.0,0,69,866,12.6,5,aaron-hernandez-1
203,D.J. Woods*,Cincinnati,Big East,12,51,640,12.5,4,,,,,51,640,12.5,4,dj-woods-1
204,Mohamed Sanu*,Rutgers,Big East,13,51,639,12.5,3,62,346,5.6,5,113,985,8.7,8,mohamed-sanu-1
205,Jon Medeiros,Hawaii,WAC,10,47,589,12.5,3,,,,,47,589,12.5,3,jon-medeiros-1
206,Terrance Wilkerson*,SMU,CUSA,13,42,527,12.5,4,,,,,42,527,12.5,4,terrance-wilkerson-1
207,Chaz Rodriguez*,Houston,CUSA,14,42,524,12.5,3,,,,,42,524,12.5,3,chaz-rodriguez-1
208,Eric Greenwood*,Idaho,WAC,13,32,401,12.5,3,,,,,32,401,12.5,3,eric-greenwood-1
209,Logan Paulsen*,UCLA,Pac-10,13,29,362,12.5,0,,,,,29,362,12.5,0,logan-paulsen-1
210,Jereme Brooks*,Utah,MWC,13,56,696,12.4,7,6,51,8.5,1,62,747,12.0,8,jereme-brooks-1
211,Tebiarus Gill*,Troy,Sun Belt,13,47,581,12.4,6,,,,,47,581,12.4,6,tebiarus-gill-1
212,Jerrell Jackson*,Missouri,Big 12,13,37,458,12.4,2,11,92,8.4,1,48,550,11.5,3,jerrell-jackson-1
213,Bart Johnson*,TCU,MWC,13,33,410,12.4,2,,,,,33,410,12.4,2,bart-johnson-1
214,Johnny Williams,Duke,ACC,11,31,385,12.4,1,1,1,1.0,0,32,386,12.1,1,johnny-williams-1
215,Ronnie Tyler,Maryland,ACC,12,28,346,12.4,1,1,5,5.0,0,29,351,12.1,1,ronnie-tyler-1
216,Bryan Anderson*,Central Michigan,MAC,14,64,784,12.3,7,,,,,64,784,12.3,7,bryan-anderson-1
217,Hubert Anyiam*,Oklahoma State,Big 12,13,42,515,12.3,3,1,13,13.0,0,43,528,12.3,3,hubert-anyiam-1
218,Cole Beasley*,SMU,CUSA,12,40,493,12.3,3,,,,,40,493,12.3,3,cole-beasley-1
219,Terrence Austin*,UCLA,Pac-10,13,37,455,12.3,4,5,25,5.0,0,42,480,11.4,4,terrence-austin-1
220,Jason Frierson,Florida International,Sun Belt,12,30,368,12.3,2,3,12,4.0,0,33,380,11.5,2,jason-frierson-1
221,Tray Session*,Nevada,WAC,13,30,368,12.3,2,,,,,30,368,12.3,2,tray-session-1
222,Brandon Barden,Vanderbilt,SEC,12,29,357,12.3,1,,,,,29,357,12.3,1,brandon-barden-1
223,Lance Kendricks*,Wisconsin,Big Ten,13,29,356,12.3,3,7,102,14.6,0,36,458,12.7,3,lance-kendricks-1
224,Garrett Graham*,Wisconsin,Big Ten,13,51,624,12.2,7,,,,,51,624,12.2,7,garrett-graham-1
225,Jarvis Williams,North Carolina State,ACC,12,45,547,12.2,11,,,,,45,547,12.2,11,jarvis-williams-1
226,Doug Beaumont,Louisville,Big East,12,38,465,12.2,0,4,-1,-0.3,0,42,464,11.0,0,doug-beaumont-1
227,Keith Smith,Purdue,Big Ten,12,91,1100,12.1,6,1,6,6.0,0,92,1106,12.0,6,keith-smith-1
