
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
26,Damion Fletcher*,Southern Mississippi,CUSA,12,219,1313,6.0,10,33,246,7.5,1,252,1559,6.2,11,damion-fletcher-1
27,Morgan Williams,Toledo,MAC,12,169,1010,6.0,6,13,76,5.8,0,182,1086,6.0,6,morgan-williams-1
28,Anthony Kimble,Stanford,Pac-10,12,120,717,6.0,6,15,120,8.0,1,135,837,6.2,7,anthony-kimble-1
29,Dexter McCluster*,Ole Miss,SEC,13,109,655,6.0,6,44,625,14.2,1,153,1280,8.4,7,dexter-mccluster-1
30,Glen Coffee*,Alabama,SEC,14,233,1383,5.9,10,16,118,7.4,1,249,1501,6.0,11,glen-coffee-1
31,Derrick Washington*,Missouri,Big 12,14,177,1036,5.9,17,29,277,9.6,2,206,1313,6.4,19,derrick-washington-1
32,Collin Mooney,Army,Ind,12,231,1339,5.8,8,9,59,6.6,0,240,1398,5.8,8,collin-mooney-1
33,Chris Wells*,Ohio State,Big Ten,10,207,1197,5.8,8,8,47,5.9,0,215,1244,5.8,8,chris-wells-1
34,Jay Finley,Baylor,Big 12,12,149,865,5.8,7,7,141,20.1,2,156,1006,6.4,9,jay-finley-1
35,C.J. Gable*,USC,Pac-10,13,107,617,5.8,8,6,62,10.3,1,113,679,6.0,9,cj-gable-1
36,Donald Brown*,Connecticut,Big East,13,367,2083,5.7,18,21,125,6.0,0,388,2208,5.7,18,donald-brown-1
37,Vic Anderson,Louisville,Big East,12,183,1047,5.7,8,18,101,5.6,1,201,1148,5.7,9,vic-anderson-1
38,John Clay*,Wisconsin,Big Ten,13,155,884,5.7,9,1,2,2.0,0,156,886,5.7,9,john-clay-1
39,Jeremiah Masoli*,Oregon,Pac-10,12,127,718,5.7,10,,,,,127,718,5.7,10,jeremiah-masoli-1
40,Daniel Dufrene,Illinois,Big Ten,11,117,663,5.7,0,30,271,9.0,2,147,934,6.4,2,daniel-dufrene-1
41,Knowshon Moreno*,Georgia,SEC,13,250,1400,5.6,16,33,392,11.9,2,283,1792,6.3,18,knowshon-moreno-1
42,Curtis Steele*,Memphis,CUSA,13,218,1223,5.6,7,8,187,23.4,0,226,1410,6.2,7,curtis-steele-1
43,Chris Brown*,Oklahoma,Big 12,14,217,1220,5.6,20,15,109,7.3,1,232,1329,5.7,21,chris-brown-4
44,Demarco Murray*,Oklahoma,Big 12,13,179,1002,5.6,14,31,395,12.7,4,210,1397,6.7,18,demarco-murray-1
45,Anthony Harding*,Fresno State,WAC,13,147,822,5.6,6,14,123,8.8,0,161,945,5.9,6,anthony-harding-1
46,Dennis Kennedy,Akron,MAC,12,239,1321,5.5,17,31,314,10.1,1,270,1635,6.1,18,dennis-kennedy-1
47,Reggie Arnold,Arkansas State,Sun Belt,12,197,1074,5.5,7,11,135,12.3,1,208,1209,5.8,8,reggie-arnold-1
48,Cam Montgomery,North Texas,Sun Belt,12,170,928,5.5,9,18,118,6.6,0,188,1046,5.6,9,cam-montgomery-1
49,Dajuane Collins,Toledo,MAC,10,127,700,5.5,5,7,37,5.3,0,134,737,5.5,5,dajuane-collins-1
50,Jeremy Avery*,Boise State,WAC,13,111,614,5.5,4,16,226,14.1,0,127,840,6.6,4,jeremy-avery-1
51,Stephfon Green*,Penn State,Big Ten,13,105,578,5.5,4,15,268,17.9,1,120,846,7.1,5,stephfon-green-1
52,Aaron Brown*,TCU,MWC,10,99,547,5.5,3,12,95,7.9,0,111,642,5.8,3,aaron-brown-2
53,Brandon Bolden*,Ole Miss,SEC,13,98,542,5.5,5,10,107,10.7,1,108,649,6.0,6,brandon-bolden-1
54,Miquale Lewis*,Ball State,MAC,14,322,1736,5.4,22,35,325,9.3,0,357,2061,5.8,22,miquale-lewis-1
55,Charles Scott*,LSU,SEC,13,217,1174,5.4,18,8,67,8.4,0,225,1241,5.5,18,charles-scott-1
56,Nic Grigsby*,Arizona,Pac-10,13,214,1153,5.4,13,12,62,5.2,0,226,1215,5.4,13,nic-grigsby-1
57,Toby Gerhart,Stanford,Pac-10,12,210,1136,5.4,15,13,114,8.8,0,223,1250,5.6,15,toby-gerhart-1
58,Da'Rel Scott*,Maryland,ACC,12,209,1133,5.4,8,21,171,8.1,0,230,1304,5.7,8,darel-scott-1
59,C.J. Spiller*,Clemson,ACC,12,116,629,5.4,7,34,436,12.8,3,150,1065,7.1,10,cj-spiller-1
60,Ryan Mathews*,Fresno State,WAC,8,113,606,5.4,6,8,146,18.3,2,121,752,6.2,8,ryan-mathews-1
61,Kellen Lewis,Indiana,Big Ten,10,93,500,5.4,3,2,17,8.5,0,95,517,5.4,3,kellen-lewis-1
62,Gartrell Johnson*,Colorado State,MWC,13,278,1476,5.3,12,32,295,9.2,0,310,1771,5.7,12,gartrell-johnson-1
63,Gartrell Johnson III*,Colorado State,MWC,13,278,1476,5.3,12,32,295,9.2,0,310,1771,5.7,12,gartrell-johnson-iii-1
64,Devin Moore,Wyoming,MWC,12,249,1301,5.2,7,14,40,2.9,0,263,1341,5.1,7,devin-moore-1
65,Daniel Porter*,Louisiana Tech,WAC,13,222,1164,5.2,9,12,181,15.1,1,234,1345,5.7,10,daniel-porter-1
66,Michael Smith,Arkansas,SEC,10,207,1072,5.2,8,32,298,9.3,2,239,1370,5.7,10,michael-smith-2
67,Joe Webb,UAB,CUSA,12,198,1021,5.2,11,,,,,198,1021,5.2,11,joe-webb-2
68,Eric Kettani*,Navy,Ind,13,190,982,5.2,4,3,14,4.7,0,193,996,5.2,4,eric-kettani-1
69,Brandon Minor,Michigan,Big Ten,11,103,533,5.2,9,5,59,11.8,2,108,592,5.5,11,brandon-minor-1
70,Jourdan Brooks*,Rutgers,Big East,11,100,516,5.2,6,,,,,100,516,5.2,6,jourdan-brooks-1
71,Donte Harden,Ohio,MAC,7,87,454,5.2,2,8,146,18.3,2,95,600,6.3,4,donte-harden-1
72,P.J. Hill*,Wisconsin,Big Ten,13,226,1161,5.1,13,7,72,10.3,0,233,1233,5.3,13,pj-hill-1
73,Dujuan Harris*,Troy,Sun Belt,13,210,1077,5.1,11,36,216,6.0,3,246,1293,5.3,14,dujuan-harris-1
74,Pat White*,West Virginia,Big East,12,191,974,5.1,8,,,,,191,974,5.1,8,pat-white-1
75,Cedric Peerman,Virginia,ACC,11,153,774,5.1,7,44,193,4.4,0,197,967,4.9,7,cedric-peerman-1
76,Ian Johnson*,Boise State,WAC,13,150,766,5.1,13,22,229,10.4,0,172,995,5.8,13,ian-johnson-1
77,Mark Ingram*,Alabama,SEC,14,143,728,5.1,12,7,54,7.7,0,150,782,5.2,12,mark-ingram-1
78,Shannon Woods*,Texas Tech,Big 12,13,141,716,5.1,12,36,397,11.0,2,177,1113,6.3,14,shannon-woods-1
79,Stafon Johnson*,USC,Pac-10,13,138,705,5.1,9,7,48,6.9,0,145,753,5.2,9,stafon-johnson-1
80,Jewel Hampton*,Iowa,Big Ten,13,91,463,5.1,7,,,,,91,463,5.1,7,jewel-hampton-1
81,Davin Meggett*,Maryland,ACC,13,89,457,5.1,4,9,79,8.8,0,98,536,5.5,4,davin-meggett-1
82,Rodney Ferguson,New Mexico,MWC,11,223,1105,5.0,13,14,101,7.2,0,237,1206,5.1,13,rodney-ferguson-1
83,Brandon West*,Western Michigan,MAC,12,204,1026,5.0,8,38,280,7.4,3,242,1306,5.4,11,brandon-west-1
84,Montel Harris*,Boston College,ACC,13,179,900,5.0,5,20,160,8.0,1,199,1060,5.3,6,montel-harris-1
85,Andre Anderson,Tulane,CUSA,7,174,864,5.0,7,25,202,8.1,1,199,1066,5.4,8,andre-anderson-2
86,Tyrod Taylor*,Virginia Tech,ACC,12,147,738,5.0,7,,,,,147,738,5.0,7,tyrod-taylor-1
87,Shane Vereen*,California,Pac-10,13,142,715,5.0,4,27,221,8.2,1,169,936,5.5,5,shane-vereen-1
88,Diivory Edgecomb,Florida Atlantic,Sun Belt,13,93,469,5.0,4,10,98,9.8,1,103,567,5.5,5,diivory-edgecomb-1
89,Keiland Williams*,LSU,SEC,13,83,417,5.0,2,11,124,11.3,1,94,541,5.8,3,keiland-williams-1
90,James Starks*,Buffalo,MAC,12,272,1333,4.9,16,52,361,6.9,1,324,1694,5.2,17,james-starks-1
91,Curtis Brinkley,Syracuse,Big East,12,237,1164,4.9,7,14,81,5.8,0,251,1245,5.0,7,curtis-brinkley-1
92,Darius Marshall,Marshall,CUSA,12,224,1095,4.9,5,16,98,6.1,0,240,1193,5.0,5,darius-marshall-1
93,Robert Griffin III,Baylor,Big 12,12,173,843,4.9,13,1,0,0.0,0,174,843,4.8,13,robert-griffin-iii-1
94,Graig Cooper*,Miami (FL),ACC,13,171,841,4.9,4,29,113,3.9,1,200,954,4.8,5,graig-cooper-1
95,Eugene Jarvis,Kent State,MAC,9,165,801,4.9,9,25,273,10.9,1,190,1074,5.7,10,eugene-jarvis-1
96,Norman Whitley*,East Carolina,CUSA,14,142,698,4.9,4,8,100,12.5,1,150,798,5.3,5,norman-whitley-1
97,Logwone Mitz,Washington State,Pac-10,13,90,441,4.9,3,4,9,2.3,0,94,450,4.8,3,logwone-mitz-1
98,Dan Herron*,Ohio State,Big Ten,11,89,439,4.9,6,6,29,4.8,0,95,468,4.9,6,dan-herron-1
99,Chad Spann*,Northern Illinois,MAC,13,88,429,4.9,8,4,31,7.8,0,92,460,5.0,8,chad-spann-1
100,J.R. Taylor,Miami (OH),MAC,8,87,427,4.9,2,4,24,6.0,0,91,451,5.0,2,jr-taylor-1
101,LeSean McCoy*,Pitt,Big East,13,308,1488,4.8,21,32,305,9.5,0,340,1793,5.3,21,lesean-mccoy-1
102,Jacquizz Rodgers*,Oregon State,Pac-10,11,259,1253,4.8,11,29,247,8.5,1,288,1500,5.2,12,jacquizz-rodgers-1
103,Kory Sheets,Purdue,Big Ten,12,234,1131,4.8,16,37,253,6.8,1,271,1384,5.1,17,kory-sheets-1
104,Tyrell Sutton*,Northwestern,Big Ten,9,184,890,4.8,6,35,305,8.7,2,219,1195,5.5,8,tyrell-sutton-1
105,C.J. Ugokwe*,Rice,CUSA,13,167,809,4.8,2,11,52,4.7,0,178,861,4.8,2,cj-ugokwe-1
106,Matt Asiata*,Utah,MWC,13,146,707,4.8,12,13,111,8.5,1,159,818,5.1,13,matt-asiata-1
107,Dwayne Priest,Eastern Michigan,MAC,12,99,474,4.8,5,14,125,8.9,1,113,599,5.3,6,dwayne-priest-1
108,Cyrus Gray,Texas A&amp;M,Big 12,12,75,363,4.8,1,10,60,6.0,0,85,423,5.0,1,cyrus-gray-1
109,Harvey Unga*,Brigham Young,MWC,13,240,1132,4.7,11,42,309,7.4,4,282,1441,5.1,15,harvey-unga-1
110,Rodney Stewart,Colorado,Big 12,9,132,622,4.7,2,7,43,6.1,0,139,665,4.8,2,rodney-stewart-1
111,Kinsmon Lancaster,Louisiana-Monroe,Sun Belt,12,131,614,4.7,4,1,-5,-5.0,0,132,609,4.6,4,kinsmon-lancaster-1
112,Yonus Davis,San Jose State,WAC,10,120,558,4.7,3,17,149,8.8,0,137,707,5.2,3,yonus-davis-1
113,Ricky Dobbs*,Navy,Ind,8,106,495,4.7,8,,,,,106,495,4.7,8,ricky-dobbs-1
114,Jamelle Eugene*,North Carolina State,ACC,10,95,442,4.7,2,26,224,8.6,0,121,666,5.5,2,jamelle-eugene-1
115,Marquell Colston,New Mexico State,WAC,10,82,384,4.7,4,14,76,5.4,1,96,460,4.8,5,marquell-colston-1
116,Bilal Powell,Louisville,Big East,11,75,354,4.7,2,12,58,4.8,0,87,412,4.7,2,bilal-powell-1
117,Jake Sharp*,Kansas,Big 12,13,186,860,4.6,12,25,283,11.3,1,211,1143,5.4,13,jake-sharp-1
118,Alexander Robinson,Iowa State,Big 12,11,153,703,4.6,6,17,160,9.4,0,170,863,5.1,6,alexander-robinson-1
119,Patrick Jackson*,Louisiana Tech,WAC,13,143,653,4.6,8,16,196,12.3,3,159,849,5.3,11,patrick-jackson-1
120,Cordera Eason*,Ole Miss,SEC,13,140,647,4.6,3,10,82,8.2,2,150,729,4.9,5,cordera-eason-1
121,John Goebel*,Cincinnati,Big East,14,133,607,4.6,7,26,283,10.9,0,159,890,5.6,7,john-goebel-1
122,Chandler Harnish*,Northern Illinois,MAC,10,118,539,4.6,4,,,,,118,539,4.6,4,chandler-harnish-1
123,Meco Brown*,Northern Illinois,MAC,13,110,510,4.6,2,5,37,7.4,0,115,547,4.8,2,meco-brown-1
124,Robert Turbin,Utah State,WAC,12,106,485,4.6,8,20,256,12.8,2,126,741,5.9,10,robert-turbin-1
125,Andre Bratton,Miami (OH),MAC,11,79,366,4.6,1,33,246,7.5,0,112,612,5.5,1,andre-bratton-1
126,Donald Buckram,UTEP,CUSA,11,75,348,4.6,2,15,199,13.3,0,90,547,6.1,2,donald-buckram-1
127,Antone Smith*,Florida State,ACC,13,177,792,4.5,15,10,101,10.1,1,187,893,4.8,16,antone-smith-1
128,Chase Clement*,Rice,CUSA,13,154,693,4.5,12,2,22,11.0,1,156,715,4.6,13,chase-clement-2
129,Terrelle Pryor*,Ohio State,Big Ten,13,139,631,4.5,6,1,5,5.0,1,140,636,4.5,7,terrelle-pryor-1
130,Asher Clark*,Air Force,MWC,11,132,588,4.5,5,,,,,132,588,4.5,5,asher-clark-1
131,Chris Garrett,Ohio,MAC,11,117,529,4.5,5,24,290,12.1,2,141,819,5.8,7,chris-garrett-1
132,Keola Antolin*,Arizona,Pac-10,12,117,525,4.5,10,7,24,3.4,0,124,549,4.4,10,keola-antolin-1
133,Rashaud Slaughter,UAB,CUSA,12,113,514,4.5,4,29,176,6.1,1,142,690,4.9,5,rashaud-slaughter-1
134,Brandon Thermilus*,Buffalo,MAC,14,100,454,4.5,7,16,117,7.3,0,116,571,4.9,7,brandon-thermilus-1
135,Daniel Libre*,Hawaii,WAC,13,99,443,4.5,6,15,86,5.7,0,114,529,4.6,6,daniel-libre-1
136,Chubb Small,Marshall,CUSA,12,96,430,4.5,4,11,61,5.5,0,107,491,4.6,4,chubb-small-1
137,Anthony Turner,Bowling Green State,MAC,11,89,400,4.5,5,26,237,9.1,0,115,637,5.5,5,anthony-turner-1
138,Brandon Rutley,San Jose State,WAC,12,79,356,4.5,3,15,65,4.3,0,94,421,4.5,3,brandon-rutley-1
139,Terrance Dailey,Washington,Pac-10,8,75,338,4.5,1,2,14,7.0,0,77,352,4.6,1,terrance-dailey-1
140,Darren Evans*,Virginia Tech,ACC,14,287,1265,4.4,11,17,117,6.9,0,304,1382,4.5,11,darren-evans-1
141,Anthony Dixon,Mississippi State,SEC,12,197,869,4.4,7,20,117,5.9,2,217,986,4.5,9,anthony-dixon-1
142,Shaun Draughn*,North Carolina,ACC,13,198,866,4.4,3,16,81,5.1,1,214,947,4.4,4,shaun-draughn-1
143,Andre Brown*,North Carolina State,ACC,13,175,767,4.4,7,29,309,10.7,2,204,1076,5.3,9,andre-brown-1
144,James Davis*,Clemson,ACC,13,171,751,4.4,11,14,123,8.8,0,185,874,4.7,11,james-davis-1
145,Jacob Ramsey*,Cincinnati,Big East,14,152,664,4.4,2,13,95,7.3,1,165,759,4.6,3,jacob-ramsey-1
146,Wynel Seldon,Wyoming,MWC,12,145,637,4.4,2,5,35,7.0,0,150,672,4.5,2,wynel-seldon-1
147,Armando Allen*,Notre Dame,Ind,13,134,585,4.4,3,50,355,7.1,2,184,940,5.1,5,armando-allen-1
148,Arian Foster,Tennessee,SEC,11,131,570,4.4,1,19,166,8.7,0,150,736,4.9,1,arian-foster-1
149,Ontario Sneed*,Central Michigan,MAC,13,124,548,4.4,8,32,297,9.3,3,156,845,5.4,11,ontario-sneed-1
150,Darrell Mack*,Utah,MWC,13,123,541,4.4,3,14,86,6.1,0,137,627,4.6,3,darrell-mack-1
151,Quentin Castille*,Nebraska,Big 12,13,106,467,4.4,6,9,109,12.1,0,115,576,5.0,6,quentin-castille-1
152,Brad Gruner,New Mexico,MWC,10,76,331,4.4,3,,,,,76,331,4.4,3,brad-gruner-1
153,Frank Goodin,Louisiana-Monroe,Sun Belt,11,182,783,4.3,5,25,277,11.1,2,207,1060,5.1,7,frank-goodin-1
154,Deonte Jackson,Idaho,WAC,12,161,696,4.3,3,16,111,6.9,0,177,807,4.6,3,deonte-jackson-1
155,Jared Hawkins*,Vanderbilt,SEC,12,139,593,4.3,4,16,121,7.6,1,155,714,4.6,5,jared-hawkins-1
156,Terrence Blevins,Eastern Michigan,MAC,12,133,575,4.3,12,13,76,5.8,0,146,651,4.5,12,terrence-blevins-1
157,Mike Goodson,Texas A&amp;M,Big 12,10,94,406,4.3,5,37,386,10.4,3,131,792,6.0,8,mike-goodson-1
158,Vondrell McGee*,Texas,Big 12,12,88,376,4.3,4,9,49,5.4,0,97,425,4.4,4,vondrell-mcgee-1
159,Bryan Payton,Indiana,Big Ten,9,79,339,4.3,2,2,23,11.5,0,81,362,4.5,2,bryan-payton-1
160,Javon Ringer*,Michigan State,Big Ten,13,390,1637,4.2,22,28,190,6.8,0,418,1827,4.4,22,javon-ringer-1
161,Ben Tate,Auburn,SEC,12,159,664,4.2,3,15,90,6.0,0,174,754,4.3,3,ben-tate-1
162,Todd Newell*,Air Force,MWC,13,142,594,4.2,4,2,12,6.0,0,144,606,4.2,4,todd-newell-1
163,Chris Nickson*,Vanderbilt,SEC,12,128,542,4.2,6,,,,,128,542,4.2,6,chris-nickson-1
164,Brynn Harvey,UCF,CUSA,10,125,519,4.2,1,5,9,1.8,0,130,528,4.1,1,brynn-harvey-1
165,Terrell Jackson,UTEP,CUSA,11,107,451,4.2,2,23,213,9.3,1,130,664,5.1,3,terrell-jackson-2
166,Kodi Burns,Auburn,SEC,10,98,411,4.2,5,,,,,98,411,4.2,5,kodi-burns-1
167,Tyrell Hayden,Western Kentucky,Sun Belt,12,92,388,4.2,3,6,12,2.0,0,98,400,4.1,3,tyrell-hayden-1
168,Ryan Christian*,TCU,MWC,13,91,386,4.2,4,30,321,10.7,0,121,707,5.8,4,ryan-christian-1
169,Chris Bullock,Bowling Green State,MAC,12,92,384,4.2,2,19,199,10.5,0,111,583,5.3,2,chris-bullock-1
170,Juice Williams,Illinois,Big Ten,12,175,719,4.1,5,0,0,,0,175,719,4.1,5,juice-williams-1
171,Colt McCoy*,Texas,Big 12,13,136,561,4.1,11,,,,,136,561,4.1,11,colt-mccoy-1
172,Marlon Lucky*,Nebraska,Big 12,12,125,517,4.1,7,26,288,11.1,1,151,805,5.3,8,marlon-lucky-1
173,Brock Bolen,Louisville,Big East,12,124,505,4.1,7,9,80,8.9,1,133,585,4.4,8,brock-bolen-1
174,Atiyyah Henderson,San Diego State,MWC,11,120,490,4.1,4,36,228,6.3,1,156,718,4.6,5,atiyyah-henderson-1
175,Sam McGuffie,Michigan,Big Ten,10,118,486,4.1,3,19,175,9.2,1,137,661,4.8,4,sam-mcguffie-1
176,Mossis Madu*,Oklahoma,Big 12,14,115,475,4.1,6,12,84,7.0,0,127,559,4.4,6,mossis-madu-1
177,Kee-Ayre Griffin,Temple,MAC,12,96,394,4.1,5,8,128,16.0,0,104,522,5.0,5,kee-ayre-griffin-1
178,Logan Dold,Kansas State,Big 12,10,82,333,4.1,3,7,50,7.1,0,89,383,4.3,3,logan-dold-1
179,Frank Summers,UNLV,MWC,12,183,740,4.0,8,13,150,11.5,2,196,890,4.5,10,frank-summers-1
180,Josh Nesbitt*,Georgia Tech,ACC,11,172,693,4.0,7,0,0,,0,172,693,4.0,7,josh-nesbitt-1
181,Matt Grothe*,South Florida,Big East,13,146,591,4.0,4,1,14,14.0,0,147,605,4.1,4,matt-grothe-1
182,Joseph Turner*,TCU,MWC,12,146,577,4.0,11,5,42,8.4,0,151,619,4.1,11,joseph-turner-1
183,Josh Haden*,Boston College,ACC,13,120,479,4.0,1,13,100,7.7,0,133,579,4.4,1,josh-haden-1
184,Mike Ford*,South Florida,Big East,11,102,407,4.0,5,2,22,11.0,0,104,429,4.1,5,mike-ford-1
185,Ryan McCants*,Oregon State,Pac-10,11,85,337,4.0,2,6,30,5.0,0,91,367,4.0,2,ryan-mccants-1
186,Andre Flowers,Kent State,MAC,11,80,319,4.0,1,11,63,5.7,0,91,382,4.2,1,andre-flowers-1
187,Kordell Young*,Rutgers,Big East,8,142,554,3.9,5,6,55,9.2,0,148,609,4.1,5,kordell-young-1
188,Thomas Merriweather,Miami (OH),MAC,10,140,547,3.9,4,9,68,7.6,0,149,615,4.1,4,thomas-merriweather-1
189,Dimitri Nance,Arizona State,Pac-10,11,105,410,3.9,3,20,111,5.6,0,125,521,4.2,3,dimitri-nance-1
190,James Aldridge*,Notre Dame,Ind,12,91,357,3.9,3,3,1,0.3,0,94,358,3.8,3,james-aldridge-1
191,Darrell Scott,Colorado,Big 12,11,87,343,3.9,1,9,105,11.7,0,96,448,4.7,1,darrell-scott-1
192,Phillip Tanner,Middle Tennessee State,Sun Belt,12,188,714,3.8,15,13,135,10.4,1,201,849,4.2,16,phillip-tanner-1
193,Tim Tebow*,Florida,SEC,14,176,673,3.8,12,,,,,176,673,3.8,12,tim-tebow-1
194,Zac Robinson*,Oklahoma State,Big 12,13,146,562,3.8,8,1,21,21.0,0,147,583,4.0,8,zac-robinson-1
195,Kyle Lumpkin*,Air Force,MWC,13,119,452,3.8,1,2,11,5.5,1,121,463,3.8,2,kyle-lumpkin-1
196,Andy Dalton*,TCU,MWC,11,113,432,3.8,8,,,,,113,432,3.8,8,andy-dalton-1
197,Paul Baker,New Mexico,MWC,10,111,419,3.8,2,4,22,5.5,0,115,441,3.8,2,paul-baker-1
198,Josh Freeman,Kansas State,Big 12,12,107,404,3.8,14,,,,,107,404,3.8,14,josh-freeman-1
199,Keegan Herring,Arizona State,Pac-10,9,105,401,3.8,3,3,7,2.3,0,108,408,3.8,3,keegan-herring-1
200,Tim Jefferson*,Air Force,MWC,10,101,387,3.8,3,,,,,101,387,3.8,3,tim-jefferson-1
201,De'Leon Eskridge*,Minnesota,Big Ten,13,184,678,3.7,7,29,181,6.2,0,213,859,4.0,7,deleon-eskridge-1
202,Austen Arnaud,Iowa State,Big 12,12,109,401,3.7,5,1,13,13.0,0,110,414,3.8,5,austen-arnaud-1
203,Jay Hollingsworth,Duke,ACC,12,108,399,3.7,1,25,188,7.5,2,133,587,4.4,3,jay-hollingsworth-1
204,Dwight Tardy,Washington State,Pac-10,11,133,481,3.6,3,18,87,4.8,0,151,568,3.8,3,dwight-tardy-1
205,Christian Ponder*,Florida State,ACC,13,119,423,3.6,4,,,,,119,423,3.6,4,christian-ponder-1
206,Jason Ford,Illinois,Big Ten,12,81,294,3.6,8,9,79,8.8,0,90,373,4.1,8,jason-ford-1
207,Brad Lester,Auburn,SEC,11,80,289,3.6,2,7,37,5.3,1,87,326,3.7,3,brad-lester-1
208,Montario Hardesty,Tennessee,SEC,11,76,271,3.6,6,4,24,6.0,0,80,295,3.7,6,montario-hardesty-1
209,Diondre Borel,Utah State,WAC,12,179,632,3.5,5,,,,,179,632,3.5,5,diondre-borel-1
210,Dan Lefevour*,Central Michigan,MAC,11,168,592,3.5,6,,,,,168,592,3.5,6,dan-lefevour-1
211,Mike Davis*,South Carolina,SEC,12,163,573,3.5,3,24,213,8.9,1,187,786,4.2,4,mike-davis-1
212,Brandon Pendergrass*,Wake Forest,ACC,12,150,528,3.5,5,19,125,6.6,0,169,653,3.9,5,brandon-pendergrass-1
213,Jarod Bryant*,Navy,Ind,13,139,481,3.5,6,,,,,139,481,3.5,6,jarod-bryant-1
214,Brandon Simmons*,East Carolina,CUSA,14,134,474,3.5,7,27,172,6.4,3,161,646,4.0,10,brandon-simmons-1
215,Lamark Brown,Kansas State,Big 12,9,118,412,3.5,5,24,178,7.4,1,142,590,4.2,6,lamark-brown-1
216,Clifford Harris,Duke,ACC,10,98,345,3.5,3,14,127,9.1,3,112,472,4.2,6,clifford-harris-1
217,Julian Reams,Florida International,Sun Belt,11,140,481,3.4,6,10,80,8.0,0,150,561,3.7,6,julian-reams-1
218,Robert Hughes*,Notre Dame,Ind,12,112,382,3.4,4,14,93,6.6,0,126,475,3.8,4,robert-hughes-1
219,Ronnie Weaver,UCF,CUSA,12,102,348,3.4,2,5,18,3.6,0,107,366,3.4,2,ronnie-weaver-1
