
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
15,Michael Gordon*,Arkansas State,Sun Belt,11,159,1100,6.9,13,25,191,7.6,1,184,1291,7.0,14,michael-gordon-1
16,Donnel Pumphrey*,San Diego State,MWC,13,276,1867,6.8,20,23,160,7.0,0,299,2027,6.8,20,donnel-pumphrey-1
17,Duke Johnson*,Miami (FL),ACC,13,242,1652,6.8,10,38,421,11.1,3,280,2073,7.4,13,duke-johnson-1
18,Reggie Whatley,Middle Tennessee State,CUSA,12,113,767,6.8,7,2,-11,-5.5,0,115,756,6.6,7,reggie-whatley-1
19,Alex Ross*,Oklahoma,Big 12,13,88,595,6.8,4,10,65,6.5,0,98,660,6.7,4,alex-ross-1
20,Terrence Franks,Texas State,Sun Belt,12,107,712,6.7,8,11,125,11.4,3,118,837,7.1,11,terrence-franks-1
21,Chris Swain*,Navy,Ind,13,104,693,6.7,4,1,12,12.0,1,105,705,6.7,5,chris-swain-2
22,Dee Hart*,Colorado State,MWC,13,194,1275,6.6,16,18,189,10.5,2,212,1464,6.9,18,dee-hart-1
23,Tyler Murphy*,Boston College,ACC,13,180,1179,6.6,11,0,0,,0,180,1179,6.6,11,tyler-murphy-1
24,Samaje Perine*,Oklahoma,Big 12,13,263,1713,6.5,21,15,108,7.2,0,278,1821,6.6,21,samaje-perine-1
25,Corey Clement*,Wisconsin,Big Ten,14,147,949,6.5,9,14,119,8.5,2,161,1068,6.6,11,corey-clement-1
26,Breon Allen*,East Carolina,American,12,134,869,6.5,8,35,289,8.3,1,169,1158,6.9,9,breon-allen-1
27,Terry Swanson*,Toledo,MAC,12,113,732,6.5,6,12,153,12.8,1,125,885,7.1,7,terry-swanson-1
28,Boom Williams,Kentucky,SEC,10,75,488,6.5,5,17,162,9.5,1,92,650,7.1,6,boom-williams-1
29,Kevin Ellison,Georgia Southern,Sun Belt,12,172,1096,6.4,12,0,0,,0,172,1096,6.4,12,kevin-ellison-3
30,Mike Boone*,Cincinnati,American,9,101,650,6.4,9,6,62,10.3,0,107,712,6.7,9,mike-boone-2
31,Paul Perkins*,UCLA,Pac-12,13,250,1572,6.3,9,26,201,7.7,2,276,1773,6.4,11,paul-perkins-1
32,Josh Robinson*,Mississippi State,SEC,13,190,1203,6.3,11,28,370,13.2,1,218,1573,7.2,12,josh-robinson-2
33,Storm Woods,Oregon State,Pac-12,10,121,766,6.3,5,26,179,6.9,1,147,945,6.4,6,storm-woods-1
34,Anthony Wales*,Western Kentucky,CUSA,11,82,518,6.3,5,15,127,8.5,0,97,645,6.6,5,anthony-wales-1
35,Taylor Lamb,Appalachian State,Sun Belt,12,78,483,6.2,4,0,0,,0,78,483,6.2,4,taylor-lamb-1
36,Ameer Abdullah,Nebraska,Big Ten,13,264,1611,6.1,19,22,269,12.2,3,286,1880,6.6,22,ameer-abdullah-1
37,Marteze Waller*,Fresno State,MWC,14,225,1368,6.1,11,27,120,4.4,0,252,1488,5.9,11,marteze-waller-1
38,Brandon Burks,Troy,Sun Belt,11,96,584,6.1,3,23,181,7.9,1,119,765,6.4,4,brandon-burks-1
39,Shaun Wick,Wyoming,MWC,9,126,753,6.0,6,10,62,6.2,0,136,815,6.0,6,shaun-wick-1
40,James Conner*,Pitt,ACC,13,298,1765,5.9,26,5,70,14.0,0,303,1835,6.1,26,james-conner-1
41,Deandre Washington,Texas Tech,Big 12,12,188,1103,5.9,2,30,328,10.9,2,218,1431,6.6,4,deandre-washington-1
42,Larry Rose III,New Mexico State,Sun Belt,11,186,1102,5.9,9,23,172,7.5,1,209,1274,6.1,10,larry-rose-iii-1
43,Robert Lowe,Texas State,Sun Belt,11,185,1091,5.9,12,24,207,8.6,1,209,1298,6.2,13,robert-lowe-2
44,Cody Fajardo*,Nevada,MWC,13,177,1046,5.9,13,0,0,,0,177,1046,5.9,13,cody-fajardo-1
45,Dalvin Cook*,Florida State,ACC,13,170,1008,5.9,8,22,203,9.2,0,192,1211,6.3,8,dalvin-cook-1
46,Synjyn Days*,Georgia Tech,ACC,14,157,924,5.9,9,3,33,11.0,1,160,957,6.0,10,synjyn-days-1
47,Joseph Yearby*,Miami (FL),ACC,12,86,509,5.9,1,8,118,14.8,1,94,627,6.7,2,joseph-yearby-1
48,Nick Wilson*,Arizona,Pac-12,13,236,1375,5.8,16,12,90,7.5,1,248,1465,5.9,17,nick-wilson-2
49,Larry Dixon,Army,Ind,12,190,1102,5.8,9,4,68,17.0,0,194,1170,6.0,9,larry-dixon-1
50,Derrick Henry*,Alabama,SEC,14,172,990,5.8,11,5,133,26.6,2,177,1123,6.3,13,derrick-henry-2
51,Joel Bouagnon*,Northern Illinois,MAC,14,113,655,5.8,5,13,70,5.4,1,126,725,5.8,6,joel-bouagnon-1
52,Nick Hill*,Michigan State,Big Ten,12,107,622,5.8,9,4,48,12.0,0,111,670,6.0,9,nick-hill-1
53,Leon Allen*,Western Kentucky,CUSA,13,272,1542,5.7,13,51,476,9.3,3,323,2018,6.2,16,leon-allen-1
54,Justin Thomas*,Georgia Tech,ACC,14,190,1086,5.7,8,0,0,,0,190,1086,5.7,8,justin-thomas-3
55,Drew Hare*,Northern Illinois,MAC,14,159,900,5.7,8,1,18,18.0,0,160,918,5.7,8,drew-hare-1
56,Marcus Mariota*,Oregon,Pac-12,15,135,770,5.7,15,1,26,26.0,1,136,796,5.9,16,marcus-mariota-1
57,Sherman Badie,Tulane,American,12,121,688,5.7,3,24,108,4.5,1,145,796,5.5,4,sherman-badie-1
58,Matt Davis,SMU,American,10,108,613,5.7,4,0,0,,0,108,613,5.7,4,matt-davis-4
59,Raheem Mostert,Purdue,Big Ten,11,93,529,5.7,3,18,116,6.4,0,111,645,5.8,3,raheem-mostert-1
60,Demario Richard*,Arizona State,Pac-12,12,84,478,5.7,4,13,156,12.0,4,97,634,6.5,8,demario-richard-1
61,Derrick Green,Michigan,Big Ten,6,82,471,5.7,3,2,26,13.0,0,84,497,5.9,3,derrick-green-1
62,Jonathan Williams*,Arkansas,SEC,13,211,1190,5.6,12,11,65,5.9,2,222,1255,5.7,14,jonathan-williams-2
63,D.J. Foster*,Arizona State,Pac-12,13,194,1081,5.6,9,62,688,11.1,3,256,1769,6.9,12,dj-foster-1
64,Kenneth Farrow*,Houston,American,13,186,1042,5.6,14,20,149,7.5,1,206,1191,5.8,15,kenneth-farrow-1
65,Tyler Ervin,San Jose State,MWC,12,158,888,5.6,4,29,306,10.6,1,187,1194,6.4,5,tyler-ervin-1
66,Jeremy Langford*,Michigan State,Big Ten,13,276,1522,5.5,22,11,62,5.6,0,287,1584,5.5,22,jeremy-langford-1
67,Marcus Cox,Appalachian State,Sun Belt,12,255,1415,5.5,19,16,180,11.3,0,271,1595,5.9,19,marcus-cox-2
68,Aaron Jones*,UTEP,CUSA,12,242,1321,5.5,11,30,293,9.8,3,272,1614,5.9,14,aaron-jones-6
69,Leonard Fournette*,LSU,SEC,13,187,1034,5.5,10,7,127,18.1,0,194,1161,6.0,10,leonard-fournette-1
70,Akeem Hunt,Purdue,Big Ten,12,173,949,5.5,6,48,293,6.1,2,221,1242,5.6,8,akeem-hunt-1
71,J.T. Barrett*,Ohio State,Big Ten,12,171,938,5.5,11,0,0,,0,171,938,5.5,11,jt-barrett-1
72,Shadrach Thornton*,North Carolina State,ACC,13,164,907,5.5,9,15,133,8.9,1,179,1040,5.8,10,shadrach-thornton-1
73,Brian Hill,Wyoming,MWC,11,145,796,5.5,7,13,204,15.7,0,158,1000,6.3,7,brian-hill-4
74,Ryan Jackson*,Houston,American,13,112,620,5.5,5,25,199,8.0,2,137,819,6.0,7,ryan-jackson-1
75,Jaylen Walton*,Ole Miss,SEC,13,106,586,5.5,5,19,206,10.8,2,125,792,6.3,7,jaylen-walton-1
76,Matt Dayes*,North Carolina State,ACC,13,104,573,5.5,8,32,321,10.0,5,136,894,6.6,13,matt-dayes-1
77,Remi Watson*,Marshall,CUSA,13,100,546,5.5,6,3,22,7.3,1,103,568,5.5,7,remi-watson-1
78,Javorius Allen*,USC,Pac-12,13,276,1489,5.4,11,41,458,11.2,1,317,1947,6.1,12,javorius-allen-1
79,Royce Freeman*,Oregon,Pac-12,15,252,1365,5.4,18,16,158,9.9,1,268,1523,5.7,19,royce-freeman-1
80,Alex Collins*,Arkansas,SEC,13,204,1100,5.4,12,3,9,3.0,0,207,1109,5.4,12,alex-collins-1
81,Teriyon Gipson,New Mexico,MWC,11,150,809,5.4,8,15,123,8.2,1,165,932,5.6,9,teriyon-gipson-1
82,Fred Coppet*,Bowling Green State,MAC,13,141,764,5.4,6,7,26,3.7,0,148,790,5.3,6,fred-coppet-1
83,Jawon Chisholm,Akron,MAC,11,114,620,5.4,8,8,77,9.6,0,122,697,5.7,8,jawon-chisholm-1
84,Brandon Wilds*,South Carolina,SEC,12,106,570,5.4,4,18,143,7.9,1,124,713,5.8,5,brandon-wilds-1
85,Johnston White*,Arkansas State,Sun Belt,12,95,514,5.4,6,6,27,4.5,1,101,541,5.4,7,johnston-white-1
86,Jay Ajayi*,Boise State,MWC,14,347,1823,5.3,28,50,535,10.7,4,397,2358,5.9,32,jay-ajayi-1
87,Cameron Artis-Payne*,Auburn,SEC,13,303,1608,5.3,13,13,147,11.3,0,316,1755,5.6,13,cameron-artis-payne-1
88,Daniel Lasco,California,Pac-12,12,210,1115,5.3,12,33,356,10.8,2,243,1471,6.1,14,daniel-lasco-1
89,Thomas Rawls*,Central Michigan,MAC,9,210,1103,5.3,10,10,93,9.3,0,220,1196,5.4,10,thomas-rawls-1
90,Russell Hansbrough*,Missouri,SEC,14,205,1084,5.3,10,11,58,5.3,0,216,1142,5.3,10,russell-hansbrough-1
91,Travis Greene*,Bowling Green State,MAC,12,180,949,5.3,12,27,175,6.5,1,207,1124,5.4,13,travis-greene-1
92,Dwayne Washington*,Washington,Pac-12,12,132,697,5.3,9,15,91,6.1,0,147,788,5.4,9,dwayne-washington-1
93,Taysom Hill*,Brigham Young,Ind,5,87,460,5.3,8,0,0,,0,87,460,5.3,8,taysom-hill-1
94,Christian Powell,Colorado,Pac-12,10,85,448,5.3,4,12,64,5.3,0,97,512,5.3,4,christian-powell-1
95,David Cobb*,Minnesota,Big Ten,13,315,1629,5.2,13,16,162,10.1,0,331,1791,5.4,13,david-cobb-1
96,Jordan Howard,UAB,CUSA,12,306,1587,5.2,13,9,72,8.0,1,315,1659,5.3,14,jordan-howard-1
97,Devontae Booker*,Utah,Pac-12,13,292,1512,5.2,10,43,306,7.1,2,335,1818,5.4,12,devontae-booker-1
98,Jacobi Owens*,Air Force,MWC,10,204,1054,5.2,5,4,8,2.0,0,208,1062,5.1,5,jacobi-owens-1
99,Marlon Mack,South Florida,American,12,202,1041,5.2,9,21,160,7.6,0,223,1201,5.4,9,marlon-mack-1
100,Marcus Murphy*,Missouri,SEC,14,177,924,5.2,4,28,212,7.6,1,205,1136,5.5,5,marcus-murphy-1
101,Nick Marshall*,Auburn,SEC,13,153,798,5.2,11,2,16,8.0,0,155,814,5.3,11,nick-marshall-2
102,Terron Ward,Oregon State,Pac-12,10,133,696,5.2,10,29,229,7.9,0,162,925,5.7,10,terron-ward-1
103,Conor Hundley,Akron,MAC,11,104,540,5.2,4,9,55,6.1,2,113,595,5.3,6,conor-hundley-1
104,Tyreek Hill*,Oklahoma State,Big 12,12,102,534,5.2,1,31,281,9.1,1,133,815,6.1,2,tyreek-hill-1
105,Johnny Jefferson*,Baylor,Big 12,11,100,524,5.2,6,1,16,16.0,0,101,540,5.3,6,johnny-jefferson-1
106,Myles Willis*,Boston College,ACC,13,88,459,5.2,2,1,18,18.0,0,89,477,5.4,2,myles-willis-1
107,Treyous Jarrells*,Colorado State,MWC,10,87,450,5.2,6,11,92,8.4,0,98,542,5.5,6,treyous-jarrells-1
108,Jarvion Franklin*,Western Michigan,MAC,13,306,1551,5.1,24,14,163,11.6,1,320,1714,5.4,25,jarvion-franklin-1
109,Kenneth Dixon*,Louisiana Tech,CUSA,14,253,1299,5.1,22,30,385,12.8,6,283,1684,6.0,28,kenneth-dixon-1
110,Tarean Folston,Notre Dame,Ind,13,175,889,5.1,6,18,190,10.6,1,193,1079,5.6,7,tarean-folston-1
111,Brandon Radcliff*,Louisville,ACC,11,144,737,5.1,12,6,84,14.0,0,150,821,5.5,12,brandon-radcliff-1
112,Kendall Houston*,South Alabama,Sun Belt,13,139,705,5.1,2,5,18,3.6,0,144,723,5.0,2,kendall-houston-1
113,Lamar Jordan,New Mexico,MWC,11,120,612,5.1,3,0,0,,0,120,612,5.1,3,lamar-jordan-1
114,Terrence Upshaw,Appalachian State,Sun Belt,11,112,573,5.1,4,8,63,7.9,0,120,636,5.3,4,terrence-upshaw-1
115,Thomas Tyner*,Oregon,Pac-12,11,113,573,5.1,5,11,67,6.1,1,124,640,5.2,6,thomas-tyner-1
116,Terrence Magee*,LSU,SEC,13,112,571,5.1,3,17,171,10.1,0,129,742,5.8,3,terrence-magee-1
117,Rakeem Cato*,Marshall,CUSA,14,94,482,5.1,8,0,0,,0,94,482,5.1,8,rakeem-cato-1
118,Imani Cross,Nebraska,Big Ten,11,75,384,5.1,5,0,0,,0,75,384,5.1,5,imani-cross-1
119,Anthone Taylor,Buffalo,MAC,11,282,1403,5.0,12,16,108,6.8,0,298,1511,5.1,12,anthone-taylor-1
120,Shock Linwood*,Baylor,Big 12,13,251,1252,5.0,16,7,90,12.9,0,258,1342,5.2,16,shock-linwood-1
121,T.J. Yeldon*,Alabama,SEC,13,194,979,5.0,11,15,180,12.0,1,209,1159,5.5,12,tj-yeldon-1
122,Cameron Stingily*,Northern Illinois,MAC,13,193,971,5.0,14,2,6,3.0,0,195,977,5.0,14,cameron-stingily-1
123,Zach Laskey*,Georgia Tech,ACC,11,171,851,5.0,9,6,49,8.2,1,177,900,5.1,10,zach-laskey-1
124,Josh Ferguson*,Illinois,Big Ten,13,146,735,5.0,8,50,427,8.5,2,196,1162,5.9,10,josh-ferguson-3
125,J.C. Coleman*,Virginia Tech,ACC,13,107,533,5.0,3,4,-1,-0.3,0,111,532,4.8,3,jc-coleman-1
126,B.J. Catalon*,TCU,Big 12,8,98,493,5.0,10,14,163,11.6,1,112,656,5.9,11,bj-catalon-1
127,Shane Tucker,Middle Tennessee State,CUSA,12,97,486,5.0,8,25,351,14.0,4,122,837,6.9,12,shane-tucker-1
128,Kenny Hilliard*,LSU,SEC,11,90,447,5.0,6,4,35,8.8,0,94,482,5.1,6,kenny-hilliard-1
129,Chris James*,Pitt,ACC,12,87,437,5.0,4,1,23,23.0,0,88,460,5.2,4,chris-james-9
130,Robert Martin*,Rutgers,Big Ten,10,87,434,5.0,7,2,25,12.5,0,89,459,5.2,7,robert-martin-2
131,Mike Davis*,South Carolina,SEC,13,199,982,4.9,9,32,368,11.5,2,231,1350,5.8,11,mike-davis-9
132,Matt Jones*,Florida,SEC,11,166,817,4.9,6,11,65,5.9,1,177,882,5.0,7,matt-jones-3
133,A.J. Ouellette,Ohio,MAC,10,160,785,4.9,7,21,133,6.3,3,181,918,5.1,10,aj-ouellette-1
134,Wendell Smallwood*,West Virginia,Big 12,13,148,722,4.9,2,31,326,10.5,0,179,1048,5.9,2,wendell-smallwood-1
135,Tommy Armstrong Jr,Nebraska,Big Ten,13,145,705,4.9,6,1,16,16.0,1,146,721,4.9,7,tommy-armstrong-jr-1
136,Darik Dillard*,Rice,CUSA,13,134,652,4.9,11,17,163,9.6,1,151,815,5.4,12,darik-dillard-1
137,Antoinne Jimmerson,North Texas,CUSA,11,120,589,4.9,5,5,66,13.2,0,125,655,5.2,5,antoinne-jimmerson-1
138,T.J. Logan*,North Carolina,ACC,13,119,582,4.9,3,26,144,5.5,0,145,726,5.0,3,tj-logan-1
139,Greg Ward Jr.*,Houston,American,13,118,573,4.9,6,15,139,9.3,1,133,712,5.4,7,greg-ward-jr-1
140,Jerrel Brown,Idaho,Sun Belt,10,117,569,4.9,4,1,2,2.0,0,118,571,4.8,4,jerrel-brown-2
141,Kelvin Taylor*,Florida,SEC,12,116,565,4.9,6,2,-8,-4.0,0,118,557,4.7,6,kelvin-taylor-1
142,Lajuan Hunt*,Utah State,MWC,14,111,540,4.9,1,10,99,9.9,1,121,639,5.3,2,lajuan-hunt-1
143,Lazedrick Thompson,Tulane,American,10,109,533,4.9,4,1,4,4.0,0,110,537,4.9,4,lazedrick-thompson-1
144,Gerard Johnson,Old Dominion,CUSA,11,100,493,4.9,1,24,149,6.2,0,124,642,5.2,1,gerard-johnson-1
145,Brandon Ross*,Maryland,Big Ten,13,85,419,4.9,4,14,212,15.1,2,99,631,6.4,6,brandon-ross-2
146,Michael Adkins II,Colorado,Pac-12,10,81,398,4.9,3,11,60,5.5,0,92,458,5.0,3,michael-adkins-ii-1
147,Phillip Lindsay,Colorado,Pac-12,12,79,391,4.9,0,14,118,8.4,0,93,509,5.5,0,phillip-lindsay-1
148,Jahwan Edwards,Ball State,MAC,12,262,1252,4.8,12,29,236,8.1,0,291,1488,5.1,12,jahwan-edwards-1
149,Keenan Reynolds*,Navy,Ind,11,250,1191,4.8,23,0,0,,0,250,1191,4.8,23,keenan-reynolds-1
150,Justin Jackson,Northwestern,Big Ten,12,245,1187,4.8,10,22,201,9.1,1,267,1388,5.2,11,justin-jackson-5
151,Brandon Hayes*,Memphis,American,12,196,949,4.8,5,16,119,7.4,3,212,1068,5.0,8,brandon-hayes-1
152,Wayne Gallman*,Clemson,ACC,13,161,769,4.8,4,24,108,4.5,1,185,877,4.7,5,wayne-gallman-1
153,Chase Price*,San Diego State,MWC,13,141,674,4.8,5,17,126,7.4,0,158,800,5.1,5,chase-price-1
154,Prince-Tyson Gulley,Syracuse,ACC,12,127,607,4.8,1,21,107,5.1,0,148,714,4.8,1,prince-tyson-gulley-1
155,De'Veon Smith,Michigan,Big Ten,12,108,519,4.8,6,3,26,8.7,0,111,545,4.9,6,deveon-smith-1
156,Jamaal Williams*,Brigham Young,Ind,8,109,518,4.8,4,8,47,5.9,0,117,565,4.8,4,jamaal-williams-1
157,Jordan Canzeri*,Iowa,Big Ten,11,102,494,4.8,0,9,123,13.7,1,111,617,5.6,1,jordan-canzeri-1
158,Derrius Vick,Ohio,MAC,8,82,390,4.8,1,0,0,,0,82,390,4.8,1,derrius-vick-1
159,Jahad Thomas,Temple,American,12,80,384,4.8,0,14,364,26.0,1,94,748,8.0,1,jahad-thomas-1
160,Dak Prescott*,Mississippi State,SEC,13,210,986,4.7,14,2,35,17.5,1,212,1021,4.8,15,dak-prescott-1
161,Jalen Hurd*,Tennessee,SEC,13,190,899,4.7,5,35,221,6.3,2,225,1120,5.0,7,jalen-hurd-1
162,Alonzo Harris*,Louisiana,Sun Belt,12,172,807,4.7,12,6,31,5.2,0,178,838,4.7,12,alonzo-harris-2
163,Trevone Boykin*,TCU,Big 12,13,152,707,4.7,8,2,53,26.5,1,154,760,4.9,9,trevone-boykin-1
164,La Ramsby,Georgia Southern,Sun Belt,12,148,691,4.7,12,6,100,16.7,0,154,791,5.1,12,la-ramsby-1
165,Tra Carson*,Texas A&amp;M,SEC,12,124,581,4.7,5,9,78,8.7,0,133,659,5.0,5,tra-carson-1
166,Shadrach Abrokwah,Massachusetts,MAC,8,123,573,4.7,7,13,78,6.0,1,136,651,4.8,8,shadrach-abrokwah-1
167,Jay Warren,Florida Atlantic,CUSA,9,121,571,4.7,2,4,26,6.5,0,125,597,4.8,2,jay-warren-1
168,Terris Jones-Grigsby*,Arizona,Pac-12,10,121,567,4.7,3,15,187,12.5,0,136,754,5.5,3,terris-jones-grigsby-1
169,Shaquille Murray-Lawrence,UNLV,MWC,9,117,552,4.7,9,16,156,9.8,0,133,708,5.3,9,shaquille-murray-lawrence-1
170,Nathan Jeffery*,UTEP,CUSA,13,114,531,4.7,5,7,67,9.6,0,121,598,4.9,5,nathan-jeffery-1
171,Andre Givens*,Bowling Green State,MAC,11,101,479,4.7,8,3,9,3.0,0,104,488,4.7,8,andre-givens-1
172,Dontrell Hilliard,Tulane,American,12,97,452,4.7,3,30,244,8.1,1,127,696,5.5,4,dontrell-hilliard-1
173,De'Andre Mann,Kansas,Big 12,9,85,399,4.7,0,8,56,7.0,0,93,455,4.9,0,deandre-mann-1
174,Jay Jones*,South Alabama,Sun Belt,6,83,393,4.7,3,7,49,7.0,0,90,442,4.9,3,jay-jones-3
175,Horactio Banks,Ball State,MAC,9,75,353,4.7,1,3,16,5.3,0,78,369,4.7,1,horactio-banks-1
176,Karlos Williams*,Florida State,ACC,12,150,689,4.6,11,29,265,9.1,1,179,954,5.3,12,karlos-williams-1
177,Akeel Lynch*,Penn State,Big Ten,13,147,678,4.6,4,10,69,6.9,0,157,747,4.8,4,akeel-lynch-1
178,Shaquille Powell*,Duke,ACC,12,134,618,4.6,2,18,154,8.6,1,152,772,5.1,3,shaquille-powell-1
179,Justin Davis*,USC,Pac-12,13,129,595,4.6,4,13,92,7.1,2,142,687,4.8,6,justin-davis-2
180,Shayne Davern*,Air Force,MWC,10,112,517,4.6,8,1,3,3.0,0,113,520,4.6,8,shayne-davern-1
181,Jordan Chunn,Troy,Sun Belt,12,111,509,4.6,6,4,20,5.0,0,115,529,4.6,6,jordan-chunn-1
182,D'Angelo Roberts,Indiana,Big Ten,12,107,493,4.6,6,9,59,6.6,0,116,552,4.8,6,dangelo-roberts-1
183,Rushel Shell*,West Virginia,Big 12,12,176,788,4.5,7,21,140,6.7,0,197,928,4.7,7,rushel-shell-1
184,Terrance Broadway*,Louisiana,Sun Belt,13,146,653,4.5,3,1,-25,-25.0,0,147,628,4.3,3,terrance-broadway-1
185,James Butler*,Nevada,MWC,13,140,635,4.5,5,5,13,2.6,0,145,648,4.5,5,james-butler-4
186,Remound Wright*,Stanford,Pac-12,12,135,601,4.5,11,8,67,8.4,0,143,668,4.7,11,remound-wright-1
187,Joshua Dobbs*,Tennessee,SEC,6,104,469,4.5,8,0,0,,0,104,469,4.5,8,joshua-dobbs-1
188,James Flanders,Tulsa,American,11,102,456,4.5,1,5,42,8.4,0,107,498,4.7,1,james-flanders-1
189,Max Delorenzo,Connecticut,American,10,77,343,4.5,1,5,42,8.4,0,82,385,4.7,1,max-delorenzo-1
190,Don Jackson*,Nevada,MWC,13,216,957,4.4,7,13,157,12.1,1,229,1114,4.9,8,don-jackson-2
191,Aaron Wimberly,Iowa State,Big 12,11,147,642,4.4,7,27,222,8.2,1,174,864,5.0,8,aaron-wimberly-1
192,Johnathan Gray*,Texas,Big 12,13,146,636,4.4,7,20,122,6.1,0,166,758,4.6,7,johnathan-gray-1
193,Anthon Samuel,Florida International,CUSA,11,132,582,4.4,5,1,3,3.0,0,133,585,4.4,5,anthon-samuel-2
194,Michael Dyer*,Louisville,ACC,8,110,481,4.4,5,3,40,13.3,0,113,521,4.6,5,michael-dyer-1
195,Brandon Williams*,Texas A&amp;M,SEC,13,87,379,4.4,3,9,65,7.2,0,96,444,4.6,3,brandon-williams-10
196,Treon Harris*,Florida,SEC,9,75,332,4.4,3,0,0,,0,75,332,4.4,3,treon-harris-1
197,Ralph Webb,Vanderbilt,SEC,12,212,912,4.3,4,10,30,3.0,0,222,942,4.2,4,ralph-webb-1
198,Rodriguez Moore*,Cincinnati,American,13,143,618,4.3,5,9,137,15.2,0,152,755,5.0,5,rodriguez-moore-1
199,Jordan Parker,Middle Tennessee State,CUSA,12,128,546,4.3,2,11,112,10.2,1,139,658,4.7,3,jordan-parker-1
200,Jacoby Brissett*,North Carolina State,ACC,13,124,529,4.3,3,1,20,20.0,0,125,549,4.4,3,jacoby-brissett-2
201,Jaquez Johnson,Florida Atlantic,CUSA,11,120,513,4.3,7,1,0,0.0,0,121,513,4.2,7,jaquez-johnson-1
202,Joe Hill*,Utah State,MWC,13,118,507,4.3,4,7,148,21.1,1,125,655,5.2,5,joe-hill-2
203,Keith Whitely,UNLV,MWC,13,118,504,4.3,2,22,186,8.5,0,140,690,4.9,2,keith-whitely-2
204,Chad Voytik*,Pitt,ACC,13,108,466,4.3,3,1,29,29.0,0,109,495,4.5,3,chad-voytik-1
205,Tony Jones,Colorado,Pac-12,12,94,403,4.3,3,24,151,6.3,0,118,554,4.7,3,tony-jones-7
206,Angel Santiago,Army,Ind,12,192,814,4.2,10,0,0,,0,192,814,4.2,10,angel-santiago-1
207,Corey Avery,Kansas,Big 12,12,151,631,4.2,5,18,217,12.1,1,169,848,5.0,6,corey-avery-1
208,Elijhaa Penny,Idaho,Sun Belt,11,139,589,4.2,12,12,107,8.9,1,151,696,4.6,13,elijhaa-penny-1
209,Alex Gardner,Florida International,CUSA,8,137,582,4.2,1,8,48,6.0,0,145,630,4.3,1,alex-gardner-2
210,Reggie Bell,Eastern Michigan,MAC,10,133,562,4.2,4,0,0,,0,133,562,4.2,4,reggie-bell-1
211,Bill Belton*,Penn State,Big Ten,13,125,526,4.2,6,26,201,7.7,1,151,727,4.8,7,bill-belton-1
212,Jon Hilliman*,Boston College,ACC,13,210,860,4.1,13,1,5,5.0,0,211,865,4.1,13,jon-hilliman-1
213,Zack Langer,Tulsa,American,10,196,801,4.1,4,3,9,3.0,0,199,810,4.1,4,zack-langer-1
214,Marquise Williams*,North Carolina,ACC,13,193,788,4.1,13,2,17,8.5,1,195,805,4.1,14,marquise-williams-1
215,Steven Lakalaka,Hawaii,MWC,10,159,646,4.1,2,7,53,7.6,0,166,699,4.2,2,steven-lakalaka-1
216,Brett Hundley*,UCLA,Pac-12,13,159,644,4.1,10,1,9,9.0,0,160,653,4.1,10,brett-hundley-1
