
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
31,Malcolm Beyah,Middle Tennessee State,Sun Belt,12,33,550,16.7,6,6,6,1.0,0,39,556,14.3,6,malcolm-beyah-1
32,Jarvis Williams*,North Carolina State,ACC,13,26,432,16.6,4,,,,,26,432,16.6,4,jarvis-williams-1
33,Shay Hodge*,Ole Miss,SEC,13,44,725,16.5,8,,,,,44,725,16.5,8,shay-hodge-1
34,Shawn Bayes,Kent State,MAC,12,39,642,16.5,5,7,38,5.4,0,46,680,14.8,5,shawn-bayes-1
35,Edward Britton*,Texas Tech,Big 12,13,35,577,16.5,6,3,10,3.3,0,38,587,15.4,6,edward-britton-1
36,Greg Ellingson,Florida International,Sun Belt,12,35,574,16.4,3,,,,,35,574,16.4,3,greg-ellingson-1
37,Dante Love*,Ball State,MAC,4,28,460,16.4,3,14,64,4.6,2,42,524,12.5,5,dante-love-1
38,Lucas Miller,Arkansas,SEC,12,30,490,16.3,2,,,,,30,490,16.3,2,lucas-miller-1
39,Davon Drew*,East Carolina,CUSA,14,43,695,16.2,3,,,,,43,695,16.2,3,davon-drew-1
40,Rob Housler,Florida Atlantic,Sun Belt,13,32,519,16.2,4,1,-4,-4.0,0,33,515,15.6,4,rob-housler-1
41,Corbin Smiter*,Rice,CUSA,13,30,487,16.2,3,,,,,30,487,16.2,3,corbin-smiter-1
42,Jeremy Williams,Tulane,CUSA,5,27,437,16.2,5,7,20,2.9,0,34,457,13.4,5,jeremy-williams-1
43,Percy Harvin*,Florida,SEC,12,40,644,16.1,7,70,660,9.4,10,110,1304,11.9,17,percy-harvin-1
44,Demaryius Thomas*,Georgia Tech,ACC,12,39,627,16.1,3,2,29,14.5,0,41,656,16.0,3,demaryius-thomas-1
45,Slick Shelley*,Tulsa,CUSA,14,39,627,16.1,8,,,,,39,627,16.1,8,slick-shelley-1
46,Vinny Perretta*,Boise State,WAC,13,36,578,16.1,2,22,133,6.0,2,58,711,12.3,4,vinny-perretta-1
47,Brandon Thompkins,Arkansas State,Sun Belt,11,32,511,16.0,2,2,16,8.0,0,34,527,15.5,2,brandon-thompkins-1
48,Jeffery Anderson,UAB,CUSA,12,23,368,16.0,3,,,,,23,368,16.0,3,jeffery-anderson-1
49,Julio Jones*,Alabama,SEC,14,58,924,15.9,4,,,,,58,924,15.9,4,julio-jones-1
50,Mohamed Massaquoi*,Georgia,SEC,13,58,920,15.9,8,,,,,58,920,15.9,8,mohamed-massaquoi-1
51,Kenny Britt*,Rutgers,Big East,12,87,1371,15.8,7,7,75,10.7,1,94,1446,15.4,8,kenny-britt-1
52,Mardy Gilyard*,Cincinnati,Big East,14,81,1276,15.8,11,2,10,5.0,0,83,1286,15.5,11,mardy-gilyard-1
53,Arrelious Benn,Illinois,Big Ten,12,67,1055,15.7,3,23,101,4.4,2,90,1156,12.8,5,arrelious-benn-1
54,Brandon Banks,Kansas State,Big 12,12,67,1049,15.7,9,7,126,18.0,1,74,1175,15.9,10,brandon-banks-1
55,Ernie Pierce,Kansas State,Big 12,12,27,424,15.7,3,,,,,27,424,15.7,3,ernie-pierce-1
56,Cortez Gent,Florida Atlantic,Sun Belt,13,60,935,15.6,9,,,,,60,935,15.6,9,cortez-gent-1
57,Kierrie Johnson*,Houston,CUSA,13,32,499,15.6,5,1,-7,-7.0,0,33,492,14.9,5,kierrie-johnson-1
58,Michael Moore*,Georgia,SEC,13,29,451,15.6,2,,,,,29,451,15.6,2,michael-moore-1
59,Juaquin Iglesias*,Oklahoma,Big 12,14,74,1150,15.5,10,1,7,7.0,0,75,1157,15.4,10,juaquin-iglesias-1
60,Jordan Norwood*,Penn State,Big Ten,11,41,637,15.5,6,2,-9,-4.5,0,43,628,14.6,6,jordan-norwood-1
61,Jared Cook*,South Carolina,SEC,13,37,573,15.5,3,,,,,37,573,15.5,3,jared-cook-2
62,Brandon Robinson*,Boston College,ACC,14,42,646,15.4,3,,,,,42,646,15.4,3,brandon-robinson-1
63,Dezmon Briscoe*,Kansas,Big 12,13,92,1407,15.3,15,2,18,9.0,0,94,1425,15.2,15,dezmon-briscoe-1
64,Ryan Tannehill,Texas A&amp;M,Big 12,11,55,844,15.3,5,2,-8,-4.0,0,57,836,14.7,5,ryan-tannehill-1
65,Bruce Francis,Temple,MAC,12,45,687,15.3,13,,,,,45,687,15.3,13,bruce-francis-1
66,Blair White*,Michigan State,Big Ten,13,43,659,15.3,1,1,-2,-2.0,0,44,657,14.9,1,blair-white-1
67,Carlos Singleton*,Memphis,CUSA,13,52,791,15.2,5,,,,,52,791,15.2,5,carlos-singleton-1
68,Jarett Dillard*,Rice,CUSA,13,87,1310,15.1,20,,,,,87,1310,15.1,20,jarett-dillard-1
69,Patrick Turner*,USC,Pac-10,13,49,741,15.1,10,,,,,49,741,15.1,10,patrick-turner-1
70,Nyan Boateng*,California,Pac-10,13,29,439,15.1,5,1,0,0.0,0,30,439,14.6,5,nyan-boateng-1
71,Damian Williams*,USC,Pac-10,13,58,869,15.0,9,4,43,10.8,0,62,912,14.7,9,damian-williams-1
72,Terence Scott*,Oregon,Pac-10,13,50,751,15.0,5,9,128,14.2,1,59,879,14.9,6,terence-scott-1
73,Michael Floyd*,Notre Dame,Ind,11,48,719,15.0,7,,,,,48,719,15.0,7,michael-floyd-1
74,Chris Wellington*,Nevada,WAC,13,42,632,15.0,6,4,27,6.8,0,46,659,14.3,6,chris-wellington-1
75,Deon Murphy,Kansas State,Big 12,12,37,555,15.0,6,6,52,8.7,0,43,607,14.1,6,deon-murphy-1
76,Phillip Payne,UNLV,MWC,9,29,436,15.0,7,,,,,29,436,15.0,7,phillip-payne-1
77,Kerry Taylor,Arizona State,Pac-10,12,27,405,15.0,3,2,-2,-1.0,0,29,403,13.9,3,kerry-taylor-1
78,Marshall Williams*,Wake Forest,ACC,13,26,390,15.0,2,3,0,0.0,0,29,390,13.4,2,marshall-williams-1
79,Sammie Stroughter*,Oregon State,Pac-10,13,70,1040,14.9,7,7,52,7.4,0,77,1092,14.2,7,sammie-stroughter-1
80,Nate Swift*,Nebraska,Big 12,13,63,941,14.9,10,2,23,11.5,0,65,964,14.8,10,nate-swift-1
81,Ryan Broyles*,Oklahoma,Big 12,13,46,687,14.9,6,3,11,3.7,0,49,698,14.2,6,ryan-broyles-1
82,Chris Williams,New Mexico State,WAC,12,86,1271,14.8,9,1,0,0.0,0,87,1271,14.6,9,chris-williams-2
83,Andy Brodell*,Iowa,Big Ten,13,36,533,14.8,4,3,24,8.0,0,39,557,14.3,4,andy-brodell-1
84,Maurice Jones*,Memphis,CUSA,12,33,490,14.8,3,11,62,5.6,1,44,552,12.5,4,maurice-jones-1
85,Brandon Lafell*,LSU,SEC,13,63,929,14.7,8,2,6,3.0,0,65,935,14.4,8,brandon-lafell-1
86,Chris Givens,Miami (OH),MAC,12,35,513,14.7,7,3,-19,-6.3,0,38,494,13.0,7,chris-givens-1
87,Jarrett Boykin*,Virginia Tech,ACC,14,30,441,14.7,2,,,,,30,441,14.7,2,jarrett-boykin-1
88,Greg Salas*,Hawaii,WAC,14,57,831,14.6,3,,,,,57,831,14.6,3,greg-salas-1
89,Bryce Beall*,Houston,CUSA,13,34,496,14.6,4,198,1247,6.3,13,232,1743,7.5,17,bryce-beall-1
90,Austin Collie*,Brigham Young,MWC,13,106,1538,14.5,15,10,77,7.7,0,116,1615,13.9,15,austin-collie-1
91,Derrell Johnson-Koulianos*,Iowa,Big Ten,13,44,639,14.5,3,1,6,6.0,0,45,645,14.3,3,derrell-johnson-koulianos-1
92,Darrius Heyward-Bey*,Maryland,ACC,12,42,609,14.5,5,15,202,13.5,1,57,811,14.2,6,darrius-heyward-bey-1
93,Ed Dickson*,Oregon,Pac-10,13,35,508,14.5,3,3,18,6.0,0,38,526,13.8,3,ed-dickson-1
94,Anthony McCall,Louisiana-Monroe,Sun Belt,12,28,406,14.5,6,,,,,28,406,14.5,6,anthony-mccall-1
95,Carlton Mitchell*,South Florida,Big East,13,28,405,14.5,1,1,7,7.0,0,29,412,14.2,1,carlton-mitchell-1
96,Jermaine Gresham*,Oklahoma,Big 12,14,66,950,14.4,14,1,5,5.0,0,67,955,14.3,14,jermaine-gresham-1
97,Andre Jones,Akron,MAC,11,47,678,14.4,7,4,51,12.8,0,51,729,14.3,7,andre-jones-2
98,Sean Walker*,Vanderbilt,SEC,13,36,520,14.4,3,16,99,6.2,1,52,619,11.9,4,sean-walker-1
99,Doug Baldwin,Stanford,Pac-10,12,23,332,14.4,4,4,81,20.3,1,27,413,15.3,5,doug-baldwin-1
100,Emmanuel Sanders,SMU,CUSA,10,67,958,14.3,9,,,,,67,958,14.3,9,emmanuel-sanders-1
101,Rob Gronkowski*,Arizona,Pac-10,10,47,672,14.3,10,,,,,47,672,14.3,10,rob-gronkowski-1
102,Jason Chery,Louisiana,Sun Belt,12,46,656,14.3,7,25,312,12.5,3,71,968,13.6,10,jason-chery-1
103,Jamari Grant,Florida Atlantic,Sun Belt,13,45,642,14.3,4,,,,,45,642,14.3,4,jamari-grant-1
104,Chris McGaha,Arizona State,Pac-10,12,35,501,14.3,1,,,,,35,501,14.3,1,chris-mcgaha-1
105,T.J. Porter*,Pitt,Big East,13,25,357,14.3,0,1,2,2.0,0,26,359,13.8,0,tj-porter-1
106,Dexter McCluster*,Ole Miss,SEC,13,44,625,14.2,1,109,655,6.0,6,153,1280,8.4,7,dexter-mccluster-1
107,Phillip Livas*,Louisiana Tech,WAC,13,43,607,14.1,2,30,337,11.2,2,73,944,12.9,4,phillip-livas-1
108,Brian Watters,UCF,CUSA,12,42,594,14.1,3,,,,,42,594,14.1,3,brian-watters-1
109,Marcus Perez*,Northern Illinois,MAC,12,34,480,14.1,2,3,20,6.7,1,37,500,13.5,3,marcus-perez-1
110,Jahbari McLennan,Arkansas State,Sun Belt,12,32,451,14.1,1,4,78,19.5,1,36,529,14.7,2,jahbari-mclennan-1
111,Damaris Johnson*,Tulsa,CUSA,14,53,743,14.0,10,41,327,8.0,1,94,1070,11.4,11,damaris-johnson-1
112,Joe Bockheim*,Central Michigan,MAC,13,35,491,14.0,5,,,,,35,491,14.0,5,joe-bockheim-1
113,Greg Carr*,Florida State,ACC,13,39,542,13.9,4,,,,,39,542,13.9,4,greg-carr-1
114,Demetrius Byrd*,LSU,SEC,13,37,513,13.9,4,,,,,37,513,13.9,4,demetrius-byrd-1
115,Josh Leduc,Eastern Michigan,MAC,12,32,446,13.9,4,,,,,32,446,13.9,4,josh-leduc-1
116,Shane Morales*,Oregon State,Pac-10,13,54,743,13.8,8,,,,,54,743,13.8,8,shane-morales-1
117,Patrick Edwards*,Houston,CUSA,8,46,634,13.8,4,2,52,26.0,0,48,686,14.3,4,patrick-edwards-1
118,Jared Perry*,Missouri,Big 12,14,41,567,13.8,4,2,-8,-4.0,0,43,559,13.0,4,jared-perry-1
119,Mike McNeill*,Nebraska,Big 12,13,32,442,13.8,6,1,0,0.0,0,33,442,13.4,6,mike-mcneill-1
120,Bryan Anderson*,Central Michigan,MAC,12,63,865,13.7,6,,,,,63,865,13.7,6,bryan-anderson-1
121,Taylor Price,Ohio,MAC,12,51,694,13.6,5,5,19,3.8,0,56,713,12.7,5,taylor-price-1
122,Dontavia Bogan*,South Florida,Big East,13,26,354,13.6,1,2,23,11.5,0,28,377,13.5,1,dontavia-bogan-1
123,Naaman Roosevelt*,Buffalo,MAC,14,104,1402,13.5,13,3,9,3.0,0,107,1411,13.2,13,naaman-roosevelt-1
124,Terrell Turner*,Arizona,Pac-10,13,43,580,13.5,1,2,17,8.5,0,45,597,13.3,1,terrell-turner-1
125,Garrett Graham*,Wisconsin,Big Ten,11,40,540,13.5,5,,,,,40,540,13.5,5,garrett-graham-1
126,David Gettis,Baylor,Big 12,12,29,391,13.5,0,,,,,29,391,13.5,0,david-gettis-1
127,Damarlo Belcher,Indiana,Big Ten,12,25,337,13.5,2,,,,,25,337,13.5,2,damarlo-belcher-1
128,Johnathan Wilson*,Kansas,Big 12,13,43,573,13.3,3,1,0,0.0,0,44,573,13.0,3,johnathan-wilson-1
129,Brian King,Tulane,CUSA,12,41,544,13.3,0,2,12,6.0,0,43,556,12.9,0,brian-king-1
130,Taylor Embree,UCLA,Pac-10,12,40,531,13.3,0,1,1,1.0,0,41,532,13.0,0,taylor-embree-1
131,Alric Arnett*,West Virginia,Big East,13,35,466,13.3,6,2,-4,-2.0,0,37,462,12.5,6,alric-arnett-1
132,Josh Smith,Colorado,Big 12,12,29,387,13.3,3,12,32,2.7,0,41,419,10.2,3,josh-smith-1
133,R.J. Sumrall,Iowa State,Big 12,12,57,750,13.2,7,,,,,57,750,13.2,7,rj-sumrall-1
134,Andrew Means,Indiana,Big Ten,11,34,450,13.2,1,1,7,7.0,0,35,457,13.1,1,andrew-means-1
135,Desmond Tardy,Purdue,Big Ten,12,67,876,13.1,5,5,9,1.8,0,72,885,12.3,5,desmond-tardy-1
136,Brent Casteel*,Utah,MWC,13,43,564,13.1,4,17,92,5.4,1,60,656,10.9,5,brent-casteel-1
137,Taurus Johnson*,South Florida,Big East,13,38,498,13.1,6,4,11,2.8,0,42,509,12.1,6,taurus-johnson-1
138,Jaison Williams*,Oregon,Pac-10,13,36,473,13.1,4,,,,,36,473,13.1,4,jaison-williams-1
139,Gerald Baptiste*,Southern Mississippi,CUSA,13,35,460,13.1,2,3,28,9.3,0,38,488,12.8,2,gerald-baptiste-1
140,Roberto Wallace,San Diego State,MWC,11,31,405,13.1,1,,,,,31,405,13.1,1,roberto-wallace-1
141,Jamayel Smith,Mississippi State,SEC,12,23,302,13.1,1,2,3,1.5,0,25,305,12.2,1,jamayel-smith-1
142,Dennis Pitta*,Brigham Young,MWC,13,83,1083,13.0,6,,,,,83,1083,13.0,6,dennis-pitta-1
143,Kendall Wright,Baylor,Big 12,12,50,649,13.0,5,29,168,5.8,1,79,817,10.3,6,kendall-wright-1
144,Brandon Myers*,Iowa,Big Ten,13,34,441,13.0,4,,,,,34,441,13.0,4,brandon-myers-1
145,Chris Hernandez,New Mexico,MWC,11,33,428,13.0,0,,,,,33,428,13.0,0,chris-hernandez-1
146,Moe Brown*,South Carolina,SEC,13,30,391,13.0,1,1,5,5.0,0,31,396,12.8,1,moe-brown-1
147,Jacoby Ford*,Clemson,ACC,13,55,710,12.9,4,18,96,5.3,0,73,806,11.0,4,jacoby-ford-1
148,B.J. Cunningham*,Michigan State,Big Ten,13,41,528,12.9,0,4,56,14.0,0,45,584,13.0,0,bj-cunningham-1
149,Kory Sperry*,Colorado State,MWC,13,38,492,12.9,6,1,6,6.0,0,39,498,12.8,6,kory-sperry-1
150,Darren Mougey,San Diego State,MWC,10,34,437,12.9,4,13,25,1.9,1,47,462,9.8,5,darren-mougey-1
151,Eric Decker*,Minnesota,Big Ten,12,84,1074,12.8,7,11,87,7.9,1,95,1161,12.2,8,eric-decker-1
152,Tyron Carrier*,Houston,CUSA,13,80,1026,12.8,9,12,140,11.7,0,92,1166,12.7,9,tyron-carrier-1
153,Jeff Moturi,UTEP,CUSA,12,51,655,12.8,9,3,20,6.7,0,54,675,12.5,9,jeff-moturi-1
154,Frantrell Forrest,UAB,CUSA,10,42,536,12.8,2,8,43,5.4,0,50,579,11.6,2,frantrell-forrest-1
155,Cody Slate,Marshall,CUSA,10,40,510,12.8,8,4,60,15.0,0,44,570,13.0,8,cody-slate-1
156,C.J. Spiller*,Clemson,ACC,12,34,436,12.8,3,116,629,5.4,7,150,1065,7.1,10,cj-spiller-1
157,Danny Oquendo*,Maryland,ACC,13,29,371,12.8,2,2,4,2.0,0,31,375,12.1,2,danny-oquendo-1
158,Jason Barnes*,South Carolina,SEC,12,27,346,12.8,2,,,,,27,346,12.8,2,jason-barnes-2
159,Lucas Taylor,Tennessee,SEC,12,26,332,12.8,1,,,,,26,332,12.8,1,lucas-taylor-1
160,Michael Washington*,Hawaii,WAC,14,62,789,12.7,6,2,9,4.5,0,64,798,12.5,6,michael-washington-1
161,Todd Peterson*,Nebraska,Big 12,13,62,786,12.7,4,2,18,9.0,0,64,804,12.6,4,todd-peterson-1
162,Eddie Williams,Idaho,WAC,11,54,687,12.7,6,10,114,11.4,0,64,801,12.5,6,eddie-williams-1
163,Brian Robiskie*,Ohio State,Big Ten,13,42,535,12.7,8,,,,,42,535,12.7,8,brian-robiskie-1
164,Demarco Murray*,Oklahoma,Big 12,13,31,395,12.7,4,179,1002,5.6,14,210,1397,6.7,18,demarco-murray-1
165,Jeff Fuller,Texas A&amp;M,Big 12,11,50,630,12.6,9,,,,,50,630,12.6,9,jeff-fuller-1
166,Eric Peterman*,Northwestern,Big Ten,13,59,737,12.5,6,5,4,0.8,0,64,741,11.6,6,eric-peterman-1
167,Kevin Ogletree,Virginia,ACC,12,58,723,12.5,5,6,8,1.3,1,64,731,11.4,6,kevin-ogletree-1
168,Maurice Covington,Virginia,ACC,12,33,414,12.5,1,1,-3,-3.0,0,34,411,12.1,1,maurice-covington-1
169,Thearon Collier*,Miami (FL),ACC,12,26,324,12.5,2,1,0,0.0,0,27,324,12.0,2,thearon-collier-1
170,Michael Hoomanawanui,Illinois,Big Ten,12,25,312,12.5,2,,,,,25,312,12.5,2,michael-hoomanawanui-1
171,Jeremy Maclin*,Missouri,Big 12,14,102,1260,12.4,13,40,293,7.3,2,142,1553,10.9,15,jeremy-maclin-1
172,Kito Poblah*,Central Michigan,MAC,13,43,532,12.4,3,,,,,43,532,12.4,3,kito-poblah-1
173,Ryan Whalen,Stanford,Pac-10,12,41,508,12.4,1,,,,,41,508,12.4,1,ryan-whalen-1
174,Tiquan Underwood*,Rutgers,Big East,13,40,494,12.4,5,,,,,40,494,12.4,5,tiquan-underwood-1
175,Julian Hawkins*,Boise State,WAC,13,26,322,12.4,3,,,,,26,322,12.4,3,julian-hawkins-1
176,Jamarko Simmons*,Western Michigan,MAC,13,104,1276,12.3,7,1,1,1.0,0,105,1277,12.2,7,jamarko-simmons-1
177,Deryn Bowser,Akron,MAC,12,64,785,12.3,4,,,,,64,785,12.3,4,deryn-bowser-1
178,Juan Nunez*,Western Michigan,MAC,12,57,701,12.3,7,,,,,57,701,12.3,7,juan-nunez-1
179,Marcus Anderson,New Mexico State,WAC,12,50,617,12.3,9,,,,,50,617,12.3,9,marcus-anderson-2
180,Otis Nelson,Utah State,WAC,12,37,455,12.3,4,,,,,37,455,12.3,4,otis-nelson-1
181,Brandon Collins*,Texas,Big 12,12,35,430,12.3,3,,,,,35,430,12.3,3,brandon-collins-1
182,Dorrell Jalloh*,West Virginia,Big East,13,29,358,12.3,5,1,2,2.0,0,30,360,12.0,5,dorrell-jalloh-1
183,Quan Cosby*,Texas,Big 12,13,92,1123,12.2,10,,,,,92,1123,12.2,10,quan-cosby-1
184,Dominick Goodman*,Cincinnati,Big East,14,84,1028,12.2,7,,,,,84,1028,12.2,7,dominick-goodman-1
185,Michael Jones,Arizona State,Pac-10,12,61,744,12.2,4,,,,,61,744,12.2,4,michael-jones-1
186,Tramain Swindall*,Texas Tech,Big 12,13,46,561,12.2,2,,,,,46,561,12.2,2,tramain-swindall-1
187,Duke Calhoun*,Memphis,CUSA,13,40,487,12.2,3,,,,,40,487,12.2,3,duke-calhoun-1
188,Charles Clay*,Tulsa,CUSA,13,38,464,12.2,9,25,145,5.8,2,63,609,9.7,11,charles-clay-1
189,Joe Adams,Arkansas,SEC,12,31,377,12.2,1,6,46,7.7,0,37,423,11.4,1,joe-adams-1
190,Doug Beaumont,Louisville,Big East,12,62,750,12.1,0,8,47,5.9,0,70,797,11.4,0,doug-beaumont-1
191,Schneider Julien*,Western Michigan,MAC,12,59,712,12.1,6,1,-2,-2.0,0,60,710,11.8,6,schneider-julien-1
192,Brett Hamlin*,Buffalo,MAC,14,38,459,12.1,5,1,13,13.0,0,39,472,12.1,5,brett-hamlin-1
193,Cameron Morrah*,California,Pac-10,13,27,326,12.1,8,,,,,27,326,12.1,8,cameron-morrah-1
194,Chris Garrett,Ohio,MAC,11,24,290,12.1,2,117,529,4.5,5,141,819,5.8,7,chris-garrett-1
195,James Casey*,Rice,CUSA,13,111,1329,12.0,13,57,241,4.2,6,168,1570,9.3,19,james-casey-1
196,Michael Crabtree*,Texas Tech,Big 12,13,97,1165,12.0,19,2,1,0.5,0,99,1166,11.8,19,michael-crabtree-1
197,Detron Lewis*,Texas Tech,Big 12,13,76,913,12.0,3,,,,,76,913,12.0,3,detron-lewis-1
198,Briggs Orsbon*,Ball State,MAC,14,68,813,12.0,5,3,9,3.0,0,71,822,11.6,5,briggs-orsbon-1
199,Toren Dixon*,Rice,CUSA,13,50,598,12.0,5,,,,,50,598,12.0,5,toren-dixon-1
200,Michael Reed*,Brigham Young,MWC,11,49,589,12.0,2,,,,,49,589,12.0,2,michael-reed-1
201,Aubrey Quarles,Kansas State,Big 12,12,34,407,12.0,1,,,,,34,407,12.0,1,aubrey-quarles-1
202,Houston Jones,Iowa State,Big 12,12,32,384,12.0,0,,,,,32,384,12.0,0,houston-jones-1
203,Andre Kohn*,Houston,CUSA,11,25,301,12.0,2,63,257,4.1,3,88,558,6.3,5,andre-kohn-1
204,Jordan Shipley*,Texas,Big 12,13,89,1060,11.9,11,4,32,8.0,0,93,1092,11.7,11,jordan-shipley-1
205,D.J. Williams,Arkansas,SEC,12,61,723,11.9,3,,,,,61,723,11.9,3,dj-williams-1
206,Kenny McKinley*,South Carolina,SEC,10,54,642,11.9,4,2,2,1.0,0,56,644,11.5,4,kenny-mckinley-1
207,James Rodgers*,Oregon State,Pac-10,12,51,607,11.9,4,46,408,8.9,5,97,1015,10.5,9,james-rodgers-1
208,Knowshon Moreno*,Georgia,SEC,13,33,392,11.9,2,250,1400,5.6,16,283,1792,6.3,18,knowshon-moreno-1
209,A.J. Love*,South Florida,Big East,13,31,370,11.9,2,2,15,7.5,0,33,385,11.7,2,aj-love-1
210,Jeremy Bruce,Akron,MAC,12,29,345,11.9,1,18,53,2.9,0,47,398,8.5,1,jeremy-bruce-1
211,Arnil Stallworth,Mississippi State,SEC,12,23,273,11.9,1,12,50,4.2,1,35,323,9.2,2,arnil-stallworth-1
212,Ryan Wolfe,UNLV,MWC,12,88,1040,11.8,6,14,91,6.5,1,102,1131,11.1,7,ryan-wolfe-1
213,Brandon Gibson,Washington State,Pac-10,13,57,673,11.8,2,10,19,1.9,0,67,692,10.3,2,brandon-gibson-1
214,Jamar Hunt,UTEP,CUSA,12,31,367,11.8,2,,,,,31,367,11.8,2,jamar-hunt-1
215,Menelik Holt*,Nebraska,Big 12,12,30,355,11.8,1,,,,,30,355,11.8,1,menelik-holt-1
216,Sancho McDonald,Middle Tennessee State,Sun Belt,12,26,308,11.8,3,2,8,4.0,0,28,316,11.3,3,sancho-mcdonald-1
217,Freddie Brown*,Utah,MWC,13,77,900,11.7,7,,,,,77,900,11.7,7,freddie-brown-2
218,Eldred King,Middle Tennessee State,Sun Belt,12,51,598,11.7,4,2,-5,-2.5,0,53,593,11.2,4,eldred-king-1
219,Chris Ogbonnaya*,Texas,Big 12,13,46,540,11.7,3,74,373,5.0,4,120,913,7.6,7,chris-ogbonnaya-1
220,Derek Kinder*,Pitt,Big East,13,36,422,11.7,3,2,9,4.5,0,38,431,11.3,3,derek-kinder-1
221,Greg Mathews,Michigan,Big Ten,11,35,409,11.7,2,,,,,35,409,11.7,2,greg-mathews-1
222,Kyle Rudolph*,Notre Dame,Ind,13,29,340,11.7,2,,,,,29,340,11.7,2,kyle-rudolph-1
223,Tommy Saunders*,Missouri,Big 12,14,72,833,11.6,7,3,14,4.7,0,75,847,11.3,7,tommy-saunders-1
224,David Richmond,San Jose State,WAC,12,72,832,11.6,7,5,32,6.4,0,77,864,11.2,7,david-richmond-1
