
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
225,Austin Pettis*,Boise State,WAC,13,49,567,11.6,9,,,,,49,567,11.6,9,austin-pettis-1
226,Jamie McCoy,Texas A&amp;M,Big 12,12,43,500,11.6,5,,,,,43,500,11.6,5,jamie-mccoy-1
227,Marquis Hamilton,Iowa State,Big 12,12,26,301,11.6,3,1,-12,-12.0,0,27,289,10.7,3,marquis-hamilton-1
228,D'Andre Goodwin,Washington,Pac-10,12,60,692,11.5,1,13,59,4.5,0,73,751,10.3,1,dandre-goodwin-1
229,London Crawford,Arkansas,SEC,12,27,311,11.5,1,1,-5,-5.0,0,28,306,10.9,1,london-crawford-1
230,Kevin Brock*,Rutgers,Big East,13,26,300,11.5,2,,,,,26,300,11.5,2,kevin-brock-1
231,Max Komar,Idaho,WAC,12,26,298,11.5,0,3,22,7.3,0,29,320,11.0,0,max-komar-1
232,Montez Billings,Auburn,SEC,11,24,277,11.5,0,2,-7,-3.5,0,26,270,10.4,0,montez-billings-1
233,Eron Riley,Duke,ACC,12,61,693,11.4,8,,,,,61,693,11.4,8,eron-riley-1
234,Casey Flair,UNLV,MWC,12,49,560,11.4,4,,,,,49,560,11.4,4,casey-flair-1
235,Jeron Mastrud,Kansas State,Big 12,12,38,435,11.4,2,,,,,38,435,11.4,2,jeron-mastrud-1
236,Josh Chichester,Louisville,Big East,12,30,341,11.4,2,,,,,30,341,11.4,2,josh-chichester-1
237,Jerrel Jernigan*,Troy,Sun Belt,12,77,868,11.3,5,33,254,7.7,1,110,1122,10.2,6,jerrel-jernigan-1
238,Dwayne Harris*,East Carolina,CUSA,10,58,654,11.3,1,19,76,4.0,0,77,730,9.5,1,dwayne-harris-1
239,Scotty McKnight,Colorado,Big 12,12,46,519,11.3,5,2,2,1.0,0,48,521,10.9,5,scotty-mcknight-1
240,Ernest Jackson*,Buffalo,MAC,13,45,507,11.3,4,1,4,4.0,0,46,511,11.1,4,ernest-jackson-1
241,Danny Coale*,Virginia Tech,ACC,14,36,408,11.3,0,6,14,2.3,0,42,422,10.0,0,danny-coale-1
242,Lavon Brazill,Ohio,MAC,12,34,384,11.3,1,9,75,8.3,0,43,459,10.7,1,lavon-brazill-1
243,Jake Sharp*,Kansas,Big 12,13,25,283,11.3,1,186,860,4.6,12,211,1143,5.4,13,jake-sharp-1
244,Delashaun Dean*,Arizona,Pac-10,13,53,593,11.2,4,2,5,2.5,0,55,598,10.9,4,delashaun-dean-1
245,Mike McCoy*,Nevada,WAC,13,53,592,11.2,2,7,41,5.9,1,60,633,10.6,3,mike-mccoy-1
246,Rich Gunnell*,Boston College,ACC,14,49,551,11.2,4,4,17,4.3,0,53,568,10.7,4,rich-gunnell-1
247,Brandon Pettigrew*,Oklahoma State,Big 12,10,42,472,11.2,0,,,,,42,472,11.2,0,brandon-pettigrew-1
248,Aaron Hernandez*,Florida,SEC,13,34,381,11.2,5,,,,,34,381,11.2,5,aaron-hernandez-1
249,Stanley Morrison,Utah State,WAC,12,26,291,11.2,1,5,17,3.4,0,31,308,9.9,1,stanley-morrison-1
250,Mike Thomas*,Arizona,Pac-10,13,74,825,11.1,4,24,114,4.8,1,98,939,9.6,5,mike-thomas-9
251,Jeremy Childs*,Boise State,WAC,12,72,802,11.1,7,,,,,72,802,11.1,7,jeremy-childs-1
252,Kenneth Zacharie,Louisiana-Monroe,Sun Belt,12,46,510,11.1,4,,,,,46,510,11.1,4,kenneth-zacharie-1
253,Brooks Foster*,North Carolina,ACC,13,30,334,11.1,2,8,104,13.0,0,38,438,11.5,2,brooks-foster-1
254,Rodgeriqus Smith,Auburn,SEC,12,30,332,11.1,1,,,,,30,332,11.1,1,rodgeriqus-smith-1
255,Marlon Lucky*,Nebraska,Big 12,12,26,288,11.1,1,125,517,4.1,7,151,805,5.3,8,marlon-lucky-1
256,Frank Goodin,Louisiana-Monroe,Sun Belt,11,25,277,11.1,2,182,783,4.3,5,207,1060,5.1,7,frank-goodin-1
257,Chase Coffman*,Missouri,Big 12,12,90,987,11.0,10,,,,,90,987,11.0,10,chase-coffman-1
258,Stephen Williams,Toledo,MAC,12,71,781,11.0,8,,,,,71,781,11.0,8,stephen-williams-1
259,Derrick Williams*,Penn State,Big Ten,13,44,485,11.0,4,43,243,5.7,3,87,728,8.4,7,derrick-williams-2
260,Shannon Woods*,Texas Tech,Big 12,13,36,397,11.0,2,141,716,5.1,12,177,1113,6.3,14,shannon-woods-1
261,Thomas White,Baylor,Big 12,12,35,385,11.0,2,2,11,5.5,0,37,396,10.7,2,thomas-white-1
262,Dominique Johnson,UCLA,Pac-10,12,34,373,11.0,1,2,-2,-1.0,0,36,371,10.3,1,dominique-johnson-1
263,Jereme Brooks*,Utah,MWC,13,30,331,11.0,1,10,60,6.0,1,40,391,9.8,2,jereme-brooks-1
264,Walter Bryant*,TCU,MWC,13,27,298,11.0,2,1,3,3.0,0,28,301,10.8,2,walter-bryant-1
265,Preston Davis,Idaho,WAC,12,27,296,11.0,3,7,48,6.9,0,34,344,10.1,3,preston-davis-1
266,Jake Gaebler,Western Kentucky,Sun Belt,10,54,588,10.9,4,1,-1,-1.0,0,55,587,10.7,4,jake-gaebler-1
267,Darrell McNeal,Louisiana-Monroe,Sun Belt,11,51,558,10.9,4,21,40,1.9,4,72,598,8.3,8,darrell-mcneal-1
268,Johnny Williams,Duke,ACC,11,30,327,10.9,0,1,-3,-3.0,0,31,324,10.5,0,johnny-williams-1
269,Eugene Jarvis,Kent State,MAC,9,25,273,10.9,1,165,801,4.9,9,190,1074,5.7,10,eugene-jarvis-1
270,Kerry Meier*,Kansas,Big 12,13,97,1045,10.8,8,2,-5,-2.5,0,99,1040,10.5,8,kerry-meier-1
271,Aaron Kelly*,Clemson,ACC,13,67,722,10.8,4,,,,,67,722,10.8,4,aaron-kelly-1
272,Jeff Maehl*,Oregon,Pac-10,13,39,421,10.8,5,11,81,7.4,0,50,502,10.0,5,jeff-maehl-1
273,Dustin Woods,Miami (OH),MAC,11,35,377,10.8,0,,,,,35,377,10.8,0,dustin-woods-1
274,Gerald Jones,Tennessee,SEC,11,30,323,10.8,4,23,126,5.5,1,53,449,8.5,5,gerald-jones-2
275,Donte Davis,Syracuse,Big East,12,29,312,10.8,2,,,,,29,312,10.8,2,donte-davis-1
276,Tyrell Fenroy,Louisiana,Sun Belt,12,24,259,10.8,0,226,1375,6.1,19,250,1634,6.5,19,tyrell-fenroy-1
277,Antonio Brown*,Central Michigan,MAC,13,93,998,10.7,7,20,116,5.8,0,113,1114,9.9,7,antonio-brown-1
278,Jacory Stone,Eastern Michigan,MAC,12,88,943,10.7,3,,,,,88,943,10.7,3,jacory-stone-1
279,Ross Lane*,Northwestern,Big Ten,13,60,640,10.7,3,,,,,60,640,10.7,3,ross-lane-1
280,Jessie Hester*,South Florida,Big East,13,54,579,10.7,3,,,,,54,579,10.7,3,jessie-hester-2
281,Jessie Hester Jr.*,South Florida,Big East,13,54,579,10.7,3,0,0,,0,54,579,10.7,3,jessie-hester-jr-1
282,Aaron Bain*,Hawaii,WAC,14,52,557,10.7,6,,,,,52,557,10.7,6,aaron-bain-1
283,Brock Stickler,North Texas,Sun Belt,10,46,490,10.7,3,,,,,46,490,10.7,3,brock-stickler-1
284,Aldarius Johnson*,Miami (FL),ACC,12,31,332,10.7,3,,,,,31,332,10.7,3,aldarius-johnson-1
285,Patrick Williams,Colorado,Big 12,12,30,322,10.7,2,2,2,1.0,0,32,324,10.1,2,patrick-williams-1
286,Taiwan Easterling*,Florida State,ACC,12,30,322,10.7,1,5,20,4.0,0,35,342,9.8,1,taiwan-easterling-1
287,Ryan Christian*,TCU,MWC,13,30,321,10.7,0,91,386,4.2,4,121,707,5.8,4,ryan-christian-1
288,Andre Brown*,North Carolina State,ACC,13,29,309,10.7,2,175,767,4.4,7,204,1076,5.3,9,andre-brown-1
289,Philip Beck*,Louisiana Tech,WAC,13,25,268,10.7,0,,,,,25,268,10.7,0,philip-beck-1
290,Andrew Mooney,Ohio,MAC,9,27,287,10.6,3,0,0,,0,27,287,10.6,3,andrew-mooney-1
291,Roy Helu Jr.*,Nebraska,Big 12,12,25,266,10.6,0,125,803,6.4,7,150,1069,7.1,7,roy-helu-jr-1
292,Mark Hafner*,Houston,CUSA,13,86,907,10.5,11,,,,,86,907,10.5,11,mark-hafner-1
293,Demir Boldin*,Wake Forest,ACC,13,81,848,10.5,3,25,80,3.2,0,106,928,8.8,3,demir-boldin-1
294,Shawn Nelson*,Southern Mississippi,CUSA,13,53,557,10.5,3,,,,,53,557,10.5,3,shawn-nelson-1
295,Kennard Burton*,Troy,Sun Belt,13,47,492,10.5,1,13,95,7.3,2,60,587,9.8,3,kennard-burton-1
296,Chaz Rodriguez*,Houston,CUSA,13,40,418,10.5,1,,,,,40,418,10.5,1,chaz-rodriguez-1
297,Richard Dickson*,LSU,SEC,13,31,324,10.5,5,,,,,31,324,10.5,5,richard-dickson-1
298,Eric Morris*,Texas Tech,Big 12,13,74,771,10.4,9,6,34,5.7,2,80,805,10.1,11,eric-morris-1
299,Greg Orton,Purdue,Big Ten,12,69,720,10.4,5,,,,,69,720,10.4,5,greg-orton-1
300,Mike Goodson,Texas A&amp;M,Big 12,10,37,386,10.4,3,94,406,4.3,5,131,792,6.0,8,mike-goodson-1
301,Greg Bolling,Wyoming,MWC,12,26,271,10.4,2,8,18,2.3,0,34,289,8.5,2,greg-bolling-1
302,Anthony Sherman*,Connecticut,Big East,13,26,270,10.4,0,6,39,6.5,0,32,309,9.7,0,anthony-sherman-1
303,Rasheed Ward*,Northwestern,Big Ten,13,51,526,10.3,3,,,,,51,526,10.3,3,rasheed-ward-1
304,Branden Ledbetter*,Western Michigan,MAC,11,45,464,10.3,6,,,,,45,464,10.3,6,branden-ledbetter-1
305,Jake O'Connell,Miami (OH),MAC,12,25,258,10.3,0,,,,,25,258,10.3,0,jake-oconnell-1
306,Lester Jean,Florida Atlantic,Sun Belt,13,25,257,10.3,2,2,9,4.5,0,27,266,9.9,2,lester-jean-1
307,Wenquel Graves,Western Kentucky,Sun Belt,12,25,257,10.3,0,3,11,3.7,0,28,268,9.6,0,wenquel-graves-1
308,Desmond Gee,Middle Tennessee State,Sun Belt,11,24,248,10.3,1,64,205,3.2,0,88,453,5.1,1,desmond-gee-1
309,Brandon McRae,Mississippi State,SEC,12,51,518,10.2,3,1,-1,-1.0,0,52,517,9.9,3,brandon-mcrae-1
310,Tyler Jones,Eastern Michigan,MAC,12,75,760,10.1,6,34,145,4.3,0,109,905,8.3,6,tyler-jones-1
311,Patrick Honeycutt,Middle Tennessee State,Sun Belt,12,51,513,10.1,3,,,,,51,513,10.1,3,patrick-honeycutt-1
312,Tyler Grisham*,Clemson,ACC,13,37,372,10.1,1,1,3,3.0,0,38,375,9.9,1,tyler-grisham-1
313,Nick Walker*,Alabama,SEC,14,32,324,10.1,2,,,,,32,324,10.1,2,nick-walker-1
314,Dennis Kennedy,Akron,MAC,12,31,314,10.1,1,239,1321,5.5,17,270,1635,6.1,18,dennis-kennedy-1
315,Kashif Moore*,Connecticut,Big East,12,27,273,10.1,1,1,5,5.0,0,28,278,9.9,1,kashif-moore-1
316,Roland Bruno,New Mexico,MWC,12,24,242,10.1,0,3,21,7.0,0,27,263,9.7,0,roland-bruno-1
317,Nick Moore,Toledo,MAC,12,78,779,10.0,1,1,1,1.0,0,79,780,9.9,1,nick-moore-3
318,Baron Batch*,Texas Tech,Big 12,13,45,449,10.0,1,113,758,6.7,7,158,1207,7.6,8,baron-batch-1
319,Bear Pascoe*,Fresno State,WAC,12,40,400,10.0,4,,,,,40,400,10.0,4,bear-pascoe-1
320,Ben Kuznia*,Minnesota,Big Ten,13,31,310,10.0,0,,,,,31,310,10.0,0,ben-kuznia-1
321,Terrance Turner,Indiana,Big Ten,12,29,289,10.0,0,,,,,29,289,10.0,0,terrance-turner-1
322,Casey Fitzgerald,North Texas,Sun Belt,12,113,1119,9.9,6,4,47,11.8,0,117,1166,10.0,6,casey-fitzgerald-1
323,Vincent Brown,San Diego State,MWC,12,64,631,9.9,5,3,37,12.3,0,67,668,10.0,5,vincent-brown-3
324,Bradon Godfrey*,Utah,MWC,13,56,556,9.9,4,,,,,56,556,9.9,4,bradon-godfrey-1
325,Keith Smith,Purdue,Big Ten,12,49,486,9.9,2,1,4,4.0,0,50,490,9.8,2,keith-smith-1
326,Dan Gronkowski*,Maryland,ACC,13,29,287,9.9,3,,,,,29,287,9.9,3,dan-gronkowski-1
327,Terrence McCoy,Texas A&amp;M,Big 12,10,24,237,9.9,1,,,,,24,237,9.9,1,terrence-mccoy-1
328,Cary Koch,Virginia,ACC,12,30,293,9.8,0,0,0,,0,30,293,9.8,0,cary-koch-1
329,Wes Caldwell,Middle Tennessee State,Sun Belt,12,27,265,9.8,0,,,,,27,265,9.8,0,wes-caldwell-1
330,Corey Partridge,Bowling Green State,MAC,12,58,562,9.7,7,1,1,1.0,0,59,563,9.5,7,corey-partridge-1
331,Darius Darks,Iowa State,Big 12,12,49,477,9.7,1,1,5,5.0,0,50,482,9.6,1,darius-darks-1
332,A.J. Whitmore*,Tulsa,CUSA,14,27,261,9.7,2,51,346,6.8,6,78,607,7.8,8,aj-whitmore-1
333,Sam Dibrell,North Texas,Sun Belt,4,24,233,9.7,0,,,,,24,233,9.7,0,sam-dibrell-1
334,Terrance Wilkerson,SMU,CUSA,8,24,233,9.7,2,,,,,24,233,9.7,2,terrance-wilkerson-1
335,Ryan Moya,UCLA,Pac-10,12,38,364,9.6,3,,,,,38,364,9.6,3,ryan-moya-1
336,Derrick Washington*,Missouri,Big 12,14,29,277,9.6,2,177,1036,5.9,17,206,1313,6.4,19,derrick-washington-1
337,LeSean McCoy*,Pitt,Big East,13,32,305,9.5,0,308,1488,4.8,21,340,1793,5.3,21,lesean-mccoy-1
338,Wes Neiman,New Mexico State,WAC,6,27,254,9.4,2,4,25,6.3,0,31,279,9.0,2,wes-neiman-1
339,Junior Mertile,Florida International,Sun Belt,12,26,245,9.4,2,2,1,0.5,0,28,246,8.8,2,junior-mertile-1
340,Jermaine McQueen,New Mexico,MWC,12,24,226,9.4,1,2,11,5.5,0,26,237,9.1,1,jermaine-mcqueen-1
341,Preston Parker*,Florida State,ACC,10,40,372,9.3,2,10,87,8.7,0,50,459,9.2,2,preston-parker-1
342,Miquale Lewis*,Ball State,MAC,14,35,325,9.3,0,322,1736,5.4,22,357,2061,5.8,22,miquale-lewis-1
343,Michael Smith,Arkansas,SEC,10,32,298,9.3,2,207,1072,5.2,8,239,1370,5.7,10,michael-smith-2
344,Ontario Sneed*,Central Michigan,MAC,13,32,297,9.3,3,124,548,4.4,8,156,845,5.4,11,ontario-sneed-1
345,Terrell Jackson,UTEP,CUSA,11,23,213,9.3,1,107,451,4.2,2,130,664,5.1,3,terrell-jackson-2
346,Jack Simmons*,Minnesota,Big Ten,13,36,331,9.2,2,,,,,36,331,9.2,2,jack-simmons-1
347,David Grimes*,Notre Dame,Ind,11,35,321,9.2,3,2,15,7.5,0,37,336,9.1,3,david-grimes-1
348,Jeshua Anderson,Washington State,Pac-10,12,33,305,9.2,2,4,17,4.3,0,37,322,8.7,2,jeshua-anderson-1
349,Gartrell Johnson*,Colorado State,MWC,13,32,295,9.2,0,278,1476,5.3,12,310,1771,5.7,12,gartrell-johnson-1
350,Gartrell Johnson III*,Colorado State,MWC,13,32,295,9.2,0,278,1476,5.3,12,310,1771,5.7,12,gartrell-johnson-iii-1
351,Marcus Barnett*,Cincinnati,Big East,14,30,277,9.2,1,5,13,2.6,0,35,290,8.3,1,marcus-barnett-1
352,A.J. Harris,New Mexico State,WAC,12,78,713,9.1,3,2,-1,-0.5,0,80,712,8.9,3,aj-harris-1
353,John Allen,Toledo,MAC,12,29,265,9.1,2,,,,,29,265,9.1,2,john-allen-1
354,Jahvid Best*,California,Pac-10,12,27,246,9.1,1,194,1580,8.1,15,221,1826,8.3,16,jahvid-best-1
355,Anthony Turner,Bowling Green State,MAC,11,26,237,9.1,0,89,400,4.5,5,115,637,5.5,5,anthony-turner-1
356,Martavious Odoms,Michigan,Big Ten,11,49,443,9.0,0,5,10,2.0,0,54,453,8.4,0,martavious-odoms-1
357,Daniel Dufrene,Illinois,Big Ten,11,30,271,9.0,2,117,663,5.7,0,147,934,6.4,2,daniel-dufrene-1
358,Marvon Sanders,Eastern Michigan,MAC,12,28,253,9.0,1,10,80,8.0,0,38,333,8.8,1,marvon-sanders-1
359,J.J. McCoy,Louisiana-Monroe,Sun Belt,12,23,207,9.0,2,3,2,0.7,0,26,209,8.0,2,jj-mccoy-1
360,Ray Fisher,Indiana,Big Ten,11,42,373,8.9,5,10,58,5.8,0,52,431,8.3,5,ray-fisher-1
361,Freddie Barnes,Bowling Green State,MAC,9,40,355,8.9,0,22,86,3.9,0,62,441,7.1,0,freddie-barnes-1
362,Jock Sanders*,West Virginia,Big East,13,53,462,8.7,7,48,250,5.2,2,101,712,7.0,9,jock-sanders-1
363,Terrence Austin,UCLA,Pac-10,12,53,460,8.7,1,13,90,6.9,0,66,550,8.3,1,terrence-austin-1
364,Cole Beasley,SMU,CUSA,11,42,366,8.7,3,,,,,42,366,8.7,3,cole-beasley-1
365,Tyrell Sutton*,Northwestern,Big Ten,9,35,305,8.7,2,184,890,4.8,6,219,1195,5.5,8,tyrell-sutton-1
366,Eugene Harris,Miami (OH),MAC,12,33,286,8.7,1,1,-4,-4.0,0,34,282,8.3,1,eugene-harris-1
367,Aubrey Bell,Mississippi State,SEC,12,31,271,8.7,0,,,,,31,271,8.7,0,aubrey-bell-1
368,Cody Crawford,Colorado,Big 12,12,31,269,8.7,2,1,2,2.0,0,32,271,8.5,2,cody-crawford-1
369,Earnest Williams*,Memphis,CUSA,13,29,249,8.6,6,10,56,5.6,0,39,305,7.8,6,earnest-williams-1
370,Jamelle Eugene*,North Carolina State,ACC,10,26,224,8.6,0,95,442,4.7,2,121,666,5.5,2,jamelle-eugene-1
371,Jamal Rogers,Miami (OH),MAC,11,42,359,8.5,0,9,53,5.9,0,51,412,8.1,0,jamal-rogers-1
372,Jacquizz Rodgers*,Oregon State,Pac-10,11,29,247,8.5,1,259,1253,4.8,11,288,1500,5.2,12,jacquizz-rodgers-1
373,Kealoha Pilares*,Hawaii,WAC,10,29,246,8.5,2,56,300,5.4,5,85,546,6.4,7,kealoha-pilares-1
374,Shane Vereen*,California,Pac-10,13,27,221,8.2,1,142,715,5.0,4,169,936,5.5,5,shane-vereen-1
375,Vai Taua*,Nevada,WAC,13,30,243,8.1,3,236,1521,6.4,15,266,1764,6.6,18,vai-taua-1
376,Andre Anderson,Tulane,CUSA,7,25,202,8.1,1,174,864,5.0,7,199,1066,5.4,8,andre-anderson-2
377,John M. Phillips,Virginia,ACC,12,48,385,8.0,2,1,0,0.0,0,49,385,7.9,2,john-m-phillips-1
378,John Phillips,Virginia,ACC,12,48,385,8.0,2,1,0,0.0,0,49,385,7.9,2,john-phillips-1
379,Dicky Lyons*,Kentucky,SEC,6,33,264,8.0,2,,,,,33,264,8.0,2,dicky-lyons-1
380,Steven Black*,Memphis,CUSA,13,36,286,7.9,2,16,81,5.1,4,52,367,7.1,6,steven-black-1
381,Alex Lott,North Texas,Sun Belt,12,26,201,7.7,2,1,8,8.0,0,27,209,7.7,2,alex-lott-1
382,Bryant Williams,New Mexico,MWC,12,36,272,7.6,1,2,43,21.5,1,38,315,8.3,2,bryant-williams-1
383,Andre Bratton,Miami (OH),MAC,11,33,246,7.5,0,79,366,4.6,1,112,612,5.5,1,andre-bratton-1
384,Damion Fletcher*,Southern Mississippi,CUSA,12,33,246,7.5,1,219,1313,6.0,10,252,1559,6.2,11,damion-fletcher-1
385,Brandon Barden*,Vanderbilt,SEC,13,28,209,7.5,4,,,,,28,209,7.5,4,brandon-barden-1
386,Jay Hollingsworth,Duke,ACC,12,25,188,7.5,2,108,399,3.7,1,133,587,4.4,3,jay-hollingsworth-1
387,Harvey Unga*,Brigham Young,MWC,13,42,309,7.4,4,240,1132,4.7,11,282,1441,5.1,15,harvey-unga-1
388,Brandon West*,Western Michigan,MAC,12,38,280,7.4,3,204,1026,5.0,8,242,1306,5.4,11,brandon-west-1
389,Lamark Brown,Kansas State,Big 12,9,24,178,7.4,1,118,412,3.5,5,142,590,4.2,6,lamark-brown-1
390,Brandon Whittington,Purdue,Big Ten,12,25,182,7.3,1,,,,,25,182,7.3,1,brandon-whittington-1
391,William Rose,Florida Atlantic,Sun Belt,13,23,168,7.3,2,63,308,4.9,1,86,476,5.5,3,william-rose-1
392,Armando Allen*,Notre Dame,Ind,13,50,355,7.1,2,134,585,4.4,3,184,940,5.1,5,armando-allen-1
393,Jeff Clark,San Jose State,WAC,12,24,168,7.0,1,,,,,24,168,7.0,1,jeff-clark-1
394,James Starks*,Buffalo,MAC,12,52,361,6.9,1,272,1333,4.9,16,324,1694,5.2,17,james-starks-1
395,Kory Sheets,Purdue,Big Ten,12,37,253,6.8,1,234,1131,4.8,16,271,1384,5.1,17,kory-sheets-1
396,Tyrone Pronty,Bowling Green State,MAC,12,29,197,6.8,1,5,11,2.2,0,34,208,6.1,1,tyrone-pronty-1
397,Javon Ringer*,Michigan State,Big Ten,13,28,190,6.8,0,390,1637,4.2,22,418,1827,4.4,22,javon-ringer-1
398,Brandon Simmons*,East Carolina,CUSA,14,27,172,6.4,3,134,474,3.5,7,161,646,4.0,10,brandon-simmons-1
399,Atiyyah Henderson,San Diego State,MWC,11,36,228,6.3,1,120,490,4.1,4,156,718,4.6,5,atiyyah-henderson-1
400,De'Leon Eskridge*,Minnesota,Big Ten,13,29,181,6.2,0,184,678,3.7,7,213,859,4.0,7,deleon-eskridge-1
401,Rashaud Slaughter,UAB,CUSA,12,29,176,6.1,1,113,514,4.5,4,142,690,4.9,5,rashaud-slaughter-1
402,Dujuan Harris*,Troy,Sun Belt,13,36,216,6.0,3,210,1077,5.1,11,246,1293,5.3,14,dujuan-harris-1
403,Noel Devine*,West Virginia,Big East,13,35,185,5.3,0,206,1289,6.3,4,241,1474,6.1,4,noel-devine-1
404,Cedric Peerman,Virginia,ACC,11,44,193,4.4,0,153,774,5.1,7,197,967,4.9,7,cedric-peerman-1
405,Graig Cooper*,Miami (FL),ACC,13,29,113,3.9,1,171,841,4.9,4,200,954,4.8,5,graig-cooper-1
