
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
20,Tyler Shoemaker*,Boise State,WAC,13,32,582,18.2,5,1,-1,-1.0,0,33,581,17.6,5,tyler-shoemaker-1
21,Kinsman Thomas,Eastern Michigan,MAC,11,26,473,18.2,4,,,,,26,473,18.2,4,kinsman-thomas-1
22,Ladarius Green,Louisiana,Sun Belt,10,44,794,18.0,7,,,,,44,794,18.0,7,ladarius-green-1
23,Travis Benjamin*,Miami (FL),ACC,13,43,743,17.3,3,3,44,14.7,0,46,787,17.1,3,travis-benjamin-1
24,Aaron Spikes,Louisiana,Sun Belt,12,23,398,17.3,6,103,339,3.3,2,126,737,5.8,8,aaron-spikes-1
25,Alshon Jeffery*,South Carolina,SEC,14,88,1517,17.2,9,,,,,88,1517,17.2,9,alshon-jeffery-1
26,Dane Sanzenbacher*,Ohio State,Big Ten,13,55,948,17.2,11,4,14,3.5,1,59,962,16.3,12,dane-sanzenbacher-1
27,Marcus Rucker,Memphis,CUSA,12,41,704,17.2,8,1,0,0.0,0,42,704,16.8,8,marcus-rucker-1
28,Phillip Payne,UNLV,MWC,11,40,689,17.2,5,,,,,40,689,17.2,5,phillip-payne-1
29,Chip Reeves*,Troy,Sun Belt,13,30,515,17.2,5,1,5,5.0,0,31,520,16.8,5,chip-reeves-1
30,Titus Young*,Boise State,WAC,13,71,1215,17.1,9,14,94,6.7,1,85,1309,15.4,10,titus-young-1
31,Josh Gordon*,Baylor,Big 12,13,42,714,17.0,7,,,,,42,714,17.0,7,josh-gordon-1
32,Daniel Hardy,Idaho,WAC,8,32,545,17.0,1,,,,,32,545,17.0,1,daniel-hardy-1
33,Devonte Christopher*,Utah,MWC,12,39,660,16.9,6,,,,,39,660,16.9,6,devonte-christopher-1
34,Emory Blake*,Auburn,SEC,14,33,554,16.8,8,,,,,33,554,16.8,8,emory-blake-1
35,Derek Moye*,Penn State,Big Ten,13,53,885,16.7,8,2,39,19.5,0,55,924,16.8,8,derek-moye-1
36,Jack Tomlinson,Ball State,MAC,10,29,484,16.7,6,,,,,29,484,16.7,6,jack-tomlinson-1
37,Jamar Newsome*,UCF,CUSA,14,37,616,16.6,3,3,15,5.0,1,40,631,15.8,4,jamar-newsome-1
38,Trae Johnson*,Tulsa,CUSA,12,30,498,16.6,3,,,,,30,498,16.6,3,trae-johnson-1
39,T.J. Simpson,Arizona State,Pac-10,12,29,481,16.6,0,,,,,29,481,16.6,0,tj-simpson-1
40,Taylor Stockemer,Arkansas State,Sun Belt,11,34,560,16.5,5,,,,,34,560,16.5,5,taylor-stockemer-1
41,Cameron Kenney*,Oklahoma,Big 12,14,33,544,16.5,4,,,,,33,544,16.5,4,cameron-kenney-1
42,Rueben Randle*,LSU,SEC,13,33,544,16.5,3,,,,,33,544,16.5,3,rueben-randle-1
43,Jermaine McKenzie,Memphis,CUSA,11,25,409,16.4,3,,,,,25,409,16.4,3,jermaine-mckenzie-1
44,Joe Adams*,Arkansas,SEC,12,50,813,16.3,6,6,32,5.3,0,56,845,15.1,6,joe-adams-1
45,Marvin McNutt*,Iowa,Big Ten,13,53,861,16.2,8,1,5,5.0,0,54,866,16.0,8,marvin-mcnutt-1
46,Derrell Johnson-Koulianos*,Iowa,Big Ten,12,46,745,16.2,10,5,40,8.0,0,51,785,15.4,10,derrell-johnson-koulianos-1
47,Orson Charles*,Georgia,SEC,13,26,422,16.2,2,,,,,26,422,16.2,2,orson-charles-1
48,Justin Blackmon*,Oklahoma State,Big 12,12,111,1782,16.1,20,4,77,19.3,1,115,1859,16.2,21,justin-blackmon-1
49,Leonard Hankerson*,Miami (FL),ACC,13,72,1156,16.1,13,,,,,72,1156,16.1,13,leonard-hankerson-1
50,Eric Greenwood,Idaho,WAC,13,46,741,16.1,6,,,,,46,741,16.1,6,eric-greenwood-1
51,Michael Campbell,Temple,MAC,12,45,724,16.1,6,,,,,45,724,16.1,6,michael-campbell-1
52,Rob Housler,Florida Atlantic,Sun Belt,12,39,629,16.1,4,1,29,29.0,0,40,658,16.5,4,rob-housler-1
53,Deantre Lewis,Arizona State,Pac-10,11,23,370,16.1,2,92,539,5.9,4,115,909,7.9,6,deantre-lewis-1
54,Jermaine Kearse*,Washington,Pac-10,13,63,1005,16.0,12,,,,,63,1005,16.0,12,jermaine-kearse-1
55,Devier Posey*,Ohio State,Big Ten,13,53,848,16.0,7,,,,,53,848,16.0,7,devier-posey-1
56,Jarrett Boykin*,Virginia Tech,ACC,14,53,847,16.0,6,,,,,53,847,16.0,6,jarrett-boykin-1
57,Dontrelle Inman,Virginia,ACC,12,51,815,16.0,3,,,,,51,815,16.0,3,dontrelle-inman-1
58,Rod Streater,Temple,MAC,12,30,481,16.0,4,7,83,11.9,1,37,564,15.2,5,rod-streater-1
59,Greg Salas*,Hawaii,WAC,14,119,1889,15.9,14,,,,,119,1889,15.9,14,greg-salas-1
60,Zach Bolger,Wyoming,MWC,11,28,446,15.9,3,,,,,28,446,15.9,3,zach-bolger-1
61,Alex Neutz,Buffalo,MAC,11,26,414,15.9,4,,,,,26,414,15.9,4,alex-neutz-1
62,Marcus Sales*,Syracuse,Big East,11,26,414,15.9,4,,,,,26,414,15.9,4,marcus-sales-1
63,D.J. Woods,Cincinnati,Big East,12,57,898,15.8,8,11,87,7.9,2,68,985,14.5,10,dj-woods-1
64,Chris Owusu*,Stanford,Pac-10,7,25,396,15.8,3,2,32,16.0,0,27,428,15.9,3,chris-owusu-1
65,Torrey Smith*,Maryland,ACC,13,67,1055,15.7,12,9,7,0.8,0,76,1062,14.0,12,torrey-smith-1
66,Rishard Matthews*,Nevada,WAC,14,56,879,15.7,5,5,76,15.2,2,61,955,15.7,7,rishard-matthews-1
67,Kelvin Bolden*,Southern Mississippi,CUSA,12,46,722,15.7,6,5,27,5.4,0,51,749,14.7,6,kelvin-bolden-1
68,Aaron Dobson,Marshall,CUSA,12,44,689,15.7,5,2,18,9.0,0,46,707,15.4,5,aaron-dobson-1
69,Da'Jon McKnight,Minnesota,Big Ten,12,48,750,15.6,10,,,,,48,750,15.6,10,dajon-mcknight-1
70,Ryan Grant,Tulane,CUSA,12,33,515,15.6,4,5,3,0.6,0,38,518,13.6,4,ryan-grant-2
71,Patrick Edwards,Houston,CUSA,12,71,1100,15.5,13,1,-9,-9.0,0,72,1091,15.2,13,patrick-edwards-1
72,Jonathan Baldwin*,Pitt,Big East,13,53,822,15.5,5,3,3,1.0,0,56,825,14.7,5,jonathan-baldwin-1
73,Mark Dell*,Michigan State,Big Ten,13,51,788,15.5,6,,,,,51,788,15.5,6,mark-dell-1
74,Kierrie Johnson,Houston,CUSA,12,37,572,15.5,6,,,,,37,572,15.5,6,kierrie-johnson-1
75,Coby Fleener*,Stanford,Pac-10,13,28,434,15.5,7,,,,,28,434,15.5,7,coby-fleener-1
76,Steven Goulet*,Ohio,MAC,13,25,388,15.5,1,8,79,9.9,0,33,467,14.2,1,steven-goulet-1
77,Lester Jean,Florida Atlantic,Sun Belt,12,64,988,15.4,8,2,-16,-8.0,0,66,972,14.7,8,lester-jean-1
78,Jeremy Ebert*,Northwestern,Big Ten,13,62,953,15.4,8,5,21,4.2,0,67,974,14.5,8,jeremy-ebert-1
79,Lance Kendricks*,Wisconsin,Big Ten,13,43,663,15.4,5,2,-10,-5.0,0,45,653,14.5,5,lance-kendricks-1
80,Willie Haulstead*,Florida State,ACC,13,38,587,15.4,6,0,6,,0,38,593,15.6,6,willie-haulstead-1
81,Jalen Saunders*,Fresno State,WAC,13,30,462,15.4,3,19,166,8.7,0,49,628,12.8,3,jalen-saunders-1
82,Dwight Jones*,North Carolina,ACC,13,62,946,15.3,4,,,,,62,946,15.3,4,dwight-jones-1
83,Damaris Johnson*,Tulsa,CUSA,13,57,872,15.3,4,55,560,10.2,7,112,1432,12.8,11,damaris-johnson-1
84,Marvin Jones,California,Pac-10,12,50,765,15.3,4,6,94,15.7,1,56,859,15.3,5,marvin-jones-1
85,Patrick Hearn,UAB,CUSA,12,35,536,15.3,4,3,11,3.7,0,38,547,14.4,4,patrick-hearn-1
86,Duwyce Wilson,Indiana,Big Ten,12,32,488,15.3,3,,,,,32,488,15.3,3,duwyce-wilson-1
87,Shaky Smithson*,Utah,MWC,13,25,383,15.3,3,4,33,8.3,0,29,416,14.3,3,shaky-smithson-1
88,Chris Matthews*,Kentucky,SEC,13,61,925,15.2,9,,,,,61,925,15.2,9,chris-matthews-1
89,Owen Spencer*,North Carolina State,ACC,13,60,912,15.2,4,,,,,60,912,15.2,4,owen-spencer-1
90,Jimmy Young*,TCU,MWC,13,32,486,15.2,4,,,,,32,486,15.2,4,jimmy-young-1
91,Kamar Aiken*,UCF,CUSA,14,32,486,15.2,2,,,,,32,486,15.2,2,kamar-aiken-1
92,Daniel Blackledge,Washington State,Pac-10,11,30,456,15.2,3,2,16,8.0,0,32,472,14.8,3,daniel-blackledge-1
93,Allen Muse,Arkansas State,Sun Belt,12,42,635,15.1,5,1,2,2.0,0,43,637,14.8,5,allen-muse-1
94,Paul Richardson,Colorado,Big 12,12,34,514,15.1,6,6,7,1.2,0,40,521,13.0,6,paul-richardson-1
95,Ted Bolser,Indiana,Big Ten,12,27,407,15.1,5,,,,,27,407,15.1,5,ted-bolser-1
96,Andrell Smith*,Louisville,Big East,13,25,377,15.1,3,,,,,25,377,15.1,3,andrell-smith-1
97,Juron Criner*,Arizona,Pac-10,13,82,1233,15.0,11,8,66,8.3,0,90,1299,14.4,11,juron-criner-1
98,Jamel Hamler*,Fresno State,WAC,12,54,812,15.0,6,1,-1,-1.0,0,55,811,14.7,6,jamel-hamler-1
