
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
228,Charles Davis*,Purdue,Big Ten,12,34,416,12.2,3,,,,,34,416,12.2,3,charles-davis-1
229,Jeff King*,Virginia Tech,ACC,13,25,304,12.2,4,,,,,25,304,12.2,4,jeff-king-1
230,Joel Hazard*,Boston College,Big East,12,34,413,12.1,5,1,1,1.0,0,35,414,11.8,5,joel-hazard-1
231,Anthony Wheat-Brown*,Oregon State,Pac-10,10,33,400,12.1,3,,,,,33,400,12.1,3,anthony-wheat-brown-1
232,Garrett Cross*,California,Pac-10,11,28,339,12.1,5,,,,,28,339,12.1,5,garrett-cross-1
233,Ryan Kennedy,SMU,WAC,11,21,254,12.1,1,,,,,21,254,12.1,1,ryan-kennedy-2
234,Chris Foster,SMU,WAC,11,37,444,12.0,4,1,8,8.0,0,38,452,11.9,4,chris-foster-1
235,George Murray*,Cincinnati,CUSA,12,30,361,12.0,0,14,23,1.6,0,44,384,8.7,0,george-murray-1
236,Bill Flowers,Ole Miss,SEC,8,29,349,12.0,2,,,,,29,349,12.0,2,bill-flowers-1
237,Richard Washington,North Carolina State,ACC,8,29,348,12.0,2,12,133,11.1,0,41,481,11.7,2,richard-washington-1
238,Alec Messerall,Air Force,MWC,10,22,265,12.0,1,1,0,0.0,0,23,265,11.5,1,alec-messerall-1
239,Ricky Williams,Arizona,Pac-10,11,22,264,12.0,0,,,,,22,264,12.0,0,ricky-williams-1
240,A.J. Bennett,Eastern Michigan,MAC,11,36,430,11.9,2,3,26,8.7,1,39,456,11.7,3,aj-bennett-1
241,Tee Milons,Mississippi State,SEC,10,24,285,11.9,2,,,,,24,285,11.9,2,tee-milons-1
242,Kelvin Grant,Clemson,ACC,10,23,274,11.9,0,,,,,23,274,11.9,0,kelvin-grant-1
243,S.J. Green,South Florida,CUSA,11,22,262,11.9,1,,,,,22,262,11.9,1,sj-green-1
244,Ed Hinkel*,Iowa,Big Ten,12,63,744,11.8,7,,,,,63,744,11.8,7,ed-hinkel-1
245,Reggie Bush*,USC,Pac-10,13,43,509,11.8,7,143,908,6.3,6,186,1417,7.6,13,reggie-bush-1
246,Jason Avant*,Michigan,Big Ten,11,38,447,11.8,3,,,,,38,447,11.8,3,jason-avant-1
247,Alvin Marshall,UNLV,MWC,11,37,437,11.8,1,6,57,9.5,0,43,494,11.5,1,alvin-marshall-1
248,Mario Hill,Ole Miss,SEC,11,36,426,11.8,0,1,9,9.0,0,37,435,11.8,0,mario-hill-1
249,Michael McGrew*,Virginia,ACC,12,30,355,11.8,2,,,,,30,355,11.8,2,michael-mcgrew-1
250,Jermaine Jamison*,Fresno State,WAC,11,24,284,11.8,3,,,,,24,284,11.8,3,jermaine-jamison-1
251,Mark Philmore,Northwestern,Big Ten,8,54,633,11.7,2,,,,,54,633,11.7,2,mark-philmore-1
252,Brandon Rideau,Kansas,Big 12,11,51,597,11.7,7,,,,,51,597,11.7,7,brandon-rideau-1
253,Joe Delsardo*,Pitt,Big East,12,49,573,11.7,4,1,0,0.0,0,50,573,11.5,4,joe-delsardo-1
254,Jonathan Fields,Northwestern,Big Ten,12,48,560,11.7,4,7,60,8.6,0,55,620,11.3,4,jonathan-fields-1
255,Cody Fuller*,Texas Tech,Big 12,12,43,505,11.7,0,,,,,43,505,11.7,0,cody-fuller-1
256,Maurice Avery*,Memphis,CUSA,12,36,422,11.7,1,9,63,7.0,0,45,485,10.8,1,maurice-avery-1
257,Jabari Arthur,Akron,MAC,9,23,270,11.7,0,7,17,2.4,0,30,287,9.6,0,jabari-arthur-1
258,Steve Suter,Maryland,ACC,10,23,270,11.7,0,5,31,6.2,0,28,301,10.8,0,steve-suter-1
259,Tramain Hall,North Carolina State,ACC,11,28,324,11.6,3,14,81,5.8,0,42,405,9.6,3,tramain-hall-1
260,Mark Simmons,Kansas,Big 12,11,48,553,11.5,3,3,19,6.3,0,51,572,11.2,3,mark-simmons-1
261,Brandon Allen,New Mexico State,Sun Belt,11,26,300,11.5,1,3,12,4.0,0,29,312,10.8,1,brandon-allen-1
262,Derrick Bush,Kent State,MAC,11,25,288,11.5,3,2,0,0.0,0,27,288,10.7,3,derrick-bush-1
263,Marcus Maxwell,Oregon,Pac-10,11,25,287,11.5,2,,,,,25,287,11.5,2,marcus-maxwell-1
264,Norris Drinkard*,UAB,CUSA,12,23,265,11.5,2,21,156,7.4,4,44,421,9.6,6,norris-drinkard-1
265,Rich Parson,Maryland,ACC,11,22,254,11.5,1,,,,,22,254,11.5,1,rich-parson-1
266,Tyrell McElroy,Kent State,MAC,10,22,252,11.5,0,2,7,3.5,0,24,259,10.8,0,tyrell-mcelroy-1
267,Caleb Spencer,Nevada,WAC,12,67,761,11.4,4,1,8,8.0,0,68,769,11.3,4,caleb-spencer-1
268,O.J. Small*,Florida,SEC,12,63,719,11.4,4,,,,,63,719,11.4,4,o-j-small-1
269,Gerald Welch*,Hawaii,WAC,13,45,515,11.4,5,,,,,45,515,11.4,5,gerald-welch-1
270,Jerramy Scott,Michigan State,Big Ten,12,39,444,11.4,3,2,5,2.5,0,41,449,11.0,3,jerramy-scott-1
271,Robert Jordan*,California,Pac-10,8,29,332,11.4,2,1,-4,-4.0,0,30,328,10.9,2,robert-jordan-1
272,Ronnie Elliott,Duke,ACC,11,28,318,11.4,1,1,4,4.0,0,29,322,11.1,1,ronnie-elliott-1
273,Jermaine Landrum,Tulsa,WAC,12,24,273,11.4,2,7,21,3.0,0,31,294,9.5,2,jermaine-landrum-1
274,Limas Sweed*,Texas,Big 12,11,23,263,11.4,0,,,,,23,263,11.4,0,limas-sweed-1
275,Reynaldo Pellerin,SMU,WAC,11,21,239,11.4,3,,,,,21,239,11.4,3,reynaldo-pellerin-1
276,Matt Trannon,Michigan State,Big Ten,11,36,405,11.3,2,1,12,12.0,0,37,417,11.3,2,matt-trannon-1
277,Joseph Addai*,LSU,SEC,12,26,294,11.3,4,101,680,6.7,3,127,974,7.7,7,joseph-addai-1
278,Trent Shelton,Baylor,Big 12,11,38,426,11.2,4,3,72,24.0,1,41,498,12.1,5,trent-shelton-1
279,Chansi Stuckey,Clemson,ACC,9,25,280,11.2,0,10,13,1.3,0,35,293,8.4,0,chansi-stuckey-1
280,Levi Dejohnette,Arkansas State,Sun Belt,11,25,280,11.2,2,,,,,25,280,11.2,2,levi-dejohnette-1
281,Tielor Robinson,Army,CUSA,10,22,247,11.2,2,85,457,5.4,4,107,704,6.6,6,tielor-robinson-1
282,Jason Montgomery,Akron,MAC,11,42,466,11.1,4,3,0,0.0,0,45,466,10.4,4,jason-montgomery-1
283,Dustin Pleasant*,Wyoming,MWC,9,40,442,11.1,3,1,14,14.0,0,41,456,11.1,3,dustin-pleasant-1
284,B.J. Crist,Louisiana,Sun Belt,9,38,420,11.1,2,,,,,38,420,11.1,2,bj-crist-1
285,Steve Gregory*,Syracuse,Big East,8,38,420,11.1,1,5,27,5.4,0,43,447,10.4,1,steve-gregory-1
286,Caleb Blankenship,Tulsa,WAC,12,28,312,11.1,2,,,,,28,312,11.1,2,caleb-blankenship-1
287,Troy Bienemann,Washington State,Pac-10,11,26,288,11.1,2,,,,,26,288,11.1,2,troy-bienemann-1
288,Dante Rosario,Oregon,Pac-10,11,25,278,11.1,6,10,29,2.9,1,35,307,8.8,7,dante-rosario-1
289,Jason Kukahiko,Brigham Young,MWC,11,21,233,11.1,0,1,12,12.0,0,22,245,11.1,0,jason-kukahiko-1
290,Garrett Mills,Tulsa,WAC,12,51,560,11.0,2,,,,,51,560,11.0,2,garrett-mills-1
291,Todd Miller*,Iowa State,Big 12,12,31,341,11.0,1,,,,,31,341,11.0,1,todd-miller-1
292,Sam Hurd*,Northern Illinois,MAC,10,27,298,11.0,3,,,,,27,298,11.0,3,sam-hurd-1
293,Ron Monteilh*,Colorado,Big 12,12,32,348,10.9,1,1,7,7.0,0,33,355,10.8,1,ron-monteilh-1
294,Jared Ulekowski,Army,CUSA,11,25,272,10.9,1,,,,,25,272,10.9,1,jared-ulekowski-1
295,Tony Scheffler,Western Michigan,MAC,11,53,570,10.8,3,,,,,53,570,10.8,3,tony-scheffler-1
296,Chris Marrow*,UTEP,WAC,10,32,345,10.8,2,4,8,2.0,0,36,353,9.8,2,chris-marrow-1
297,Duan Bracey,Eastern Michigan,MAC,9,25,271,10.8,0,13,59,4.5,0,38,330,8.7,0,duan-bracey-1
298,Josh Davis*,Marshall,MAC,12,86,914,10.6,7,4,7,1.8,0,90,921,10.2,7,josh-davis-1
299,Nehemiah Glover*,Texas Tech,Big 12,9,62,660,10.6,1,7,3,0.4,0,69,663,9.6,1,nehemiah-glover-1
300,Agim Shabaj,Michigan State,Big Ten,11,29,308,10.6,1,2,11,5.5,0,31,319,10.3,1,agim-shabaj-1
301,Kevin Roach,East Carolina,CUSA,11,26,275,10.6,1,,,,,26,275,10.6,1,kevin-roach-1
302,Darrell Dowery,Kent State,MAC,10,68,712,10.5,4,5,6,1.2,0,73,718,9.8,4,darrell-dowery-1
303,Tyrone Walker,Western Michigan,MAC,11,33,346,10.5,2,,,,,33,346,10.5,2,tyrone-walker-1
304,Jermaine Moreira,Kansas State,Big 12,11,39,406,10.4,4,,,,,39,406,10.4,4,jermaine-moreira-1
305,Dominique Byrd*,USC,Pac-10,9,37,384,10.4,3,1,1,1.0,0,38,385,10.1,3,dominique-byrd-1
306,Lawrence Vickers*,Colorado,Big 12,13,28,290,10.4,0,63,252,4.0,2,91,542,6.0,2,lawrence-vickers-1
307,Davin Dennis,Kansas State,Big 12,11,22,229,10.4,1,,,,,22,229,10.4,1,davin-dennis-1
308,Brad Bates*,Marshall,MAC,12,52,534,10.3,7,1,-4,-4.0,0,53,530,10.0,7,brad-bates-1
309,Wendell Octave,Idaho,Sun Belt,9,36,368,10.2,2,,,,,36,368,10.2,2,wendell-octave-1
310,Thomson Omboga,Missouri,Big 12,11,39,392,10.1,0,2,4,2.0,0,41,396,9.7,0,thomson-omboga-1
311,Victor Sesay,Missouri,Big 12,11,31,314,10.1,2,,,,,31,314,10.1,2,victor-sesay-1
312,Chris Jackson,Ohio,MAC,9,39,390,10.0,0,4,-1,-0.3,0,43,389,9.0,0,chris-jackson-2
313,Zach Miller*,Arizona State,Pac-10,12,56,552,9.9,6,,,,,56,552,9.9,6,zach-miller-1
314,Joel Dreessen,Colorado State,MWC,11,43,427,9.9,3,1,2,2.0,0,44,429,9.8,3,joel-dreessen-1
315,Cory Boyd,South Carolina,SEC,11,35,347,9.9,1,62,309,5.0,3,97,656,6.8,4,cory-boyd-1
316,Lyonel Anderson,Kansas,Big 12,10,33,328,9.9,3,,,,,33,328,9.9,3,lyonel-anderson-1
317,Devin Pitts,San Diego State,MWC,10,23,228,9.9,0,,,,,23,228,9.9,0,devin-pitts-1
318,Marcus Daniels,Rutgers,Big East,10,23,228,9.9,2,,,,,23,228,9.9,2,marcus-daniels-1
319,Bobby Bernal-Wood,Idaho,Sun Belt,12,96,938,9.8,3,2,9,4.5,0,98,947,9.7,3,bobby-bernal-wood-1
320,Chris Henry,Middle Tennessee State,Sun Belt,11,60,586,9.8,0,6,27,4.5,0,66,613,9.3,0,chris-henry-2
321,P.J. Pope*,Bowling Green State,MAC,12,50,490,9.8,6,178,1098,6.2,15,228,1588,7.0,21,pj-pope-1
322,Chris Holmes*,Toledo,MAC,13,36,352,9.8,0,,,,,36,352,9.8,0,chris-holmes-1
323,Noah Herron,Northwestern,Big Ten,12,36,351,9.8,1,274,1381,5.0,14,310,1732,5.6,15,noah-herron-1
324,Warren Holloway*,Iowa,Big Ten,12,29,283,9.8,1,1,10,10.0,0,30,293,9.8,1,warren-holloway-1
325,Chris Talley,Eastern Michigan,MAC,10,21,206,9.8,1,1,4,4.0,0,22,210,9.5,1,chris-talley-1
326,Cole Magner*,Bowling Green State,MAC,12,77,746,9.7,6,4,-3,-0.8,0,81,743,9.2,6,cole-magner-1
327,Dominique Zeigler,Baylor,Big 12,10,55,536,9.7,5,1,3,3.0,0,56,539,9.6,5,dominique-zeigler-1
328,Ben Patrick,Duke,ACC,11,32,311,9.7,1,,,,,32,311,9.7,1,ben-patrick-1
329,Eugene Gross,Middle Tennessee State,Sun Belt,11,24,233,9.7,0,103,412,4.0,7,127,645,5.1,7,eugene-gross-1
330,Brian Howard,East Carolina,CUSA,6,21,203,9.7,1,,,,,21,203,9.7,1,brian-howard-1
331,Bristol Olomua*,Texas Tech,Big 12,7,27,259,9.6,5,,,,,27,259,9.6,5,bristol-olomua-1
332,Mike Espy,Ole Miss,SEC,11,24,229,9.5,0,3,25,8.3,1,27,254,9.4,1,mike-espy-1
333,Cleannord Saintil,Middle Tennessee State,Sun Belt,11,40,376,9.4,1,2,23,11.5,1,42,399,9.5,2,cleannord-saintil-1
334,Willie Sipoloa,Idaho,Sun Belt,11,23,217,9.4,2,27,97,3.6,1,50,314,6.3,3,willie-sipoloa-1
335,Scooter McDougle*,Toledo,MAC,13,28,260,9.3,1,146,620,4.2,7,174,880,5.1,8,scooter-mcdougle-1
336,Terrence Whitehead,Oregon,Pac-10,11,44,405,9.2,2,200,1144,5.7,6,244,1549,6.3,8,terrence-whitehead-1
337,Ronnie Brown*,Auburn,SEC,12,34,313,9.2,1,153,913,6.0,8,187,1226,6.6,9,ronnie-brown-1
338,Jarwarski Pollock*,North Carolina,ACC,12,45,408,9.1,2,6,24,4.0,0,51,432,8.5,2,jarwarski-pollock-1
339,Michael Bumpus,Washington State,Pac-10,11,35,318,9.1,1,4,31,7.8,0,39,349,8.9,1,michael-bumpus-1
340,Carlton Jones,Army,CUSA,11,26,237,9.1,0,209,1269,6.1,17,235,1506,6.4,17,carlton-jones-2
341,Michael Hart*,Michigan,Big Ten,12,26,237,9.1,1,282,1455,5.2,9,308,1692,5.5,10,michael-hart-1
342,Luke Clemens*,Miami (OH),MAC,13,25,227,9.1,3,213,899,4.2,12,238,1126,4.7,15,luke-clemens-1
343,Skyler Green*,LSU,SEC,10,24,219,9.1,3,4,14,3.5,0,28,233,8.3,3,skyler-green-1
344,Isaac Smolko,Penn State,Big Ten,11,21,192,9.1,2,,,,,21,192,9.1,2,isaac-smolko-1
345,Marcus Furman*,Pitt,Big East,11,27,243,9.0,1,37,116,3.1,0,64,359,5.6,1,marcus-furman-1
346,Howard Jackson*,UTEP,WAC,12,30,268,8.9,1,239,1187,5.0,10,269,1455,5.4,11,howard-jackson-1
347,Brad Ekwerekwu,Missouri,Big 12,11,22,195,8.9,0,,,,,22,195,8.9,0,brad-ekwerekwu-1
348,Jerry Seymour,Central Michigan,MAC,11,47,413,8.8,0,262,1284,4.9,5,309,1697,5.5,5,jerry-seymour-1
349,Raymond Hicks,Utah State,Sun Belt,10,39,342,8.8,1,5,13,2.6,0,44,355,8.1,1,raymond-hicks-1
350,Tyson Devree,Western Michigan,MAC,11,25,218,8.7,3,,,,,25,218,8.7,3,tyson-devree-1
351,Tony Hunt,Penn State,Big Ten,11,39,334,8.6,0,169,777,4.6,7,208,1111,5.3,7,tony-hunt-1
352,Steve Breaston*,Michigan,Big Ten,11,34,291,8.6,3,10,76,7.6,0,44,367,8.3,3,steve-breaston-1
353,Emanuel Spann*,Marshall,MAC,12,27,233,8.6,0,,,,,27,233,8.6,0,emanuel-spann-1
354,Emmanuel Spann*,Marshall,MAC,12,27,233,8.6,0,0,0,,0,27,233,8.6,0,emmanuel-spann-1
355,Franklin Payne,Illinois,Big Ten,11,25,214,8.6,1,1,8,8.0,0,26,222,8.5,1,franklin-payne-1
356,Brian Leonard,Rutgers,Big East,10,61,518,8.5,2,199,732,3.7,7,260,1250,4.8,9,brian-leonard-1
357,Glenn Holt,Kentucky,SEC,11,49,415,8.5,3,13,117,9.0,0,62,532,8.6,3,glenn-holt-1
358,Michael Franklin,San Diego State,MWC,11,26,220,8.5,0,107,463,4.3,2,133,683,5.1,2,michael-franklin-1
359,Brandon Horn,Northwestern,Big Ten,11,24,205,8.5,2,3,17,5.7,0,27,222,8.2,2,brandon-horn-1
360,Jason Davis,Illinois,Big Ten,11,41,340,8.3,2,49,230,4.7,1,90,570,6.3,3,jason-davis-2
361,Aaron Sanchez,Florida Atlantic,Sun Belt,12,24,200,8.3,2,38,173,4.6,3,62,373,6.0,5,aaron-sanchez-1
362,Darcy Johnson,UCF,MAC,11,30,244,8.1,0,,,,,30,244,8.1,0,darcy-johnson-1
363,Michael Brewster*,Hawaii,WAC,13,34,273,8.0,1,113,722,6.4,6,147,995,6.8,7,michael-brewster-1
364,Bryan Williamson,Ball State,MAC,10,21,168,8.0,2,,,,,21,168,8.0,2,bryan-williamson-1
365,John Randle,Kansas,Big 12,10,35,274,7.8,3,147,540,3.7,6,182,814,4.5,9,john-randle-1
366,Jason Teague,Michigan State,Big Ten,12,28,219,7.8,2,150,688,4.6,8,178,907,5.1,10,jason-teague-1
367,Raymond Kirkley*,Pitt,Big East,10,23,179,7.8,0,154,560,3.6,6,177,739,4.2,6,raymond-kirkley-1
368,Ciatrick Fason*,Florida,SEC,12,35,266,7.6,2,222,1267,5.7,10,257,1533,6.0,12,ciatrick-fason-1
369,Chris Johnson,East Carolina,CUSA,11,32,236,7.4,2,134,561,4.2,5,166,797,4.8,7,chris-johnson-1
370,Dontrell Moore*,New Mexico,MWC,11,27,198,7.3,1,232,1091,4.7,5,259,1289,5.0,6,dontrell-moore-1
371,Johnnie Mack*,Texas Tech,Big 12,12,26,186,7.2,3,57,328,5.8,5,83,514,6.2,8,johnnie-mack-1
372,Darren Sproles,Kansas State,Big 12,11,32,223,7.0,0,244,1318,5.4,11,276,1541,5.6,11,darren-sproles-1
373,Damien Nash,Missouri,Big 12,10,25,176,7.0,1,164,792,4.8,7,189,968,5.1,8,damien-nash-1
374,Mason Denham,Louisiana-Monroe,Sun Belt,11,27,185,6.9,0,125,529,4.2,2,152,714,4.7,2,mason-denham-1
375,Cornell Brockington*,Connecticut,Big East,12,34,231,6.8,1,238,1218,5.1,11,272,1449,5.3,12,cornell-brockington-1
376,Lorenzo Booker*,Florida State,ACC,12,24,160,6.7,0,173,887,5.1,4,197,1047,5.3,4,lorenzo-booker-1
377,Curtis Brown,Brigham Young,MWC,11,27,175,6.5,0,158,789,5.0,6,185,964,5.2,6,curtis-brown-3
378,Richard Hall*,Cincinnati,CUSA,12,25,152,6.1,1,210,1012,4.8,6,235,1164,5.0,7,richard-hall-1
379,Travis Cones,Louisiana,Sun Belt,11,24,146,6.1,0,20,140,7.0,1,44,286,6.5,1,travis-cones-1
380,Tim Brown,Temple,Big East,10,33,199,6.0,1,108,432,4.0,2,141,631,4.5,3,tim-brown-2
381,Chris Barclay,Wake Forest,ACC,11,21,118,5.6,0,243,1010,4.2,9,264,1128,4.3,9,chris-barclay-1
382,Taurean Henderson*,Texas Tech,Big 12,12,60,286,4.8,2,162,840,5.2,16,222,1126,5.1,18,taurean-henderson-1
383,David Alston,Kent State,MAC,11,28,55,2.0,0,178,672,3.8,11,206,727,3.5,11,david-alston-1
