
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
219,Deandre Martin,Wake Forest,ACC,11,128,484,3.8,6,16,135,8.4,0,144,619,4.3,6,deandre-martin-1
220,Shaun Wick,Wyoming,MWC,11,92,350,3.8,4,13,95,7.3,0,105,445,4.2,4,shaun-wick-1
221,Michael Zordich,Penn State,Big Ten,12,80,301,3.8,4,15,152,10.1,0,95,453,4.8,4,michael-zordich-1
222,Ryan Bass,Idaho,WAC,12,129,479,3.7,0,16,102,6.4,0,145,581,4.0,0,ryan-bass-1
223,Tony Creecy*,North Carolina State,ACC,11,127,476,3.7,5,34,182,5.4,1,161,658,4.1,6,tony-creecy-1
224,Joey Iosefa,Hawaii,MWC,8,125,463,3.7,1,19,153,8.1,1,144,616,4.3,2,joey-iosefa-1
225,Garrett Gilbert*,SMU,CUSA,13,94,346,3.7,8,,,,,94,346,3.7,8,garrett-gilbert-1
226,Michael Cox,Massachusetts,MAC,12,198,710,3.6,5,13,63,4.8,0,211,773,3.7,5,michael-cox-1
227,Shaun Rutherford,Texas State,WAC,12,168,597,3.6,5,,,,,168,597,3.6,5,shaun-rutherford-1
228,Jai Steib,Memphis,CUSA,11,119,427,3.6,6,4,38,9.5,0,123,465,3.8,6,jai-steib-1
229,D'Angelo Roberts,Indiana,Big Ten,12,83,300,3.6,3,15,152,10.1,0,98,452,4.6,3,dangelo-roberts-1
230,Lyle McCombs,Connecticut,Big East,11,243,860,3.5,6,24,230,9.6,0,267,1090,4.1,6,lyle-mccombs-1
231,Jeff Driskel*,Florida,SEC,12,118,413,3.5,4,,,,,118,413,3.5,4,jeff-driskel-1
232,Wesley Tate*,Vanderbilt,SEC,13,107,376,3.5,8,12,116,9.7,1,119,492,4.1,9,wesley-tate-1
233,Kenny Miles*,South Carolina,SEC,13,104,359,3.5,2,20,190,9.5,0,124,549,4.4,2,kenny-miles-1
234,Damian Fortner,Florida Atlantic,Sun Belt,12,90,318,3.5,3,21,141,6.7,1,111,459,4.1,4,damian-fortner-1
235,Rob Kelley,Tulane,CUSA,12,81,286,3.5,0,46,340,7.4,4,127,626,4.9,4,rob-kelley-1
236,Drayton Calhoun,Middle Tennessee State,Sun Belt,11,77,270,3.5,2,3,34,11.3,0,80,304,3.8,2,drayton-calhoun-1
237,Perry Jones,Virginia,ACC,12,137,463,3.4,2,49,397,8.1,0,186,860,4.6,2,perry-jones-1
238,Savon Huggins*,Rutgers,Big East,10,119,410,3.4,2,7,19,2.7,0,126,429,3.4,2,savon-huggins-1
239,Knile Davis,Arkansas,SEC,10,112,377,3.4,2,11,157,14.3,1,123,534,4.3,3,knile-davis-1
240,Kolton Browning*,Louisiana-Monroe,Sun Belt,12,146,488,3.3,7,,,,,146,488,3.3,7,kolton-browning-1
241,Connor Shaw*,South Carolina,SEC,11,131,435,3.3,3,,,,,131,435,3.3,3,connor-shaw-1
242,Trevone Boykin*,TCU,Big 12,12,127,417,3.3,3,,,,,127,417,3.3,3,trevone-boykin-1
243,Trey Miller*,Navy,Ind,9,88,293,3.3,3,,,,,88,293,3.3,3,trey-miller-1
244,Carl Winston,Washington State,Pac-12,12,85,280,3.3,5,14,84,6.0,0,99,364,3.7,5,carl-winston-1
245,Everett Golson*,Notre Dame,Ind,12,94,298,3.2,6,,,,,94,298,3.2,6,everett-golson-1
246,Anthony Alford,Southern Mississippi,CUSA,9,105,329,3.1,6,,,,,105,329,3.1,6,anthony-alford-1
247,Logan Thomas*,Virginia Tech,ACC,13,174,524,3.0,9,,,,,174,524,3.0,9,logan-thomas-1
248,E.J. Manuel*,Florida State,ACC,14,103,310,3.0,4,0,11,,0,103,321,3.1,4,ej-manuel-1
249,Orleans Darkwa,Tulane,CUSA,9,81,241,3.0,3,15,78,5.2,0,96,319,3.3,3,orleans-darkwa-1
250,Tajh Boyd*,Clemson,ACC,13,186,514,2.8,10,,,,,186,514,2.8,10,tajh-boyd-1
251,Bo Wallace*,Ole Miss,SEC,13,143,390,2.7,8,1,25,25.0,1,144,415,2.9,9,bo-wallace-1
252,Jake Medlock,Florida International,Sun Belt,9,87,236,2.7,3,0,-5,,0,87,231,2.7,3,jake-medlock-1
253,Zac Dysert,Miami (OH),MAC,12,108,265,2.5,2,,,,,108,265,2.5,2,zac-dysert-1
254,Nathan Scheelhaase,Illinois,Big Ten,10,125,303,2.4,4,,,,,125,303,2.4,4,nathan-scheelhaase-1
255,Steele Jantz*,Iowa State,Big 12,11,92,216,2.3,1,,,,,92,216,2.3,1,steele-jantz-1
256,Riley Nelson*,Brigham Young,Ind,10,86,196,2.3,1,0,0,,0,86,196,2.3,1,riley-nelson-1
257,Brett Hundley*,UCLA,Pac-12,14,160,355,2.2,9,,,,,160,355,2.2,9,brett-hundley-1
258,Brett Smith,Wyoming,MWC,10,114,248,2.2,6,1,10,10.0,0,115,258,2.2,6,brett-smith-1
259,Jacob Karam,Memphis,CUSA,12,101,221,2.2,1,1,13,13.0,0,102,234,2.3,1,jacob-karam-1
260,Tyler Tettleton*,Ohio,MAC,12,120,244,2.0,4,2,52,26.0,1,122,296,2.4,5,tyler-tettleton-1
261,Ryan Nassib*,Syracuse,Big East,13,84,142,1.7,2,,,,,84,142,1.7,2,ryan-nassib-1
262,Mike Wegzyn,Massachusetts,MAC,11,93,141,1.5,2,,,,,93,141,1.5,2,mike-wegzyn-1
263,Ross Metheny,South Alabama,Sun Belt,13,99,141,1.4,1,0,0,,0,99,141,1.4,1,ross-metheny-1
264,James Franklin,Missouri,SEC,9,88,122,1.4,0,,,,,88,122,1.4,0,james-franklin-1
265,Shane Carden*,East Carolina,CUSA,13,85,74,0.9,8,,,,,85,74,0.9,8,shane-carden-1
266,Jordan Rodgers*,Vanderbilt,SEC,12,91,71,0.8,2,1,24,24.0,0,92,95,1.0,2,jordan-rodgers-1
267,Zach Maynard,California,Pac-12,10,98,38,0.4,3,1,8,8.0,0,99,46,0.5,3,zach-maynard-1
268,Tanner Price,Wake Forest,ACC,12,77,-26,-0.3,2,2,13,6.5,0,79,-13,-0.2,2,tanner-price-1
