
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
32,Benny Cunningham,Middle Tennessee State,Sun Belt,5,97,600,6.2,11,9,109,12.1,0,106,709,6.7,11,benny-cunningham-1
33,Jonathan Lee*,Air Force,MWC,12,88,545,6.2,4,4,45,11.3,0,92,590,6.4,4,jonathan-lee-1
34,Johnathan Franklin*,UCLA,Pac-12,14,282,1734,6.1,13,33,323,9.8,2,315,2057,6.5,15,johnathan-franklin-1
35,Jahwan Edwards*,Ball State,MAC,13,232,1410,6.1,14,10,51,5.1,0,242,1461,6.0,14,jahwan-edwards-1
36,Kevin Grooms,Marshall,CUSA,11,121,737,6.1,8,8,50,6.3,1,129,787,6.1,9,kevin-grooms-1
37,Marcus Curry,Texas State,WAC,11,113,685,6.1,10,19,167,8.8,2,132,852,6.5,12,marcus-curry-2
38,Onterio McCalebb,Auburn,SEC,12,94,570,6.1,6,18,132,7.3,0,112,702,6.3,6,onterio-mccalebb-1
39,Venric Mark*,Northwestern,Big Ten,13,226,1366,6.0,12,20,104,5.2,1,246,1470,6.0,13,venric-mark-1
40,Kenneth Dixon,Louisiana Tech,WAC,12,200,1194,6.0,27,10,35,3.5,1,210,1229,5.9,28,kenneth-dixon-1
41,Trey Watts*,Tulsa,CUSA,13,186,1108,6.0,3,34,343,10.1,0,220,1451,6.6,3,trey-watts-1
42,Charles Sims,Houston,CUSA,9,142,851,6.0,11,37,373,10.1,3,179,1224,6.8,14,charles-sims-1
43,Larry Dixon,Army,Ind,11,140,839,6.0,6,2,20,10.0,0,142,859,6.0,6,larry-dixon-1
44,Curtis McNeal*,USC,Pac-12,12,116,701,6.0,2,7,111,15.9,1,123,812,6.6,3,curtis-mcneal-1
45,Brennan Clay*,Oklahoma,Big 12,13,93,555,6.0,6,15,100,6.7,1,108,655,6.1,7,brennan-clay-1
46,Zurlon Tipton*,Central Michigan,MAC,13,252,1497,5.9,19,24,287,12.0,1,276,1784,6.5,20,zurlon-tipton-1
47,Cody Fajardo*,Nevada,MWC,12,190,1121,5.9,12,,,,,190,1121,5.9,12,cody-fajardo-1
48,Tre Mason,Auburn,SEC,12,171,1002,5.9,8,7,86,12.3,0,178,1088,6.1,8,tre-mason-1
49,Ben Malena*,Texas A&amp;M,SEC,13,138,808,5.9,8,18,111,6.2,1,156,919,5.9,9,ben-malena-1
50,Devonta Freeman*,Florida State,ACC,14,111,660,5.9,8,10,86,8.6,0,121,746,6.2,8,devonta-freeman-1
51,David Fluellen*,Toledo,MAC,12,259,1498,5.8,13,32,246,7.7,0,291,1744,6.0,13,david-fluellen-1
52,Kasey Carrier,New Mexico,MWC,12,255,1469,5.8,15,10,75,7.5,0,265,1544,5.8,15,kasey-carrier-1
53,Kenny Williams*,Texas Tech,Big 12,13,143,824,5.8,5,16,163,10.2,1,159,987,6.2,6,kenny-williams-3
54,James Wilder Jr.*,Florida State,ACC,14,110,640,5.8,11,19,141,7.4,2,129,781,6.1,13,james-wilder-jr-1
55,Antonio Andrews*,Western Kentucky,Sun Belt,13,304,1728,5.7,11,37,432,11.7,3,341,2160,6.3,14,antonio-andrews-1
56,Montel Harris,Temple,Big East,10,186,1054,5.7,12,10,90,9.0,0,196,1144,5.8,12,montel-harris-1
57,Vad Lee*,Georgia Tech,ACC,12,96,544,5.7,9,,,,,96,544,5.7,9,vad-lee-1
58,Kenny Hilliard*,LSU,SEC,12,82,464,5.7,6,3,21,7.0,0,85,485,5.7,6,kenny-hilliard-1
59,Braxton Miller,Ohio State,Big Ten,12,227,1271,5.6,13,,,,,227,1271,5.6,13,braxton-miller-1
60,Latavius Murray*,UCF,CUSA,11,198,1106,5.6,15,27,231,8.6,4,225,1337,5.9,19,latavius-murray-1
61,Rolandan Finch,Boston College,ACC,5,77,431,5.6,1,17,108,6.4,0,94,539,5.7,1,rolandan-finch-1
62,George Winn*,Cincinnati,Big East,13,243,1334,5.5,13,15,128,8.5,0,258,1462,5.7,13,george-winn-1
63,Zac Stacy*,Vanderbilt,SEC,13,207,1141,5.5,10,10,205,20.5,0,217,1346,6.2,10,zac-stacy-1
64,Branden Oliver,Buffalo,MAC,7,148,821,5.5,5,7,25,3.6,0,155,846,5.5,5,branden-oliver-1
65,Dennis Johnson,Arkansas,SEC,12,137,757,5.5,8,25,160,6.4,2,162,917,5.7,10,dennis-johnson-1
66,Marlin Lane Jr.,Tennessee,SEC,12,120,658,5.5,2,29,228,7.9,0,149,886,5.9,2,marlin-lane-jr-1
67,Raymond Maples,Army,Ind,12,223,1215,5.4,2,6,108,18.0,1,229,1323,5.8,3,raymond-maples-1
68,Dareyon Chance,Western Michigan,MAC,12,176,947,5.4,4,25,148,5.9,0,201,1095,5.4,4,dareyon-chance-1
69,Damien Williams*,Oklahoma,Big 12,13,176,946,5.4,11,34,320,9.4,1,210,1266,6.0,12,damien-williams-1
70,Silas Redd*,USC,Pac-12,12,167,905,5.4,9,9,113,12.6,1,176,1018,5.8,10,silas-redd-1
71,Charles Ross*,Rice,CUSA,13,147,800,5.4,5,10,98,9.8,1,157,898,5.7,6,charles-ross-1
72,Raymond Sanders,Kentucky,SEC,11,125,669,5.4,5,18,111,6.2,0,143,780,5.5,5,raymond-sanders-1
73,Eric Stephens*,Texas Tech,Big 12,13,89,480,5.4,5,16,79,4.9,1,105,559,5.3,6,eric-stephens-1
74,Kenneth Farrow,Houston,CUSA,12,86,466,5.4,2,20,165,8.3,1,106,631,6.0,3,kenneth-farrow-1
75,Roderick McDowell*,Clemson,ACC,13,83,450,5.4,5,3,29,9.7,0,86,479,5.6,5,roderick-mcdowell-1
76,Robbie Rouse*,Fresno State,MWC,13,282,1490,5.3,12,63,435,6.9,2,345,1925,5.6,14,robbie-rouse-1
77,Jawon Chisholm,Akron,MAC,11,180,953,5.3,5,38,310,8.2,2,218,1263,5.8,7,jawon-chisholm-1
78,Kain Colter*,Northwestern,Big Ten,13,170,894,5.3,12,16,169,10.6,0,186,1063,5.7,12,kain-colter-1
79,Prince-Tyson Gulley*,Syracuse,Big East,13,158,830,5.3,9,33,282,8.5,2,191,1112,5.8,11,prince-tyson-gulley-1
80,Jeremy Hill*,LSU,SEC,12,142,755,5.3,12,8,73,9.1,0,150,828,5.5,12,jeremy-hill-2
81,Desmond Johnson,Southern Mississippi,CUSA,10,98,519,5.3,3,4,23,5.8,0,102,542,5.3,3,desmond-johnson-1
82,A.J. Blue,North Carolina,ACC,12,82,433,5.3,9,9,80,8.9,1,91,513,5.6,10,aj-blue-1
83,Joseph Randle*,Oklahoma State,Big 12,13,274,1417,5.2,14,28,224,8.0,0,302,1641,5.4,14,joseph-randle-1
84,Trent Steelman,Army,Ind,12,241,1248,5.2,17,0,4,,0,241,1252,5.2,17,trent-steelman-1
85,Jerome Smith*,Syracuse,Big East,13,227,1171,5.2,3,8,83,10.4,0,235,1254,5.3,3,jerome-smith-1
86,Vintavious Cooper*,East Carolina,CUSA,13,200,1049,5.2,7,26,229,8.8,1,226,1278,5.7,8,vintavious-cooper-1
87,Taylor Martinez*,Nebraska,Big Ten,14,195,1019,5.2,10,,,,,195,1019,5.2,10,taylor-martinez-1
88,Shawn Southward,Troy,Sun Belt,12,194,1012,5.2,10,43,362,8.4,0,237,1374,5.8,10,shawn-southward-1
89,Carlos Hyde,Ohio State,Big Ten,10,185,970,5.2,16,8,51,6.4,1,193,1021,5.3,17,carlos-hyde-1
90,Alonzo Harris*,Louisiana,Sun Belt,12,170,881,5.2,10,4,27,6.8,0,174,908,5.2,10,alonzo-harris-2
91,Isi Sofele,California,Pac-12,12,146,757,5.2,4,7,67,9.6,0,153,824,5.4,4,isi-sofele-1
92,Ray Holley,Louisiana Tech,WAC,11,142,740,5.2,7,34,324,9.5,1,176,1064,6.0,8,ray-holley-1
93,Senorise Perry*,Louisville,Big East,11,136,705,5.2,11,18,181,10.1,0,154,886,5.8,11,senorise-perry-1
94,Zach Laskey*,Georgia Tech,ACC,14,133,697,5.2,1,6,122,20.3,2,139,819,5.9,3,zach-laskey-1
95,Horactio Banks*,Ball State,MAC,11,113,586,5.2,4,5,29,5.8,0,118,615,5.2,4,horactio-banks-1
96,Jeremy Brown,North Texas,Sun Belt,12,96,495,5.2,4,13,98,7.5,0,109,593,5.4,4,jeremy-brown-3
97,Montee Ball*,Wisconsin,Big Ten,14,356,1830,5.1,22,10,72,7.2,0,366,1902,5.2,22,montee-ball-1
98,Beau Blankenship*,Ohio,MAC,13,312,1604,5.1,15,21,182,8.7,1,333,1786,5.4,16,beau-blankenship-1
99,Tim Cornett,UNLV,MWC,13,242,1232,5.1,7,14,108,7.7,0,256,1340,5.2,7,tim-cornett-1
100,Andre Ellington*,Clemson,ACC,13,212,1081,5.1,8,14,232,16.6,1,226,1313,5.8,9,andre-ellington-1
101,Kendial Lawrence,Missouri,SEC,12,200,1025,5.1,12,18,114,6.3,0,218,1139,5.2,12,kendial-lawrence-1
102,Jordan Parker,Middle Tennessee State,Sun Belt,12,166,851,5.1,3,10,102,10.2,0,176,953,5.4,3,jordan-parker-1
103,Walter Kazee*,San Diego State,MWC,12,161,822,5.1,8,7,46,6.6,0,168,868,5.2,8,walter-kazee-1
104,Mark Weisman,Iowa,Big Ten,10,159,815,5.1,8,15,90,6.0,1,174,905,5.2,9,mark-weisman-1
105,Jela Duncan*,Duke,ACC,13,109,553,5.1,4,19,89,4.7,0,128,642,5.0,4,jela-duncan-1
106,James White*,Iowa State,Big 12,11,99,505,5.1,2,20,137,6.9,0,119,642,5.4,2,james-white-1
107,Taylor Cox,Kansas,Big 12,12,91,464,5.1,3,3,24,8.0,0,94,488,5.2,3,taylor-cox-1
108,Byron Marshall*,Oregon,Pac-12,11,87,447,5.1,4,1,14,14.0,0,88,461,5.2,4,byron-marshall-1
109,Stefphon Jefferson*,Nevada,MWC,13,375,1883,5.0,24,22,170,7.7,1,397,2053,5.2,25,stefphon-jefferson-1
110,Bishop Sankey*,Washington,Pac-12,13,289,1439,5.0,16,33,249,7.5,0,322,1688,5.2,16,bishop-sankey-1
111,Ameer Abdullah*,Nebraska,Big Ten,14,226,1137,5.0,8,24,178,7.4,2,250,1315,5.3,10,ameer-abdullah-1
112,D.J. Harper*,Boise State,MWC,13,228,1137,5.0,15,23,163,7.1,1,251,1300,5.2,16,dj-harper-1
113,De'Leon Eskridge*,San Jose State,WAC,13,207,1025,5.0,11,28,156,5.6,0,235,1181,5.0,11,deleon-eskridge-1
114,Ladarius Perkins*,Mississippi State,SEC,12,205,1024,5.0,8,19,160,8.4,2,224,1184,5.3,10,ladarius-perkins-1
115,John Hubert*,Kansas State,Big 12,13,189,947,5.0,15,18,98,5.4,1,207,1045,5.0,16,john-hubert-1
116,Glasco Martin*,Baylor,Big 12,13,179,889,5.0,15,1,2,2.0,0,180,891,5.0,15,glasco-martin-1
117,Will Gregory,Hawaii,MWC,11,137,691,5.0,3,4,8,2.0,0,141,699,5.0,3,will-gregory-1
118,Demetre Baker,South Alabama,Sun Belt,9,118,595,5.0,3,7,58,8.3,0,125,653,5.2,3,demetre-baker-1
119,Donnell Alexander,Colorado State,MWC,9,117,587,5.0,4,17,155,9.1,0,134,742,5.5,4,donnell-alexander-1
120,Antoinne Jimmerson,North Texas,Sun Belt,10,108,544,5.0,5,12,205,17.1,3,120,749,6.2,8,antoinne-jimmerson-1
121,Alex Zordich,Buffalo,MAC,11,100,500,5.0,1,,,,,100,500,5.0,1,alex-zordich-1
122,Steward Butler,Marshall,CUSA,11,101,500,5.0,3,6,31,5.2,0,107,531,5.0,3,steward-butler-1
123,Josh Snead*,Duke,ACC,13,99,496,5.0,2,10,46,4.6,1,109,542,5.0,3,josh-snead-1
124,Sadale Foster*,Texas Tech,Big 12,13,91,451,5.0,3,18,88,4.9,0,109,539,4.9,3,sadale-foster-1
125,Zach Zwinak,Penn State,Big Ten,12,203,1000,4.9,6,20,177,8.9,1,223,1177,5.3,7,zach-zwinak-1
126,Anthon Samuel*,Bowling Green State,MAC,12,202,998,4.9,11,22,198,9.0,1,224,1196,5.3,12,anthon-samuel-1
127,Storm Woods*,Oregon State,Pac-12,12,192,940,4.9,13,38,313,8.2,0,230,1253,5.4,13,storm-woods-1
128,Nathan Jeffery,UTEP,CUSA,11,184,897,4.9,7,8,43,5.4,0,192,940,4.9,7,nathan-jeffery-1
129,Brandon Hayes,Memphis,CUSA,9,118,576,4.9,6,11,37,3.4,0,129,613,4.8,6,brandon-hayes-1
130,Chris Nwoke,Colorado State,MWC,9,116,570,4.9,2,10,85,8.5,1,126,655,5.2,3,chris-nwoke-1
131,Jalen Richard,Southern Mississippi,CUSA,10,87,426,4.9,4,8,39,4.9,1,95,465,4.9,5,jalen-richard-1
132,D.J. May,Wyoming,MWC,11,77,374,4.9,1,6,35,5.8,0,83,409,4.9,1,dj-may-1
133,Stepfan Taylor*,Stanford,Pac-12,14,322,1530,4.8,13,41,287,7.0,2,363,1817,5.0,15,stepfan-taylor-1
134,Trayion Durham*,Kent State,MAC,14,276,1316,4.8,14,17,181,10.6,0,293,1497,5.1,14,trayion-durham-1
135,John White,Utah,Pac-12,11,218,1041,4.8,8,15,123,8.2,1,233,1164,5.0,9,john-white-9
136,Darrin Reaves,UAB,CUSA,12,215,1037,4.8,13,41,302,7.4,1,256,1339,5.2,14,darrin-reaves-1
137,Theo Riddick*,Notre Dame,Ind,13,190,917,4.8,5,36,370,10.3,2,226,1287,5.7,7,theo-riddick-1
138,Akeem Shavers*,Purdue,Big Ten,13,181,871,4.8,6,18,370,20.6,3,199,1241,6.2,9,akeem-shavers-1
139,Andrew Buie*,West Virginia,Big 12,13,179,851,4.8,7,28,318,11.4,0,207,1169,5.6,7,andrew-buie-1
140,Germi Morrison,New Mexico State,WAC,12,159,767,4.8,2,13,94,7.2,0,172,861,5.0,2,germi-morrison-1
141,Chuckie Keeton*,Utah State,WAC,13,129,619,4.8,8,,,,,129,619,4.8,8,chuckie-keeton-1
142,David Glasco II,UTSA,WAC,12,111,537,4.8,5,11,72,6.5,1,122,609,5.0,6,david-glasco-ii-1
143,D.J. Foster*,Arizona State,Pac-12,13,102,493,4.8,2,38,533,14.0,4,140,1026,7.3,6,dj-foster-1
144,Effrem Reed*,Louisiana,Sun Belt,13,86,414,4.8,5,8,82,10.3,0,94,496,5.3,5,effrem-reed-1
145,Deon Anthony,Troy,Sun Belt,12,82,390,4.8,8,1,12,12.0,0,83,402,4.8,8,deon-anthony-1
146,Remi Watson,Marshall,CUSA,11,79,380,4.8,7,11,85,7.7,0,90,465,5.2,7,remi-watson-1
147,Le'Veon Bell*,Michigan State,Big Ten,13,382,1793,4.7,12,32,167,5.2,1,414,1960,4.7,13,leveon-bell-1
148,Mike Gillislee*,Florida,SEC,13,244,1152,4.7,10,16,159,9.9,1,260,1311,5.0,11,mike-gillislee-1
149,Ray Graham*,Pitt,Big East,13,222,1042,4.7,11,36,340,9.4,2,258,1382,5.4,13,ray-graham-1
150,Jamaal Williams*,Brigham Young,Ind,13,166,775,4.7,12,27,315,11.7,1,193,1090,5.6,13,jamaal-williams-1
151,Stephen Houston,Indiana,Big Ten,12,161,749,4.7,12,37,381,10.3,4,198,1130,5.7,16,stephen-houston-1
152,Johnathan Gray*,Texas,Big 12,13,149,701,4.7,3,11,151,13.7,1,160,852,5.3,4,johnathan-gray-1
153,B.J. Catalon*,TCU,Big 12,13,123,582,4.7,0,23,152,6.6,1,146,734,5.0,1,bj-catalon-1
154,Jonathan George,Kentucky,SEC,12,108,504,4.7,4,21,223,10.6,1,129,727,5.6,5,jonathan-george-1
155,Christine Michael*,Texas A&amp;M,SEC,11,88,417,4.7,12,8,48,6.0,0,96,465,4.8,12,christine-michael-1
156,Zach Line*,SMU,CUSA,13,277,1278,4.6,13,33,229,6.9,0,310,1507,4.9,13,zach-line-1
157,James Sims,Kansas,Big 12,9,218,1013,4.6,9,14,168,12.0,1,232,1181,5.1,10,james-sims-2
158,Noah Copeland*,Navy,Ind,13,162,738,4.6,5,12,91,7.6,0,174,829,4.8,5,noah-copeland-1
159,Kevin Parks,Virginia,ACC,12,160,734,4.6,5,24,189,7.9,0,184,923,5.0,5,kevin-parks-1
160,Connor Dietz*,Air Force,MWC,13,144,669,4.6,5,,,,,144,669,4.6,5,connor-dietz-1
161,Marcus Lattimore*,South Carolina,SEC,9,143,662,4.6,11,26,173,6.7,0,169,835,4.9,11,marcus-lattimore-1
162,Bradley Randle,UNLV,MWC,13,138,635,4.6,8,8,80,10.0,1,146,715,4.9,9,bradley-randle-1
163,Turner Petersen*,Rice,CUSA,11,128,591,4.6,5,14,166,11.9,1,142,757,5.3,6,turner-petersen-1
164,Brandon Ross,Maryland,ACC,6,85,390,4.6,1,3,-1,-0.3,0,88,389,4.4,1,brandon-ross-2
165,Rajion Neal,Tennessee,SEC,10,156,708,4.5,5,19,149,7.8,4,175,857,4.9,9,rajion-neal-1
166,Shadrach Thornton*,North Carolina State,ACC,10,154,694,4.5,3,30,274,9.1,1,184,968,5.3,4,shadrach-thornton-1
167,Rushel Shell*,Pitt,Big East,12,141,641,4.5,4,9,103,11.4,0,150,744,5.0,4,rushel-shell-1
168,David Sims*,Georgia Tech,ACC,12,135,612,4.5,4,2,8,4.0,1,137,620,4.5,5,david-sims-2
169,Andre Williams,Boston College,ACC,9,130,584,4.5,4,4,34,8.5,0,134,618,4.6,4,andre-williams-2
170,Joe Bergeron*,Texas,Big 12,13,127,567,4.5,16,9,84,9.3,0,136,651,4.8,16,joe-bergeron-1
171,Storm Johnson*,UCF,CUSA,13,113,507,4.5,4,10,20,2.0,0,123,527,4.3,4,storm-johnson-1
172,Matt Scott*,Arizona,Pac-12,12,113,506,4.5,6,,,,,113,506,4.5,6,matt-scott-1
173,J.C. Coleman*,Virginia Tech,ACC,13,109,492,4.5,2,21,132,6.3,1,130,624,4.8,3,jc-coleman-1
174,Darian Mallary,Florida International,Sun Belt,11,104,463,4.5,9,13,102,7.8,0,117,565,4.8,9,darian-mallary-1
175,Leighton Settle*,Northern Illinois,MAC,8,101,453,4.5,5,4,20,5.0,0,105,473,4.5,5,leighton-settle-1
176,David Oku*,Arkansas State,Sun Belt,13,243,1061,4.4,16,20,159,8.0,1,263,1220,4.6,17,david-oku-1
177,Collin Klein*,Kansas State,Big 12,13,207,920,4.4,23,,,,,207,920,4.4,23,collin-klein-1
178,Christian Powell,Colorado,Pac-12,10,158,691,4.4,7,7,30,4.3,0,165,721,4.4,7,christian-powell-1
179,Josh Harris,Wake Forest,ACC,11,137,608,4.4,5,19,96,5.1,0,156,704,4.5,5,josh-harris-3
180,Donovonn Young,Illinois,Big Ten,12,131,571,4.4,3,38,172,4.5,1,169,743,4.4,4,donovonn-young-1
181,John Pettigrew*,Bowling Green State,MAC,13,128,562,4.4,6,8,71,8.9,0,136,633,4.7,6,john-pettigrew-1
182,Matthew Tucker*,TCU,Big 12,12,118,515,4.4,6,10,69,6.9,1,128,584,4.6,7,matthew-tucker-1
183,Shontrelle Johnson*,Iowa State,Big 12,12,115,504,4.4,2,14,115,8.2,1,129,619,4.8,3,shontrelle-johnson-1
184,Devin Campbell,Buffalo,MAC,12,115,502,4.4,2,21,176,8.4,1,136,678,5.0,3,devin-campbell-1
185,Jhurell Pressley,New Mexico,MWC,13,104,462,4.4,6,4,86,21.5,1,108,548,5.1,7,jhurell-pressley-1
186,Jyruss Edwards*,Louisiana-Monroe,Sun Belt,8,99,438,4.4,6,12,157,13.1,0,111,595,5.4,6,jyruss-edwards-1
187,Jeff Scott*,Ole Miss,SEC,12,197,846,4.3,6,23,177,7.7,1,220,1023,4.7,7,jeff-scott-2
188,Kedrick Rhodes,Florida International,Sun Belt,10,167,714,4.3,4,19,237,12.5,2,186,951,5.1,6,kedrick-rhodes-1
189,Cameron Marshall*,Arizona State,Pac-12,13,135,583,4.3,9,13,99,7.6,1,148,682,4.6,10,cameron-marshall-1
190,Jawan Jamison*,Rutgers,Big East,13,255,1075,4.2,4,28,323,11.5,2,283,1398,4.9,6,jawan-jamison-1
191,Donnell Kirkwood*,Minnesota,Big Ten,13,218,926,4.2,6,7,23,3.3,0,225,949,4.2,6,donnell-kirkwood-1
192,Brandin Byrd,North Texas,Sun Belt,12,205,860,4.2,4,18,92,5.1,0,223,952,4.3,4,brandin-byrd-1
193,Mike James,Miami (FL),ACC,12,147,621,4.2,6,30,344,11.5,3,177,965,5.5,9,mike-james-1
194,Evans Okotcha,UTSA,WAC,12,106,450,4.2,8,24,349,14.5,3,130,799,6.1,11,evans-okotcha-1
195,Ryan Aplin*,Arkansas State,Sun Belt,13,104,438,4.2,6,,,,,104,438,4.2,6,ryan-aplin-1
196,B.J. Daniels,South Florida,Big East,9,104,434,4.2,5,,,,,104,434,4.2,5,bj-daniels-1
197,Wes Brown,Maryland,ACC,8,90,382,4.2,2,5,14,2.8,0,95,396,4.2,2,wes-brown-2
198,Brandon Miller,Wyoming,MWC,12,84,352,4.2,1,30,309,10.3,2,114,661,5.8,3,brandon-miller-3
199,Josh Ferguson,Illinois,Big Ten,10,75,312,4.2,0,29,251,8.7,0,104,563,5.4,0,josh-ferguson-3
200,Taylor McHargue*,Rice,CUSA,12,164,667,4.1,11,1,0,0.0,0,165,667,4.0,11,taylor-mchargue-1
201,Nick Florence*,Baylor,Big 12,13,139,568,4.1,10,,,,,139,568,4.1,10,nick-florence-1
202,James Baker,Idaho,WAC,12,95,390,4.1,2,8,76,9.5,0,103,466,4.5,2,james-baker-1
203,Alex Singleton*,Tulsa,CUSA,14,202,800,4.0,24,3,10,3.3,1,205,810,4.0,25,alex-singleton-1
204,Keenan Reynolds*,Navy,Ind,13,162,649,4.0,10,,,,,162,649,4.0,10,keenan-reynolds-1
205,Wes Cobb*,Air Force,MWC,13,131,530,4.0,9,1,6,6.0,0,132,536,4.1,9,wes-cobb-1
206,Fitzgerald Toussaint*,Michigan,Big Ten,10,130,514,4.0,5,6,62,10.3,1,136,576,4.2,6,fitzgerald-toussaint-1
207,Jarred Salubi*,Baylor,Big 12,13,116,464,4.0,3,8,44,5.5,0,124,508,4.1,3,jarred-salubi-1
208,Chris Coyer,Temple,Big East,10,111,444,4.0,2,1,13,13.0,0,112,457,4.1,2,chris-coyer-1
209,Barrington Scott*,Ball State,MAC,10,93,374,4.0,1,2,14,7.0,1,95,388,4.1,2,barrington-scott-1
210,Jeremy Wright*,Louisville,Big East,13,211,824,3.9,10,41,325,7.9,1,252,1149,4.6,11,jeremy-wright-2
211,Tevin Washington*,Georgia Tech,ACC,14,177,684,3.9,20,,,,,177,684,3.9,20,tevin-washington-1
212,Demetris Murray,South Florida,Big East,12,170,665,3.9,6,20,134,6.7,0,190,799,4.2,6,demetris-murray-1
213,Taylor Kelly*,Arizona State,Pac-12,13,134,516,3.9,1,,,,,134,516,3.9,1,taylor-kelly-1
214,Terrance Owens*,Toledo,MAC,12,101,395,3.9,5,1,11,11.0,0,102,406,4.0,5,terrance-owens-1
215,Spencer Ware*,LSU,SEC,12,94,367,3.9,1,18,230,12.8,1,112,597,5.3,2,spencer-ware-1
216,Jamire Westbrook,Miami (OH),MAC,11,92,361,3.9,2,13,78,6.0,2,105,439,4.2,4,jamire-westbrook-1
217,Jonathan Wallace,Florida Atlantic,Sun Belt,11,175,673,3.8,6,21,83,4.0,0,196,756,3.9,6,jonathan-wallace-2
218,Damon Bullock,Iowa,Big Ten,6,135,513,3.8,3,18,167,9.3,0,153,680,4.4,3,damon-bullock-1
