
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
228,Jason Avant*,Michigan,Big Ten,12,82,1007,12.3,8,,,,,82,1007,12.3,8,jason-avant-1
229,David Thomas*,Texas,Big 12,13,50,613,12.3,5,,,,,50,613,12.3,5,david-thomas-1
230,Anthony Fasano*,Notre Dame,Ind,12,47,576,12.3,2,,,,,47,576,12.3,2,anthony-fasano-1
231,Derrick Fenner,Maryland,ACC,9,34,417,12.3,2,,,,,34,417,12.3,2,derrick-fenner-1
232,Fontel Mines*,Virginia,ACC,12,28,345,12.3,2,,,,,28,345,12.3,2,fontel-mines-1
233,Tramain Hall*,North Carolina State,ACC,12,28,343,12.3,2,2,15,7.5,0,30,358,11.9,2,tramain-hall-1
234,Andre Hall*,South Florida,Big East,12,26,321,12.3,2,270,1374,5.1,13,296,1695,5.7,15,andre-hall-1
235,John Madsen*,Utah,MWC,10,55,672,12.2,6,1,3,3.0,0,56,675,12.1,6,john-madsen-1
236,Aaron Kelly*,Clemson,ACC,12,47,575,12.2,2,,,,,47,575,12.2,2,aaron-kelly-1
237,Joe Fernandez*,Fresno State,WAC,11,46,561,12.2,8,,,,,46,561,12.2,8,joe-fernandez-1
238,Kyle Ingraham,Purdue,Big Ten,11,41,500,12.2,0,,,,,41,500,12.2,0,kyle-ingraham-1
239,Marcus Everett*,UCLA,Pac-10,10,32,390,12.2,2,1,5,5.0,0,33,395,12.0,2,marcus-everett-1
240,Jeff Webb,San Diego State,MWC,12,92,1109,12.1,10,1,12,12.0,0,93,1121,12.1,10,jeff-webb-2
241,Martin Rucker*,Missouri,Big 12,12,47,567,12.1,1,1,-3,-3.0,0,48,564,11.8,1,martin-rucker-1
242,Darcy Johnson*,UCF,CUSA,13,36,435,12.1,2,1,-1,-1.0,0,37,434,11.7,2,darcy-johnson-1
243,Walter Hill,Army,Ind,11,34,410,12.1,2,,,,,34,410,12.1,2,walter-hill-1
244,Dorien Bryant,Purdue,Big Ten,11,80,960,12.0,4,21,101,4.8,3,101,1061,10.5,7,dorien-bryant-1
245,Chansi Stuckey*,Clemson,ACC,12,64,770,12.0,4,13,78,6.0,0,77,848,11.0,4,chansi-stuckey-1
246,Mark Philmore*,Northwestern,Big Ten,11,55,662,12.0,6,1,19,19.0,1,56,681,12.2,7,mark-philmore-1
247,Chad Mock,Hawaii,WAC,8,42,502,12.0,1,,,,,42,502,12.0,1,chad-mock-1
248,Dontrell Moore,New Mexico,MWC,11,31,371,12.0,3,275,1298,4.7,14,306,1669,5.5,17,dontrell-moore-1
249,Charles Davis,Purdue,Big Ten,11,26,311,12.0,1,,,,,26,311,12.0,1,charles-davis-1
250,Hiram Moore,Marshall,CUSA,11,53,630,11.9,4,,,,,53,630,11.9,4,hiram-moore-1
251,Casey Flair,UNLV,MWC,11,32,382,11.9,2,,,,,32,382,11.9,2,casey-flair-1
252,Michael Bumpus,Washington State,Pac-10,7,30,357,11.9,2,4,29,7.3,0,34,386,11.4,2,michael-bumpus-1
253,Julius Eppinger,Florida International,Sun Belt,8,25,297,11.9,3,0,0,,0,25,297,11.9,3,julius-eppinger-1
254,Tony Pennyman,Utah State,WAC,10,63,741,11.8,5,9,44,4.9,0,72,785,10.9,5,tony-pennyman-1
255,Tony Scheffler,Western Michigan,MAC,11,57,670,11.8,9,,,,,57,670,11.8,9,tony-scheffler-1
256,Matt Askew,Idaho,WAC,10,28,330,11.8,1,,,,,28,330,11.8,1,matt-askew-1
257,Matt Shelton*,Notre Dame,Ind,12,28,329,11.8,0,,,,,28,329,11.8,0,matt-shelton-1
258,Eric Deslauriers,Eastern Michigan,MAC,11,75,874,11.7,8,2,30,15.0,0,77,904,11.7,8,eric-deslauriers-1
259,Dominique Zeigler,Baylor,Big 12,11,48,563,11.7,5,,,,,48,563,11.7,5,dominique-zeigler-1
260,Scott Chandler*,Iowa,Big Ten,12,47,552,11.7,2,,,,,47,552,11.7,2,scott-chandler-1
261,Terry Moss,Ball State,MAC,11,36,420,11.7,4,1,2,2.0,0,37,422,11.4,4,terry-moss-1
262,Eddie Royal*,Virginia Tech,ACC,13,27,315,11.7,2,10,79,7.9,1,37,394,10.6,3,eddie-royal-1
263,Gary Banks,Troy,Sun Belt,11,25,293,11.7,2,4,4,1.0,0,29,297,10.2,2,gary-banks-1
264,Damien Rhodes,Syracuse,Big East,11,23,270,11.7,0,219,900,4.1,7,242,1170,4.8,7,damien-rhodes-1
265,Casey McGahee,Florida Atlantic,Sun Belt,11,23,269,11.7,1,2,18,9.0,0,25,287,11.5,1,casey-mcgahee-1
266,Trent Shelton,Baylor,Big 12,11,39,452,11.6,1,,,,,39,452,11.6,1,trent-shelton-1
267,Danny Amendola*,Texas Tech,Big 12,12,34,395,11.6,3,2,-1,-0.5,0,36,394,10.9,3,danny-amendola-1
268,Kris Kasparek*,Akron,MAC,13,27,312,11.6,0,,,,,27,312,11.6,0,kris-kasparek-1
269,Kenny McKinley*,South Carolina,SEC,12,25,291,11.6,1,5,17,3.4,0,30,308,10.3,1,kenny-mckinley-1
270,Troy Bienemann,Washington State,Pac-10,10,24,278,11.6,3,,,,,24,278,11.6,3,troy-bienemann-1
271,Erik Gill,Pitt,Big East,11,21,244,11.6,1,,,,,21,244,11.6,1,erik-gill-1
272,Greg Estandia,UNLV,MWC,11,49,563,11.5,7,,,,,49,563,11.5,7,greg-estandia-1
273,Terrence Nunn,Nebraska,Big 12,12,43,495,11.5,7,2,23,11.5,0,45,518,11.5,7,terrence-nunn-1
274,Shatone Powers,Northern Illinois,MAC,12,43,494,11.5,3,1,4,4.0,0,44,498,11.3,3,shatone-powers-1
275,A.J. Harris,New Mexico State,WAC,10,39,448,11.5,4,1,18,18.0,0,40,466,11.7,4,aj-harris-1
276,De'Cody Fagg*,Florida State,ACC,10,35,404,11.5,1,,,,,35,404,11.5,1,decody-fagg-1
277,Tim Tolbert,New Mexico State,WAC,8,31,358,11.5,1,,,,,31,358,11.5,1,tim-tolbert-1
278,Chris Hopkins*,Toledo,MAC,12,31,355,11.5,4,,,,,31,355,11.5,4,chris-hopkins-1
279,Reynaldo Pellerin,SMU,CUSA,11,30,346,11.5,2,6,69,11.5,1,36,415,11.5,3,reynaldo-pellerin-1
280,Jarwarski Pollock,North Carolina,ACC,10,30,341,11.4,2,,,,,30,341,11.4,2,jarwarski-pollock-1
281,Quentily Harmon*,TCU,MWC,11,28,318,11.4,1,,,,,28,318,11.4,1,quentily-harmon-1
282,Anthony Pudewell*,Nevada,WAC,12,27,308,11.4,2,,,,,27,308,11.4,2,anthony-pudewell-1
283,Derrick Smith,Louisiana,Sun Belt,11,22,250,11.4,2,6,51,8.5,2,28,301,10.8,4,derrick-smith-1
284,T.J. Williams*,North Carolina State,ACC,12,36,407,11.3,2,,,,,36,407,11.3,2,tj-williams-2
285,Marcus Hill,Kent State,MAC,11,33,372,11.3,1,,,,,33,372,11.3,1,marcus-hill-1
286,Brent Celek,Cincinnati,Big East,11,32,361,11.3,3,,,,,32,361,11.3,3,brent-celek-1
287,Brad Wood,Arizona,Pac-10,11,27,304,11.3,6,,,,,27,304,11.3,6,brad-wood-1
288,C.J. Fayton,Tennessee,SEC,10,24,272,11.3,2,,,,,24,272,11.3,2,cj-fayton-1
289,Sean Coffey*,Missouri,Big 12,9,40,448,11.2,2,,,,,40,448,11.2,2,sean-coffey-1
290,Brian Murph*,Kansas,Big 12,11,33,368,11.2,2,1,-5,-5.0,0,34,363,10.7,2,brian-murph-1
291,Jeff King*,Virginia Tech,ACC,13,26,292,11.2,6,,,,,26,292,11.2,6,jeff-king-1
292,Steve Breaston*,Michigan,Big Ten,11,26,291,11.2,2,10,101,10.1,0,36,392,10.9,2,steve-breaston-1
293,Chris Hannon,Tennessee,SEC,11,24,268,11.2,3,,,,,24,268,11.2,3,chris-hannon-1
294,Earl Bennett,Vanderbilt,SEC,11,79,876,11.1,9,5,11,2.2,0,84,887,10.6,9,earl-bennett-1
295,Rudy Burgess*,Arizona State,Pac-10,12,59,655,11.1,4,145,644,4.4,6,204,1299,6.4,10,rudy-burgess-1
296,Austin Flynn*,Iowa State,Big 12,12,56,624,11.1,3,,,,,56,624,11.1,3,austin-flynn-1
297,Matt Rivera*,Fresno State,WAC,12,38,421,11.1,3,28,116,4.1,0,66,537,8.1,3,matt-rivera-1
298,Dustin Dunning,Vanderbilt,SEC,11,35,389,11.1,0,,,,,35,389,11.1,0,dustin-dunning-1
299,Seneca Chambers,Louisiana Tech,WAC,11,29,323,11.1,0,,,,,29,323,11.1,0,seneca-chambers-1
300,Brandon Allen,New Mexico State,WAC,12,33,362,11.0,1,,,,,33,362,11.0,1,brandon-allen-1
301,Bristol Olomua*,Texas Tech,Big 12,11,28,309,11.0,1,,,,,28,309,11.0,1,bristol-olomua-1
302,Syvelle Newton*,South Carolina,SEC,7,27,297,11.0,2,21,150,7.1,2,48,447,9.3,4,syvelle-newton-1
303,Shaun Herbert*,Northwestern,Big Ten,12,79,862,10.9,6,,,,,79,862,10.9,6,shaun-herbert-1
304,Marcus Fitzgerald,Marshall,CUSA,10,41,448,10.9,2,,,,,41,448,10.9,2,marcus-fitzgerald-1
305,Brent Casteel*,Utah,MWC,12,39,426,10.9,2,35,208,5.9,1,74,634,8.6,3,brent-casteel-1
306,Brian Calhoun*,Wisconsin,Big Ten,13,53,571,10.8,2,348,1636,4.7,22,401,2207,5.5,24,brian-calhoun-1
307,Robert Ortiz,San Diego State,MWC,12,39,422,10.8,5,1,2,2.0,0,40,424,10.6,5,robert-ortiz-1
308,Ben Obomanu*,Auburn,SEC,12,33,357,10.8,5,7,147,21.0,2,40,504,12.6,7,ben-obomanu-1
309,Brian Allbrooks,Temple,Ind,9,22,238,10.8,1,5,7,1.4,0,27,245,9.1,1,brian-allbrooks-1
310,Chase Coffman*,Missouri,Big 12,12,47,503,10.7,4,,,,,47,503,10.7,4,chase-coffman-1
311,Dusty Sprague*,Colorado,Big 12,13,44,472,10.7,1,,,,,44,472,10.7,1,dusty-sprague-1
312,Joe Chapple,Western Michigan,MAC,11,33,354,10.7,2,1,6,6.0,0,34,360,10.6,2,joe-chapple-1
313,Leon Washington*,Florida State,ACC,11,25,267,10.7,1,97,430,4.4,3,122,697,5.7,4,leon-washington-1
314,Peyton Hillis,Arkansas,SEC,11,38,402,10.6,4,65,315,4.8,3,103,717,7.0,7,peyton-hillis-1
315,Larry Lester*,Boston College,ACC,11,37,392,10.6,2,,,,,37,392,10.6,2,larry-lester-1
316,Dominique Byrd*,USC,Pac-10,12,29,306,10.6,0,,,,,29,306,10.6,0,dominique-byrd-1
317,Derrick Dyer,Buffalo,MAC,10,26,276,10.6,1,,,,,26,276,10.6,1,derrick-dyer-1
318,L.V. Whitworth*,Boston College,ACC,12,23,244,10.6,0,189,807,4.3,5,212,1051,5.0,5,lv-whitworth-1
319,Bret Smith,Tennessee,SEC,11,21,223,10.6,3,,,,,21,223,10.6,3,bret-smith-1
320,Britt Davis,Northern Illinois,MAC,12,42,441,10.5,3,8,49,6.1,1,50,490,9.8,4,britt-davis-1
321,Mike Espy,Ole Miss,SEC,11,52,543,10.4,3,4,8,2.0,0,56,551,9.8,3,mike-espy-1
322,Grant Mulkey,Nebraska,Big 12,12,26,271,10.4,0,,,,,26,271,10.4,0,grant-mulkey-1
323,Brian Leonard*,Rutgers,Big East,12,55,568,10.3,6,173,740,4.3,11,228,1308,5.7,17,brian-leonard-1
324,William Franklin*,Missouri,Big 12,12,40,413,10.3,2,8,17,2.1,0,48,430,9.0,2,william-franklin-1
325,Josh Hawkins,Oregon State,Pac-10,11,38,393,10.3,2,,,,,38,393,10.3,2,josh-hawkins-1
326,Erick Jackson,UNLV,MWC,11,36,370,10.3,1,174,673,3.9,6,210,1043,5.0,7,erick-jackson-1
327,Marlon White,Vanderbilt,SEC,11,34,350,10.3,6,,,,,34,350,10.3,6,marlon-white-1
328,Chad Jackson*,Florida,SEC,12,88,900,10.2,9,16,89,5.6,2,104,989,9.5,11,chad-jackson-1
329,Paul Dombrowski,New Mexico State,WAC,12,78,798,10.2,2,10,26,2.6,1,88,824,9.4,3,paul-dombrowski-1
330,Chris Johnson,East Carolina,CUSA,11,35,356,10.2,2,176,684,3.9,6,211,1040,4.9,8,chris-johnson-1
331,Derick Ross,Cincinnati,Big East,11,33,338,10.2,1,1,8,8.0,0,34,346,10.2,1,derick-ross-1
332,Will Prosser,Mississippi State,SEC,11,28,286,10.2,0,,,,,28,286,10.2,0,will-prosser-1
333,Jake Nordin,Northern Illinois,MAC,11,26,266,10.2,1,,,,,26,266,10.2,1,jake-nordin-1
334,Albert Young*,Iowa,Big Ten,12,24,244,10.2,0,249,1334,5.4,8,273,1578,5.8,8,albert-young-1
335,Brandon Jackson,North Texas,Sun Belt,11,22,225,10.2,2,,,,,22,225,10.2,2,brandon-jackson-3
336,Shaun Rochon,Baylor,Big 12,11,44,443,10.1,2,4,32,8.0,1,48,475,9.9,3,shaun-rochon-1
337,Joey Trappey,Louisiana-Monroe,Sun Belt,11,42,425,10.1,1,,,,,42,425,10.1,1,joey-trappey-1
338,Derek Kinder,Pitt,Big East,11,37,374,10.1,3,,,,,37,374,10.1,3,derek-kinder-1
339,Andrew Hawkins*,Toledo,MAC,11,28,283,10.1,3,11,29,2.6,0,39,312,8.0,3,andrew-hawkins-1
340,Jon Hamlett,North Carolina,ACC,11,21,212,10.1,1,,,,,21,212,10.1,1,jon-hamlett-1
341,James Finley*,Oregon,Pac-10,12,57,571,10.0,2,3,-2,-0.7,0,60,569,9.5,2,james-finley-1
342,Anthony Wheat-Brown,Oregon State,Pac-10,11,40,400,10.0,3,2,6,3.0,0,42,406,9.7,3,anthony-wheat-brown-1
343,Travis Lewis,Eastern Michigan,MAC,11,33,331,10.0,1,,,,,33,331,10.0,1,travis-lewis-1
344,Jeff Carpenter*,Boise State,WAC,13,30,300,10.0,1,51,306,6.0,4,81,606,7.5,5,jeff-carpenter-1
345,Damarcus Davis,Tulane,CUSA,11,28,280,10.0,3,,,,,28,280,10.0,3,damarcus-davis-1
346,Derrick Bush,Kent State,MAC,10,39,388,9.9,4,3,-4,-1.3,0,42,384,9.1,4,derrick-bush-1
347,Darius Reynaud*,West Virginia,Big East,12,30,297,9.9,5,9,86,9.6,1,39,383,9.8,6,darius-reynaud-1
348,Rolly Lumbala,Idaho,WAC,11,22,217,9.9,2,128,472,3.7,1,150,689,4.6,3,rolly-lumbala-1
349,Rafael Little,Kentucky,SEC,11,46,449,9.8,0,197,1045,5.3,9,243,1494,6.1,9,rafael-little-1
350,Brett Hamlin,Buffalo,MAC,11,38,371,9.8,0,2,-11,-5.5,0,40,360,9.0,0,brett-hamlin-1
351,Jason Williams,Connecticut,Big East,11,32,315,9.8,5,3,38,12.7,0,35,353,10.1,5,jason-williams-1
352,Ramonce Taylor*,Texas,Big 12,13,27,265,9.8,3,76,513,6.8,12,103,778,7.6,15,ramonce-taylor-1
353,Uril Parrish*,Tulsa,CUSA,12,25,246,9.8,1,179,775,4.3,9,204,1021,5.0,10,uril-parrish-1
354,DaJuan Warren,Illinois,Big Ten,11,21,205,9.8,0,,,,,21,205,9.8,0,dajuan-warren-1
355,Chad Upshaw,Buffalo,MAC,11,37,359,9.7,3,,,,,37,359,9.7,3,chad-upshaw-1
356,Darnell Jenkins*,Miami (FL),ACC,11,25,242,9.7,2,3,12,4.0,0,28,254,9.1,2,darnell-jenkins-1
357,Shawn Lewis,Kent State,MAC,11,21,203,9.7,2,4,11,2.8,0,25,214,8.6,2,shawn-lewis-1
358,Jamar Hunt*,UTEP,CUSA,12,27,258,9.6,2,,,,,27,258,9.6,2,jamar-hunt-1
359,Carlton Jones,Army,Ind,10,25,241,9.6,2,269,1024,3.8,6,294,1265,4.3,8,carlton-jones-2
360,Chris Davis,Wake Forest,ACC,7,23,220,9.6,1,7,32,4.6,0,30,252,8.4,1,chris-davis-4
361,Justin Harper,Central Michigan,MAC,10,64,607,9.5,4,7,55,7.9,0,71,662,9.3,4,justin-harper-1
362,Norris Drinkard,UAB,CUSA,11,41,390,9.5,2,13,45,3.5,0,54,435,8.1,2,norris-drinkard-1
363,Shawn Lauzon,Marshall,CUSA,11,31,295,9.5,3,1,5,5.0,0,32,300,9.4,3,shawn-lauzon-1
364,Glenn Holt,Kentucky,SEC,11,21,200,9.5,0,2,25,12.5,1,23,225,9.8,1,glenn-holt-1
365,Trumaine Riley,Eastern Michigan,MAC,10,21,200,9.5,0,1,7,7.0,0,22,207,9.4,0,trumaine-riley-1
366,Terrence Whitehead*,Oregon,Pac-10,11,52,490,9.4,4,156,679,4.4,4,208,1169,5.6,8,terrence-whitehead-1
367,Jonathan Fields*,Northwestern,Big Ten,12,60,555,9.3,0,5,18,3.6,0,65,573,8.8,0,jonathan-fields-1
368,James Jones,San Jose State,WAC,11,30,278,9.3,1,8,48,6.0,0,38,326,8.6,1,james-jones-3
369,Darrion Porter-Isom,Florida Atlantic,Sun Belt,11,26,242,9.3,1,1,4,4.0,0,27,246,9.1,1,darrion-porter-isom-1
370,Charles Gordon*,Kansas,Big 12,12,34,313,9.2,2,2,0,0.0,0,36,313,8.7,2,charles-gordon-1
371,Chris Miller*,Boston College,ACC,12,25,229,9.2,4,,,,,25,229,9.2,4,chris-miller-3
372,Cameron Bobb,Kent State,MAC,11,23,211,9.2,0,,,,,23,211,9.2,0,cameron-bobb-1
373,Cory Ross,Nebraska,Big 12,12,43,392,9.1,3,225,882,3.9,5,268,1274,4.8,8,cory-ross-1
374,Naufahu Tahi*,Brigham Young,MWC,11,41,375,9.1,2,97,497,5.1,6,138,872,6.3,8,naufahu-tahi-1
375,Tremayne Kirkland,UNLV,MWC,8,28,254,9.1,1,20,109,5.5,0,48,363,7.6,1,tremayne-kirkland-1
376,Tyrell Sutton*,Northwestern,Big Ten,12,44,396,9.0,2,250,1474,5.9,16,294,1870,6.4,18,tyrell-sutton-1
377,Patrick Williams*,Colorado,Big 12,13,29,258,8.9,0,,,,,29,258,8.9,0,patrick-williams-1
378,Brad Ekwerekwu*,Missouri,Big 12,12,32,282,8.8,4,7,4,0.6,1,39,286,7.3,5,brad-ekwerekwu-1
379,Kevin Robbins,Louisiana,Sun Belt,10,26,228,8.8,1,,,,,26,228,8.8,1,kevin-robbins-1
380,Clark Green*,Kansas,Big 12,12,25,219,8.8,0,153,664,4.3,2,178,883,5.0,2,clark-green-1
381,Lorenzo Booker*,Florida State,ACC,13,38,329,8.7,2,119,552,4.6,4,157,881,5.6,6,lorenzo-booker-1
382,Quadtrine Hill*,Miami (FL),ACC,12,29,252,8.7,1,19,138,7.3,0,48,390,8.1,1,quadtrine-hill-1
383,Jacob Tamme,Kentucky,SEC,10,29,251,8.7,1,,,,,29,251,8.7,1,jacob-tamme-1
384,Charles Wynn,Ball State,MAC,8,26,227,8.7,1,127,533,4.2,3,153,760,5.0,4,charles-wynn-1
385,Curtis Brown*,Brigham Young,MWC,12,53,454,8.6,2,210,1123,5.3,14,263,1577,6.0,16,curtis-brown-3
386,Samuel Smith,Florida International,Sun Belt,10,35,302,8.6,1,0,0,,0,35,302,8.6,1,samuel-smith-1
387,Tim Day*,Oregon,Pac-10,12,25,215,8.6,1,,,,,25,215,8.6,1,tim-day-1
388,Zack Sledge,SMU,CUSA,11,25,215,8.6,0,,,,,25,215,8.6,0,zack-sledge-1
389,Jerome Harrison,Washington State,Pac-10,11,24,206,8.6,1,308,1900,6.2,16,332,2106,6.3,17,jerome-harrison-1
390,Tommy Henderson,Rice,CUSA,10,22,189,8.6,0,29,128,4.4,1,51,317,6.2,1,tommy-henderson-1
391,A.J. Bennett,Eastern Michigan,MAC,11,60,511,8.5,4,6,-2,-0.3,0,66,509,7.7,4,aj-bennett-1
392,Ontario Sneed,Central Michigan,MAC,11,51,433,8.5,3,220,1065,4.8,8,271,1498,5.5,11,ontario-sneed-1
393,Yvenson Bernard,Oregon State,Pac-10,11,37,316,8.5,1,299,1321,4.4,13,336,1637,4.9,14,yvenson-bernard-1
394,Eugene Gross,Middle Tennessee State,Sun Belt,11,33,277,8.4,1,182,724,4.0,13,215,1001,4.7,14,eugene-gross-1
395,Skyler Green*,LSU,SEC,13,32,268,8.4,0,16,126,7.9,0,48,394,8.2,0,skyler-green-1
396,Ben Patrick,Duke,ACC,10,30,252,8.4,0,,,,,30,252,8.4,0,ben-patrick-1
397,Hugh Charles*,Colorado,Big 12,13,28,231,8.3,1,189,858,4.5,6,217,1089,5.0,7,hugh-charles-1
398,Brett Biggs*,Akron,MAC,13,65,535,8.2,4,284,1230,4.3,10,349,1765,5.1,14,brett-biggs-1
399,Kendal Briles*,Houston,CUSA,12,45,369,8.2,1,2,4,2.0,0,47,373,7.9,1,kendal-briles-1
400,Darius Walker*,Notre Dame,Ind,12,43,351,8.2,2,253,1196,4.7,9,296,1547,5.2,11,darius-walker-1
401,Nathan Meikle*,Brigham Young,MWC,12,36,292,8.1,0,7,39,5.6,1,43,331,7.7,1,nathan-meikle-1
402,Stephen Chicola,Middle Tennessee State,Sun Belt,11,29,231,8.0,1,,,,,29,231,8.0,1,stephen-chicola-1
403,Pierre Thomas,Illinois,Big Ten,11,28,225,8.0,1,127,664,5.2,5,155,889,5.7,6,pierre-thomas-1
404,Taurean Henderson*,Texas Tech,Big 12,12,67,528,7.9,5,148,872,5.9,17,215,1400,6.5,22,taurean-henderson-1
405,Jon Davis*,Iowa State,Big 12,12,41,319,7.8,2,3,9,3.0,0,44,328,7.5,2,jon-davis-1
406,Freddie King,Louisiana Tech,WAC,11,25,195,7.8,2,2,16,8.0,0,27,211,7.8,2,freddie-king-1
407,Nate Ilaoa,Hawaii,WAC,12,36,274,7.6,1,85,643,7.6,6,121,917,7.6,7,nate-ilaoa-1
408,Tracy Ford,Idaho,WAC,11,30,223,7.4,0,44,173,3.9,2,74,396,5.4,2,tracy-ford-1
409,Jeff Jennings,Vanderbilt,SEC,10,21,156,7.4,1,123,448,3.6,7,144,604,4.2,8,jeff-jennings-1
410,Wynel Seldon,Wyoming,MWC,11,27,198,7.3,0,187,871,4.7,11,214,1069,5.0,11,wynel-seldon-1
411,Matt Forte,Tulane,CUSA,11,23,163,7.1,1,169,655,3.9,4,192,818,4.3,5,matt-forte-1
412,Travis Brown,New Mexico,MWC,11,35,245,7.0,2,20,153,7.7,1,55,398,7.2,3,travis-brown-2
413,Ahmad Bradshaw,Marshall,CUSA,11,56,381,6.8,1,214,997,4.7,9,270,1378,5.1,10,ahmad-bradshaw-1
414,Terry Caulley,Connecticut,Big East,11,27,176,6.5,0,141,659,4.7,6,168,835,5.0,6,terry-caulley-1
415,P.J. Pope,Bowling Green State,MAC,9,27,173,6.4,1,125,436,3.5,4,152,609,4.0,5,pj-pope-1
416,B.J. Lane,Bowling Green State,MAC,11,24,151,6.3,1,139,677,4.9,10,163,828,5.1,11,bj-lane-1
417,Calvin Dawson,Louisiana-Monroe,Sun Belt,11,21,130,6.2,0,134,656,4.9,7,155,786,5.1,7,calvin-dawson-1
418,Chris Barclay,Wake Forest,ACC,10,26,159,6.1,0,218,1127,5.2,10,244,1286,5.3,10,chris-barclay-1
419,Justine Buries,New Mexico State,WAC,11,23,141,6.1,1,187,779,4.2,5,210,920,4.4,6,justine-buries-1
420,Lawrence Vickers*,Colorado,Big 12,13,26,152,5.8,2,73,258,3.5,9,99,410,4.1,11,lawrence-vickers-1
421,Lynell Hamilton,San Diego State,MWC,11,26,144,5.5,0,190,819,4.3,9,216,963,4.5,9,lynell-hamilton-1
422,Brandon Whitaker,Baylor,Big 12,11,30,160,5.3,0,101,481,4.8,1,131,641,4.9,1,brandon-whitaker-1
423,E.B. Halsey,Illinois,Big Ten,11,38,185,4.9,2,84,349,4.2,1,122,534,4.4,3,eb-halsey-1
424,Gilbert Harris,Arizona,Pac-10,11,22,107,4.9,2,79,284,3.6,5,101,391,3.9,7,gilbert-harris-1
425,Kenneth Darby*,Alabama,SEC,12,29,132,4.6,0,239,1242,5.2,3,268,1374,5.1,3,kenneth-darby-1
426,Yamar Washington,Indiana,Big Ten,11,22,57,2.6,0,127,443,3.5,1,149,500,3.4,1,yamar-washington-1
