
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
228,Matt Rushbrook,SMU,WAC,10,30,359,12.0,3,2,7,3.5,0,32,366,11.4,3,matt-rushbrook-1
229,Heath Miller*,Virginia,ACC,13,70,835,11.9,6,,,,,70,835,11.9,6,heath-miller-1
230,Aaron Alexander*,Michigan State,Big Ten,13,44,522,11.9,3,3,-5,-1.7,0,47,517,11.0,3,aaron-alexander-1
231,Kevin Payne,Louisiana-Monroe,Sun Belt,12,41,488,11.9,3,248,976,3.9,6,289,1464,5.1,9,kevin-payne-1
232,Trent Shelton,Baylor,Big 12,12,25,298,11.9,1,8,8,1.0,0,33,306,9.3,1,trent-shelton-1
233,Sean Coffey,Missouri,Big 12,12,23,273,11.9,1,,,,,23,273,11.9,1,sean-coffey-1
234,Chris Cooley,Utah State,Sun Belt,10,62,732,11.8,6,3,21,7.0,1,65,753,11.6,7,chris-cooley-1
235,Miquel Irvin,Akron,MAC,12,50,588,11.8,3,,,,,50,588,11.8,3,miquel-irvin-1
236,Zamir Cobb,Temple,Big East,12,74,866,11.7,5,,,,,74,866,11.7,5,zamir-cobb-1
237,Robert Quiroga,Baylor,Big 12,12,42,490,11.7,4,1,2,2.0,0,43,492,11.4,4,robert-quiroga-1
238,Steve Breaston*,Michigan,Big Ten,13,38,444,11.7,3,12,65,5.4,2,50,509,10.2,5,steve-breaston-1
239,Caleb Blankenship*,Tulsa,WAC,13,33,387,11.7,2,7,15,2.1,1,40,402,10.1,3,caleb-blankenship-1
240,Lonnie Hurst,Illinois,Big Ten,10,27,315,11.7,1,,,,,27,315,11.7,1,lonnie-hurst-1
241,Lance Moore,Toledo,MAC,12,103,1194,11.6,9,5,26,5.2,1,108,1220,11.3,10,lance-moore-1
242,Tramain Hall*,North Carolina State,ACC,13,69,799,11.6,7,36,142,3.9,0,105,941,9.0,7,tramain-hall-1
243,Luke Powell,Stanford,Pac-10,11,45,520,11.6,3,8,18,2.3,0,53,538,10.2,3,luke-powell-1
244,Roshon Jacobs,Louisiana-Monroe,Sun Belt,6,25,289,11.6,2,1,6,6.0,0,26,295,11.3,2,roshon-jacobs-1
245,Cole Magner*,Bowling Green State,MAC,14,99,1138,11.5,10,20,87,4.4,0,119,1225,10.3,10,cole-magner-1
246,Damien Gary*,Georgia,SEC,14,43,494,11.5,1,,,,,43,494,11.5,1,damien-gary-1
247,Larry Bostic,Ball State,MAC,12,38,438,11.5,4,23,60,2.6,0,61,498,8.2,4,larry-bostic-1
248,Nate Curry*,Georgia Tech,ACC,13,37,426,11.5,3,,,,,37,426,11.5,3,nate-curry-1
249,Chad McCullar*,Houston,CUSA,13,35,403,11.5,1,2,5,2.5,1,37,408,11.0,2,chad-mccullar-1
250,Jacque Lewis,North Carolina,ACC,12,34,391,11.5,5,61,374,6.1,1,95,765,8.1,6,jacque-lewis-1
251,Britton Komine*,Hawaii,WAC,13,53,602,11.4,5,,,,,53,602,11.4,5,britton-komine-1
252,Kelvin Hayden,Illinois,Big Ten,10,52,592,11.4,3,6,54,9.0,0,58,646,11.1,3,kelvin-hayden-1
253,Richard Washington*,North Carolina State,ACC,9,44,500,11.4,6,8,28,3.5,0,52,528,10.2,6,richard-washington-1
254,Travis Latendresse*,Utah,MWC,12,32,366,11.4,1,1,9,9.0,0,33,375,11.4,1,travis-latendresse-1
255,Se'e Poumele*,Hawaii,WAC,13,29,330,11.4,2,9,19,2.1,1,38,349,9.2,3,see-poumele-1
256,Jerrin Holt,Middle Tennessee State,Sun Belt,12,26,296,11.4,2,,,,,26,296,11.4,2,jerrin-holt-1
257,Wes Welker*,Texas Tech,Big 12,13,97,1099,11.3,9,27,146,5.4,1,124,1245,10.0,10,wes-welker-1
258,Mack Vincent,Louisiana-Monroe,Sun Belt,12,62,700,11.3,9,1,-1,-1.0,0,63,699,11.1,9,mack-vincent-1
259,Courtney Roby,Indiana,Big Ten,11,45,504,11.2,0,7,43,6.1,0,52,547,10.5,0,courtney-roby-1
260,Ryan Hahaj,Ball State,MAC,12,29,324,11.2,2,,,,,29,324,11.2,2,ryan-hahaj-1
261,Courtney Taylor*,Auburn,SEC,13,34,379,11.1,0,,,,,34,379,11.1,0,courtney-taylor-1
262,Joel Dreessen*,Colorado State,MWC,9,29,323,11.1,3,,,,,29,323,11.1,3,joel-dreessen-1
263,DeAngelo Williams*,Memphis,CUSA,11,35,384,11.0,3,243,1430,5.9,10,278,1814,6.5,13,deangelo-williams-1
264,Michael Brewster*,Hawaii,WAC,14,33,363,11.0,2,54,405,7.5,2,87,768,8.8,4,michael-brewster-1
265,Tyson Devree,Western Michigan,MAC,12,30,331,11.0,3,,,,,30,331,11.0,3,tyson-devree-1
266,Wardell Alsup,Middle Tennessee State,Sun Belt,12,27,297,11.0,3,2,-2,-1.0,0,29,295,10.2,3,wardell-alsup-1
267,Michael Johnson,UNLV,MWC,12,42,457,10.9,1,1,7,7.0,0,43,464,10.8,1,michael-johnson-6
268,Floyd Smith,Louisiana-Monroe,Sun Belt,12,37,403,10.9,1,18,0,0.0,0,55,403,7.3,1,floyd-smith-1
269,Skyler Green*,LSU,SEC,14,48,519,10.8,5,8,90,11.3,1,56,609,10.9,6,skyler-green-1
270,Steve Sanders*,Bowling Green State,MAC,14,43,466,10.8,1,1,15,15.0,0,44,481,10.9,1,steve-sanders-1
271,William White,Army,CUSA,12,40,433,10.8,2,7,12,1.7,0,47,445,9.5,2,william-white-1
272,O.J. Small*,Florida,SEC,13,35,379,10.8,1,,,,,35,379,10.8,1,o-j-small-1
273,Chris Cunningham,SMU,WAC,12,26,281,10.8,0,3,1,0.3,0,29,282,9.7,0,chris-cunningham-1
274,Steven Jackson*,Oregon State,Pac-10,13,44,470,10.7,3,350,1545,4.4,19,394,2015,5.1,22,steven-jackson-3
275,Gerald Welch*,Hawaii,WAC,13,43,462,10.7,4,,,,,43,462,10.7,4,gerald-welch-1
276,Reggie Love,Duke,ACC,12,27,290,10.7,4,,,,,27,290,10.7,4,reggie-love-1
277,Lance Johnson,Duke,ACC,12,23,247,10.7,1,,,,,23,247,10.7,1,lance-johnson-1
278,Paris Warren*,Utah,MWC,11,76,809,10.6,4,20,124,6.2,1,96,933,9.7,5,paris-warren-2
279,Bernard Berrian*,Fresno State,WAC,14,63,668,10.6,4,13,171,13.2,2,76,839,11.0,6,bernard-berrian-1
280,Jonathan Smith*,Washington State,Pac-10,13,33,349,10.6,1,224,961,4.3,10,257,1310,5.1,11,jonathan-smith-3
281,Kendrick Starling,San Jose State,WAC,10,28,296,10.6,0,5,12,2.4,1,33,308,9.3,1,kendrick-starling-1
282,Jarwarski Pollock,North Carolina,ACC,12,71,745,10.5,1,6,40,6.7,0,77,785,10.2,1,jarwarski-pollock-1
283,Clark Green*,Kansas,Big 12,13,44,464,10.5,2,204,968,4.7,6,248,1432,5.8,8,clark-green-1
284,Mewelde Moore,Tulane,CUSA,9,39,408,10.5,4,185,915,4.9,5,224,1323,5.9,9,mewelde-moore-1
285,Nichiren Flowers,Nevada,WAC,10,35,366,10.5,2,3,11,3.7,0,38,377,9.9,2,nichiren-flowers-1
286,Jeff Stowe,Idaho,Sun Belt,11,30,316,10.5,4,,,,,30,316,10.5,4,jeff-stowe-1
287,Eric Bartel,Louisiana,Sun Belt,12,24,251,10.5,0,,,,,24,251,10.5,0,eric-bartel-1
288,Thaddeus Lewis,Cincinnati,CUSA,12,25,261,10.4,1,,,,,25,261,10.4,1,thaddeus-lewis-1
289,Rashard Williams,Syracuse,Big East,10,23,240,10.4,1,,,,,23,240,10.4,1,rashard-williams-1
290,Terrance Copper,East Carolina,CUSA,12,87,897,10.3,2,3,14,4.7,0,90,911,10.1,2,terrance-copper-1
291,Toby Christensen,Brigham Young,MWC,12,53,547,10.3,4,1,2,2.0,0,54,549,10.2,4,toby-christensen-1
292,Tres Moses,Rutgers,Big East,11,52,536,10.3,5,2,10,5.0,0,54,546,10.1,5,tres-moses-1
293,Chuck Walker,Arkansas State,Sun Belt,12,26,267,10.3,1,,,,,26,267,10.3,1,chuck-walker-1
294,R.J. Corbin*,Miami (OH),MAC,13,35,357,10.2,2,1,-6,-6.0,0,36,351,9.8,2,rj-corbin-1
295,Kellen Winslow*,Miami (FL),Big East,13,60,605,10.1,1,,,,,60,605,10.1,1,kellen-winslow-1
296,Khary Sharpe,Duke,ACC,10,23,233,10.1,0,7,-10,-1.4,0,30,223,7.4,0,khary-sharpe-1
297,Darius Outlaw,Missouri,Big 12,12,40,398,10.0,4,1,3,3.0,0,41,401,9.8,4,darius-outlaw-1
298,Robert Ortiz,San Diego State,MWC,11,33,329,10.0,1,2,5,2.5,0,35,334,9.5,1,robert-ortiz-1
299,Willie Idlette,Wake Forest,ACC,12,32,319,10.0,0,41,234,5.7,3,73,553,7.6,3,willie-idlette-1
300,Jamaul Montgomery,Iowa State,Big 12,11,24,239,10.0,2,1,3,3.0,0,25,242,9.7,2,jamaul-montgomery-1
301,Aaron Halterman,Indiana,Big Ten,12,23,230,10.0,0,,,,,23,230,10.0,0,aaron-halterman-1
302,Walter Reyes,Syracuse,Big East,12,38,375,9.9,1,253,1347,5.3,20,291,1722,5.9,21,walter-reyes-1
303,Chris R. Roberson,Eastern Michigan,MAC,12,34,338,9.9,2,3,13,4.3,0,37,351,9.5,2,chris-r-roberson-1
304,Chris Roberson,Eastern Michigan,MAC,12,34,338,9.9,2,3,13,4.3,0,37,351,9.5,2,chris-roberson-1
305,Eric Knott*,Michigan State,Big Ten,11,31,306,9.9,2,,,,,31,306,9.9,2,eric-knott-1
306,Jermaine Landrum*,Tulsa,WAC,13,28,277,9.9,1,33,222,6.7,1,61,499,8.2,2,jermaine-landrum-1
307,Ryan Smith*,UCLA,Pac-10,12,28,277,9.9,1,,,,,28,277,9.9,1,ryan-smith-1
308,Justin Harper,Central Michigan,MAC,12,45,441,9.8,2,,,,,45,441,9.8,2,justin-harper-1
309,Taylor Stubblefield*,Purdue,Big Ten,13,86,835,9.7,3,5,24,4.8,0,91,859,9.4,3,taylor-stubblefield-1
310,Zach Gerstner,Idaho,Sun Belt,12,32,309,9.7,2,256,1157,4.5,5,288,1466,5.1,7,zach-gerstner-1
311,Jared Jones,Syracuse,Big East,12,37,355,9.6,0,3,32,10.7,0,40,387,9.7,0,jared-jones-1
312,Omar Jenkins,Notre Dame,Ind,12,36,344,9.6,1,,,,,36,344,9.6,1,omar-jenkins-1
313,Philip Reed,Western Michigan,MAC,11,28,269,9.6,0,189,744,3.9,8,217,1013,4.7,8,philip-reed-1
314,Troy Bienemann*,Washington State,Pac-10,12,29,273,9.4,2,,,,,29,273,9.4,2,troy-bienemann-1
315,Marques Hagans*,Virginia,ACC,13,28,262,9.4,0,16,96,6.0,2,44,358,8.1,2,marques-hagans-1
316,Matt Trannon*,Michigan State,Big Ten,11,28,259,9.3,0,,,,,28,259,9.3,0,matt-trannon-1
317,Ryan Moats,Louisiana Tech,WAC,12,27,251,9.3,1,199,1300,6.5,10,226,1551,6.9,11,ryan-moats-1
318,Steve Fleming,Arizona,Pac-10,11,24,222,9.3,2,,,,,24,222,9.3,2,steve-fleming-1
319,Brian Leonard,Rutgers,Big East,12,53,488,9.2,5,213,880,4.1,9,266,1368,5.1,14,brian-leonard-1
320,Thomson Omboga,Missouri,Big 12,12,44,403,9.2,1,,,,,44,403,9.2,1,thomson-omboga-1
321,T.A. McLendon*,North Carolina State,ACC,9,40,368,9.2,2,130,608,4.7,9,170,976,5.7,11,ta-mclendon-1
322,Duane Coleman*,Clemson,ACC,13,34,309,9.1,3,133,615,4.6,2,167,924,5.5,5,duane-coleman-1
323,P.J. Pope*,Bowling Green State,MAC,14,48,433,9.0,0,191,1005,5.3,10,239,1438,6.0,10,pj-pope-1
324,George Murray,Cincinnati,CUSA,12,30,270,9.0,0,30,133,4.4,3,60,403,6.7,3,george-murray-1
325,Cornelius McGrady*,Bowling Green State,MAC,13,29,262,9.0,1,1,-1,-1.0,0,30,261,8.7,1,cornelius-mcgrady-1
326,Terrence Whitehead*,Oregon,Pac-10,12,28,253,9.0,1,192,737,3.8,6,220,990,4.5,7,terrence-whitehead-1
327,Johnnie Mack*,Texas Tech,Big 12,13,26,233,9.0,1,42,307,7.3,4,68,540,7.9,5,johnnie-mack-1
328,Marques Roberts,Baylor,Big 12,12,25,224,9.0,2,2,21,10.5,0,27,245,9.1,2,marques-roberts-1
329,Anthony Chambers*,Purdue,Big Ten,13,25,222,8.9,2,,,,,25,222,8.9,2,anthony-chambers-1
330,Lousaka Polite*,Pitt,Big East,13,25,222,8.9,1,70,258,3.7,1,95,480,5.1,2,lousaka-polite-1
331,Ben Hartsock*,Ohio State,Big Ten,13,33,290,8.8,2,,,,,33,290,8.8,2,ben-hartsock-1
332,Brian Fisher,South Florida,CUSA,11,28,246,8.8,1,37,134,3.6,4,65,380,5.8,5,brian-fisher-1
333,Allynson Sheffield,South Florida,CUSA,11,28,245,8.8,0,,,,,28,245,8.8,0,allynson-sheffield-1
334,Tavaris Capers,UCF,MAC,12,67,585,8.7,7,5,31,6.2,0,72,616,8.6,7,tavaris-capers-1
335,Chris Hale,Brigham Young,MWC,11,33,286,8.7,0,4,-13,-3.3,0,37,273,7.4,0,chris-hale-1
336,Wali Lundy*,Virginia,ACC,12,29,253,8.7,4,227,929,4.1,10,256,1182,4.6,14,wali-lundy-1
337,Kemmie Lewis,Louisiana,Sun Belt,12,27,234,8.7,1,,,,,27,234,8.7,1,kemmie-lewis-1
338,Derrick Knight*,Boston College,Big East,13,26,227,8.7,0,321,1721,5.4,11,347,1948,5.6,11,derrick-knight-1
339,Garrett Mills*,Tulsa,WAC,13,53,456,8.6,10,,,,,53,456,8.6,10,garrett-mills-1
340,Jaren Hayes*,Michigan State,Big Ten,12,48,414,8.6,3,145,609,4.2,5,193,1023,5.3,8,jaren-hayes-1
341,Kunle Patrick*,Northwestern,Big Ten,13,32,274,8.6,0,,,,,32,274,8.6,0,kunle-patrick-1
342,Chris Perry*,Michigan,Big Ten,13,44,367,8.3,2,338,1674,5.0,18,382,2041,5.3,20,chris-perry-1
343,Brian Calhoun,Colorado,Big 12,12,32,266,8.3,1,195,810,4.2,5,227,1076,4.7,6,brian-calhoun-1
344,Alex Haynes,UCF,MAC,12,32,264,8.3,0,183,774,4.2,5,215,1038,4.8,5,alex-haynes-1
345,Alvin Pearman*,Virginia,ACC,13,63,518,8.2,4,134,643,4.8,4,197,1161,5.9,8,alvin-pearman-1
346,David Fiefia,Utah State,Sun Belt,12,38,310,8.2,1,206,967,4.7,7,244,1277,5.2,8,david-fiefia-1
347,Tristan Smith,Tulane,CUSA,12,37,305,8.2,5,5,42,8.4,0,42,347,8.3,5,tristan-smith-1
348,E.B. Halsey,Illinois,Big Ten,9,37,303,8.2,4,140,525,3.8,2,177,828,4.7,6,eb-halsey-1
349,Cedric Dawley,Cincinnati,CUSA,12,23,185,8.0,1,,,,,23,185,8.0,1,cedric-dawley-1
350,Taurean Henderson*,Texas Tech,Big 12,13,78,611,7.8,6,124,736,5.9,10,202,1347,6.7,16,taurean-henderson-1
351,Jason Rader,Marshall,MAC,12,30,233,7.8,3,,,,,30,233,7.8,3,jason-rader-1
352,Earl Charles,Marshall,MAC,12,26,204,7.8,0,205,1039,5.1,12,231,1243,5.4,12,earl-charles-1
353,Alex Smith,Stanford,Pac-10,11,24,185,7.7,3,,,,,24,185,7.7,3,alex-smith-2
354,Marvin Townes,East Carolina,CUSA,12,23,176,7.7,2,258,1128,4.4,8,281,1304,4.6,10,marvin-townes-1
355,Troy Fleming*,Tennessee,SEC,13,36,262,7.3,2,17,43,2.5,0,53,305,5.8,2,troy-fleming-1
356,Carlton Jones,Army,CUSA,13,29,211,7.3,2,194,632,3.3,6,223,843,3.8,8,carlton-jones-2
357,Derek Armah,Wyoming,MWC,12,26,183,7.0,0,177,683,3.9,5,203,866,4.3,5,derek-armah-1
358,Anthony Sherrell,Eastern Michigan,MAC,12,44,304,6.9,1,338,1531,4.5,12,382,1835,4.8,13,anthony-sherrell-1
359,Sean McHugh,Penn State,Big Ten,12,27,185,6.9,1,54,256,4.7,3,81,441,5.4,4,sean-mchugh-1
360,Eugene Gross,Middle Tennessee State,Sun Belt,12,25,172,6.9,0,189,735,3.9,10,214,907,4.2,10,eugene-gross-1
361,Zack Abron,Missouri,Big 12,12,25,171,6.8,0,200,1018,5.1,13,225,1189,5.3,13,zack-abron-1
362,Dee Brown,UCF,MAC,12,25,162,6.5,1,19,80,4.2,1,44,242,5.5,2,dee-brown-1
363,Carey Davis,Illinois,Big Ten,9,39,236,6.1,1,44,198,4.5,0,83,434,5.2,1,carey-davis-1
364,Ezekiel Staples,San Jose State,WAC,11,25,152,6.1,0,21,63,3.0,0,46,215,4.7,0,ezekiel-staples-1
365,Aaron Leeper,Buffalo,MAC,12,23,92,4.0,0,122,522,4.3,2,145,614,4.2,2,aaron-leeper-1
