
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
47,Ryne Robinson*,Miami (OH),MAC,14,28,468,16.7,2,3,12,4.0,0,31,480,15.5,2,ryne-robinson-1
48,Martin Nance*,Miami (OH),MAC,14,90,1498,16.6,11,,,,,90,1498,16.6,11,martin-nance-1
49,Devard Darling*,Washington State,Pac-10,13,50,830,16.6,7,1,5,5.0,0,51,835,16.4,7,devard-darling-1
50,Steve Savoy*,Utah,MWC,12,40,663,16.6,7,5,35,7.0,0,45,698,15.5,7,steve-savoy-1
51,Brian Clark*,North Carolina State,ACC,13,33,548,16.6,2,1,-3,-3.0,0,34,545,16.0,2,brian-clark-1
52,Kyle Brown*,Michigan State,Big Ten,12,29,481,16.6,3,,,,,29,481,16.6,3,kyle-brown-2
53,Mike Brake,Akron,MAC,12,27,449,16.6,5,1,2,2.0,0,28,451,16.1,5,mike-brake-1
54,Derrick Hamilton*,Clemson,ACC,13,62,1026,16.5,10,17,111,6.5,0,79,1137,14.4,10,derrick-hamilton-1
55,Jason Avant*,Michigan,Big Ten,12,47,772,16.4,2,,,,,47,772,16.4,2,jason-avant-1
56,Ben Troupe*,Florida,SEC,13,39,638,16.4,5,,,,,39,638,16.4,5,ben-troupe-1
57,Drew Carter*,Ohio State,Big Ten,8,25,410,16.4,1,2,13,6.5,0,27,423,15.7,1,drew-carter-1
58,Derek Hagan,Arizona State,Pac-10,12,66,1076,16.3,9,,,,,66,1076,16.3,9,derek-hagan-1
59,Jeremiah Cockheran*,Hawaii,WAC,12,61,997,16.3,9,,,,,61,997,16.3,9,jeremiah-cockheran-1
60,Ronshay Jenkins,New Mexico State,Sun Belt,12,57,928,16.3,4,2,5,2.5,0,59,933,15.8,4,ronshay-jenkins-1
61,J.R. Russell*,Louisville,CUSA,13,75,1213,16.2,8,,,,,75,1213,16.2,8,jr-russell-1
62,Devery Henderson*,LSU,SEC,14,53,861,16.2,11,8,37,4.6,0,61,898,14.7,11,devery-henderson-1
63,Steve Suter*,Maryland,ACC,12,29,471,16.2,1,7,58,8.3,0,36,529,14.7,1,steve-suter-1
64,James Newson*,Oregon State,Pac-10,12,81,1306,16.1,3,1,5,5.0,0,82,1311,16.0,3,james-newson-1
65,Ernest Wilford*,Virginia Tech,Big East,13,55,886,16.1,3,,,,,55,886,16.1,3,ernest-wilford-1
66,Chris Bernard,Kentucky,SEC,12,33,532,16.1,5,2,14,7.0,0,35,546,15.6,5,chris-bernard-1
67,Elgin Hicks,South Florida,CUSA,10,28,451,16.1,7,,,,,28,451,16.1,7,elgin-hicks-1
68,Aaron Hosack*,Minnesota,Big Ten,13,51,814,16.0,8,,,,,51,814,16.0,8,aaron-hosack-1
69,Jerricho Cotchery*,North Carolina State,ACC,13,86,1369,15.9,10,7,32,4.6,0,93,1401,15.1,10,jerricho-cotchery-1
70,Romby Bryant*,Tulsa,WAC,13,47,748,15.9,8,8,22,2.8,0,55,770,14.0,8,romby-bryant-1
71,Jovon Bouknight,Wyoming,MWC,12,47,746,15.9,7,16,110,6.9,1,63,856,13.6,8,jovon-bouknight-1
72,Cory Rodgers*,TCU,CUSA,13,37,590,15.9,5,17,39,2.3,3,54,629,11.6,8,cory-rodgers-1
73,Mark Bradford,Stanford,Pac-10,11,37,587,15.9,3,1,9,9.0,0,38,596,15.7,3,mark-bradford-1
74,T.J. Williams*,North Carolina State,ACC,13,28,444,15.9,3,,,,,28,444,15.9,3,tj-williams-2
75,Dre Fulgham,Alabama,SEC,13,30,475,15.8,4,1,-3,-3.0,0,31,472,15.2,4,dre-fulgham-1
76,Carlos Francis*,Texas Tech,Big 12,13,75,1177,15.7,9,8,42,5.3,0,83,1219,14.7,9,carlos-francis-1
77,Frederick Stamps,Louisiana,Sun Belt,12,62,973,15.7,7,3,11,3.7,0,65,984,15.1,7,frederick-stamps-1
78,Grant Adams*,Boston College,Big East,13,46,720,15.7,5,1,-3,-3.0,0,47,717,15.3,5,grant-adams-1
79,Erik Davis,Vanderbilt,SEC,12,41,638,15.6,8,,,,,41,638,15.6,8,erik-davis-1
80,Ricky Williams,Arizona,Pac-10,12,36,563,15.6,2,,,,,36,563,15.6,2,ricky-williams-1
81,Jarrett Hicks*,Texas Tech,Big 12,13,32,498,15.6,5,,,,,32,498,15.6,5,jarrett-hicks-1
82,D'Juan Woods*,Oklahoma State,Big 12,12,31,479,15.5,1,,,,,31,479,15.5,1,djuan-woods-1
83,Roy Williams*,Texas,Big 12,13,70,1079,15.4,9,4,36,9.0,0,74,1115,15.1,9,roy-williams-3
84,Brandon Jones*,Oklahoma,Big 12,14,46,709,15.4,8,1,0,0.0,0,47,709,15.1,8,brandon-jones-3
85,Mark Jones*,Tennessee,SEC,13,36,556,15.4,5,7,65,9.3,0,43,621,14.4,5,mark-jones-1
86,Fred Gibson*,Georgia,SEC,11,36,553,15.4,3,,,,,36,553,15.4,3,fred-gibson-1
87,Maurice Brown*,Iowa,Big Ten,8,33,507,15.4,4,1,-5,-5.0,0,34,502,14.8,4,maurice-brown-1
88,Joshua Tinch*,Louisville,CUSA,13,26,401,15.4,1,,,,,26,401,15.4,1,joshua-tinch-1
89,Brandon Smith,Vanderbilt,SEC,12,39,595,15.3,2,4,20,5.0,0,43,615,14.3,2,brandon-smith-5
90,Roydell Williams,Tulane,CUSA,12,66,1006,15.2,9,,,,,66,1006,15.2,9,roydell-williams-1
91,Michael Jenkins*,Ohio State,Big Ten,13,55,834,15.2,7,,,,,55,834,15.2,7,michael-jenkins-1
92,Kelvin Kight*,Florida,SEC,13,39,591,15.2,3,1,7,7.0,0,40,598,15.0,3,kelvin-kight-1
93,Maurice Avery*,Memphis,CUSA,11,49,742,15.1,8,24,98,4.1,3,73,840,11.5,11,maurice-avery-1
94,Jeris McIntyre*,Auburn,SEC,13,41,621,15.1,3,1,31,31.0,0,42,652,15.5,3,jeris-mcintyre-1
95,Sam Hurd,Northern Illinois,MAC,12,29,438,15.1,2,,,,,29,438,15.1,2,sam-hurd-1
96,Tavarious Davis*,Memphis,CUSA,12,27,407,15.1,3,,,,,27,407,15.1,3,tavarious-davis-1
97,Charles Sharon*,Bowling Green State,MAC,13,59,887,15.0,10,1,7,7.0,0,60,894,14.9,10,charles-sharon-1
98,Carlos Perez*,Florida,SEC,13,36,541,15.0,4,4,25,6.3,0,40,566,14.2,4,carlos-perez-1
99,John Standeford*,Purdue,Big Ten,13,77,1150,14.9,4,,,,,77,1150,14.9,4,john-standeford-1
100,T.J. Acree*,Boise State,WAC,13,51,758,14.9,7,1,5,5.0,0,52,763,14.7,7,tj-acree-1
101,Michael McCoy,Idaho,Sun Belt,11,32,478,14.9,1,0,0,,0,32,478,14.9,1,michael-mccoy-1
102,Mike McCoy,Idaho,Sun Belt,11,32,478,14.9,1,,,,,32,478,14.9,1,mike-mccoy-7
103,Darren Garcia*,Memphis,CUSA,11,26,387,14.9,0,1,2,2.0,0,27,389,14.4,0,darren-garcia-1
104,James Banks*,Tennessee,SEC,13,42,621,14.8,6,2,15,7.5,1,44,636,14.5,7,james-banks-1
105,Antwon Courington*,Southern Mississippi,CUSA,13,36,532,14.8,3,,,,,36,532,14.8,3,antwon-courington-1
106,Keary Colbert*,USC,Pac-10,13,69,1013,14.7,9,3,29,9.7,0,72,1042,14.5,9,keary-colbert-1
107,Orlando Winston,Idaho,Sun Belt,12,55,807,14.7,7,,,,,55,807,14.7,7,orlando-winston-1
108,P.K. Sam*,Florida State,ACC,13,50,735,14.7,5,2,4,2.0,0,52,739,14.2,5,pk-sam-1
109,Lionel Gates*,Louisville,CUSA,13,25,368,14.7,0,141,817,5.8,11,166,1185,7.1,11,lionel-gates-1
110,Jonathan Smith*,Georgia Tech,ACC,13,78,1138,14.6,5,15,45,3.0,0,93,1183,12.7,5,jonathan-smith-1
111,Craig Bragg*,UCLA,Pac-10,13,73,1065,14.6,5,,,,,73,1065,14.6,5,craig-bragg-1
112,Kris Wilson*,Pitt,Big East,13,44,643,14.6,9,,,,,44,643,14.6,9,kris-wilson-1
113,Lance Young,Iowa State,Big 12,12,32,467,14.6,1,,,,,32,467,14.6,1,lance-young-1
114,Skyler Fulton,Arizona State,Pac-10,12,62,901,14.5,10,,,,,62,901,14.5,10,skyler-fulton-1
115,Shawn Tucker,Rutgers,Big East,12,50,726,14.5,2,1,14,14.0,0,51,740,14.5,2,shawn-tucker-1
116,Ryan Moore*,Miami (FL),Big East,13,44,637,14.5,3,,,,,44,637,14.5,3,ryan-moore-1
117,Scott Lunde*,Washington State,Pac-10,12,42,610,14.5,3,3,7,2.3,0,45,617,13.7,3,scott-lunde-1
118,Daron Lawrence*,Southern Mississippi,CUSA,13,37,536,14.5,2,,,,,37,536,14.5,2,daron-lawrence-1
119,Howard Jackson,UTEP,WAC,13,27,391,14.5,2,208,1146,5.5,6,235,1537,6.5,8,howard-jackson-1
120,Johnnie Lee Higgins Jr.,UTEP,WAC,13,25,362,14.5,0,8,32,4.0,1,33,394,11.9,1,johnnie-lee-higgins-jr-1
121,Phil Goodman,Temple,Big East,11,47,678,14.4,5,,,,,47,678,14.4,5,phil-goodman-1
122,Luther Huggins,UCF,MAC,12,26,375,14.4,2,,,,,26,375,14.4,2,luther-huggins-1
123,Latrez Harrison*,Maryland,ACC,13,39,558,14.3,6,,,,,39,558,14.3,6,latrez-harrison-1
124,Roger Jordan*,Northwestern,Big Ten,11,31,442,14.3,0,,,,,31,442,14.3,0,roger-jordan-1
125,Brandon Young,Connecticut,Ind,9,28,399,14.3,4,,,,,28,399,14.3,4,brandon-young-1
126,Kerry Johnson*,Ole Miss,SEC,13,28,399,14.3,5,1,-4,-4.0,0,29,395,13.6,5,kerry-johnson-1
127,Justin Jenkins,Mississippi State,SEC,12,62,880,14.2,9,,,,,62,880,14.2,9,justin-jenkins-1
128,Shawn Piper,Louisiana Tech,WAC,12,41,584,14.2,3,,,,,41,584,14.2,3,shawn-piper-1
129,Adrian Boyd*,New Mexico,MWC,12,41,581,14.2,3,20,80,4.0,0,61,661,10.8,3,adrian-boyd-1
130,Darron White*,Memphis,CUSA,13,37,525,14.2,5,30,128,4.3,4,67,653,9.7,9,darron-white-1
131,Samie Parker*,Oregon,Pac-10,13,77,1088,14.1,7,5,48,9.6,0,82,1136,13.9,7,samie-parker-1
132,Charles Frederick,Washington,Pac-10,12,59,831,14.1,5,3,7,2.3,0,62,838,13.5,5,charles-frederick-1
133,Antoine Polite*,Kansas State,Big 12,13,29,409,14.1,1,,,,,29,409,14.1,1,antoine-polite-1
134,Ben Moa*,Utah,MWC,12,26,366,14.1,3,31,151,4.9,3,57,517,9.1,6,ben-moa-1
135,Nehemiah Glover*,Texas Tech,Big 12,13,77,1081,14.0,9,4,14,3.5,0,81,1095,13.5,9,nehemiah-glover-1
136,Derek McCoy,Colorado,Big 12,12,63,883,14.0,11,,,,,63,883,14.0,11,derek-mccoy-1
137,Ramon Ochoa*,Iowa,Big Ten,13,34,477,14.0,6,2,22,11.0,1,36,499,13.9,7,ramon-ochoa-1
138,Courtney Anderson,San Jose State,WAC,11,23,322,14.0,5,,,,,23,322,14.0,5,courtney-anderson-1
139,Earvin Johnson,UNLV,MWC,11,60,834,13.9,4,,,,,60,834,13.9,4,earvin-johnson-1
140,Bill Flowers*,Ole Miss,SEC,13,39,543,13.9,1,1,0,0.0,0,40,543,13.6,1,bill-flowers-1
141,Matt Brandt*,Miami (OH),MAC,14,35,485,13.9,7,,,,,35,485,13.9,7,matt-brandt-1
142,Tony Johnson,Penn State,Big Ten,10,32,445,13.9,4,1,0,0.0,0,33,445,13.5,4,tony-johnson-1
143,Daryl Moore,Kent State,MAC,12,26,362,13.9,2,,,,,26,362,13.9,2,daryl-moore-1
144,Mike Williams*,USC,Pac-10,13,95,1314,13.8,16,3,26,8.7,0,98,1340,13.7,16,mike-williams-3
145,Michael Clayton*,LSU,SEC,14,78,1079,13.8,10,3,25,8.3,0,81,1104,13.6,10,michael-clayton-1
146,Troy Williamson,South Carolina,SEC,12,31,428,13.8,2,5,24,4.8,0,36,452,12.6,2,troy-williamson-1
147,Ryan Busing*,Miami (OH),MAC,14,28,386,13.8,1,1,0,0.0,0,29,386,13.3,1,ryan-busing-1
148,Matt Cherry,Akron,MAC,12,66,904,13.7,4,,,,,66,904,13.7,4,matt-cherry-1
149,Biren Ealy,Arizona,Pac-10,11,42,577,13.7,4,,,,,42,577,13.7,4,biren-ealy-1
150,Chris Marrow,UTEP,WAC,13,34,467,13.7,3,10,70,7.0,0,44,537,12.2,3,chris-marrow-1
151,Maurice Humphrey,Penn State,Big Ten,11,30,410,13.7,1,3,19,6.3,0,33,429,13.0,1,maurice-humphrey-1
152,Mike Cox,Arkansas State,Sun Belt,12,35,477,13.6,1,,,,,35,477,13.6,1,mike-cox-3
153,Aaron Alexander,Army,CUSA,13,64,861,13.5,6,,,,,64,861,13.5,6,aaron-alexander-3
154,Steve Odom,Toledo,MAC,12,62,838,13.5,6,2,-4,-2.0,0,64,834,13.0,6,steve-odom-1
155,Vincent Marshall*,Houston,CUSA,13,60,812,13.5,7,14,147,10.5,1,74,959,13.0,8,vincent-marshall-1
156,Charles Gordon*,Kansas,Big 12,13,57,769,13.5,5,8,45,5.6,0,65,814,12.5,5,charles-gordon-1
157,Reggie Brown*,Georgia,SEC,13,49,662,13.5,3,4,69,17.3,0,53,731,13.8,3,reggie-brown-2
158,Triandos Luke,Alabama,SEC,13,32,432,13.5,4,,,,,32,432,13.5,4,triandos-luke-1
159,McKinley Scott,Mississippi State,SEC,12,29,391,13.5,1,,,,,29,391,13.5,1,mckinley-scott-1
160,Brandon Marshall,UCF,MAC,12,28,377,13.5,2,1,8,8.0,0,29,385,13.3,2,brandon-marshall-1
161,Jerome Stegall,Arkansas State,Sun Belt,12,27,364,13.5,3,1,-3,-3.0,0,28,361,12.9,3,jerome-stegall-1
162,Braylon Edwards*,Michigan,Big Ten,13,85,1138,13.4,14,3,21,7.0,0,88,1159,13.2,14,braylon-edwards-1
163,P.J. Fleck,Northern Illinois,MAC,12,77,1028,13.4,6,1,9,9.0,0,78,1037,13.3,6,pj-fleck-1
164,Bryan Williamson,Ball State,MAC,12,36,481,13.4,1,,,,,36,481,13.4,1,bryan-williamson-1
165,Michael Johnson*,Georgia,SEC,12,27,361,13.4,2,,,,,27,361,13.4,2,michael-johnson-3
166,Richard Hourigan,East Carolina,CUSA,12,26,348,13.4,0,,,,,26,348,13.4,0,richard-hourigan-1
167,Chad Owens*,Hawaii,WAC,11,85,1134,13.3,9,2,6,3.0,0,87,1140,13.1,9,chad-owens-1
168,Brandon Rideau*,Kansas,Big 12,13,51,677,13.3,6,1,5,5.0,0,52,682,13.1,6,brandon-rideau-1
169,Terrance Hudson,Toledo,MAC,10,27,359,13.3,3,,,,,27,359,13.3,3,terrance-hudson-1
170,Dell McGee,Nevada,WAC,8,24,318,13.3,1,,,,,24,318,13.3,1,dell-mcgee-1
171,Kendrick Mosley,Western Michigan,MAC,12,77,1019,13.2,6,1,4,4.0,0,78,1023,13.1,6,kendrick-mosley-1
172,Shaun Feldeisen,Connecticut,Ind,12,65,860,13.2,7,,,,,65,860,13.2,7,shaun-feldeisen-1
173,Malcom Floyd,Wyoming,MWC,12,63,834,13.2,6,2,5,2.5,0,65,839,12.9,6,malcom-floyd-1
174,Chris Pittman*,Colorado State,MWC,12,56,739,13.2,4,9,56,6.2,0,65,795,12.2,4,chris-pittman-1
175,Brandon Williams*,Wisconsin,Big Ten,13,49,649,13.2,1,2,-1,-0.5,0,51,648,12.7,1,brandon-williams-6
176,Tim Euhus*,Oregon State,Pac-10,13,49,645,13.2,7,,,,,49,645,13.2,7,tim-euhus-1
177,Matt Knueven,Buffalo,MAC,12,47,622,13.2,4,7,42,6.0,0,54,664,12.3,4,matt-knueven-1
178,Huey Whittaker,South Florida,CUSA,11,39,516,13.2,2,,,,,39,516,13.2,2,huey-whittaker-1
179,Darius Watts,Marshall,MAC,12,74,968,13.1,11,11,100,9.1,0,85,1068,12.6,11,darius-watts-1
180,Chris Stallworth,Utah State,Sun Belt,11,37,483,13.1,4,,,,,37,483,13.1,4,chris-stallworth-1
181,D.J. Hackett,Colorado,Big 12,12,78,1013,13.0,7,1,-9,-9.0,0,79,1004,12.7,7,dj-hackett-1
182,Nick Sparks,Akron,MAC,12,57,740,13.0,4,1,-1,-1.0,0,58,739,12.7,4,nick-sparks-1
183,Jamall Broussard,San Jose State,WAC,11,55,715,13.0,1,10,71,7.1,1,65,786,12.1,2,jamall-broussard-1
184,Airese Currie*,Clemson,ACC,10,43,560,13.0,4,1,2,2.0,0,44,562,12.8,4,airese-currie-1
185,Kenny Coleman,Utah State,Sun Belt,12,37,481,13.0,2,2,24,12.0,0,39,505,12.9,2,kenny-coleman-1
186,Antonio Thomas,Western Michigan,MAC,12,37,480,13.0,4,,,,,37,480,13.0,4,antonio-thomas-1
187,Jason Samples,Troy,Ind,12,48,620,12.9,5,8,31,3.9,1,56,651,11.6,6,jason-samples-1
188,Kevin Youngblood*,Clemson,ACC,13,70,897,12.8,2,,,,,70,897,12.8,2,kevin-youngblood-1
189,Tuati Wooden,San Jose State,WAC,11,61,780,12.8,2,1,3,3.0,0,62,783,12.6,2,tuati-wooden-1
190,Jeff Webb,San Diego State,MWC,10,55,706,12.8,4,,,,,55,706,12.8,4,jeff-webb-2
191,O'Neil Wilson,Connecticut,Ind,12,51,655,12.8,9,4,38,9.5,0,55,693,12.6,9,oneil-wilson-1
192,Rhema McKnight,Notre Dame,Ind,12,47,600,12.8,3,,,,,47,600,12.8,3,rhema-mcknight-1
193,Sean Ryan*,Boston College,Big East,13,35,447,12.8,6,,,,,35,447,12.8,6,sean-ryan-1
194,Burl Toler*,California,Pac-10,14,48,609,12.7,3,,,,,48,609,12.7,3,burl-toler-1
195,Leon Pinky,San Jose State,WAC,11,31,395,12.7,8,,,,,31,395,12.7,8,leon-pinky-1
196,D.J. Curry,Louisiana Tech,WAC,12,53,668,12.6,6,2,8,4.0,0,55,676,12.3,6,dj-curry-1
197,Chris Norwood,Louisiana Tech,WAC,12,43,543,12.6,3,1,-2,-2.0,0,44,541,12.3,3,chris-norwood-1
198,Daniel Coats,Brigham Young,MWC,10,30,378,12.6,4,,,,,30,378,12.6,4,daniel-coats-1
199,Marcedes Lewis*,UCLA,Pac-10,13,30,377,12.6,3,,,,,30,377,12.6,3,marcedes-lewis-1
200,Reggie Williams,Washington,Pac-10,12,89,1109,12.5,8,3,11,3.7,0,92,1120,12.2,8,reggie-williams-1
201,Mickey Peters*,Texas Tech,Big 12,13,78,975,12.5,12,,,,,78,975,12.5,12,mickey-peters-1
202,Josh Davis,Marshall,MAC,12,66,823,12.5,6,8,33,4.1,1,74,856,11.6,7,josh-davis-1
203,Marque Davis*,Fresno State,WAC,13,40,499,12.5,2,,,,,40,499,12.5,2,marque-davis-1
204,Bill Sampy,Louisiana,Sun Belt,12,39,486,12.5,3,2,-6,-3.0,0,41,480,11.7,3,bill-sampy-1
205,Joel Hazard*,Boston College,Big East,12,32,401,12.5,0,,,,,32,401,12.5,0,joel-hazard-1
206,Matt Miller,Arizona State,Pac-10,11,26,326,12.5,1,,,,,26,326,12.5,1,matt-miller-2
207,Ray Ray Bivines,Mississippi State,SEC,10,26,324,12.5,1,2,1,0.5,0,28,325,11.6,1,ray-ray-bivines-1
208,Michael Larkin*,Miami (OH),MAC,14,67,832,12.4,11,,,,,67,832,12.4,11,michael-larkin-1
209,Jason Rivers*,Hawaii,WAC,12,48,594,12.4,5,,,,,48,594,12.4,5,jason-rivers-1
210,Andrew Clarke,Toledo,MAC,12,35,433,12.4,8,,,,,35,433,12.4,8,andrew-clarke-1
211,Ronnie Ghent*,Louisville,CUSA,13,34,421,12.4,4,,,,,34,421,12.4,4,ronnie-ghent-1
212,Chris Collins*,Ole Miss,SEC,13,77,949,12.3,7,3,29,9.7,0,80,978,12.2,7,chris-collins-1
213,Ryan Sawyer*,Virginia,ACC,13,39,481,12.3,2,,,,,39,481,12.3,2,ryan-sawyer-1
214,Devin Pitts,San Diego State,MWC,12,39,478,12.3,2,1,7,7.0,0,40,485,12.1,2,devin-pitts-1
215,Ottowa Anderson*,Virginia,ACC,13,33,407,12.3,2,1,7,7.0,0,34,414,12.2,2,ottowa-anderson-1
216,Jejuan Rankins*,Oklahoma,Big 12,13,33,406,12.3,6,,,,,33,406,12.3,6,jejuan-rankins-1
217,Leonard Gibson*,Houston,CUSA,13,25,307,12.3,2,,,,,25,307,12.3,2,leonard-gibson-1
218,Tim Van Zant,Texas A&amp;M,Big 12,12,30,367,12.2,3,,,,,30,367,12.2,3,tim-van-zant-1
219,Chris Jordan*,Washington State,Pac-10,12,28,341,12.2,2,,,,,28,341,12.2,2,chris-jordan-1
220,Shatone Powers,Northern Illinois,MAC,11,26,317,12.2,5,1,-1,-1.0,0,27,316,11.7,5,shatone-powers-1
221,Chris Lumpkin,New Mexico State,Sun Belt,7,24,293,12.2,0,1,4,4.0,0,25,297,11.9,0,chris-lumpkin-1
222,Dante Ridgeway,Ball State,MAC,12,89,1075,12.1,10,1,8,8.0,1,90,1083,12.0,11,dante-ridgeway-1
223,Agim Shabaj*,Michigan State,Big Ten,13,57,692,12.1,5,8,45,5.6,0,65,737,11.3,5,agim-shabaj-1
224,Derek Abney,Kentucky,SEC,12,51,616,12.1,5,11,148,13.5,0,62,764,12.3,5,derek-abney-1
225,Glenn Johnson,Indiana,Big Ten,11,36,436,12.1,2,,,,,36,436,12.1,2,glenn-johnson-1
226,Ryan McGuffey,Wyoming,MWC,12,68,815,12.0,5,5,9,1.8,1,73,824,11.3,6,ryan-mcguffey-1
227,Mark Kornfeld,Illinois,Big Ten,12,44,527,12.0,3,1,5,5.0,0,45,532,11.8,3,mark-kornfeld-1
