
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
56,Ladarius Perkins*,Mississippi State,SEC,13,101,566,5.6,3,9,247,27.4,3,110,813,7.4,6,ladarius-perkins-1
57,Leonard Mason,Colorado State,MWC,12,92,513,5.6,5,5,31,6.2,0,97,544,5.6,5,leonard-mason-1
58,Kerwynn Williams,Utah State,WAC,12,81,451,5.6,4,12,110,9.2,0,93,561,6.0,4,kerwynn-williams-1
59,Anthony Allen*,Georgia Tech,ACC,13,240,1316,5.5,7,3,88,29.3,1,243,1404,5.8,8,anthony-allen-1
60,Robbie Rouse*,Fresno State,WAC,11,205,1129,5.5,8,15,131,8.7,2,220,1260,5.7,10,robbie-rouse-1
61,Rex Burkhead*,Nebraska,Big 12,14,172,951,5.5,7,15,148,9.9,0,187,1099,5.9,7,rex-burkhead-1
62,Mark Ingram*,Alabama,SEC,11,158,875,5.5,13,21,282,13.4,1,179,1157,6.5,14,mark-ingram-1
63,Jon Williams*,East Carolina,CUSA,13,154,847,5.5,10,52,431,8.3,1,206,1278,6.2,11,jon-williams-1
64,Johnny White*,North Carolina,ACC,9,130,720,5.5,7,24,288,12.0,0,154,1008,6.5,7,johnny-white-1
65,Marcus Coker*,Iowa,Big Ten,7,114,622,5.5,3,2,23,11.5,0,116,645,5.6,3,marcus-coker-1
66,David Wilson*,Virginia Tech,ACC,13,113,619,5.5,5,15,234,15.6,4,128,853,6.7,9,david-wilson-1
67,Joseph Randle*,Oklahoma State,Big 12,13,82,452,5.5,2,37,427,11.5,1,119,879,7.4,3,joseph-randle-1
68,Chris Polk*,Washington,Pac-10,13,260,1415,5.4,9,22,180,8.2,0,282,1595,5.7,9,chris-polk-1
69,Chad Spann*,Northern Illinois,MAC,14,258,1388,5.4,22,9,45,5.0,0,267,1433,5.4,22,chad-spann-1
70,John Clay*,Wisconsin,Big Ten,11,187,1012,5.4,14,1,9,9.0,0,188,1021,5.4,14,john-clay-1
71,Pat Shed,UAB,CUSA,12,157,847,5.4,3,47,471,10.0,4,204,1318,6.5,7,pat-shed-1
72,Shawn Southward*,Troy,Sun Belt,13,115,623,5.4,7,19,190,10.0,2,134,813,6.1,9,shawn-southward-1
73,Daniel Thomas*,Kansas State,Big 12,13,298,1585,5.3,19,27,171,6.3,0,325,1756,5.4,19,daniel-thomas-1
74,Delone Carter*,Syracuse,Big East,13,231,1233,5.3,9,8,45,5.6,0,239,1278,5.3,9,delone-carter-1
75,Dan Herron*,Ohio State,Big Ten,13,216,1155,5.3,16,19,180,9.5,0,235,1335,5.7,16,dan-herron-1
76,Johnathan Franklin,UCLA,Pac-10,12,214,1127,5.3,8,10,63,6.3,0,224,1190,5.3,8,johnathan-franklin-1
77,Jared Hassin*,Army,Ind,13,191,1013,5.3,9,12,154,12.8,0,203,1167,5.7,9,jared-hassin-1
78,Marc Tyler,USC,Pac-10,13,171,913,5.3,9,17,127,7.5,1,188,1040,5.5,10,marc-tyler-1
79,Derrick Locke*,Kentucky,SEC,9,166,887,5.3,10,34,318,9.4,0,200,1205,6.0,10,derrick-locke-1
80,Bryce Beall,Houston,CUSA,12,163,870,5.3,12,12,90,7.5,0,175,960,5.5,12,bryce-beall-1
81,Eric Stephens*,Texas Tech,Big 12,13,127,668,5.3,6,33,212,6.4,2,160,880,5.5,8,eric-stephens-1
82,Desmond Johnson*,Southern Mississippi,CUSA,10,115,611,5.3,8,23,172,7.5,1,138,783,5.7,9,desmond-johnson-1
83,Rob Henry,Purdue,Big Ten,11,104,547,5.3,4,1,11,11.0,0,105,558,5.3,4,rob-henry-1
84,Vick Ballard*,Mississippi State,SEC,12,186,968,5.2,19,10,106,10.6,1,196,1074,5.5,20,vick-ballard-1
85,Thomas Merriweather*,Miami (OH),MAC,14,176,921,5.2,12,20,84,4.2,1,196,1005,5.1,13,thomas-merriweather-1
86,JJ Di Luigi*,Brigham Young,MWC,13,178,917,5.2,8,45,443,9.8,1,223,1360,6.1,9,jj-di-luigi-1
87,Washaun Ealey*,Georgia,SEC,12,157,811,5.2,11,8,85,10.6,0,165,896,5.4,11,washaun-ealey-1
88,Tim Jefferson*,Air Force,MWC,13,154,794,5.2,15,,,,,154,794,5.2,15,tim-jefferson-1
89,Cameron Marshall,Arizona State,Pac-10,12,150,787,5.2,9,21,227,10.8,1,171,1014,5.9,10,cameron-marshall-1
90,De'Vion Moore*,Missouri,Big 12,13,99,517,5.2,8,3,7,2.3,0,102,524,5.1,8,devion-moore-1
91,Jeremy Avery*,Boise State,WAC,13,95,495,5.2,11,14,154,11.0,1,109,649,6.0,12,jeremy-avery-1
92,Darron Thomas*,Oregon,Pac-10,13,93,486,5.2,5,1,-4,-4.0,0,94,482,5.1,5,darron-thomas-1
93,Jordan Todman*,Connecticut,Big East,12,334,1695,5.1,14,19,94,4.9,0,353,1789,5.1,14,jordan-todman-1
94,Shane Vereen,California,Pac-10,12,231,1167,5.1,13,22,209,9.5,3,253,1376,5.4,16,shane-vereen-1
95,Stepfan Taylor*,Stanford,Pac-10,13,223,1137,5.1,15,28,266,9.5,1,251,1403,5.6,16,stepfan-taylor-1
96,Tauren Poole*,Tennessee,SEC,13,204,1034,5.1,11,22,171,7.8,1,226,1205,5.3,12,tauren-poole-1
97,Matt Brown,Temple,MAC,12,162,830,5.1,7,16,70,4.4,0,178,900,5.1,7,matt-brown-1
98,Cierre Wood*,Notre Dame,Ind,13,119,603,5.1,3,20,170,8.5,2,139,773,5.6,5,cierre-wood-1
99,Joshua Quezada*,Brigham Young,MWC,13,99,505,5.1,5,8,46,5.8,1,107,551,5.1,6,joshua-quezada-1
100,Andy Dalton*,TCU,MWC,13,86,435,5.1,6,,,,,86,435,5.1,6,andy-dalton-1
101,Orleans Darkwa,Tulane,CUSA,11,184,925,5.0,11,17,155,9.1,0,201,1080,5.4,11,orleans-darkwa-1
102,Christine Michael*,Texas A&amp;M,Big 12,8,126,631,5.0,4,13,174,13.4,0,139,805,5.8,4,christine-michael-1
103,Carl Volny,Central Michigan,MAC,12,81,402,5.0,5,26,240,9.2,1,107,642,6.0,6,carl-volny-1
104,Bobby Rainey,Western Kentucky,Sun Belt,12,340,1649,4.9,15,29,230,7.9,0,369,1879,5.1,15,bobby-rainey-1
105,Evan Royster*,Penn State,Big Ten,13,208,1014,4.9,6,25,202,8.1,1,233,1216,5.2,7,evan-royster-1
106,Darriet Perry*,Florida International,Sun Belt,13,170,839,4.9,16,12,137,11.4,0,182,976,5.4,16,darriet-perry-1
107,Shaun Draughn*,North Carolina,ACC,12,129,637,4.9,6,13,62,4.8,0,142,699,4.9,6,shaun-draughn-1
108,Antwon Bailey*,Syracuse,Big East,13,114,554,4.9,2,35,306,8.7,3,149,860,5.8,5,antwon-bailey-1
109,Andre Williams*,Boston College,ACC,12,95,461,4.9,2,4,15,3.8,0,99,476,4.8,2,andre-williams-2
110,Marcus Lattimore*,South Carolina,SEC,13,249,1197,4.8,17,29,412,14.2,2,278,1609,5.8,19,marcus-lattimore-1
111,Dion Lewis*,Pitt,Big East,12,219,1061,4.8,13,27,216,8.0,0,246,1277,5.2,13,dion-lewis-1
112,Ronnie Weaver*,UCF,CUSA,14,186,890,4.8,11,4,29,7.3,0,190,919,4.8,11,ronnie-weaver-1
113,Eddie Wide*,Utah,MWC,13,149,717,4.8,11,34,271,8.0,2,183,988,5.4,13,eddie-wide-1
114,Matthew Tucker*,TCU,MWC,13,148,709,4.8,7,8,97,12.1,0,156,806,5.2,7,matthew-tucker-1
115,Eric Williams,Ball State,MAC,11,127,613,4.8,5,6,108,18.0,2,133,721,5.4,7,eric-williams-1
116,Armando Allen*,Notre Dame,Ind,8,107,514,4.8,2,17,138,8.1,0,124,652,5.3,2,armando-allen-1
117,Derek Lawson,Arkansas State,Sun Belt,12,105,500,4.8,4,15,154,10.3,1,120,654,5.5,5,derek-lawson-1
118,Jason Ford*,Illinois,Big Ten,12,99,480,4.8,7,7,52,7.4,0,106,532,5.0,7,jason-ford-1
119,Alexander Robinson,Iowa State,Big 12,12,202,946,4.7,9,26,201,7.7,1,228,1147,5.0,10,alexander-robinson-1
120,Damien Berry*,Miami (FL),ACC,12,190,899,4.7,5,10,97,9.7,1,200,996,5.0,6,damien-berry-1
121,Alex Allen,Akron,MAC,12,186,877,4.7,8,17,115,6.8,0,203,992,4.9,8,alex-allen-1
122,Nathan Scheelhaase*,Illinois,Big Ten,13,185,868,4.7,5,1,23,23.0,0,186,891,4.8,5,nathan-scheelhaase-1
123,Keith Payne,Virginia,ACC,11,160,749,4.7,14,12,131,10.9,2,172,880,5.1,16,keith-payne-1
124,Bernard Pierce,Temple,MAC,10,154,728,4.7,10,8,87,10.9,1,162,815,5.0,11,bernard-pierce-1
125,Keola Antolin*,Arizona,Pac-10,13,143,668,4.7,7,28,204,7.3,2,171,872,5.1,9,keola-antolin-1
126,Perry Jones,Virginia,ACC,12,137,646,4.7,1,31,224,7.2,1,168,870,5.2,2,perry-jones-1
127,Jared Tew*,Air Force,MWC,8,128,599,4.7,4,,,,,128,599,4.7,4,jared-tew-1
128,Patrick Mealy*,Army,Ind,11,101,470,4.7,2,4,45,11.3,0,105,515,4.9,2,patrick-mealy-1
129,Montel Harris*,Boston College,ACC,12,269,1243,4.6,8,18,112,6.2,1,287,1355,4.7,9,montel-harris-1
130,Jacquizz Rodgers,Oregon State,Pac-10,12,256,1184,4.6,14,44,287,6.5,3,300,1471,4.9,17,jacquizz-rodgers-1
131,Stevan Ridley*,LSU,SEC,13,249,1147,4.6,15,11,61,5.5,0,260,1208,4.6,15,stevan-ridley-1
132,Adam Robinson*,Iowa,Big Ten,10,203,941,4.6,10,24,290,12.1,1,227,1231,5.4,11,adam-robinson-1
133,Baron Batch*,Texas Tech,Big 12,13,177,816,4.6,5,32,226,7.1,3,209,1042,5.0,8,baron-batch-1
134,Paris Cotton,Central Michigan,MAC,11,142,651,4.6,6,25,245,9.8,0,167,896,5.4,6,paris-cotton-1
135,Mike Trumpy*,Northwestern,Big Ten,11,116,530,4.6,4,20,182,9.1,0,136,712,5.2,4,mike-trumpy-1
136,Nathan Walker*,Air Force,MWC,13,103,470,4.6,6,,,,,103,470,4.6,6,nathan-walker-1
137,Anthony Wilkerson*,Stanford,Pac-10,13,89,408,4.6,3,3,47,15.7,0,92,455,4.9,3,anthony-wilkerson-1
138,Alex Singleton*,Tulsa,CUSA,13,87,399,4.6,11,3,21,7.0,0,90,420,4.7,11,alex-singleton-1
139,Jeremy Deering,Rutgers,Big East,12,77,352,4.6,2,16,338,21.1,1,93,690,7.4,3,jeremy-deering-1
140,Rodney Stewart,Colorado,Big 12,12,290,1318,4.5,10,29,290,10.0,0,319,1608,5.0,10,rodney-stewart-1
141,Noel Devine*,West Virginia,Big East,13,208,934,4.5,6,34,258,7.6,1,242,1192,4.9,7,noel-devine-1
142,Sam McGuffie,Rice,CUSA,12,197,883,4.5,6,39,384,9.8,3,236,1267,5.4,9,sam-mcguffie-1
143,Moise Plancher*,South Florida,Big East,13,176,793,4.5,5,15,99,6.6,0,191,892,4.7,5,moise-plancher-1
144,Matt Asiata*,Utah,MWC,13,155,695,4.5,8,32,195,6.1,1,187,890,4.8,9,matt-asiata-1
145,Tyrod Taylor*,Virginia Tech,ACC,14,146,659,4.5,5,,,,,146,659,4.5,5,tyrod-taylor-1
146,Mustafa Greene*,North Carolina State,ACC,13,134,597,4.5,4,30,272,9.1,2,164,869,5.3,6,mustafa-greene-1
147,Jeremiah Masoli,Ole Miss,SEC,12,121,544,4.5,6,1,7,7.0,0,122,551,4.5,6,jeremiah-masoli-1
148,Demetris Murray*,South Florida,Big East,11,121,542,4.5,4,11,153,13.9,2,132,695,5.3,6,demetris-murray-1
149,Nic Grigsby*,Arizona,Pac-10,12,118,533,4.5,8,25,189,7.6,1,143,722,5.0,9,nic-grigsby-1
150,Dan Dierking,Purdue,Big Ten,12,117,529,4.5,3,20,173,8.7,2,137,702,5.1,5,dan-dierking-1
151,Giavanni Ruffin*,East Carolina,CUSA,13,85,384,4.5,2,25,157,6.3,1,110,541,4.9,3,giavanni-ruffin-1
152,Jyruss Edwards,Louisiana-Monroe,Sun Belt,12,84,375,4.5,4,14,70,5.0,0,98,445,4.5,4,jyruss-edwards-1
153,James Sims,Kansas,Big 12,11,168,742,4.4,9,19,134,7.1,1,187,876,4.7,10,james-sims-2
154,Josh Nesbitt*,Georgia Tech,ACC,9,166,737,4.4,10,0,0,,0,166,737,4.4,10,josh-nesbitt-1
155,Vincent Smith*,Michigan,Big Ten,13,136,601,4.4,5,15,130,8.7,2,151,731,4.8,7,vincent-smith-1
156,Cody Johnson,Texas,Big 12,11,134,592,4.4,6,4,49,12.3,0,138,641,4.6,6,cody-johnson-1
157,Desmond Scott,Duke,ACC,12,120,530,4.4,3,34,266,7.8,0,154,796,5.2,3,desmond-scott-1
158,Tevin Washington*,Georgia Tech,ACC,8,116,514,4.4,4,,,,,116,514,4.4,4,tevin-washington-1
159,Jordan Thomas,Rutgers,Big East,12,95,417,4.4,1,16,223,13.9,2,111,640,5.8,3,jordan-thomas-1
160,Fozzy Whittaker,Texas,Big 12,11,80,351,4.4,2,34,217,6.4,0,114,568,5.0,2,fozzy-whittaker-1
161,Demarco Murray*,Oklahoma,Big 12,14,282,1214,4.3,15,71,594,8.4,5,353,1808,5.1,20,demarco-murray-1
162,Alex Gillett,Eastern Michigan,MAC,12,179,766,4.3,5,,,,,179,766,4.3,5,alex-gillett-1
163,Dwayne Priest,Eastern Michigan,MAC,9,168,716,4.3,8,4,21,5.3,0,172,737,4.3,8,dwayne-priest-1
164,Gregory Ray,Memphis,CUSA,12,157,676,4.3,3,17,173,10.2,1,174,849,4.9,4,gregory-ray-1
165,Robert Griffin III*,Baylor,Big 12,13,149,635,4.3,8,1,9,9.0,0,150,644,4.3,8,robert-griffin-iii-1
166,Duane Bennett,Minnesota,Big Ten,12,123,529,4.3,3,33,319,9.7,1,156,848,5.4,4,duane-bennett-1
167,Ryan Williams*,Virginia Tech,ACC,10,110,477,4.3,9,10,109,10.9,1,120,586,4.9,10,ryan-williams-2
168,Nate Burney,Akron,MAC,12,109,467,4.3,0,7,33,4.7,0,116,500,4.3,0,nate-burney-1
169,Princeton McCarty,Idaho,WAC,10,89,380,4.3,3,15,116,7.7,0,104,496,4.8,3,princeton-mccarty-1
170,Albert Williams,Tulane,CUSA,11,86,370,4.3,1,9,40,4.4,0,95,410,4.3,1,albert-williams-1
171,Alvester Alexander,Wyoming,MWC,12,189,792,4.2,14,15,134,8.9,0,204,926,4.5,14,alvester-alexander-1
172,Michael Hayes,Houston,CUSA,12,150,629,4.2,8,30,327,10.9,2,180,956,5.3,10,michael-hayes-1
173,Daniel Borne,UAB,CUSA,12,76,321,4.2,4,11,134,12.2,1,87,455,5.2,5,daniel-borne-1
174,Alfred Morris,Florida Atlantic,Sun Belt,12,227,928,4.1,7,8,47,5.9,1,235,975,4.1,8,alfred-morris-1
175,Derrvin Speight,Utah State,WAC,12,189,779,4.1,8,12,135,11.3,0,201,914,4.5,8,derrvin-speight-1
176,Chris Anderson*,Troy,Sun Belt,13,94,388,4.1,3,19,119,6.3,1,113,507,4.5,4,chris-anderson-1
177,Enrique Davis,Ole Miss,SEC,8,82,337,4.1,3,1,16,16.0,0,83,353,4.3,3,enrique-davis-1
178,Brandon Connette,Duke,ACC,12,78,321,4.1,8,,,,,78,321,4.1,8,brandon-connette-1
179,Vince Davidson*,Ohio,MAC,13,138,549,4.0,6,8,110,13.8,1,146,659,4.5,7,vince-davidson-1
180,Jerrell Rhodes,Memphis,CUSA,10,116,469,4.0,1,11,68,6.2,1,127,537,4.2,2,jerrell-rhodes-1
181,Kenny Turner,New Mexico State,WAC,10,115,461,4.0,2,25,203,8.1,0,140,664,4.7,2,kenny-turner-1
182,Tracy Woods*,Miami (OH),MAC,14,94,376,4.0,1,18,151,8.4,0,112,527,4.7,1,tracy-woods-1
183,Kennard Reeves,Vanderbilt,SEC,11,76,306,4.0,0,4,35,8.8,0,80,341,4.3,0,kennard-reeves-1
184,Jamie Harper*,Clemson,ACC,13,197,760,3.9,7,35,328,9.4,3,232,1088,4.7,10,jamie-harper-1
185,Bryan Kariya*,Brigham Young,MWC,13,137,537,3.9,6,21,122,5.8,0,158,659,4.2,6,bryan-kariya-1
186,James Montgomery,Washington State,Pac-10,11,122,478,3.9,5,11,70,6.4,0,133,548,4.1,5,james-montgomery-2
187,Deonte Jackson,Idaho,WAC,13,113,442,3.9,4,25,211,8.4,1,138,653,4.7,5,deonte-jackson-1
188,Jeremiah Harden*,Florida International,Sun Belt,7,83,327,3.9,1,13,59,4.5,1,96,386,4.0,2,jeremiah-harden-1
189,Dean Haynes*,North Carolina State,ACC,10,83,320,3.9,3,13,118,9.1,1,96,438,4.6,4,dean-haynes-1
190,Tim Cornett,UNLV,MWC,13,144,546,3.8,6,13,98,7.5,2,157,644,4.1,8,tim-cornett-1
191,Dwight Dasher*,Middle Tennessee State,Sun Belt,9,142,543,3.8,8,,,,,142,543,3.8,8,dwight-dasher-1
192,Seth Smith,New Mexico State,WAC,12,101,385,3.8,3,5,29,5.8,0,106,414,3.9,3,seth-smith-1
193,Garrett Gilbert,Texas,Big 12,12,100,380,3.8,5,,,,,100,380,3.8,5,garrett-gilbert-1
194,Trent Steelman*,Army,Ind,13,197,721,3.7,11,,,,,197,721,3.7,11,trent-steelman-1
195,Chris Relf*,Mississippi State,SEC,13,194,713,3.7,5,,,,,194,713,3.7,5,chris-relf-1
196,Jeff Godfrey*,UCF,CUSA,14,152,566,3.7,10,0,0,,0,152,566,3.7,10,jeff-godfrey-1
197,Jordan Jefferson*,LSU,SEC,13,123,450,3.7,7,,,,,123,450,3.7,7,jordan-jefferson-1
198,Ricky Dobbs*,Navy,Ind,12,266,967,3.6,14,,,,,266,967,3.6,14,ricky-dobbs-1
199,Willie Geter,Bowling Green State,MAC,12,197,718,3.6,6,31,236,7.6,1,228,954,4.2,7,willie-geter-1
200,De'Leon Eskridge,Minnesota,Big Ten,12,193,698,3.6,7,4,37,9.3,0,197,735,3.7,7,deleon-eskridge-1
201,G.J. Kinne*,Tulsa,CUSA,13,158,561,3.6,7,,,,,158,561,3.6,7,gj-kinne-1
202,Jacquise Terry,Kent State,MAC,12,151,542,3.6,7,23,285,12.4,2,174,827,4.8,9,jacquise-terry-1
203,Brandon Rutley,San Jose State,WAC,12,129,461,3.6,4,17,183,10.8,1,146,644,4.4,5,brandon-rutley-1
204,Kasey Carrier,New Mexico,MWC,11,104,373,3.6,2,21,121,5.8,0,125,494,4.0,2,kasey-carrier-1
205,Martin Ward,Marshall,CUSA,11,96,345,3.6,1,13,56,4.3,0,109,401,3.7,1,martin-ward-1
206,Blaine Gautier,Louisiana,Sun Belt,9,77,280,3.6,5,,,,,77,280,3.6,5,blaine-gautier-1
207,Ryan Aplin,Arkansas State,Sun Belt,12,138,477,3.5,11,,,,,138,477,3.5,11,ryan-aplin-1
208,Miquale Lewis,Ball State,MAC,11,118,414,3.5,1,18,125,6.9,1,136,539,4.0,2,miquale-lewis-1
209,Broderick Green*,Arkansas,SEC,13,104,365,3.5,3,6,42,7.0,0,110,407,3.7,3,broderick-green-1
210,Josh Adams,Wake Forest,ACC,12,91,316,3.5,3,7,61,8.7,0,98,377,3.8,3,josh-adams-1
211,Austyn Carta-Samuels,Wyoming,MWC,11,117,392,3.4,3,,,,,117,392,3.4,3,austyn-carta-samuels-1
212,Jake Locker*,Washington,Pac-10,12,114,385,3.4,6,1,16,16.0,0,115,401,3.5,6,jake-locker-1
213,Trea Burgess,Indiana,Big Ten,12,104,352,3.4,3,5,38,7.6,0,109,390,3.6,3,trea-burgess-1
214,James Wright,New Mexico,MWC,11,89,304,3.4,2,7,50,7.1,0,96,354,3.7,2,james-wright-1
215,Tron Martinez,Marshall,CUSA,11,78,262,3.4,1,8,74,9.3,1,86,336,3.9,2,tron-martinez-1
216,Frank Goodin,Louisiana-Monroe,Sun Belt,12,131,438,3.3,3,17,138,8.1,1,148,576,3.9,4,frank-goodin-1
217,Aaron Spikes,Louisiana,Sun Belt,12,103,339,3.3,2,23,398,17.3,6,126,737,5.8,8,aaron-spikes-1
218,Dan Persa*,Northwestern,Big Ten,10,164,519,3.2,9,1,-7,-7.0,0,165,512,3.1,9,dan-persa-1
219,Joe Martinek,Rutgers,Big East,10,85,276,3.2,4,6,39,6.5,0,91,315,3.5,4,joe-martinek-1
