
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
218,Joshua Fields,UTEP,CUSA,11,88,359,4.1,2,6,26,4.3,0,94,385,4.1,2,joshua-fields-1
219,JaMycal Hasty,Baylor,Big 12,8,76,314,4.1,1,25,105,4.2,0,101,419,4.1,1,jamycal-hasty-1
220,Jonathan Banks,Tulane,American,11,148,592,4.0,7,0,0,,0,148,592,4.0,7,jonathan-banks-1
221,Isaiah Saunders,Idaho,Sun Belt,12,126,506,4.0,2,6,45,7.5,0,132,551,4.2,2,isaiah-saunders-1
222,Justin Rankin,Kent State,MAC,12,123,490,4.0,3,42,311,7.4,2,165,801,4.9,5,justin-rankin-1
223,Anthony Taylor,Texas State,Sun Belt,12,108,436,4.0,2,15,159,10.6,3,123,595,4.8,5,anthony-taylor-7
224,Malik Roberson,San Jose State,MWC,12,87,347,4.0,1,7,60,8.6,0,94,407,4.3,1,malik-roberson-1
225,Robert Brown,Texas State,Sun Belt,12,77,305,4.0,0,8,27,3.4,0,85,332,3.9,0,robert-brown-1
226,Jordan Ellis*,Virginia,ACC,13,215,836,3.9,6,22,137,6.2,1,237,973,4.1,7,jordan-ellis-2
227,Ryquell Armstead*,Temple,American,13,156,604,3.9,5,14,75,5.4,0,170,679,4.0,5,ryquell-armstead-1
228,Keith Ford*,Texas A&amp;M,SEC,13,139,548,3.9,12,14,84,6.0,0,153,632,4.1,12,keith-ford-1
229,Hasaan Klugh,Charlotte,CUSA,11,137,532,3.9,9,0,0,,0,137,532,3.9,9,hasaan-klugh-1
230,Demry Croft,Minnesota,Big Ten,9,79,311,3.9,4,0,0,,0,79,311,3.9,4,demry-croft-1
231,Arion Worthman,Air Force,MWC,10,217,821,3.8,13,1,24,24.0,0,218,845,3.9,13,arion-worthman-1
232,Jon Hilliman*,Boston College,ACC,13,167,638,3.8,5,24,155,6.5,2,191,793,4.2,7,jon-hilliman-1
233,Devine Ozigbo,Nebraska,Big Ten,10,129,493,3.8,3,16,123,7.7,0,145,616,4.2,3,devine-ozigbo-1
234,Dontae Strickland,Syracuse,ACC,10,128,482,3.8,4,18,142,7.9,2,146,624,4.3,6,dontae-strickland-2
235,Bradrick Shaw*,Wisconsin,Big Ten,11,96,365,3.8,4,3,21,7.0,0,99,386,3.9,4,bradrick-shaw-1
236,Kellen Mond*,Texas A&amp;M,SEC,10,89,340,3.8,3,0,0,,0,89,340,3.8,3,kellen-mond-1
237,Ryan Wolpin*,Boise State,MWC,14,122,448,3.7,6,12,107,8.9,0,134,555,4.1,6,ryan-wolpin-1
238,Manny Morgan*,Akron,MAC,13,116,434,3.7,4,12,58,4.8,0,128,492,3.8,4,manny-morgan-1
239,Vic Enwere,California,Pac-12,11,101,377,3.7,5,5,37,7.4,0,106,414,3.9,5,vic-enwere-1
240,Van Edwards Jr.*,Akron,MAC,13,94,348,3.7,2,8,33,4.1,0,102,381,3.7,2,van-edwards-jr-1
241,Nate Hopkins,Connecticut,American,11,92,343,3.7,7,2,11,5.5,0,94,354,3.8,7,nate-hopkins-1
242,Madre London*,Michigan State,Big Ten,12,83,304,3.7,3,9,62,6.9,1,92,366,4.0,4,madre-london-1
243,Derrick Gore,Louisiana-Monroe,Sun Belt,12,164,585,3.6,6,13,174,13.4,1,177,759,4.3,7,derrick-gore-1
244,Malik Rosier*,Miami (FL),ACC,13,131,468,3.6,5,1,17,17.0,0,132,485,3.7,5,malik-rosier-1
245,Stephen Johnson*,Kentucky,SEC,13,103,375,3.6,5,1,32,32.0,0,104,407,3.9,5,stephen-johnson-8
246,Dustin Crum,Kent State,MAC,10,85,310,3.6,1,0,0,,0,85,310,3.6,1,dustin-crum-1
247,Shai Werts,Georgia Southern,Sun Belt,11,207,722,3.5,3,1,30,30.0,0,208,752,3.6,3,shai-werts-1
248,Kelly Bryant*,Clemson,ACC,14,192,665,3.5,11,0,0,,0,192,665,3.5,11,kelly-bryant-1
249,Glenn Smith*,Georgia State,Sun Belt,12,170,594,3.5,3,47,377,8.0,1,217,971,4.5,4,glenn-smith-2
250,Trey Woods*,Wyoming,MWC,12,142,493,3.5,2,4,74,18.5,0,146,567,3.9,2,trey-woods-1
251,Trace McSorley*,Penn State,Big Ten,13,144,491,3.4,11,0,0,,0,144,491,3.4,11,trace-mcsorley-1
252,Hayden Moore,Cincinnati,American,12,92,312,3.4,4,1,4,4.0,0,93,316,3.4,4,hayden-moore-1
253,Marcus Childers*,Northern Illinois,MAC,12,143,473,3.3,5,1,10,10.0,0,144,483,3.4,5,marcus-childers-1
254,Sam Ehlinger*,Texas,Big 12,9,114,381,3.3,2,2,50,25.0,0,116,431,3.7,2,sam-ehlinger-1
255,Kenny Hill*,TCU,Big 12,13,100,325,3.3,5,3,76,25.3,2,103,401,3.9,7,kenny-hill-1
256,Tyler Huntley*,Utah,Pac-12,10,168,537,3.2,6,0,0,,0,168,537,3.2,6,tyler-huntley-1
257,Daniel Jones*,Duke,ACC,13,161,518,3.2,7,0,0,,0,161,518,3.2,7,daniel-jones-4
258,D'Andre Ferby*,Western Kentucky,CUSA,11,117,373,3.2,3,13,84,6.5,0,130,457,3.5,3,dandre-ferby-1
259,Tra Minter,South Alabama,Sun Belt,12,107,341,3.2,1,22,247,11.2,1,129,588,4.6,2,tra-minter-1
260,Baker Mayfield*,Oklahoma,Big 12,14,97,311,3.2,5,1,2,2.0,1,98,313,3.2,6,baker-mayfield-1
261,Taylor Martin,Kansas,Big 12,10,90,286,3.2,3,9,21,2.3,0,99,307,3.1,3,taylor-martin-1
262,Kwadra Griggs*,Southern Mississippi,CUSA,10,83,268,3.2,3,1,18,18.0,0,84,286,3.4,3,kwadra-griggs-1
263,Justice Hansen*,Arkansas State,Sun Belt,12,132,415,3.1,7,2,48,24.0,0,134,463,3.5,7,justice-hansen-1
264,J'mar Smith*,Louisiana Tech,CUSA,13,119,371,3.1,6,0,0,,0,119,371,3.1,6,jmar-smith-1
265,Kyle Porter*,Texas,Big 12,10,83,261,3.1,4,6,43,7.2,1,89,304,3.4,5,kyle-porter-1
266,Steven Williams,Old Dominion,CUSA,10,92,263,2.9,3,0,0,,0,92,263,2.9,3,steven-williams-2
267,A.J. Erdely*,UAB,CUSA,13,122,326,2.7,13,1,3,3.0,0,123,329,2.7,13,aj-erdely-1
268,Steven Montez,Colorado,Pac-12,12,132,338,2.6,3,1,11,11.0,1,133,349,2.6,4,steven-montez-1
269,Josh Jackson*,Virginia Tech,ACC,13,124,324,2.6,6,0,0,,0,124,324,2.6,6,josh-jackson-3
270,Peyton Ramsey,Indiana,Big Ten,8,92,226,2.5,2,0,0,,0,92,226,2.5,2,peyton-ramsey-1
271,Chazz Surratt,North Carolina,ACC,9,85,210,2.5,5,0,0,,0,85,210,2.5,5,chazz-surratt-1
272,George Bollas,Kent State,MAC,11,103,238,2.3,1,0,0,,0,103,238,2.3,1,george-bollas-1
273,Josh Allen*,Wyoming,MWC,11,92,204,2.2,5,1,2,2.0,0,93,206,2.2,5,josh-allen-7
274,Bryant Shirreffs,Connecticut,American,9,90,200,2.2,0,1,6,6.0,0,91,206,2.3,0,bryant-shirreffs-1
275,Kato Nelson*,Akron,MAC,10,95,198,2.1,1,0,0,,0,95,198,2.1,1,kato-nelson-1
276,Manny Wilkins*,Arizona State,Pac-12,13,138,282,2.0,7,1,-3,-3.0,0,139,279,2.0,7,manny-wilkins-1
277,Jarrett Stidham*,Auburn,SEC,14,103,153,1.5,4,0,0,,0,103,153,1.5,4,jarrett-stidham-1
278,Shane Morris*,Central Michigan,MAC,13,88,93,1.1,3,0,0,,0,88,93,1.1,3,shane-morris-1
279,Damian Williams,Texas State,Sun Belt,12,115,113,1.0,5,0,0,,0,115,113,1.0,5,damian-williams-3
280,Clayton Thorson*,Northwestern,Big Ten,13,87,23,0.3,8,1,24,24.0,0,88,47,0.5,8,clayton-thorson-1
281,Mason Fine*,North Texas,CUSA,14,107,16,0.1,1,0,0,,0,107,16,0.1,1,mason-fine-1
