
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
19,Greg Howell*,Florida Atlantic,CUSA,12,112,740,6.6,5,0,0,,0,112,740,6.6,5,greg-howell-1
20,Kani Benoit*,Oregon,Pac-12,12,88,584,6.6,10,8,36,4.5,0,96,620,6.5,10,kani-benoit-1
21,Jeffery Wilson*,North Texas,CUSA,11,188,1215,6.5,16,24,168,7.0,0,212,1383,6.5,16,jeffery-wilson-2
22,Jordan Wilkins,Ole Miss,SEC,12,155,1011,6.5,9,26,241,9.3,1,181,1252,6.9,10,jordan-wilkins-1
23,Devin Singletary*,Florida Atlantic,CUSA,14,301,1918,6.4,32,19,198,10.4,1,320,2116,6.6,33,devin-singletary-1
24,Ty Johnson,Maryland,Big Ten,12,137,875,6.4,5,5,60,12.0,1,142,935,6.6,6,ty-johnson-1
25,Adrian Killins*,UCF,American,13,123,790,6.4,10,25,169,6.8,1,148,959,6.5,11,adrian-killins-1
26,Lexington Thomas,UNLV,MWC,12,211,1336,6.3,17,8,143,17.9,0,219,1479,6.8,17,lexington-thomas-1
27,Tavien Feaster*,Clemson,ACC,14,107,669,6.3,7,12,112,9.3,1,119,781,6.6,8,tavien-feaster-1
28,Dalyn Dawkins*,Colorado State,MWC,13,226,1399,6.2,8,26,310,11.9,1,252,1709,6.8,9,dalyn-dawkins-1
29,Myles Gaskin*,Washington,Pac-12,13,222,1380,6.2,21,19,232,12.2,3,241,1612,6.7,24,myles-gaskin-1
30,Rodney Anderson*,Oklahoma,Big 12,13,188,1161,6.2,13,17,281,16.5,5,205,1442,7.0,18,rodney-anderson-1
31,Mike Weber*,Ohio State,Big Ten,12,101,626,6.2,10,10,94,9.4,0,111,720,6.5,10,mike-weber-1
32,D.J. Knox*,Purdue,Big Ten,13,90,561,6.2,2,15,138,9.2,2,105,699,6.7,4,dj-knox-1
33,Ty Isaac*,Michigan,Big Ten,8,88,548,6.2,2,3,16,5.3,0,91,564,6.2,2,ty-isaac-1
34,Karan Higdon*,Michigan,Big Ten,13,164,994,6.1,11,8,131,16.4,0,172,1125,6.5,11,karan-higdon-1
35,Nick Fitzgerald*,Mississippi State,SEC,12,162,984,6.1,14,0,0,,0,162,984,6.1,14,nick-fitzgerald-2
36,Trey Sermon*,Oklahoma,Big 12,13,121,744,6.1,5,16,139,8.7,2,137,883,6.4,7,trey-sermon-1
37,Shakif Seymour*,Toledo,MAC,13,116,702,6.1,12,10,104,10.4,1,126,806,6.4,13,shakif-seymour-1
38,Jamal Morrow*,Washington State,Pac-12,13,86,522,6.1,4,60,506,8.4,5,146,1028,7.0,9,jamal-morrow-1
39,Royce Freeman*,Oregon,Pac-12,12,244,1475,6.0,16,14,164,11.7,0,258,1639,6.4,16,royce-freeman-1
40,Nick Chubb*,Georgia,SEC,15,223,1345,6.0,15,4,30,7.5,0,227,1375,6.1,15,nick-chubb-1
41,Justin Stockton*,Texas Tech,Big 12,11,132,797,6.0,4,27,235,8.7,1,159,1032,6.5,5,justin-stockton-1
42,Darius Anderson*,TCU,Big 12,10,128,768,6.0,8,9,57,6.3,0,137,825,6.0,8,darius-anderson-1
43,Juwan Washington*,San Diego State,MWC,13,127,759,6.0,7,3,39,13.0,0,130,798,6.1,7,juwan-washington-1
44,Art Thompkins*,Toledo,MAC,14,104,629,6.0,2,16,123,7.7,0,120,752,6.3,2,art-thompkins-1
45,Jeremy Larkin*,Northwestern,Big Ten,13,84,503,6.0,5,11,115,10.5,0,95,618,6.5,5,jeremy-larkin-1
46,Daryl Chestnut,New Mexico,MWC,11,76,459,6.0,4,6,38,6.3,0,82,497,6.1,4,daryl-chestnut-1
47,Ronald Jones*,USC,Pac-12,13,261,1550,5.9,19,14,187,13.4,1,275,1737,6.3,20,ronald-jones-4
48,Saquon Barkley*,Penn State,Big Ten,13,217,1271,5.9,18,54,632,11.7,3,271,1903,7.0,21,saquon-barkley-1
49,Patrick Laird,California,Pac-12,11,191,1127,5.9,8,45,322,7.2,1,236,1449,6.1,9,patrick-laird-2
50,Xavier Jones*,SMU,American,13,182,1075,5.9,9,14,84,6.0,0,196,1159,5.9,9,xavier-jones-2
51,Travis Homer*,Miami (FL),ACC,13,163,966,5.9,8,18,219,12.2,1,181,1185,6.5,9,travis-homer-1
52,Squally Canada,Brigham Young,Ind,11,120,710,5.9,6,3,9,3.0,0,123,719,5.8,6,squally-canada-1
53,Gerrid Doaks,Cincinnati,American,9,87,513,5.9,2,14,135,9.6,1,101,648,6.4,3,gerrid-doaks-1
54,Jonathan Ward*,Central Michigan,MAC,13,178,1024,5.8,10,48,470,9.8,3,226,1494,6.6,13,jonathan-ward-3
55,J.J. Taylor*,Arizona,Pac-12,13,146,847,5.8,5,12,49,4.1,2,158,896,5.7,7,jj-taylor-1
56,Timothy McVey,Air Force,MWC,12,128,741,5.8,7,6,136,22.7,0,134,877,6.5,7,timothy-mcvey-1
57,Jordan Huff*,Northern Illinois,MAC,9,127,740,5.8,4,7,43,6.1,2,134,783,5.8,6,jordan-huff-1
58,Shamari Brooks,Tulsa,American,9,119,687,5.8,10,1,4,4.0,0,120,691,5.8,10,shamari-brooks-1
59,McKenzie Milton*,UCF,American,13,106,613,5.8,8,0,0,,0,106,613,5.8,8,mckenzie-milton-1
60,Michael Carter,North Carolina,ACC,11,97,559,5.8,8,11,100,9.1,1,108,659,6.1,9,michael-carter-5
61,Ito Smith*,Southern Mississippi,CUSA,13,248,1415,5.7,13,40,396,9.9,2,288,1811,6.3,15,ito-smith-1
62,Boston Scott*,Louisiana Tech,CUSA,13,183,1047,5.7,8,20,181,9.1,1,203,1228,6.0,9,boston-scott-1
63,Jalin Moore*,Appalachian State,Sun Belt,11,183,1037,5.7,12,12,163,13.6,1,195,1200,6.2,13,jalin-moore-1
64,Darrel Williams*,LSU,SEC,13,145,820,5.7,9,23,331,14.4,0,168,1151,6.9,9,darrel-williams-1
65,Trey Ragas,Louisiana,Sun Belt,11,142,813,5.7,9,9,32,3.6,0,151,845,5.6,9,trey-ragas-1
66,Brandon Wimbush*,Notre Dame,Ind,12,140,804,5.7,14,0,0,,0,140,804,5.7,14,brandon-wimbush-1
67,Ray Lawry,Old Dominion,CUSA,8,131,742,5.7,7,11,55,5.0,1,142,797,5.6,8,ray-lawry-1
68,Terry Swanson*,Toledo,MAC,13,242,1363,5.6,14,20,194,9.7,0,262,1557,5.9,14,terry-swanson-1
69,Nyheim Hines*,North Carolina State,ACC,13,197,1113,5.6,12,26,152,5.8,0,223,1265,5.7,12,nyheim-hines-1
70,Ish Witter*,Missouri,SEC,13,188,1049,5.6,6,11,87,7.9,1,199,1136,5.7,7,ish-witter-1
71,Jalen Hurts*,Alabama,SEC,14,154,855,5.6,8,1,-1,-1.0,0,155,854,5.5,8,jalen-hurts-1
72,Alex Barnes*,Kansas State,Big 12,13,146,819,5.6,7,5,29,5.8,0,151,848,5.6,7,alex-barnes-1
73,Jacques Patrick*,Florida State,ACC,11,134,748,5.6,7,21,171,8.1,0,155,919,5.9,7,jacques-patrick-1
74,Larry Rountree III*,Missouri,SEC,13,126,703,5.6,6,5,57,11.4,0,131,760,5.8,6,larry-rountree-iii-1
75,David Williams,Arkansas,SEC,12,117,656,5.6,8,10,171,17.1,2,127,827,6.5,10,david-williams-5
76,Justice Hill*,Oklahoma State,Big 12,13,268,1467,5.5,15,31,190,6.1,1,299,1657,5.5,16,justice-hill-1
77,Zack Moss*,Utah,Pac-12,13,214,1173,5.5,10,29,243,8.4,0,243,1416,5.8,10,zack-moss-1
78,Quinton Flowers*,South Florida,American,12,196,1078,5.5,11,0,0,,0,196,1078,5.5,11,quinton-flowers-1
79,Justin Crawford*,West Virginia,Big 12,12,191,1060,5.5,7,8,38,4.8,0,199,1098,5.5,7,justin-crawford-1
80,Patrick Taylor Jr.*,Memphis,American,12,157,866,5.5,13,19,148,7.8,1,176,1014,5.8,14,patrick-taylor-jr-1
81,Kenny Young,Miami (OH),MAC,11,143,781,5.5,6,29,259,8.9,2,172,1040,6.0,8,kenny-young-2
82,Tyrone Owens,New Mexico,MWC,12,139,770,5.5,4,7,20,2.9,0,146,790,5.4,4,tyrone-owens-1
83,Khalil Herbert,Kansas,Big 12,11,120,663,5.5,4,8,38,4.8,0,128,701,5.5,4,khalil-herbert-1
84,Tavares Thomas*,Middle Tennessee State,CUSA,8,93,507,5.5,9,5,54,10.8,0,98,561,5.7,9,tavares-thomas-1
85,Brad Anderson*,Middle Tennessee State,CUSA,9,89,491,5.5,0,33,338,10.2,3,122,829,6.8,3,brad-anderson-3
86,Diocemy Saint Juste,Hawaii,MWC,12,282,1510,5.4,7,28,157,5.6,1,310,1667,5.4,8,diocemy-saint-juste-1
87,Marquis Young,Massachusetts,Ind,12,182,982,5.4,9,35,280,8.0,2,217,1262,5.8,11,marquis-young-1
88,Matt Colburn*,Wake Forest,ACC,13,166,904,5.4,7,11,67,6.1,0,177,971,5.5,7,matt-colburn-1
89,Josh Cleveland,Bowling Green State,MAC,12,147,793,5.4,4,12,101,8.4,0,159,894,5.6,4,josh-cleveland-1
90,Brittain Brown*,Duke,ACC,13,130,701,5.4,7,14,161,11.5,0,144,862,6.0,7,brittain-brown-1
91,Andy Davidson*,Army,Ind,13,116,627,5.4,5,0,0,,0,116,627,5.4,5,andy-davidson-1
92,A.J. Turner*,South Carolina,SEC,13,98,531,5.4,3,18,117,6.5,0,116,648,5.6,3,aj-turner-2
93,Tony Brooks-James*,Oregon,Pac-12,12,93,498,5.4,2,15,144,9.6,1,108,642,5.9,3,tony-brooks-james-1
94,Xavier Johnson,South Alabama,Sun Belt,8,82,445,5.4,6,5,23,4.6,0,87,468,5.4,6,xavier-johnson-1
95,AJ Dillon*,Boston College,ACC,13,300,1589,5.3,14,0,0,,0,300,1589,5.3,14,aj-dillon-1
96,D'Angelo Brewer,Tulsa,American,11,288,1517,5.3,9,9,88,9.8,0,297,1605,5.4,9,dangelo-brewer-1
97,Spencer Brown*,UAB,CUSA,13,250,1329,5.3,10,4,42,10.5,0,254,1371,5.4,10,spencer-brown-3
98,Derrius Guice*,LSU,SEC,12,237,1251,5.3,11,18,124,6.9,2,255,1375,5.4,13,derrius-guice-1
99,Aaron Duckworth,Idaho,Sun Belt,12,193,1025,5.3,4,16,207,12.9,0,209,1232,5.9,4,aaron-duckworth-1
100,Cam Akers*,Florida State,ACC,13,194,1025,5.3,7,16,116,7.3,1,210,1141,5.4,8,cam-akers-1
101,Darius Tice*,South Florida,American,12,178,943,5.3,11,2,13,6.5,0,180,956,5.3,11,darius-tice-1
102,Armani Rogers,UNLV,MWC,10,146,780,5.3,8,0,0,,0,146,780,5.3,8,armani-rogers-1
103,Ben LeMay,Charlotte,CUSA,12,137,732,5.3,2,9,88,9.8,2,146,820,5.6,4,ben-lemay-1
104,Jamauri Bogan,Western Michigan,MAC,9,112,589,5.3,3,1,-3,-3.0,0,113,586,5.2,3,jamauri-bogan-1
105,Kobe McCrary,Minnesota,Big Ten,10,94,496,5.3,8,4,27,6.8,0,98,523,5.3,8,kobe-mccrary-1
106,Moe Neal,Syracuse,ACC,11,92,488,5.3,1,12,170,14.2,1,104,658,6.3,2,moe-neal-1
107,Jarvion Franklin,Western Michigan,MAC,12,235,1228,5.2,11,5,35,7.0,1,240,1263,5.3,12,jarvion-franklin-1
108,Dontrell Hilliard,Tulane,American,12,211,1091,5.2,12,8,115,14.4,2,219,1206,5.5,14,dontrell-hilliard-1
109,KirVonte Benson,Georgia Tech,ACC,11,204,1053,5.2,6,2,16,8.0,0,206,1069,5.2,6,kirvonte-benson-1
110,Demario Richard*,Arizona State,Pac-12,12,198,1027,5.2,12,8,67,8.4,0,206,1094,5.3,12,demario-richard-1
111,A.J. Ouellette*,Ohio,MAC,13,192,1006,5.2,7,10,97,9.7,1,202,1103,5.5,8,aj-ouellette-1
112,Kelton Moore,Nevada,MWC,12,164,855,5.2,4,19,189,9.9,1,183,1044,5.7,5,kelton-moore-1
113,Tyler King*,Marshall,CUSA,11,158,820,5.2,7,12,97,8.1,0,170,917,5.4,7,tyler-king-4
114,Darnell Woolfolk*,Army,Ind,10,157,812,5.2,14,0,0,,0,157,812,5.2,14,darnell-woolfolk-1
115,Osharmar Abercrombie,Coastal Carolina,Sun Belt,12,140,724,5.2,7,8,73,9.1,0,148,797,5.4,7,osharmar-abercrombie-1
116,Warren Wand*,Arkansas State,Sun Belt,10,138,715,5.2,6,16,144,9.0,1,154,859,5.6,7,warren-wand-1
117,Marcus Williams Jr.*,Appalachian State,Sun Belt,8,97,500,5.2,2,4,27,6.8,0,101,527,5.2,2,marcus-williams-12
118,Benjamin Snell Jr.*,Kentucky,SEC,13,262,1333,5.1,19,10,72,7.2,0,272,1405,5.2,19,benjamin-snell-jr-1
119,Alexander Mattison*,Boise State,MWC,14,212,1086,5.1,12,28,284,10.1,1,240,1370,5.7,13,alexander-mattison-1
120,Chris Evans*,Michigan,Big Ten,13,135,685,5.1,6,16,157,9.8,1,151,842,5.6,7,chris-evans-2
121,Richard McQuarley,New Mexico,MWC,10,92,473,5.1,6,3,5,1.7,0,95,478,5.0,6,richard-mcquarley-1
122,Aaron McAllister,Charlotte,CUSA,11,90,458,5.1,2,1,6,6.0,0,91,464,5.1,2,aaron-mcallister-1
123,Larry Rose III*,New Mexico State,Sun Belt,12,186,934,5.0,10,55,522,9.5,2,241,1456,6.0,12,larry-rose-iii-1
124,Shaun Wilson*,Duke,ACC,13,162,818,5.0,6,36,263,7.3,4,198,1081,5.5,10,shaun-wilson-1
125,Jordan Chunn*,Troy,Sun Belt,10,154,774,5.0,10,28,204,7.3,0,182,978,5.4,10,jordan-chunn-1
126,Nic Smith*,North Texas,CUSA,14,138,684,5.0,6,18,140,7.8,2,156,824,5.3,8,nic-smith-1
127,Markell Jones*,Purdue,Big Ten,10,113,566,5.0,1,13,54,4.2,0,126,620,4.9,1,markell-jones-1
128,Alex Delton*,Kansas State,Big 12,7,100,500,5.0,8,1,-11,-11.0,0,101,489,4.8,8,alex-delton-1
129,Ty'Son Williams*,South Carolina,SEC,12,95,471,5.0,1,12,32,2.7,1,107,503,4.7,2,tyson-williams-4
130,Soso Jamabo*,UCLA,Pac-12,10,90,446,5.0,6,17,204,12.0,0,107,650,6.1,6,soso-jamabo-1
131,Phillip Lindsay,Colorado,Pac-12,12,301,1474,4.9,14,23,257,11.2,1,324,1731,5.3,15,phillip-lindsay-1
132,Kerryon Johnson*,Auburn,SEC,12,285,1391,4.9,18,24,194,8.1,2,309,1585,5.1,20,kerryon-johnson-1
133,Lajuan Hunt*,Utah State,MWC,13,169,828,4.9,11,30,187,6.2,1,199,1015,5.1,12,lajuan-hunt-1
134,Ryan Nall,Oregon State,Pac-12,11,165,810,4.9,8,27,240,8.9,2,192,1050,5.5,10,ryan-nail-1
135,Morgon Ellison,Indiana,Big Ten,11,143,704,4.9,6,9,60,6.7,0,152,764,5.0,6,morgon-ellison-1
136,John Wolford*,Wake Forest,ACC,12,140,683,4.9,10,0,0,,0,140,683,4.9,10,john-wolford-1
137,Jalen Rhodes,UTSA,CUSA,11,134,659,4.9,5,15,136,9.1,1,149,795,5.3,6,jalen-rhodes-1
138,David Hood*,Temple,American,13,130,638,4.9,5,25,172,6.9,1,155,810,5.2,6,david-hood-2
139,Darrin Hall,Pitt,ACC,12,128,628,4.9,9,16,157,9.8,1,144,785,5.5,10,darrin-hall-1
140,Deshawn McClease*,Virginia Tech,ACC,12,108,530,4.9,3,9,66,7.3,0,117,596,5.1,3,deshawn-mcclease-1
141,Reggie Bonnafon*,Louisville,ACC,13,93,459,4.9,7,21,182,8.7,1,114,641,5.6,8,reggie-bonnafon-1
142,Mulbah Car*,Houston,American,8,80,388,4.9,3,6,31,5.2,0,86,419,4.9,3,mulbah-car-1
143,Zach Abey*,Navy,American,12,293,1413,4.8,19,1,5,5.0,1,294,1418,4.8,20,zach-abey-1
144,Caleb Huntley,Ball State,MAC,12,210,1003,4.8,3,6,26,4.3,0,216,1029,4.8,3,caleb-huntley-1
145,J.T. Barrett*,Ohio State,Big Ten,14,165,798,4.8,12,0,0,,0,165,798,4.8,12,jt-barrett-1
146,Tre King*,Texas Tech,Big 12,13,131,623,4.8,5,17,104,6.1,0,148,727,4.9,5,tre-king-1
147,Nick Wilson*,Arizona,Pac-12,11,128,614,4.8,6,1,6,6.0,0,129,620,4.8,6,nick-wilson-2
148,Bo Scarbrough*,Alabama,SEC,14,124,596,4.8,8,17,109,6.4,0,141,705,5.0,8,bo-scarbrough-1
149,Kennedy McKoy*,West Virginia,Big 12,12,125,596,4.8,7,10,72,7.2,0,135,668,4.9,7,kennedy-mckoy-1
150,Bolu Olorunfunmi*,UCLA,Pac-12,12,117,565,4.8,5,10,118,11.8,0,127,683,5.4,5,bolu-olorunfunmi-1
151,Ronnie Rivers*,Fresno State,MWC,12,101,480,4.8,5,20,129,6.5,1,121,609,5.0,6,ronnie-rivers-1
152,Josh Anderson*,Troy,Sun Belt,13,93,444,4.8,6,13,95,7.3,0,106,539,5.1,6,josh-anderson-6
153,Nashon Ellerbe,Rice,CUSA,12,85,409,4.8,6,4,47,11.8,0,89,456,5.1,6,nashon-ellerbe-1
154,Aeris Williams*,Mississippi State,SEC,13,236,1107,4.7,6,16,142,8.9,0,252,1249,5.0,6,aeris-williams-1
155,Wesley Fields,Georgia Southern,Sun Belt,12,173,811,4.7,5,11,71,6.5,1,184,882,4.8,6,wesley-fields-1
156,Izzy Matthews*,Colorado State,MWC,11,132,618,4.7,8,12,140,11.7,1,144,758,5.3,9,izzy-matthews-1
157,J.D. King*,Oklahoma State,Big 12,12,99,469,4.7,4,8,50,6.3,1,107,519,4.9,5,jd-king-1
158,Shannon Brooks,Minnesota,Big Ten,6,79,369,4.7,5,5,59,11.8,0,84,428,5.1,5,shannon-brooks-1
159,Justin Jackson*,Northwestern,Big Ten,13,287,1311,4.6,11,44,276,6.3,0,331,1587,4.8,11,justin-jackson-5
160,TaQuon Marshall,Georgia Tech,ACC,11,247,1146,4.6,17,0,0,,0,247,1146,4.6,17,taquon-marshall-1
161,Trayveon Williams*,Texas A&amp;M,SEC,12,173,798,4.6,8,20,192,9.6,0,193,990,5.1,8,trayveon-williams-1
162,Alonzo Smith,Miami (OH),MAC,10,144,660,4.6,2,9,74,8.2,0,153,734,4.8,2,alonzo-smith-2
163,Kyle Hicks*,TCU,Big 12,12,139,637,4.6,4,30,291,9.7,1,169,928,5.5,5,kyle-hicks-1
164,Josh Hokit*,Fresno State,MWC,14,128,583,4.6,7,13,107,8.2,0,141,690,4.9,7,josh-hokit-1
165,Tyrell Clay,UTSA,CUSA,10,121,554,4.6,2,9,54,6.0,0,130,608,4.7,2,tyrell-clay-1
166,Shaq Vann,Eastern Michigan,MAC,9,113,520,4.6,3,11,62,5.6,0,124,582,4.7,3,shaq-vann-1
167,Johnston White*,Arkansas State,Sun Belt,11,94,430,4.6,3,14,132,9.4,0,108,562,5.2,3,johnston-white-1
168,Cole Gest,Indiana,Big Ten,10,93,428,4.6,1,10,83,8.3,1,103,511,5.0,2,cole-gest-1
169,Lavon Coleman*,Washington,Pac-12,12,89,407,4.6,4,13,155,11.9,3,102,562,5.5,7,lavon-coleman-1
170,LJ Scott*,Michigan State,Big Ten,12,201,898,4.5,8,20,146,7.3,1,221,1044,4.7,9,lj-scott-2
171,Keion Davis*,Marshall,CUSA,13,179,812,4.5,6,19,134,7.1,0,198,946,4.8,6,keion-davis-1
172,Ian Eriksen,Eastern Michigan,MAC,12,179,810,4.5,8,16,119,7.4,0,195,929,4.8,8,ian-eriksen-1
173,Lorenzo Harrison,Maryland,Big Ten,12,137,622,4.5,3,11,36,3.3,0,148,658,4.4,3,lorenzo-harrison-1
174,Kevin Mensah,Connecticut,American,11,126,561,4.5,4,14,103,7.4,0,140,664,4.7,4,kevin-mensah-1
175,Brian Lewerke*,Michigan State,Big Ten,13,124,559,4.5,5,1,5,5.0,0,125,564,4.5,5,brian-lewerke-1
176,Dalton Sturm,UTSA,CUSA,11,120,545,4.5,2,0,-3,,0,120,542,4.5,2,dalton-sturm-1
177,Jarred Craft*,Louisiana Tech,CUSA,11,119,532,4.5,3,13,74,5.7,2,132,606,4.6,5,jarred-craft-1
178,Shawndarrius Phillips*,Florida International,CUSA,13,104,469,4.5,4,10,69,6.9,1,114,538,4.7,5,shawndarrius-phillips-1
179,Robert Martin,Rutgers,Big Ten,12,100,452,4.5,3,8,56,7.0,0,108,508,4.7,3,robert-martin-2
180,John Lovett,Baylor,Big 12,11,98,445,4.5,5,7,20,2.9,0,105,465,4.4,5,john-lovett-1
181,Lamar Jordan,New Mexico,MWC,11,77,343,4.5,2,0,0,,0,77,343,4.5,2,lamar-jordan-1
182,David Montgomery*,Iowa State,Big 12,13,258,1146,4.4,11,36,296,8.2,0,294,1442,4.9,11,david-montgomery-1
183,Akrum Wadley*,Iowa,Big Ten,13,252,1109,4.4,10,28,353,12.6,3,280,1462,5.2,13,akrum-wadley-1
184,Alex Gardner*,Florida International,CUSA,13,181,791,4.4,6,17,70,4.1,0,198,861,4.3,6,alex-gardner-2
185,Jordon Brown,North Carolina,ACC,12,138,613,4.4,4,29,237,8.2,0,167,850,5.1,4,jordon-brown-1
186,Devwah Whaley,Arkansas,SEC,12,127,559,4.4,7,8,56,7.0,1,135,615,4.6,8,devwah-whaley-1
187,Reggie Gallaspy II*,North Carolina State,ACC,13,116,506,4.4,7,13,52,4.0,0,129,558,4.3,7,reggie-gallaspy-ii-1
188,Hussein Howe,East Carolina,American,12,96,419,4.4,3,30,219,7.3,0,126,638,5.1,3,hussein-howe-1
189,Qadree Ollison,Pitt,ACC,12,90,398,4.4,5,23,194,8.4,2,113,592,5.2,7,oadree-ollison-1
190,James Butler*,Iowa,Big Ten,9,91,396,4.4,1,4,47,11.8,0,95,443,4.7,1,james-butler-4
191,Taven Birdow,Air Force,MWC,9,88,384,4.4,5,0,0,,0,88,384,4.4,5,taven-birdow-1
192,Rodney Smith,Minnesota,Big Ten,12,229,977,4.3,3,17,107,6.3,0,246,1084,4.4,3,rodney-smith-5
193,Ralph Webb,Vanderbilt,SEC,12,192,831,4.3,10,13,188,14.5,1,205,1019,5.0,11,ralph-webb-1
194,Gus Edwards,Rutgers,Big Ten,12,164,713,4.3,6,13,103,7.9,1,177,816,4.6,7,gus-edwards-1
195,Kalen Ballage*,Arizona State,Pac-12,13,157,669,4.3,6,20,91,4.6,0,177,760,4.3,6,kalen-ballage-1
196,Duke Catalon*,Houston,American,12,149,637,4.3,8,15,86,5.7,1,164,723,4.4,9,duke-catalon-1
197,Chris High*,Navy,American,11,144,621,4.3,2,0,0,,0,144,621,4.3,2,chris-high-1
198,Kellen Overstreet*,Wyoming,MWC,12,109,471,4.3,3,3,39,13.0,0,112,510,4.6,3,kellen-overstreet-1
199,Theo Anderson,Buffalo,MAC,10,97,419,4.3,2,3,24,8.0,0,100,443,4.4,2,theo-anderson-1
200,James Williams*,Washington State,Pac-12,13,92,395,4.3,1,71,482,6.8,3,163,877,5.4,4,james-williams-13
201,Cameron Scarlett*,Stanford,Pac-12,14,91,389,4.3,8,6,174,29.0,0,97,563,5.8,8,cameron-scarlett-1
202,Mikale Wilbon,Nebraska,Big Ten,11,88,379,4.3,6,21,80,3.8,0,109,459,4.2,6,mikale-wilbon-1
203,Emmanuel Reed,Buffalo,MAC,12,199,840,4.2,9,11,116,10.5,1,210,956,4.6,10,emmanuel-reed-1
204,Jeremy Cox,Old Dominion,CUSA,9,147,621,4.2,4,20,176,8.8,0,167,797,4.8,4,jeremy-cox-1
205,Eric Dungey,Syracuse,ACC,9,143,595,4.2,9,2,11,5.5,0,145,606,4.2,9,eric-dungey-1
206,Tyler Nevens,San Jose State,MWC,11,141,586,4.2,1,4,55,13.8,0,145,641,4.4,1,tyler-nevens-1
207,Caleb Evans,Louisiana-Monroe,Sun Belt,12,137,573,4.2,13,0,0,,0,137,573,4.2,13,caleb-evans-2
208,Mike Boone,Cincinnati,American,10,110,463,4.2,4,24,177,7.4,1,134,640,4.8,5,mike-boone-2
209,Travon McMillian*,Virginia Tech,ACC,12,104,439,4.2,2,12,173,14.4,3,116,612,5.3,5,travon-mcmillian-1
210,Bilal Ally,Massachusetts,Ind,12,89,371,4.2,3,3,15,5.0,0,92,386,4.2,3,bilal-ally-1
211,Marcus Jones*,Northern Illinois,MAC,12,83,350,4.2,3,12,78,6.5,0,95,428,4.5,3,marcus-jones-9
212,D'Ernest Johnson*,South Florida,American,12,193,796,4.1,7,11,153,13.9,2,204,949,4.7,9,dernest-johnson-1
213,John Kelly,Tennessee,SEC,11,189,778,4.1,9,37,299,8.1,0,226,1077,4.8,9,john-kelly-6
214,Jordan Mims*,Fresno State,MWC,14,150,622,4.1,6,14,143,10.2,0,164,765,4.7,6,jordan-mims-1
215,La Ramsby,Georgia Southern,Sun Belt,12,141,578,4.1,6,3,14,4.7,0,144,592,4.1,6,la-ramsby-1
216,Lamical Perine,Florida,SEC,11,136,562,4.1,8,10,81,8.1,1,146,643,4.4,9,lamical-perine-1
217,Ke'Mon Freeman*,SMU,American,13,131,543,4.1,11,9,28,3.1,0,140,571,4.1,11,kemon-freemon-1
