
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
220,Tim Jefferson*,Air Force,MWC,13,153,553,3.6,11,,,,,153,553,3.6,11,tim-jefferson-1
221,Billy Foster,Memphis,CUSA,11,132,479,3.6,6,22,299,13.6,1,154,778,5.1,7,billy-foster-1
222,Carl Winston,Washington State,Pac-12,12,123,442,3.6,4,11,88,8.0,0,134,530,4.0,4,carl-winston-1
223,Jordan Rodgers*,Vanderbilt,SEC,13,117,420,3.6,4,1,0,0.0,0,118,420,3.6,4,jordan-rodgers-1
224,Jeff Godfrey,UCF,CUSA,12,111,405,3.6,9,1,0,0.0,0,112,405,3.6,9,jeff-godfrey-1
225,Erik Finklea,Miami (OH),MAC,7,92,328,3.6,4,2,15,7.5,0,94,343,3.6,4,erik-finklea-1
226,Chazz Anderson,Buffalo,MAC,12,85,309,3.6,7,,,,,85,309,3.6,7,chazz-anderson-1
227,Jamel Martin,Bowling Green State,MAC,10,78,280,3.6,3,3,10,3.3,0,81,290,3.6,3,jamel-martin-1
228,Kevin Prince*,UCLA,Pac-12,11,120,424,3.5,1,,,,,120,424,3.5,1,kevin-prince-1
229,Leilyon Myers,UTEP,CUSA,12,106,368,3.5,12,,,,,106,368,3.5,12,leilyon-myers-1
230,Joshua Quezada*,Brigham Young,Ind,13,86,298,3.5,1,4,21,5.3,0,90,319,3.5,1,joshua-quezada-1
231,Morgan Newton,Kentucky,SEC,10,78,272,3.5,2,,,,,78,272,3.5,2,morgan-newton-1
232,Trayion Durham,Kent State,MAC,12,186,630,3.4,4,2,14,7.0,0,188,644,3.4,4,trayion-durham-1
233,Alex Singleton*,Tulsa,CUSA,13,82,279,3.4,8,3,25,8.3,0,85,304,3.6,8,alex-singleton-1
234,Nathan Scheelhaase*,Illinois,Big Ten,13,191,624,3.3,6,1,9,9.0,0,192,633,3.3,6,nathan-scheelhaase-1
235,G.J. Kinne*,Tulsa,CUSA,13,125,405,3.2,3,,,,,125,405,3.2,3,gj-kinne-1
236,Austin Davis*,Southern Mississippi,CUSA,14,110,352,3.2,4,1,8,8.0,0,111,360,3.2,4,austin-davis-1
237,Jonathan Perry,UAB,CUSA,12,92,294,3.2,3,,,,,92,294,3.2,3,jonathan-perry-1
238,Jerron Seymour*,Vanderbilt,SEC,13,83,268,3.2,5,9,108,12.0,0,92,376,4.1,5,jerron-seymour-1
239,Logan Thomas*,Virginia Tech,ACC,14,153,469,3.1,11,,,,,153,469,3.1,11,logan-thomas-1
240,Kolton Browning,Louisiana-Monroe,Sun Belt,12,143,443,3.1,5,,,,,143,443,3.1,5,kolton-browning-1
241,Chris Relf*,Mississippi State,SEC,11,123,375,3.0,2,1,3,3.0,0,124,378,3.0,2,chris-relf-1
242,Artaves Gibson,Memphis,CUSA,11,104,316,3.0,0,9,46,5.1,0,113,362,3.2,0,artaves-gibson-1
243,Demarcus Rogers,New Mexico,MWC,10,81,242,3.0,3,9,36,4.0,0,90,278,3.1,3,demarcus-rogers-1
244,Zach Collaros*,Cincinnati,Big East,10,84,234,2.8,8,,,,,84,234,2.8,8,zach-collaros-1
245,Caleb Terbush*,Purdue,Big Ten,13,83,219,2.6,1,,,,,83,219,2.6,1,caleb-terbush-1
246,Steele Jantz*,Iowa State,Big 12,9,84,216,2.6,2,,,,,84,216,2.6,2,steele-jantz-1
247,Randall Mackey,Ole Miss,SEC,9,83,180,2.2,1,1,5,5.0,0,84,185,2.2,1,randall-mackey-1
248,Alex Carder*,Western Michigan,MAC,12,128,270,2.1,4,,,,,128,270,2.1,4,alex-carder-1
249,Dominique Davis,East Carolina,CUSA,12,93,172,1.8,5,,,,,93,172,1.8,5,dominique-davis-1
250,Tajh Boyd*,Clemson,ACC,14,142,218,1.5,5,,,,,142,218,1.5,5,tajh-boyd-1
251,Clayton Moore,Akron,MAC,12,91,132,1.5,1,1,8,8.0,1,92,140,1.5,2,clayton-moore-1
252,Taylor McHargue,Rice,CUSA,9,82,124,1.5,0,,,,,82,124,1.5,0,taylor-mchargue-1
253,E.J. Manuel*,Florida State,ACC,12,110,151,1.4,4,,,,,110,151,1.4,4,ej-manuel-1
254,Caleb Herring,UNLV,MWC,10,86,119,1.4,2,1,-3,-3.0,0,87,116,1.3,2,caleb-herring-1
255,Zach Maynard*,California,Pac-12,13,84,108,1.3,4,1,27,27.0,0,85,135,1.6,4,zach-maynard-1
256,Brock Osweiler*,Arizona State,Pac-12,13,83,90,1.1,3,,,,,83,90,1.1,3,brock-osweiler-1
257,Zac Dysert,Miami (OH),MAC,12,125,115,0.9,4,,,,,125,115,0.9,4,zac-dysert-1
258,Teddy Bridgewater*,Louisville,Big East,13,89,66,0.7,4,,,,,89,66,0.7,4,teddy-bridgewater-1
259,Tino Sunseri*,Pitt,Big East,13,154,86,0.6,4,,,,,154,86,0.6,4,tino-sunseri-1
