
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
149,Rolandan Finch,Boston College,ACC,11,157,705,4.5,3,11,98,8.9,0,168,803,4.8,3,rolandan-finch-1
150,Dominque White,Eastern Michigan,MAC,12,132,596,4.5,5,1,3,3.0,0,133,599,4.5,5,dominque-white-1
151,Keola Antolin,Arizona,Pac-12,12,126,568,4.5,5,25,197,7.9,1,151,765,5.1,6,keola-antolin-1
152,Shawn Southward,Troy,Sun Belt,12,123,556,4.5,4,27,249,9.2,0,150,805,5.4,4,shawn-southward-1
153,Torrance Hunt,East Carolina,CUSA,12,109,489,4.5,2,6,-3,-0.5,0,115,486,4.2,2,torrance-hunt-1
154,Brandon Wilds*,South Carolina,SEC,13,107,486,4.5,3,15,136,9.1,0,122,622,5.1,3,brandon-wilds-1
155,Ryan Boykin*,Ohio,MAC,14,104,465,4.5,1,14,92,6.6,1,118,557,4.7,2,ryan-boykin-1
156,Kama Bailey,Idaho,WAC,12,99,441,4.5,2,34,256,7.5,1,133,697,5.2,3,kama-bailey-1
157,Reggie Bullock,East Carolina,CUSA,6,95,428,4.5,4,18,95,5.3,0,113,523,4.6,4,reggie-bullock-1
158,Riley Nelson*,Brigham Young,Ind,12,88,392,4.5,1,0,0,,0,88,392,4.5,1,riley-nelson-1
159,D.J. Taylor,Troy,Sun Belt,12,82,367,4.5,6,15,99,6.6,0,97,466,4.8,6,dj-taylor-1
160,Antwon Bailey,Syracuse,Big East,12,240,1051,4.4,6,29,200,6.9,1,269,1251,4.7,7,antwon-bailey-1
161,Jawon Chisholm,Akron,MAC,12,218,961,4.4,5,12,84,7.0,0,230,1045,4.5,5,jawon-chisholm-1
162,Orleans Darkwa,Tulane,CUSA,13,210,924,4.4,13,37,305,8.2,0,247,1229,5.0,13,orleans-darkwa-1
163,Brandon Pendergrass*,Wake Forest,ACC,13,188,823,4.4,9,19,116,6.1,1,207,939,4.5,10,brandon-pendergrass-1
164,Jahwan Edwards,Ball State,MAC,12,178,786,4.4,11,11,43,3.9,0,189,829,4.4,11,jahwan-edwards-1
165,Alex Gillett,Eastern Michigan,MAC,12,169,736,4.4,3,,,,,169,736,4.4,3,alex-gillett-1
166,Benny Cunningham,Middle Tennessee State,Sun Belt,8,115,501,4.4,4,17,187,11.0,1,132,688,5.2,5,benny-cunningham-1
167,Bradley Randle,UNLV,MWC,12,112,489,4.4,2,5,60,12.0,0,117,549,4.7,2,bradley-randle-1
168,Jacob Schmidt*,Northwestern,Big Ten,13,107,471,4.4,6,24,230,9.6,0,131,701,5.4,6,jacob-schmidt-1
169,Ronnie Wingo Jr.*,Arkansas,SEC,12,104,458,4.4,3,20,187,9.4,2,124,645,5.2,5,ronnie-wingo-jr-1
170,James Hamilton,North Texas,Sun Belt,11,92,406,4.4,4,5,59,11.8,0,97,465,4.8,4,james-hamilton-1
171,Kriss Proctor,Navy,Ind,11,211,914,4.3,14,1,37,37.0,0,212,951,4.5,14,kriss-proctor-1
172,Malcolm Brown*,Texas,Big 12,10,172,742,4.3,5,3,17,5.7,0,175,759,4.3,5,malcolm-brown-2
173,Alonzo Harris*,Louisiana,Sun Belt,12,163,700,4.3,8,15,146,9.7,1,178,846,4.8,9,alonzo-harris-2
174,Josh Harris*,Wake Forest,ACC,9,101,432,4.3,3,5,22,4.4,0,106,454,4.3,3,josh-harris-3
175,Wes Cobb*,Air Force,MWC,13,100,425,4.3,4,,,,,100,425,4.3,4,wes-cobb-1
176,Shawne Alston*,West Virginia,Big East,11,97,416,4.3,12,2,6,3.0,0,99,422,4.3,12,shawne-alston-1
177,Lyle McCombs,Connecticut,Big East,12,275,1151,4.2,7,19,172,9.1,1,294,1323,4.5,8,lyle-mccombs-1
178,Brandon Rutley,San Jose State,WAC,11,216,903,4.2,12,27,336,12.4,0,243,1239,5.1,12,brandon-rutley-1
179,Lennon Creer*,Louisiana Tech,WAC,10,198,838,4.2,9,18,93,5.2,1,216,931,4.3,10,lennon-creer-1
180,Andre Williams,Boston College,ACC,10,124,517,4.2,4,2,11,5.5,0,126,528,4.2,4,andre-williams-2
181,Demetris Murray,South Florida,Big East,12,121,503,4.2,8,18,205,11.4,0,139,708,5.1,8,demetris-murray-1
182,Juwan Thompson,Duke,ACC,12,110,457,4.2,7,22,182,8.3,1,132,639,4.8,8,juwan-thompson-1
183,Jared Barnett*,Iowa State,Big 12,9,104,437,4.2,1,,,,,104,437,4.2,1,jared-barnett-1
184,Jeff Woody*,Iowa State,Big 12,13,90,381,4.2,6,4,30,7.5,0,94,411,4.4,6,jeff-woody-1
185,Barrington Scott,Ball State,MAC,9,89,370,4.2,1,6,25,4.2,2,95,395,4.2,3,barrington-scott-1
186,Lance Dunbar,North Texas,Sun Belt,12,269,1115,4.1,10,29,350,12.1,2,298,1465,4.9,12,lance-dunbar-1
187,Tevin Washington*,Georgia Tech,ACC,13,243,987,4.1,14,,,,,243,987,4.1,14,tevin-washington-1
188,Tron Martinez*,Marshall,CUSA,12,160,649,4.1,3,20,171,8.6,0,180,820,4.6,3,tron-martinez-1
189,Darrian Miller,Kansas,Big 12,11,136,559,4.1,4,7,41,5.9,0,143,600,4.2,4,darrian-miller-1
190,Blaine Gautier*,Louisiana,Sun Belt,13,118,486,4.1,3,,,,,118,486,4.1,3,blaine-gautier-1
191,Coshik Williams,Kentucky,SEC,9,118,486,4.1,3,19,70,3.7,0,137,556,4.1,3,coshik-williams-1
192,Jordan Hall*,Ohio State,Big Ten,10,99,408,4.1,2,12,114,9.5,3,111,522,4.7,5,jordan-hall-1
193,Zach Brown*,Pitt,Big East,12,82,336,4.1,5,25,184,7.4,0,107,520,4.9,5,zach-brown-3
194,James Washington*,North Carolina State,ACC,13,226,897,4.0,7,42,315,7.5,0,268,1212,4.5,7,james-washington-1
195,James Sims,Kansas,Big 12,12,182,727,4.0,9,14,119,8.5,0,196,846,4.3,9,james-sims-2
196,Spencer Ware*,LSU,SEC,13,177,707,4.0,8,11,73,6.6,1,188,780,4.1,9,spencer-ware-1
197,Tyler Tettleton*,Ohio,MAC,14,167,666,4.0,10,1,23,23.0,0,168,689,4.1,10,tyler-tettleton-1
198,Frankie Jackson*,Arkansas State,Sun Belt,12,88,355,4.0,6,13,178,13.7,0,101,533,5.3,6,frankie-jackson-1
199,Jawan Jamison*,Rutgers,Big East,12,231,897,3.9,9,8,62,7.8,0,239,959,4.0,9,jawan-jamison-1
200,Robert Griffin III*,Baylor,Big 12,13,179,699,3.9,10,1,15,15.0,0,180,714,4.0,10,robert-griffin-iii-1
201,Edwin Baker*,Michigan State,Big Ten,14,170,665,3.9,5,5,60,12.0,1,175,725,4.1,6,edwin-baker-1
202,Jason Ford*,Illinois,Big Ten,12,155,600,3.9,7,19,130,6.8,0,174,730,4.2,7,jason-ford-1
203,Travon Van*,Marshall,CUSA,13,143,551,3.9,3,21,171,8.1,0,164,722,4.4,3,travon-van-1
204,Connor Shaw*,South Carolina,SEC,10,135,525,3.9,8,,,,,135,525,3.9,8,connor-shaw-1
205,Derek Lawson*,Arkansas State,Sun Belt,13,123,484,3.9,3,12,95,7.9,1,135,579,4.3,4,derek-lawson-1
206,Tre Roberson,Indiana,Big Ten,9,109,426,3.9,2,,,,,109,426,3.9,2,tre-roberson-1
207,Aaron Crawford,Texas Tech,Big 12,11,87,336,3.9,1,12,79,6.6,0,99,415,4.2,1,aaron-crawford-1
208,Ronnie Weaver,UCF,CUSA,12,77,299,3.9,3,7,70,10.0,1,84,369,4.4,4,ronnie-weaver-1
209,Duane Bennett,Minnesota,Big Ten,12,166,639,3.8,3,3,23,7.7,0,169,662,3.9,3,duane-bennett-1
210,Dominique Brown*,Louisville,Big East,12,140,533,3.8,4,16,98,6.1,1,156,631,4.0,5,dominique-brown-1
211,Darriet Perry*,Florida International,Sun Belt,13,131,496,3.8,6,11,89,8.1,0,142,585,4.1,6,darriet-perry-1
212,Josh Oglesby*,Virginia Tech,ACC,14,97,371,3.8,6,6,31,5.2,0,103,402,3.9,6,josh-oglesby-1
213,Ryan Houston*,North Carolina,ACC,13,85,325,3.8,7,5,60,12.0,0,90,385,4.3,7,ryan-houston-1
214,Tauren Poole,Tennessee,SEC,12,187,693,3.7,5,21,164,7.8,0,208,857,4.1,5,tauren-poole-1
215,Ryan Aplin*,Arkansas State,Sun Belt,13,161,588,3.7,10,1,23,23.0,1,162,611,3.8,11,ryan-aplin-1
216,Tony Creecy*,North Carolina State,ACC,12,103,382,3.7,1,25,157,6.3,3,128,539,4.2,4,tony-creecy-1
217,Treyvon Green*,Northwestern,Big Ten,13,97,362,3.7,4,10,39,3.9,0,107,401,3.7,4,treyvon-green-1
218,Marlin Lane Jr.,Tennessee,SEC,12,75,280,3.7,2,17,161,9.5,2,92,441,4.8,4,marlin-lane-jr-1
219,Collin Klein*,Kansas State,Big 12,13,317,1141,3.6,27,,,,,317,1141,3.6,27,collin-klein-1
