
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
34,Robert Merrill*,TCU,CUSA,12,201,1107,5.5,4,16,158,9.9,0,217,1265,5.8,4,robert-merrill-1
35,Dewayne Wright*,Fresno State,WAC,14,190,1038,5.5,3,19,143,7.5,1,209,1181,5.7,4,dewayne-wright-1
36,Dwayne Wright*,Fresno State,WAC,14,190,1038,5.5,3,19,143,7.5,1,209,1181,5.7,4,dwayne-wright-1
37,Cal Murray*,Miami (OH),MAC,14,186,1030,5.5,12,26,273,10.5,2,212,1303,6.1,14,cal-murray-1
38,Courtney Lewis,Texas A&amp;M,Big 12,12,186,1024,5.5,12,10,91,9.1,0,196,1115,5.7,12,courtney-lewis-1
39,Mike Bell,Arizona,Pac-10,12,168,920,5.5,6,6,53,8.8,0,174,973,5.6,6,mike-bell-1
40,Franklin Wallace,Marshall,MAC,10,132,729,5.5,6,5,34,6.8,0,137,763,5.6,6,franklin-wallace-1
41,Tony Joseph,New Mexico State,Sun Belt,12,129,712,5.5,2,5,33,6.6,0,134,745,5.6,2,tony-joseph-1
42,Jackie Battle*,Houston,CUSA,11,102,560,5.5,9,3,27,9.0,0,105,587,5.6,9,jackie-battle-1
43,Bruce Gradkowski,Toledo,MAC,12,91,504,5.5,1,2,-1,-0.5,0,93,503,5.4,1,bruce-gradkowski-1
44,Derrick Knight*,Boston College,Big East,13,321,1721,5.4,11,26,227,8.7,0,347,1948,5.6,11,derrick-knight-1
45,Carnell Williams*,Auburn,SEC,13,241,1307,5.4,17,5,20,4.0,0,246,1327,5.4,17,carnell-williams-1
46,Jerry Seymour,Central Michigan,MAC,9,205,1117,5.4,8,13,103,7.9,0,218,1220,5.6,8,jerry-seymour-1
47,Jarrett Payton*,Miami (FL),Big East,13,182,985,5.4,7,17,136,8.0,1,199,1121,5.6,8,jarrett-payton-1
48,Chris Bellamy,Connecticut,Ind,12,110,589,5.4,3,7,49,7.0,0,117,638,5.5,3,chris-bellamy-1
49,Uril Parrish*,Tulsa,WAC,9,100,537,5.4,5,2,23,11.5,0,102,560,5.5,5,uril-parrish-1
50,Michael Turner,Northern Illinois,MAC,12,310,1648,5.3,14,19,230,12.1,3,329,1878,5.7,17,michael-turner-2
51,Dontrell Moore*,New Mexico,MWC,13,276,1450,5.3,19,11,149,13.5,2,287,1599,5.6,21,dontrell-moore-1
52,Cedric Benson*,Texas,Big 12,12,258,1360,5.3,21,9,120,13.3,1,267,1480,5.5,22,cedric-benson-1
53,Walter Reyes,Syracuse,Big East,12,253,1347,5.3,20,38,375,9.9,1,291,1722,5.9,21,walter-reyes-1
54,Kyle Eckel*,Navy,Ind,13,236,1249,5.3,10,3,62,20.7,0,239,1311,5.5,10,kyle-eckel-1
55,P.J. Pope*,Bowling Green State,MAC,14,191,1005,5.3,10,48,433,9.0,0,239,1438,6.0,10,pj-pope-1
56,Bradlee Van Pelt*,Colorado State,MWC,13,170,909,5.3,10,,,,,170,909,5.3,10,bradlee-van-pelt-1
57,Lendale White*,USC,Pac-10,13,141,754,5.3,13,6,15,2.5,1,147,769,5.2,14,lendale-white-1
58,Dave Dawson,Buffalo,MAC,12,128,678,5.3,1,1,8,8.0,0,129,686,5.3,1,dave-dawson-1
59,Jerious Norwood,Mississippi State,SEC,12,121,642,5.3,2,8,6,0.8,0,129,648,5.0,2,jerious-norwood-1
60,Frank Gore*,Miami (FL),Big East,5,89,468,5.3,4,12,105,8.8,0,101,573,5.7,4,frank-gore-1
61,Jason Wright*,Northwestern,Big Ten,13,267,1388,5.2,20,18,251,13.9,1,285,1639,5.8,21,jason-wright-1
62,Dwayne Smith*,Wisconsin,Big Ten,13,165,857,5.2,9,9,121,13.4,0,174,978,5.6,9,dwayne-smith-2
63,Eric Higgins,New Mexico State,Sun Belt,8,146,753,5.2,2,6,33,5.5,0,152,786,5.2,2,eric-higgins-1
64,Robbie Beck,Rice,WAC,12,120,625,5.2,12,1,10,10.0,0,121,635,5.2,12,robbie-beck-1
65,Clenton Crossley,South Florida,CUSA,10,85,441,5.2,4,11,60,5.5,0,96,501,5.2,4,clenton-crossley-1
66,P.J. Daniels*,Georgia Tech,ACC,13,283,1447,5.1,10,19,88,4.6,1,302,1535,5.1,11,pj-daniels-1
67,Chris Barclay,Wake Forest,ACC,12,235,1192,5.1,12,11,53,4.8,0,246,1245,5.1,12,chris-barclay-1
68,Earl Charles,Marshall,MAC,12,205,1039,5.1,12,26,204,7.8,0,231,1243,5.4,12,earl-charles-1
69,Zack Abron,Missouri,Big 12,12,200,1018,5.1,13,25,171,6.8,0,225,1189,5.3,13,zack-abron-1
70,Chance Harridge,Air Force,MWC,12,180,914,5.1,12,,,,,180,914,5.1,12,chance-harridge-1
71,Ronnie McGill,North Carolina,ACC,12,128,654,5.1,7,7,54,7.7,0,135,708,5.2,7,ronnie-mcgill-1
72,D.D. Cox*,New Mexico,MWC,12,126,642,5.1,7,6,80,13.3,0,132,722,5.5,7,dd-cox-1
73,Demetris Summers,South Carolina,SEC,11,124,638,5.1,3,12,146,12.2,2,136,784,5.8,5,demetris-summers-1
74,Derron Parquet*,Memphis,CUSA,10,95,487,5.1,0,3,57,19.0,0,98,544,5.6,0,derron-parquet-1
75,Anthony Butler,Air Force,MWC,11,76,388,5.1,3,,,,,76,388,5.1,3,anthony-butler-1
76,Chris Perry*,Michigan,Big Ten,13,338,1674,5.0,18,44,367,8.3,2,382,2041,5.3,20,chris-perry-1
77,Adimchinobe Echemandu*,California,Pac-10,13,238,1195,5.0,13,22,185,8.4,0,260,1380,5.3,13,adimchinobe-echemandu-1
78,Adimchinobi Echemandu*,California,Pac-10,13,238,1195,5.0,13,22,185,8.4,0,260,1380,5.3,13,adimchinobi-echemandu-1
79,Trinity Dawson,Toledo,MAC,12,199,999,5.0,10,20,88,4.4,2,219,1087,5.0,12,trinity-dawson-1
80,Josh Allen*,Maryland,ACC,13,186,922,5.0,8,14,220,15.7,1,200,1142,5.7,9,josh-allen-1
81,Cedric Houston*,Tennessee,SEC,12,149,744,5.0,2,14,134,9.6,0,163,878,5.4,2,cedric-houston-1
82,Greg Henderson,Rice,WAC,11,123,615,5.0,6,,,,,123,615,5.0,6,greg-henderson-1
83,Darnell Stephens,Air Force,MWC,12,120,604,5.0,4,6,70,11.7,1,126,674,5.3,5,darnell-stephens-1
84,Ran Carthon*,Florida,SEC,12,119,595,5.0,6,21,185,8.8,1,140,780,5.6,7,ran-carthon-1
85,Brandon Miree*,Pitt,Big East,6,115,573,5.0,6,16,130,8.1,1,131,703,5.4,7,brandon-miree-1
86,Matt Austin,UTEP,WAC,13,92,456,5.0,3,9,82,9.1,0,101,538,5.3,3,matt-austin-1
87,Horace Dodd*,Boston College,Big East,12,89,442,5.0,10,13,99,7.6,0,102,541,5.3,10,horace-dodd-1
88,Carl Jones,Cincinnati,CUSA,9,82,410,5.0,1,5,59,11.8,0,87,469,5.4,1,carl-jones-1
89,Damien Nash,Missouri,Big 12,12,80,402,5.0,5,11,105,9.5,1,91,507,5.6,6,damien-nash-1
90,Fred Ray,Ohio,MAC,7,77,382,5.0,8,,,,,77,382,5.0,8,fred-ray-1
91,Quincy Wilson*,West Virginia,Big East,12,282,1380,4.9,12,15,95,6.3,1,297,1475,5.0,13,quincy-wilson-1
92,Shaud Williams,Alabama,SEC,13,280,1367,4.9,14,24,161,6.7,1,304,1528,5.0,15,shaud-williams-1
93,Anthony Evans*,Houston,CUSA,13,236,1149,4.9,9,5,21,4.2,0,241,1170,4.9,9,anthony-evans-1
94,Mewelde Moore,Tulane,CUSA,9,185,915,4.9,5,39,408,10.5,4,224,1323,5.9,9,mewelde-moore-1
95,Renaldo Works*,Oklahoma,Big 12,12,146,716,4.9,8,17,150,8.8,0,163,866,5.3,8,renaldo-works-1
96,Bruce Perry*,Maryland,ACC,10,147,713,4.9,6,8,42,5.3,0,155,755,4.9,6,bruce-perry-1
97,Daccus Turman,South Carolina,SEC,12,132,646,4.9,7,12,129,10.8,0,144,775,5.4,7,daccus-turman-1
98,Cornell Brockington,Connecticut,Ind,10,131,643,4.9,10,7,64,9.1,1,138,707,5.1,11,cornell-brockington-1
99,Ray Hudson,Alabama,SEC,12,100,490,4.9,1,15,179,11.9,1,115,669,5.8,2,ray-hudson-2
100,Bryan Randall*,Virginia Tech,Big East,13,82,404,4.9,5,,,,,82,404,4.9,5,bryan-randall-1
101,Fred Russell*,Iowa,Big Ten,13,282,1355,4.8,7,6,6,1.0,0,288,1361,4.7,7,fred-russell-1
102,Dewhitt Betterson,Troy,Ind,12,244,1161,4.8,9,7,46,6.6,0,251,1207,4.8,9,dewhitt-betterson-1
103,Chris Douglas,Duke,ACC,12,236,1138,4.8,6,20,212,10.6,0,256,1350,5.3,6,chris-douglas-1
104,Eric Shelton*,Louisville,CUSA,10,166,790,4.8,10,1,19,19.0,0,167,809,4.8,10,eric-shelton-1
105,Hershel Dennis*,USC,Pac-10,13,137,661,4.8,4,10,62,6.2,1,147,723,4.9,5,hershel-dennis-1
106,Alvin Pearman*,Virginia,ACC,13,134,643,4.8,4,63,518,8.2,4,197,1161,5.9,8,alvin-pearman-1
107,Thomas Tapeh*,Minnesota,Big Ten,13,119,570,4.8,11,8,86,10.8,0,127,656,5.2,11,thomas-tapeh-1
108,Tyrone Moss*,Miami (FL),Big East,11,107,511,4.8,5,1,-2,-2.0,0,108,509,4.7,5,tyrone-moss-1
109,Don Calloway,Middle Tennessee State,Sun Belt,10,89,424,4.8,1,11,92,8.4,0,100,516,5.2,1,don-calloway-1
110,Chance Kretschmer,Nevada,WAC,12,245,1162,4.7,12,15,124,8.3,0,260,1286,4.9,12,chance-kretschmer-1
111,David Mikell*,Boise State,WAC,14,242,1142,4.7,13,23,122,5.3,1,265,1264,4.8,14,david-mikell-1
112,Clark Green*,Kansas,Big 12,13,204,968,4.7,6,44,464,10.5,2,248,1432,5.8,8,clark-green-1
113,David Fiefia,Utah State,Sun Belt,12,206,967,4.7,7,38,310,8.2,1,244,1277,5.2,8,david-fiefia-1
114,Tremaine Turner*,Ole Miss,SEC,13,173,809,4.7,4,12,100,8.3,2,185,909,4.9,6,tremaine-turner-1
115,T.A. McLendon*,North Carolina State,ACC,9,130,608,4.7,9,40,368,9.2,2,170,976,5.7,11,ta-mclendon-1
116,Deshawn Wynn*,Florida,SEC,13,115,540,4.7,7,12,82,6.8,1,127,622,4.9,8,deshawn-wynn-1
117,Shermar Bracey,Arkansas State,Sun Belt,12,112,530,4.7,8,4,16,4.0,0,116,546,4.7,8,shermar-bracey-1
118,Chad Jasmin*,Clemson,ACC,13,112,523,4.7,9,7,26,3.7,0,119,549,4.6,9,chad-jasmin-1
119,Kregg Lumpkin*,Georgia,SEC,12,112,523,4.7,6,14,93,6.6,1,126,616,4.9,7,kregg-lumpkin-1
120,Ronnie Brown*,Auburn,SEC,11,95,446,4.7,5,8,80,10.0,0,103,526,5.1,5,ronnie-brown-1
121,Lynell Hamilton,San Diego State,MWC,10,234,1087,4.6,4,13,100,7.7,1,247,1187,4.8,5,lynell-hamilton-1
122,Mike Smith*,Miami (OH),MAC,13,175,802,4.6,17,19,125,6.6,1,194,927,4.8,18,mike-smith-1
123,Duane Coleman*,Clemson,ACC,13,133,615,4.6,2,34,309,9.1,3,167,924,5.5,5,duane-coleman-1
124,Jabari Davis*,Tennessee,SEC,13,124,565,4.6,8,4,-1,-0.3,0,128,564,4.4,8,jabari-davis-1
125,Joseph Addai*,LSU,SEC,12,114,520,4.6,2,14,86,6.1,1,128,606,4.7,3,joseph-addai-1
126,Bobby Tillman*,Houston,CUSA,12,97,442,4.6,1,9,74,8.2,0,106,516,4.9,1,bobby-tillman-1
127,Jovon Jackson,Tulane,CUSA,12,82,377,4.6,2,5,15,3.0,0,87,392,4.5,2,jovon-jackson-1
128,Anthony Sherrell,Eastern Michigan,MAC,12,338,1531,4.5,12,44,304,6.9,1,382,1835,4.8,13,anthony-sherrell-1
129,Zach Gerstner,Idaho,Sun Belt,12,256,1157,4.5,5,32,309,9.7,2,288,1466,5.1,7,zach-gerstner-1
130,Larry Croom,UNLV,MWC,11,208,932,4.5,3,21,118,5.6,0,229,1050,4.6,3,larry-croom-1
131,Eric Richardson*,Tulsa,WAC,13,181,811,4.5,12,11,100,9.1,0,192,911,4.7,12,eric-richardson-1
132,James Kilian*,Tulsa,WAC,13,133,605,4.5,7,2,35,17.5,0,135,640,4.7,7,james-kilian-1
133,Steven Jackson*,Oregon State,Pac-10,13,350,1545,4.4,19,44,470,10.7,3,394,2015,5.1,22,steven-jackson-3
134,Marvin Townes,East Carolina,CUSA,12,258,1128,4.4,8,23,176,7.7,2,281,1304,4.6,10,marvin-townes-1
135,Jammal Lord*,Nebraska,Big 12,13,215,948,4.4,10,,,,,215,948,4.4,10,jammal-lord-1
136,Joshua Cribbs,Kent State,MAC,12,161,701,4.4,14,1,29,29.0,1,162,730,4.5,15,joshua-cribbs-1
137,Scott Blair,Ball State,MAC,12,137,604,4.4,5,19,125,6.6,0,156,729,4.7,5,scott-blair-2
138,Cory Ross*,Nebraska,Big 12,13,130,575,4.4,4,2,36,18.0,0,132,611,4.6,4,cory-ross-1
139,Lance Martin,San Jose State,WAC,11,119,520,4.4,2,3,7,2.3,0,122,527,4.3,2,lance-martin-1
140,Austin Scott,Penn State,Big Ten,10,100,436,4.4,5,7,47,6.7,1,107,483,4.5,6,austin-scott-1
141,Michael Wagner,Iowa State,Big 12,12,96,420,4.4,3,10,41,4.1,0,106,461,4.3,3,michael-wagner-1
142,Rahsaan Sanders*,Colorado State,MWC,11,90,400,4.4,2,2,26,13.0,0,92,426,4.6,2,rahsaan-sanders-1
143,Brian Lewis,Indiana,Big Ten,6,90,398,4.4,3,3,37,12.3,0,93,435,4.7,3,brian-lewis-1
144,Darian Durant,North Carolina,ACC,12,91,396,4.4,6,,,,,91,396,4.4,6,darian-durant-1
145,Ell Roberson*,Kansas State,Big 12,13,227,975,4.3,15,,,,,227,975,4.3,15,ell-roberson-1
146,Jonathan Smith*,Washington State,Pac-10,13,224,961,4.3,10,33,349,10.6,1,257,1310,5.1,11,jonathan-smith-3
147,Lydell Ross*,Ohio State,Big Ten,13,193,826,4.3,10,13,98,7.5,0,206,924,4.5,10,lydell-ross-1
148,Michael Cooper*,Georgia,SEC,13,156,673,4.3,6,7,57,8.1,0,163,730,4.5,6,michael-cooper-1
149,Greg Jones*,Florida State,ACC,13,144,618,4.3,7,9,52,5.8,0,153,670,4.4,7,greg-jones-1
150,Josh Davis*,Nebraska,Big 12,13,138,600,4.3,2,4,21,5.3,0,142,621,4.4,2,josh-davis-2
151,Maurice Drew*,UCLA,Pac-10,13,135,582,4.3,5,15,104,6.9,0,150,686,4.6,5,maurice-drew-1
152,Kenny James,Washington,Pac-10,12,122,530,4.3,2,17,122,7.2,0,139,652,4.7,2,kenny-james-1
153,Aaron Leeper,Buffalo,MAC,12,122,522,4.3,2,23,92,4.0,0,145,614,4.2,2,aaron-leeper-1
154,Tyler Ebell*,UCLA,Pac-10,12,116,501,4.3,2,10,68,6.8,0,126,569,4.5,2,tyler-ebell-1
155,Dejuan Green,South Florida,CUSA,11,113,490,4.3,5,9,68,7.6,0,122,558,4.6,5,dejuan-green-1
156,Cory Randolph,Wake Forest,ACC,12,94,404,4.3,5,1,42,42.0,0,95,446,4.7,5,cory-randolph-1
157,Kwane Doster,Vanderbilt,SEC,11,90,386,4.3,3,11,82,7.5,0,101,468,4.6,3,kwane-doster-1
158,Michael Franklin,San Diego State,MWC,12,86,371,4.3,2,5,44,8.8,0,91,415,4.6,2,michael-franklin-1
159,Adam Cole,Air Force,MWC,11,80,341,4.3,2,1,19,19.0,0,81,360,4.4,2,adam-cole-1
160,Corey White,UAB,CUSA,12,77,332,4.3,4,8,40,5.0,0,85,372,4.4,4,corey-white-2
161,Bo Moncur,UAB,CUSA,8,76,325,4.3,1,3,11,3.7,0,79,336,4.3,1,bo-moncur-1
162,Brad Young,Ohio,MAC,12,75,319,4.3,4,9,135,15.0,1,84,454,5.4,5,brad-young-1
163,Rashad Armstrong,Baylor,Big 12,12,258,1074,4.2,6,19,216,11.4,1,277,1290,4.7,7,rashad-armstrong-1
164,Bobby Hendry,Akron,MAC,12,231,981,4.2,14,20,210,10.5,1,251,1191,4.7,15,bobby-hendry-1
165,BenJarvus Green-Ellis,Indiana,Big Ten,12,225,938,4.2,7,15,168,11.2,1,240,1106,4.6,8,benjarvus-green-ellis-1
166,Brian Calhoun,Colorado,Big 12,12,195,810,4.2,5,32,266,8.3,1,227,1076,4.7,6,brian-calhoun-1
167,Richard Hall,Cincinnati,CUSA,10,185,777,4.2,8,22,252,11.5,2,207,1029,5.0,10,richard-hall-1
168,Alex Haynes,UCF,MAC,12,183,774,4.2,5,32,264,8.3,0,215,1038,4.8,5,alex-haynes-1
169,Anthony Harris*,Southern Mississippi,CUSA,13,158,671,4.2,7,7,29,4.1,1,165,700,4.2,8,anthony-harris-1
170,Jaren Hayes*,Michigan State,Big Ten,12,145,609,4.2,5,48,414,8.6,3,193,1023,5.3,8,jaren-hayes-1
171,Bill Whittemore*,Kansas,Big 12,10,127,534,4.2,10,,,,,127,534,4.2,10,bill-whittemore-1
172,Vashon Pearson*,Ole Miss,SEC,12,94,398,4.2,4,7,80,11.4,0,101,478,4.7,4,vashon-pearson-1
173,Asad Abdul-Khaliq*,Minnesota,Big Ten,13,88,370,4.2,4,1,5,5.0,0,89,375,4.2,4,asad-abdul-khaliq-1
174,Makonnen Fenton,Temple,Big East,9,81,342,4.2,2,21,111,5.3,1,102,453,4.4,3,makonnen-fenton-1
175,Craig Candeto*,Navy,Ind,13,271,1112,4.1,16,1,11,11.0,0,272,1123,4.1,16,craig-candeto-1
176,Brandon Warfield*,Utah,MWC,10,237,976,4.1,11,7,41,5.9,0,244,1017,4.2,11,brandon-warfield-1
177,Jerod Void*,Purdue,Big Ten,13,235,952,4.1,13,6,62,10.3,0,241,1014,4.2,13,jerod-void-1
178,Wali Lundy*,Virginia,ACC,12,227,929,4.1,10,29,253,8.7,4,256,1182,4.6,14,wali-lundy-1
179,Kejuan Jones*,Oklahoma,Big 12,14,225,925,4.1,13,18,189,10.5,1,243,1114,4.6,14,kejuan-jones-1
180,Brian Leonard,Rutgers,Big East,12,213,880,4.1,9,53,488,9.2,5,266,1368,5.1,14,brian-leonard-1
181,Rich Alexis,Washington,Pac-10,8,138,566,4.1,4,15,163,10.9,0,153,729,4.8,4,rich-alexis-1
182,Bryson Sumlin*,Fresno State,WAC,12,123,509,4.1,9,6,91,15.2,1,129,600,4.7,10,bryson-sumlin-1
183,David Horne*,Nebraska,Big 12,12,107,441,4.1,4,1,5,5.0,0,108,446,4.1,4,david-horne-1
184,Derek Farmer,Texas A&amp;M,Big 12,12,82,340,4.1,2,5,34,6.8,0,87,374,4.3,2,derek-farmer-1
185,David Alston,Kent State,MAC,5,79,327,4.1,0,6,23,3.8,1,85,350,4.1,1,david-alston-1
186,Keylon Kincade,SMU,WAC,12,317,1280,4.0,4,18,271,15.1,1,335,1551,4.6,5,keylon-kincade-1
187,Terrence Jackson,Central Michigan,MAC,11,199,803,4.0,8,5,25,5.0,0,204,828,4.1,8,terrence-jackson-1
188,Marcus Houston*,Colorado State,MWC,12,158,636,4.0,9,2,10,5.0,1,160,646,4.0,10,marcus-houston-1
189,Dominique Dorsey,UNLV,MWC,12,158,626,4.0,1,12,92,7.7,0,170,718,4.2,1,dominique-dorsey-1
190,Justise Hairston,Rutgers,Big East,8,137,550,4.0,8,1,7,7.0,0,138,557,4.0,8,justise-hairston-1
191,Chris Easley,Arkansas State,Sun Belt,12,118,475,4.0,2,7,58,8.3,0,125,533,4.3,2,chris-easley-1
192,J.R. Lemon,Stanford,Pac-10,11,118,467,4.0,4,4,49,12.3,0,122,516,4.2,4,jr-lemon-1
193,Chris Taylor,Indiana,Big Ten,10,116,464,4.0,3,9,94,10.4,1,125,558,4.5,4,chris-taylor-1
194,Tim Blackwell*,Southern Mississippi,CUSA,8,82,332,4.0,3,15,160,10.7,0,97,492,5.1,3,tim-blackwell-1
195,Kevin Payne,Louisiana-Monroe,Sun Belt,12,248,976,3.9,6,41,488,11.9,3,289,1464,5.1,9,kevin-payne-1
196,Josh Harris*,Bowling Green State,MAC,14,215,830,3.9,13,1,48,48.0,1,216,878,4.1,14,josh-harris-2
197,Philip Reed,Western Michigan,MAC,11,189,744,3.9,8,28,269,9.6,0,217,1013,4.7,8,philip-reed-1
198,Eugene Gross,Middle Tennessee State,Sun Belt,12,189,735,3.9,10,25,172,6.9,0,214,907,4.2,10,eugene-gross-1
199,Derek Armah,Wyoming,MWC,12,177,683,3.9,5,26,183,7.0,0,203,866,4.3,5,derek-armah-1
200,Lonta Hobbs*,TCU,CUSA,11,169,659,3.9,9,8,104,13.0,0,177,763,4.3,9,lonta-hobbs-1
201,Norval McKenzie,Vanderbilt,SEC,12,162,639,3.9,5,15,109,7.3,0,177,748,4.2,5,norval-mckenzie-1
202,Booker Stanley*,Wisconsin,Big Ten,12,133,523,3.9,5,3,15,5.0,0,136,538,4.0,5,booker-stanley-1
203,Hakim Hill,Arizona State,Pac-10,10,115,452,3.9,3,21,202,9.6,0,136,654,4.8,3,hakim-hill-1
204,Astin Martin,Toledo,MAC,12,113,436,3.9,10,6,61,10.2,0,119,497,4.2,10,astin-martin-1
205,Chester Johnson,Louisiana,Sun Belt,11,108,421,3.9,5,20,117,5.9,0,128,538,4.2,5,chester-johnson-1
206,Manuel White*,UCLA,Pac-10,8,96,379,3.9,3,10,101,10.1,0,106,480,4.5,3,manuel-white-1
207,Damarcus Ingram,San Jose State,WAC,8,96,371,3.9,3,11,73,6.6,0,107,444,4.1,3,damarcus-ingram-1
208,Dwight Wright*,Oregon State,Pac-10,13,89,350,3.9,2,3,27,9.0,0,92,377,4.1,2,dwight-wright-1
209,Terrence Whitehead*,Oregon,Pac-10,12,192,737,3.8,6,28,253,9.0,1,220,990,4.5,7,terrence-whitehead-1
210,E.B. Halsey,Illinois,Big Ten,9,140,525,3.8,2,37,303,8.2,4,177,828,4.7,6,eb-halsey-1
211,Stevie Hicks,Iowa State,Big 12,11,123,471,3.8,0,14,40,2.9,0,137,511,3.7,0,stevie-hicks-1
212,Stevie Hicks Jr.,Iowa State,Big 12,11,123,471,3.8,0,14,40,2.9,0,137,511,3.7,0,stevie-hicks-jr-1
213,Jawan Walker*,Pitt,Big East,12,107,407,3.8,3,13,111,8.5,1,120,518,4.3,4,jawan-walker-1
214,Antonio Warren,Arkansas State,Sun Belt,12,101,384,3.8,1,5,43,8.6,0,106,427,4.0,1,antonio-warren-1
215,Walter Washington,Temple,Big East,12,156,579,3.7,6,,,,,156,579,3.7,6,walter-washington-1
216,Michael Robinson,Penn State,Big Ten,11,107,396,3.7,3,10,100,10.0,0,117,496,4.2,3,michael-robinson-1
217,Paul Dombrowski,New Mexico State,Sun Belt,10,106,391,3.7,6,2,10,5.0,0,108,401,3.7,6,paul-dombrowski-1
218,Charles Wynn,Ball State,MAC,12,97,359,3.7,1,9,71,7.9,0,106,430,4.1,1,charles-wynn-1
219,Ray Huston,Ohio,MAC,12,87,319,3.7,4,6,106,17.7,2,93,425,4.6,6,ray-huston-1
