
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
220,Ed Bailey,Rice,WAC,11,79,294,3.7,2,1,16,16.0,0,80,310,3.9,2,ed-bailey-1
221,Ryan Grant,Notre Dame,Ind,12,143,510,3.6,3,9,64,7.1,0,152,574,3.8,3,ryan-grant-1
222,Elijah Brooks,Kent State,MAC,12,113,409,3.6,1,7,54,7.7,0,120,463,3.9,1,elijah-brooks-1
223,Arliss Beach,Kentucky,SEC,10,103,366,3.6,8,7,72,10.3,0,110,438,4.0,8,arliss-beach-1
224,Clarence Farmer,Arizona,Pac-10,8,90,326,3.6,2,9,73,8.1,1,99,399,4.0,3,clarence-farmer-1
225,Travis Smothers,Louisiana,Sun Belt,12,75,269,3.6,0,9,55,6.1,0,84,324,3.9,0,travis-smothers-1
226,Kenneth Tolon,Stanford,Pac-10,11,150,522,3.5,2,15,52,3.5,0,165,574,3.5,2,kenneth-tolon-1
227,Trey Chaney,UAB,CUSA,11,136,479,3.5,2,11,133,12.1,0,147,612,4.2,2,trey-chaney-1
228,Donny Heck*,Boise State,WAC,14,121,426,3.5,8,8,60,7.5,1,129,486,3.8,9,donny-heck-1
229,Vonta Leach,East Carolina,CUSA,12,83,290,3.5,5,9,39,4.3,0,92,329,3.6,5,vonta-leach-1
230,Jermaine Green*,Washington State,Pac-10,10,82,285,3.5,4,9,59,6.6,0,91,344,3.8,4,jermaine-green-1
231,Carlton Jones,Army,CUSA,13,194,632,3.3,6,29,211,7.3,2,223,843,3.8,8,carlton-jones-2
232,Cornelius Birgs,Wake Forest,ACC,11,103,344,3.3,5,3,29,9.7,0,106,373,3.5,5,cornelius-birgs-1
233,Maurice Hall*,Ohio State,Big Ten,11,97,316,3.3,1,4,12,3.0,0,101,328,3.2,1,maurice-hall-1
234,Austin Flynn,Iowa State,Big 12,11,124,396,3.2,2,,,,,124,396,3.2,2,austin-flynn-1
235,Rodney Davis*,Fresno State,WAC,12,98,312,3.2,1,13,99,7.6,1,111,411,3.7,2,rodney-davis-1
236,Buck Pierce,New Mexico State,Sun Belt,11,87,277,3.2,8,1,30,30.0,0,88,307,3.5,8,buck-pierce-1
237,Scott McBrien*,Maryland,ACC,13,82,259,3.2,6,1,9,9.0,0,83,268,3.2,6,scott-mcbrien-1
238,Brandon Hassell*,TCU,CUSA,10,120,369,3.1,5,,,,,120,369,3.1,5,brandon-hassell-1
239,Alex Smith*,Utah,MWC,11,149,452,3.0,5,1,17,17.0,0,150,469,3.1,5,alex-smith-3
240,Rasheed Marshall*,West Virginia,Big East,12,101,303,3.0,4,,,,,101,303,3.0,4,rasheed-marshall-1
241,Talmadge Hill,Ball State,MAC,12,90,268,3.0,2,,,,,90,268,3.0,2,talmadge-hill-1
242,Reggie McNeal,Texas A&amp;M,Big 12,12,127,370,2.9,4,,,,,127,370,2.9,4,reggie-mcneal-1
243,Andrico Hines,Middle Tennessee State,Sun Belt,11,107,315,2.9,6,,,,,107,315,2.9,6,andrico-hines-1
244,Reggie Ball*,Georgia Tech,ACC,13,139,384,2.8,3,,,,,139,384,2.8,3,reggie-ball-1
245,De'Arrius Howard*,Arkansas,SEC,10,95,267,2.8,6,,,,,95,267,2.8,6,dearrius-howard-1
246,Dondrial Pinkins,South Carolina,SEC,12,95,254,2.7,5,,,,,95,254,2.7,5,dondrial-pinkins-1
247,Jay Cutler,Vanderbilt,SEC,12,115,299,2.6,1,,,,,115,299,2.6,1,jay-cutler-1
248,Charlie Frye,Akron,MAC,12,111,288,2.6,7,1,14,14.0,0,112,302,2.7,7,charlie-frye-1
249,R.J. Anderson,Syracuse,Big East,12,99,262,2.6,5,,,,,99,262,2.6,5,rj-anderson-1
250,Kevin Kolb*,Houston,CUSA,13,139,346,2.5,7,1,8,8.0,0,140,354,2.5,7,kevin-kolb-1
251,P.J. Piskorik,Buffalo,MAC,10,102,252,2.5,2,,,,,102,252,2.5,2,pj-piskorik-1
252,Craig Krenzel*,Ohio State,Big Ten,11,109,255,2.3,3,,,,,109,255,2.3,3,craig-krenzel-1
253,Mike Schneider,Duke,ACC,10,84,181,2.2,1,,,,,84,181,2.2,1,mike-schneider-1
254,James Walley*,Southern Mississippi,CUSA,7,83,179,2.2,0,,,,,83,179,2.2,0,james-walley-1
255,Gino Guidugli,Cincinnati,CUSA,12,76,166,2.2,0,,,,,76,166,2.2,0,gino-guidugli-1
256,Kyle Orton*,Purdue,Big Ten,13,112,237,2.1,3,,,,,112,237,2.1,3,kyle-orton-1
257,Casey Kelly*,New Mexico,MWC,13,110,231,2.1,1,1,21,21.0,1,111,252,2.3,2,casey-kelly-1
258,Brett Basanez*,Northwestern,Big Ten,13,128,219,1.7,2,,,,,128,219,1.7,2,brett-basanez-1
259,Aaron Leak,Troy,Ind,12,126,208,1.7,3,1,24,24.0,0,127,232,1.8,3,aaron-leak-1
260,Dustin Almond*,Southern Mississippi,CUSA,13,92,156,1.7,3,2,2,1.0,0,94,158,1.7,3,dustin-almond-1
261,Nathan Chandler*,Iowa,Big Ten,13,89,138,1.6,6,,,,,89,138,1.6,6,nathan-chandler-1
262,Chris Rix*,Florida State,ACC,13,89,130,1.5,5,,,,,89,130,1.5,5,chris-rix-1
263,Rod Rutherford*,Pitt,Big East,13,136,150,1.1,2,,,,,136,150,1.1,2,rod-rutherford-1
264,J.P. Losman,Tulane,CUSA,12,77,80,1.0,2,,,,,77,80,1.0,2,jp-losman-1
265,Jared Lorenzen,Kentucky,SEC,12,89,75,0.8,5,1,-11,-11.0,0,90,64,0.7,5,jared-lorenzen-1
266,Travis Cox,Utah State,Sun Belt,12,102,53,0.5,4,,,,,102,53,0.5,4,travis-cox-1
267,Charlie Whitehurst*,Clemson,ACC,13,92,49,0.5,4,,,,,92,49,0.5,4,charlie-whitehurst-1
268,Matt LoVecchio,Indiana,Big Ten,11,97,-7,-0.1,2,1,14,14.0,0,98,7,0.1,2,matt-lovecchio-2
269,Cody Pickett,Washington,Pac-10,12,80,-61,-0.8,3,,,,,80,-61,-0.8,3,cody-pickett-1
270,Josh Haldi,Northern Illinois,MAC,12,75,-65,-0.9,3,0,0,,0,75,-65,-0.9,3,josh-haldi-1
271,Casey Bramlet,Wyoming,MWC,12,98,-101,-1.0,3,,,,,98,-101,-1.0,3,casey-bramlet-1
