
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
219,Michael Johnson,Colorado State,MWC,12,109,305,2.8,6,5,41,8.2,0,114,346,3.0,6,michael-johnson-1
220,Justin Willis,SMU,CUSA,11,132,354,2.7,3,,,,,132,354,2.7,3,justin-willis-1
221,Brett Ratliff*,Utah,MWC,13,98,260,2.7,1,1,22,22.0,0,99,282,2.8,1,brett-ratliff-1
222,D.J. Hernandez,Connecticut,Big East,7,82,222,2.7,2,1,-3,-3.0,0,83,219,2.6,2,dj-hernandez-1
223,Chase Daniel*,Missouri,Big 12,13,147,379,2.6,4,,,,,147,379,2.6,4,chase-daniel-1
224,Adam Tafralis*,San Jose State,WAC,13,90,224,2.5,2,,,,,90,224,2.5,2,adam-tafralis-1
225,Omar Haugabook*,Troy,Sun Belt,13,140,313,2.2,5,3,13,4.3,0,143,326,2.3,5,omar-haugabook-1
226,Jeff Rowe*,Nevada,WAC,12,93,208,2.2,4,,,,,93,208,2.2,4,jeff-rowe-1
227,James Pinkney*,East Carolina,CUSA,13,105,216,2.1,4,1,-12,-12.0,0,106,204,1.9,4,james-pinkney-1
228,Jameel Sewell,Virginia,ACC,11,95,200,2.1,4,,,,,95,200,2.1,4,jameel-sewell-1
229,Mike Kokal,Miami (OH),MAC,11,136,277,2.0,3,1,21,21.0,0,137,298,2.2,3,mike-kokal-1
230,Jared Zabransky*,Boise State,WAC,13,98,197,2.0,6,,,,,98,197,2.0,6,jared-zabransky-1
231,Joel Armstrong,Rice,CUSA,13,84,135,1.6,1,24,265,11.0,2,108,400,3.7,3,joel-armstrong-1
232,Kevin Kolb*,Houston,CUSA,14,111,154,1.4,4,,,,,111,154,1.4,4,kevin-kolb-1
233,Bret Meyer,Iowa State,Big 12,12,137,177,1.3,6,1,19,19.0,0,138,196,1.4,6,bret-meyer-1
234,Brent Schaeffer,Ole Miss,SEC,12,94,100,1.1,1,1,9,9.0,0,95,109,1.1,1,brent-schaeffer-1
235,John Parker Wilson*,Alabama,SEC,13,82,83,1.0,0,1,-4,-4.0,0,83,79,1.0,0,john-parker-wilson-1
236,Brady Quinn*,Notre Dame,Ind,13,82,71,0.9,2,,,,,82,71,0.9,2,brady-quinn-1
237,Rudy Carpenter*,Arizona State,Pac-10,13,84,69,0.8,0,,,,,84,69,0.8,0,rudy-carpenter-1
238,Caleb Hanie,Colorado State,MWC,12,108,55,0.5,4,,,,,108,55,0.5,4,caleb-hanie-1
239,Alex Brink,Washington State,Pac-10,12,78,8,0.1,2,1,4,4.0,1,79,12,0.2,3,alex-brink-1
240,Thaddeus Lewis,Duke,ACC,12,99,-74,-0.7,1,,,,,99,-74,-0.7,1,thaddeus-lewis-2
241,Chase Holbrook,New Mexico State,WAC,12,80,-78,-1.0,4,,,,,80,-78,-1.0,4,chase-holbrook-1
242,Perry Patterson,Syracuse,Big East,12,82,-174,-2.1,1,1,-8,-8.0,0,83,-182,-2.2,1,perry-patterson-1
