
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
231,Ben Horton,Brigham Young,MWC,12,23,278,12.1,0,,,,,23,278,12.1,0,ben-horton-1
232,Justin Robbins,Washington,Pac-10,11,22,267,12.1,4,,,,,22,267,12.1,4,justin-robbins-1
233,Leroy Handy,Southern Mississippi,CUSA,8,40,481,12.0,2,,,,,40,481,12.0,2,leroy-handy-1
234,Sean Cangelosi,Louisiana Tech,Ind,8,33,397,12.0,5,,,,,33,397,12.0,5,sean-cangelosi-1
235,Jerel Myers,LSU,SEC,11,29,347,12.0,3,,,,,29,347,12.0,3,jerel-myers-1
236,Desmond Williams,Louisiana,Ind,11,24,288,12.0,1,1,8,8.0,0,25,296,11.8,1,desmond-williams-1
237,Terrance Davis-Bryant,Oklahoma State,Big 12,11,24,287,12.0,1,3,32,10.7,1,27,319,11.8,2,terrance-davis-bryant-1
238,Greg Muckerson,Temple,Big East,10,41,487,11.9,2,1,6,6.0,0,42,493,11.7,2,greg-muckerson-1
239,Tony Stewart,Penn State,Big Ten,12,38,451,11.9,2,,,,,38,451,11.9,2,tony-stewart-1
240,Margin Hooks,Brigham Young,MWC,12,61,718,11.8,2,1,-9,-9.0,0,62,709,11.4,2,margin-hooks-1
241,Mike Roberg,Idaho,Big West,11,34,400,11.8,4,,,,,34,400,11.8,4,mike-roberg-1
242,Rodney Wright,Fresno State,WAC,5,33,389,11.8,2,5,37,7.4,0,38,426,11.2,2,rodney-wright-1
243,Nate Poole,Marshall,MAC,12,70,818,11.7,4,1,-4,-4.0,0,71,814,11.5,4,nate-poole-1
244,Mel Long,Toledo,MAC,11,50,587,11.7,6,,,,,50,587,11.7,6,mel-long-1
245,Luke Staley,Brigham Young,MWC,11,28,327,11.7,0,130,479,3.7,7,158,806,5.1,7,luke-staley-1
246,Charles Cobb,Temple,Big East,9,27,317,11.7,2,1,8,8.0,0,28,325,11.6,2,charles-cobb-1
247,Darnell Sanders*,Ohio State,Big Ten,12,23,270,11.7,5,,,,,23,270,11.7,5,darnell-sanders-1
248,Delwyn Daigre,Louisiana Tech,Ind,12,57,662,11.6,8,,,,,57,662,11.6,8,delwyn-daigre-1
249,Corey Brown,Tulsa,WAC,9,45,522,11.6,3,,,,,45,522,11.6,3,corey-brown-1
250,Joshua Bush,Western Michigan,MAC,12,40,463,11.6,4,9,75,8.3,0,49,538,11.0,4,joshua-bush-1
251,Ryan Brewer*,South Carolina,SEC,12,36,418,11.6,2,33,175,5.3,2,69,593,8.6,4,ryan-brewer-1
252,Deronnie Pitts,Stanford,Pac-10,11,77,882,11.5,8,1,6,6.0,0,78,888,11.4,8,deronnie-pitts-1
253,Lavaile Richardson,Michigan State,Big Ten,11,40,459,11.5,1,,,,,40,459,11.5,1,lavaile-richardson-1
254,Chris Johnson,Southern Mississippi,CUSA,11,27,311,11.5,1,3,18,6.0,0,30,329,11.0,1,chris-johnson-4
255,Kenneth Johnson,Southern Mississippi,CUSA,11,27,311,11.5,1,3,18,6.0,0,30,329,11.0,1,kenneth-johnson-1
256,Jackie Robinson,Clemson,ACC,10,24,276,11.5,3,1,3,3.0,0,25,279,11.2,3,jackie-robinson-1
257,Josh Jelmberg,Idaho,Big West,11,44,500,11.4,1,1,1,1.0,0,45,501,11.1,1,josh-jelmberg-1
258,Casey Leblanc,San Jose State,WAC,11,42,480,11.4,0,14,54,3.9,0,56,534,9.5,0,casey-leblanc-1
259,Mobolaji Afariogun,Western Michigan,MAC,12,32,365,11.4,3,,,,,32,365,11.4,3,mobolaji-afariogun-1
260,Brandon Shaughnessy,Buffalo,MAC,11,21,240,11.4,0,,,,,21,240,11.4,0,brandon-shaughnessy-1
261,Omari Thompson,Army,CUSA,11,40,451,11.3,0,6,29,4.8,0,46,480,10.4,0,omari-thompson-1
262,Rashaun Woods,Oklahoma State,Big 12,11,29,329,11.3,0,,,,,29,329,11.3,0,rashaun-woods-1
263,Allan Ray,UTEP,WAC,10,27,306,11.3,1,,,,,27,306,11.3,1,allan-ray-1
264,Kurt Gerling,Bowling Green State,MAC,7,29,324,11.2,1,,,,,29,324,11.2,1,kurt-gerling-1
265,Cody Cardwell,SMU,WAC,9,24,268,11.2,0,,,,,24,268,11.2,0,cody-cardwell-1
266,Mo Jones,Nevada,WAC,9,23,257,11.2,2,,,,,23,257,11.2,2,mo-jones-1
267,Greg Porter,Texas A&amp;M,Big 12,10,21,236,11.2,0,,,,,21,236,11.2,0,greg-porter-1
268,Brian Robinson,Houston,CUSA,11,80,890,11.1,6,1,-2,-2.0,0,81,888,11.0,6,brian-robinson-1
269,Tim Baker,Texas Tech,Big 12,12,69,765,11.1,7,,,,,69,765,11.1,7,tim-baker-1
270,John Standeford*,Purdue,Big Ten,12,67,744,11.1,6,2,6,3.0,0,69,750,10.9,6,john-standeford-1
271,Ronney Daniels,Auburn,SEC,12,34,378,11.1,3,1,58,58.0,0,35,436,12.5,3,ronney-daniels-1
272,Sean Dillard,Temple,Big East,8,32,355,11.1,1,7,34,4.9,0,39,389,10.0,1,sean-dillard-1
273,David Fiefia,Utah State,Big West,11,31,344,11.1,1,3,10,3.3,0,34,354,10.4,1,david-fiefia-1
274,Billy Ford,SMU,WAC,12,28,310,11.1,2,2,13,6.5,0,30,323,10.8,2,billy-ford-1
275,Chris Stallworth,Utah State,Big West,10,26,289,11.1,1,1,19,19.0,0,27,308,11.4,1,chris-stallworth-1
276,Eric McCoo,Penn State,Big Ten,12,26,288,11.1,4,140,692,4.9,5,166,980,5.9,9,eric-mccoo-1
277,Ryan McGuffey,Wyoming,MWC,11,63,696,11.0,4,,,,,63,696,11.0,4,ryan-mcguffey-1
278,Cedrick Wilson,Tennessee,SEC,11,62,681,11.0,12,,,,,62,681,11.0,12,cedrick-wilson-1
279,Ira Williams,Wake Forest,ACC,11,45,495,11.0,2,1,-5,-5.0,0,46,490,10.7,2,ira-williams-1
280,L.J. Smith,Rutgers,Big East,11,34,374,11.0,1,,,,,34,374,11.0,1,lj-smith-1
281,Tellis Redmon,Minnesota,Big Ten,11,29,318,11.0,2,251,1122,4.5,6,280,1440,5.1,8,tellis-redmon-1
282,A.T. Simpson*,Purdue,Big Ten,12,25,275,11.0,2,,,,,25,275,11.0,2,at-simpson-1
283,Sean Brown,Louisiana-Monroe,Ind,10,22,242,11.0,0,1,6,6.0,0,23,248,10.8,0,sean-brown-1
284,Kunle Patrick*,Northwestern,Big Ten,12,34,369,10.9,1,6,20,3.3,0,40,389,9.7,1,kunle-patrick-1
285,Nick Hartofilis,Duke,ACC,10,21,229,10.9,1,1,4,4.0,0,22,233,10.6,1,nick-hartofilis-1
286,Terrell Harris,Tulane,CUSA,11,64,694,10.8,1,,,,,64,694,10.8,1,terrell-harris-1
287,Kevin Stevenson,Louisiana-Monroe,Ind,9,40,432,10.8,1,,,,,40,432,10.8,1,kevin-stevenson-1
288,Jamaal Fobbs,Oklahoma State,Big 12,11,31,334,10.8,1,13,48,3.7,0,44,382,8.7,1,jamaal-fobbs-1
289,Kahlil Hill,Iowa,Big Ten,12,58,619,10.7,5,1,3,3.0,0,59,622,10.5,5,kahlil-hill-1
290,Travis Zachery,Clemson,ACC,11,27,288,10.7,4,201,1012,5.0,13,228,1300,5.7,17,travis-zachery-1
291,Brett Ralph,Wyoming,MWC,7,22,235,10.7,2,4,57,14.3,1,26,292,11.2,3,brett-ralph-2
292,Jurron Kelly,Kent State,MAC,9,37,393,10.6,2,,,,,37,393,10.6,2,jurron-kelly-1
293,Mewelde Moore,Tulane,CUSA,10,33,350,10.6,1,174,890,5.1,2,207,1240,6.0,3,mewelde-moore-1
294,Ben Erdeljac,Duke,ACC,11,31,329,10.6,1,1,5,5.0,1,32,334,10.4,2,ben-erdeljac-1
295,Jeremy Johnson,Fresno State,WAC,10,27,285,10.6,2,,,,,27,285,10.6,2,jeremy-johnson-1
296,Montrell Flowers,Texas,Big 12,11,22,234,10.6,2,,,,,22,234,10.6,2,montrell-flowers-1
297,Dennis Thomas,Rutgers,Big East,11,21,223,10.6,1,137,587,4.3,3,158,810,5.1,4,dennis-thomas-1
298,Jon Muyres,Georgia Tech,ACC,11,21,222,10.6,1,,,,,21,222,10.6,1,jon-muyres-1
299,Bethel Johnson,Texas A&amp;M,Big 12,11,42,440,10.5,0,2,21,10.5,1,44,461,10.5,1,bethel-johnson-1
300,Eric McCready,Colorado,Big 12,10,21,221,10.5,2,,,,,21,221,10.5,2,eric-mccready-1
301,Kenny Christian,Eastern Michigan,MAC,10,78,808,10.4,3,3,-4,-1.3,0,81,804,9.9,3,kenny-christian-1
302,Tim Stratton*,Purdue,Big Ten,12,58,605,10.4,2,,,,,58,605,10.4,2,tim-stratton-1
303,David Foye,Marshall,MAC,11,53,549,10.4,3,,,,,53,549,10.4,3,david-foye-1
304,Hodges Mitchell,Texas,Big 12,11,37,386,10.4,3,224,1118,5.0,8,261,1504,5.8,11,hodges-mitchell-1
305,Clint Dodson,Army,CUSA,11,37,383,10.4,2,,,,,37,383,10.4,2,clint-dodson-1
306,Trent Smith*,Oklahoma,Big 12,13,31,323,10.4,3,,,,,31,323,10.4,3,trent-smith-1
307,Billy Kendall,Memphis,CUSA,11,26,271,10.4,3,,,,,26,271,10.4,3,billy-kendall-1
308,Deandre Green,Auburn,SEC,11,23,240,10.4,2,1,-2,-2.0,0,24,238,9.9,2,deandre-green-1
309,Derek Dorris,Texas Tech,Big 12,12,56,574,10.3,9,,,,,56,574,10.3,9,derek-dorris-1
310,Derek Abney,Kentucky,SEC,11,40,413,10.3,3,1,7,7.0,0,41,420,10.2,3,derek-abney-1
311,Mike Banks,Iowa State,Big 12,11,27,273,10.1,0,,,,,27,273,10.1,0,mike-banks-1
312,Darryl Carter,Louisiana-Monroe,Ind,11,37,369,10.0,2,2,-1,-0.5,0,39,368,9.4,2,darryl-carter-1
313,Jason Collins-Baker*,Cincinnati,CUSA,12,36,361,10.0,2,,,,,36,361,10.0,2,jason-collins-baker-1
314,Ryan Johnson,Memphis,CUSA,11,25,251,10.0,2,,,,,25,251,10.0,2,ryan-johnson-1
315,Al Sermon,Memphis,CUSA,9,23,230,10.0,0,,,,,23,230,10.0,0,al-sermon-1
316,Joe Igber,California,Pac-10,11,23,229,10.0,2,195,901,4.6,5,218,1130,5.2,7,joe-igber-1
317,John Simon,Louisiana Tech,Ind,12,72,711,9.9,4,109,565,5.2,0,181,1276,7.0,4,john-simon-1
318,Chris Cunningham,SMU,WAC,12,45,444,9.9,1,2,1,0.5,0,47,445,9.5,1,chris-cunningham-1
319,Eddie Tillitz,Miami (OH),MAC,11,39,387,9.9,1,,,,,39,387,9.9,1,eddie-tillitz-1
320,Jon Schweighardt*,Northwestern,Big Ten,12,35,348,9.9,1,,,,,35,348,9.9,1,jon-schweighardt-1
321,Damian Mackey*,Oklahoma,Big 12,13,30,298,9.9,1,4,7,1.8,0,34,305,9.0,1,damian-mackey-1
322,Will Glover,Georgia Tech,ACC,10,29,286,9.9,2,1,7,7.0,0,30,293,9.8,2,will-glover-1
323,David Martin,Tennessee,SEC,11,29,285,9.8,3,,,,,29,285,9.8,3,david-martin-2
324,Arnold Jackson,Louisville,CUSA,11,63,609,9.7,5,2,-3,-1.5,0,65,606,9.3,5,arnold-jackson-1
325,Richard Smith,Arkansas,SEC,11,33,320,9.7,1,1,-9,-9.0,0,34,311,9.1,1,richard-smith-1
326,Taber Small,Connecticut,Ind,11,23,221,9.6,1,161,560,3.5,8,184,781,4.2,9,taber-small-1
327,Brandon Payne,Akron,MAC,11,22,211,9.6,3,220,1062,4.8,13,242,1273,5.3,16,brandon-payne-2
328,Reginald Perkins,Memphis,CUSA,11,33,314,9.5,0,2,2,1.0,0,35,316,9.0,0,reginald-perkins-1
329,Roman Hollowell,Colorado,Big 12,11,26,248,9.5,1,8,41,5.1,0,34,289,8.5,1,roman-hollowell-1
330,Willie Alderson,Idaho,Big West,11,45,420,9.3,3,238,1195,5.0,12,283,1615,5.7,15,willie-alderson-1
331,Donta Greene,Toledo,MAC,10,31,288,9.3,2,4,46,11.5,0,35,334,9.5,2,donta-greene-1
332,Joe Burns,Georgia Tech,ACC,11,26,242,9.3,1,220,908,4.1,12,246,1150,4.7,13,joe-burns-1
333,James Jordan,Louisiana Tech,Ind,12,109,1003,9.2,4,7,26,3.7,0,116,1029,8.9,4,james-jordan-1
334,Ted Iacenda,New Mexico,MWC,12,28,257,9.2,2,40,201,5.0,2,68,458,6.7,4,ted-iacenda-1
335,Malaefou Mackenzie,USC,Pac-10,12,27,249,9.2,0,41,284,6.9,0,68,533,7.8,0,malaefou-mackenzie-1
336,David Newman,Louisiana Tech,Ind,11,23,212,9.2,2,,,,,23,212,9.2,2,david-newman-1
337,Derek Homer,Kentucky,SEC,11,38,341,9.0,0,34,139,4.1,0,72,480,6.7,0,derek-homer-1
338,Kendall Williams,Houston,CUSA,9,33,298,9.0,1,,,,,33,298,9.0,1,kendall-williams-1
339,Freddie Milons,Alabama,SEC,10,32,287,9.0,1,12,39,3.3,0,44,326,7.4,1,freddie-milons-1
340,Cliff Hill,Connecticut,Ind,11,29,261,9.0,0,,,,,29,261,9.0,0,cliff-hill-1
341,Maurice Morris*,Oregon,Pac-10,12,23,208,9.0,2,286,1188,4.2,8,309,1396,4.5,10,maurice-morris-1
342,Ray Robinson,North Carolina State,ACC,11,41,366,8.9,1,193,788,4.1,7,234,1154,4.9,8,ray-robinson-1
343,Hansford Johnson,Middle Tennessee State,Ind,11,31,274,8.8,2,12,245,20.4,1,43,519,12.1,3,hansford-johnson-1
344,Jose Ochoa,Colorado State,MWC,8,22,193,8.8,3,,,,,22,193,8.8,3,jose-ochoa-1
345,Rafael Williams,South Florida,Ind,11,31,270,8.7,0,167,704,4.2,4,198,974,4.9,4,rafael-williams-2
346,Roger Jordan*,Northwestern,Big Ten,12,26,225,8.7,0,,,,,26,225,8.7,0,roger-jordan-1
347,Bobby Blizzard,Kentucky,SEC,10,23,199,8.7,0,,,,,23,199,8.7,0,bobby-blizzard-1
348,Quentin Griffin*,Oklahoma,Big 12,13,51,429,8.4,0,200,823,4.1,17,251,1252,5.0,17,quentin-griffin-1
349,Malcom Floyd,Wyoming,MWC,11,43,360,8.4,1,,,,,43,360,8.4,1,malcom-floyd-1
350,David Youell,Middle Tennessee State,Ind,11,30,252,8.4,0,,,,,30,252,8.4,0,david-youell-1
351,Robert Gillespie,Florida,SEC,11,26,218,8.4,1,125,678,5.4,5,151,896,5.9,6,robert-gillespie-1
352,Ennis Haywood,Iowa State,Big 12,10,25,211,8.4,0,229,1237,5.4,8,254,1448,5.7,8,ennis-haywood-1
353,Chante Murphy,Kent State,MAC,11,23,193,8.4,0,199,800,4.0,3,222,993,4.5,3,chante-murphy-1
354,Kalani Sitake,Brigham Young,MWC,12,23,191,8.3,0,25,100,4.0,0,48,291,6.1,0,kalani-sitake-1
355,Kris Briggs,SMU,WAC,12,38,310,8.2,0,231,828,3.6,3,269,1138,4.2,3,kris-briggs-1
356,Cory Woolstenhulme,Colorado State,MWC,9,23,187,8.1,1,,,,,23,187,8.1,1,cory-woolstenhulme-1
357,Joffrey Reynolds,Houston,CUSA,10,24,193,8.0,0,136,534,3.9,5,160,727,4.5,5,joffrey-reynolds-1
358,Derek Roberts,North Carolina State,ACC,9,23,185,8.0,1,2,7,3.5,0,25,192,7.7,1,derek-roberts-1
359,Travis Minor,Florida State,ACC,12,42,333,7.9,0,181,923,5.1,5,223,1256,5.6,5,travis-minor-1
360,Jamar Cottee,Ball State,MAC,11,21,165,7.9,0,1,-1,-1.0,0,22,164,7.5,0,jamar-cottee-1
361,Michael Wallace,Army,CUSA,10,24,187,7.8,1,192,1157,6.0,11,216,1344,6.2,12,michael-wallace-1
362,Chad Scott,Kentucky,SEC,10,34,261,7.7,0,130,611,4.7,4,164,872,5.3,4,chad-scott-1
363,Chris Douglas,Duke,ACC,11,22,168,7.6,1,110,503,4.6,6,132,671,5.1,7,chris-douglas-1
364,Percy Coleman,UAB,CUSA,11,34,256,7.5,0,54,296,5.5,2,88,552,6.3,2,percy-coleman-1
365,Tony Stallings,Louisville,CUSA,11,21,156,7.4,3,181,810,4.5,6,202,966,4.8,9,tony-stallings-1
366,James Fenderson,Hawaii,WAC,11,30,216,7.2,1,113,651,5.8,7,143,867,6.1,8,james-fenderson-1
367,Frederick Stamps,Louisiana,Ind,9,21,151,7.2,0,,,,,21,151,7.2,0,frederick-stamps-1
368,Lyle Green,Toledo,MAC,11,23,160,7.0,1,,,,,23,160,7.0,1,lyle-green-1
369,Jacquis Walker,Arkansas State,Big West,11,25,163,6.5,1,28,160,5.7,3,53,323,6.1,4,jacquis-walker-1
370,Jameel Cook,Illinois,Big Ten,10,34,218,6.4,1,49,215,4.4,0,83,433,5.2,1,jameel-cook-1
371,Duane Epperson,Duke,ACC,11,23,146,6.3,0,111,400,3.6,0,134,546,4.1,0,duane-epperson-1
372,Shaud Williams,Texas Tech,Big 12,12,48,299,6.2,0,55,223,4.1,2,103,522,5.1,2,shaud-williams-1
373,Ricky Williams,Texas Tech,Big 12,12,52,228,4.4,2,127,421,3.3,5,179,649,3.6,7,ricky-williams-2
