
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
38,Mike Hart,Duke,ACC,11,31,540,17.4,0,,,,,31,540,17.4,0,mike-hart-1
39,Josh Reed,LSU,SEC,11,65,1127,17.3,10,1,-2,-2.0,0,66,1125,17.0,10,josh-reed-1
40,Marshaun Tucker*,Oregon,Pac-10,12,51,882,17.3,6,3,3,1.0,0,54,885,16.4,6,marshaun-tucker-1
41,Aaron Moorehead,Illinois,Big Ten,11,30,520,17.3,4,,,,,30,520,17.3,4,aaron-moorehead-1
42,Brock Forsey,Boise State,Big West,10,23,399,17.3,7,197,914,4.6,9,220,1313,6.0,16,brock-forsey-1
43,Chris Lacy,Idaho,Big West,11,45,776,17.2,6,3,3,1.0,0,48,779,16.2,6,chris-lacy-1
44,Khori Ivy,West Virginia,Big East,11,41,707,17.2,5,1,9,9.0,0,42,716,17.0,5,khori-ivy-1
45,Kory Bailey,North Carolina,ACC,11,32,550,17.2,2,1,-6,-6.0,0,33,544,16.5,2,kory-bailey-1
46,Koren Robinson,North Carolina State,ACC,11,62,1061,17.1,13,15,95,6.3,0,77,1156,15.0,13,koren-robinson-1
47,Darius Watts,Marshall,MAC,11,36,616,17.1,6,7,52,7.4,0,43,668,15.5,6,darius-watts-1
48,B.J. Johnson,Texas,Big 12,11,41,698,17.0,3,6,29,4.8,0,47,727,15.5,3,bj-johnson-1
49,Charlie Jackson,South Florida,Ind,9,24,407,17.0,1,1,11,11.0,0,25,418,16.7,1,charlie-jackson-4
50,Richard Williams*,Arizona State,Pac-10,12,44,744,16.9,7,3,5,1.7,0,47,749,15.9,7,richard-williams-1
51,Donnie O'Neal*,Arizona State,Pac-10,12,39,661,16.9,7,,,,,39,661,16.9,7,donnie-oneal-1
52,Jeb Putzier,Boise State,Big West,11,35,592,16.9,3,,,,,35,592,16.9,3,jeb-putzier-1
53,Emmett Johnson,Virginia Tech,Big East,11,34,574,16.9,3,4,29,7.3,0,38,603,15.9,3,emmett-johnson-1
54,Edell Shepherd,San Jose State,WAC,11,42,707,16.8,4,,,,,42,707,16.8,4,edell-shepherd-1
55,Sly Johnson,Miami (OH),MAC,10,37,620,16.8,5,1,2,2.0,0,38,622,16.4,5,sly-johnson-1
56,Jimmy Fryzel,UCF,Ind,11,36,606,16.8,3,,,,,36,606,16.8,3,jimmy-fryzel-1
57,Andre George,Louisiana,Ind,10,24,404,16.8,2,3,8,2.7,0,27,412,15.3,2,andre-george-1
58,Jabar Gaffney,Florida,SEC,12,71,1184,16.7,14,,,,,71,1184,16.7,14,jabar-gaffney-1
59,Pete Rebstock,Colorado State,MWC,10,46,768,16.7,6,2,-6,-3.0,0,48,762,15.9,6,pete-rebstock-1
60,Jay Swillie,Boise State,Big West,9,33,552,16.7,4,3,7,2.3,0,36,559,15.5,4,jay-swillie-1
61,Santana Moss,Miami (FL),Big East,11,45,748,16.6,5,6,201,33.5,2,51,949,18.6,7,santana-moss-1
62,Roger Ross,Kansas,Big 12,11,29,481,16.6,4,4,23,5.8,0,33,504,15.3,4,roger-ross-1
63,Andre Forde,Buffalo,MAC,11,36,590,16.4,6,3,28,9.3,0,39,618,15.8,6,andre-forde-1
64,Dan Stricker,Vanderbilt,SEC,11,61,994,16.3,5,1,19,19.0,0,62,1013,16.3,5,dan-stricker-1
65,Kelly Campbell,Georgia Tech,ACC,11,59,963,16.3,10,4,87,21.8,2,63,1050,16.7,12,kelly-campbell-1
66,P.J. Winston,New Mexico State,Big West,11,34,553,16.3,7,8,40,5.0,0,42,593,14.1,7,pj-winston-1
67,Ira Gooch,Central Michigan,MAC,9,24,392,16.3,2,11,58,5.3,0,35,450,12.9,2,ira-gooch-1
68,Brandon Healy,Texas,Big 12,11,21,343,16.3,2,,,,,21,343,16.3,2,brandon-healy-1
69,Nate Burleson,Nevada,WAC,12,57,921,16.2,8,2,31,15.5,0,59,952,16.1,8,nate-burleson-1
70,Anquan Boldin,Florida State,ACC,12,41,664,16.2,6,1,8,8.0,0,42,672,16.0,6,anquan-boldin-1
71,Aaron Lockett,Kansas State,Big 12,13,36,584,16.2,2,7,62,8.9,0,43,646,15.0,2,aaron-lockett-1
72,Justin Peelle*,Oregon,Pac-10,12,24,388,16.2,5,0,6,,0,24,394,16.4,5,justin-peelle-1
73,Justin Gage,Missouri,Big 12,11,44,709,16.1,4,6,-14,-2.3,0,50,695,13.9,4,justin-gage-1
74,John Fitzsimmons,Connecticut,Ind,10,42,676,16.1,9,4,3,0.8,0,46,679,14.8,9,john-fitzsimmons-1
75,Robby Snelling,Boise State,Big West,11,24,386,16.1,5,0,0,,1,24,386,16.1,6,robby-snelling-1
76,Tyrone Calico,Middle Tennessee State,Ind,11,47,752,16.0,3,,,,,47,752,16.0,3,tyrone-calico-1
77,Antonio Brown,West Virginia,Big East,11,45,721,16.0,1,22,123,5.6,1,67,844,12.6,2,antonio-brown-3
78,Brian Scott*,South Carolina,SEC,12,35,560,16.0,2,1,7,7.0,0,36,567,15.8,2,brian-scott-2
79,Byron Curtis,North Texas,Big West,11,21,336,16.0,1,1,11,11.0,0,22,347,15.8,1,byron-curtis-1
80,Bosley Allen,North Carolina,ACC,11,40,634,15.9,4,2,-7,-3.5,0,42,627,14.9,4,bosley-allen-1
81,Seth Morales*,Purdue,Big Ten,12,35,556,15.9,2,1,8,8.0,0,36,564,15.7,2,seth-morales-1
82,Charles Smith,Fresno State,WAC,10,33,526,15.9,6,6,48,8.0,0,39,574,14.7,6,charles-smith-2
83,David Terrell,Michigan,Big Ten,11,63,994,15.8,13,2,12,6.0,0,65,1006,15.5,13,david-terrell-1
84,Reggie Newhouse,Baylor,Big 12,11,40,629,15.7,4,,,,,40,629,15.7,4,reggie-newhouse-1
85,Lee Mays,UTEP,WAC,11,71,1110,15.6,15,4,17,4.3,0,75,1127,15.0,15,lee-mays-1
86,Chris Chambers,Wisconsin,Big Ten,9,52,813,15.6,5,,,,,52,813,15.6,5,chris-chambers-1
87,Pat Woodcock,Syracuse,Big East,11,29,453,15.6,2,6,23,3.8,0,35,476,13.6,2,pat-woodcock-1
88,David Westbrook,Ball State,MAC,11,27,422,15.6,6,,,,,27,422,15.6,6,david-westbrook-1
89,Reche Caldwell,Florida,SEC,12,49,760,15.5,6,4,25,6.3,0,53,785,14.8,6,reche-caldwell-1
90,Robert Royal,LSU,SEC,11,22,340,15.5,5,,,,,22,340,15.5,5,robert-royal-1
91,Herb Haygood,Michigan State,Big Ten,11,35,539,15.4,2,3,-4,-1.3,0,38,535,14.1,2,herb-haygood-1
92,Robert Ferguson,Texas A&amp;M,Big 12,10,58,885,15.3,6,,,,,58,885,15.3,6,robert-ferguson-1
93,Latef Grim,Pitt,Big East,11,39,595,15.3,2,,,,,39,595,15.3,2,latef-grim-1
94,Damien Gary,Georgia,SEC,11,36,552,15.3,5,,,,,36,552,15.3,5,damien-gary-1
95,Kenny Clark,UCF,Ind,10,31,474,15.3,4,2,18,9.0,1,33,492,14.9,5,kenny-clark-1
96,Jason McAddley,Alabama,SEC,11,27,413,15.3,3,3,53,17.7,0,30,466,15.5,3,jason-mcaddley-1
97,Walter King,Rutgers,Big East,7,26,398,15.3,3,,,,,26,398,15.3,3,walter-king-1
98,T.J. Houshmandzadeh*,Oregon State,Pac-10,12,48,730,15.2,7,,,,,48,730,15.2,7,tj-houshmandzadeh-1
99,Brian Poli-Dixon,UCLA,Pac-10,10,46,700,15.2,5,,,,,46,700,15.2,5,brian-poli-dixon-1
100,Jermale Kelly*,South Carolina,SEC,12,42,640,15.2,4,,,,,42,640,15.2,4,jermale-kelly-1
101,Josh Norman*,Oklahoma,Big 12,13,34,518,15.2,1,6,30,5.0,1,40,548,13.7,2,josh-norman-1
102,Keith Stokes,East Carolina,CUSA,10,29,442,15.2,3,12,66,5.5,0,41,508,12.4,3,keith-stokes-1
103,Bernard Berrian,Fresno State,WAC,9,36,543,15.1,4,1,2,2.0,0,37,545,14.7,4,bernard-berrian-1
104,Will Layne,Colorado State,MWC,9,22,332,15.1,1,,,,,22,332,15.1,1,will-layne-1
105,Ashley Lelie,Hawaii,WAC,12,74,1110,15.0,11,,,,,74,1110,15.0,11,ashley-lelie-1
106,Ken-Yon Rambo*,Ohio State,Big Ten,12,53,794,15.0,2,6,19,3.2,0,59,813,13.8,2,ken-yon-rambo-1
107,Keenan Howry*,Oregon,Pac-10,12,52,780,15.0,5,,,,,52,780,15.0,5,keenan-howry-1
108,Jason Branch,Miami (OH),MAC,11,31,465,15.0,4,,,,,31,465,15.0,4,jason-branch-1
109,Donald Shoals,Tulsa,WAC,12,80,1195,14.9,5,6,-2,-0.3,0,86,1193,13.9,5,donald-shoals-1
110,Grant Heard,Ole Miss,SEC,11,44,655,14.9,9,,,,,44,655,14.9,9,grant-heard-1
111,Walter Young,Illinois,Big Ten,11,27,403,14.9,0,,,,,27,403,14.9,0,walter-young-1
112,Curtis Fagan*,Oklahoma,Big 12,13,41,606,14.8,7,6,58,9.7,1,47,664,14.1,8,curtis-fagan-1
113,Donte' Stallworth,Tennessee,SEC,11,35,519,14.8,2,2,13,6.5,0,37,532,14.4,2,donte-stallworth-1
114,Randy McMichael,Georgia,SEC,11,32,475,14.8,1,,,,,32,475,14.8,1,randy-mcmichael-1
115,Jamal Burke,Boston College,Big East,11,26,386,14.8,3,,,,,26,386,14.8,3,jamal-burke-1
116,Channon Harris,Hawaii,WAC,12,36,530,14.7,3,1,-11,-11.0,0,37,519,14.0,3,channon-harris-1
117,Dahnel Singfield,Buffalo,MAC,10,33,485,14.7,4,6,19,3.2,1,39,504,12.9,5,dahnel-singfield-1
118,L.J. Taylor,Ole Miss,SEC,11,23,339,14.7,2,1,7,7.0,0,24,346,14.4,2,lj-taylor-1
119,Brandon Rampani,Navy,Ind,8,22,324,14.7,1,,,,,22,324,14.7,1,brandon-rampani-1
120,J.J. Moses,Iowa State,Big 12,11,53,775,14.6,4,16,153,9.6,2,69,928,13.4,6,jj-moses-1
121,Javon Green,Colorado,Big 12,11,48,699,14.6,4,,,,,48,699,14.6,4,javon-green-1
122,Andre Woolfolk*,Oklahoma,Big 12,13,42,614,14.6,5,1,11,11.0,0,43,625,14.5,5,andre-woolfolk-1
123,Matt Curry,Kent State,MAC,11,35,511,14.6,2,2,-7,-3.5,0,37,504,13.6,2,matt-curry-1
124,Adrian Burnette,Tulane,CUSA,11,74,1075,14.5,14,,,,,74,1075,14.5,14,adrian-burnette-1
125,Kareem Kelly,USC,Pac-10,11,55,796,14.5,4,5,8,1.6,0,60,804,13.4,4,kareem-kelly-1
126,Todd Elstrom,Washington,Pac-10,11,47,683,14.5,3,,,,,47,683,14.5,3,todd-elstrom-1
127,Keary Colbert,USC,Pac-10,12,33,480,14.5,3,,,,,33,480,14.5,3,keary-colbert-1
128,Ronnie Ghent,Louisville,CUSA,11,27,392,14.5,3,,,,,27,392,14.5,3,ronnie-ghent-1
129,Demetrius Dotson,Virginia,ACC,11,26,378,14.5,1,,,,,26,378,14.5,1,demetrius-dotson-1
130,Eric Parker,Tennessee,SEC,11,23,333,14.5,2,,,,,23,333,14.5,2,eric-parker-1
131,Deion Branch,Louisville,CUSA,11,71,1016,14.3,9,4,12,3.0,0,75,1028,13.7,9,deion-branch-1
132,Nate Turner,UNLV,MWC,12,66,947,14.3,10,,,,,66,947,14.3,10,nate-turner-1
133,Derek Smith,Kentucky,SEC,11,50,716,14.3,5,0,5,,0,50,721,14.4,5,derek-smith-1
134,Dicenzo Miller,Mississippi State,SEC,11,24,344,14.3,2,161,996,6.2,10,185,1340,7.2,12,dicenzo-miller-1
135,Dougie Allen,Kentucky,SEC,9,22,315,14.3,2,,,,,22,315,14.3,2,dougie-allen-1
136,Boo Williams,Arkansas,SEC,11,52,739,14.2,7,,,,,52,739,14.2,7,boo-williams-1
137,Guilian Gary,Maryland,ACC,11,40,568,14.2,7,,,,,40,568,14.2,7,guilian-gary-1
138,Brock Ralph,Wyoming,MWC,10,30,425,14.2,3,3,8,2.7,0,33,433,13.1,3,brock-ralph-1
139,Zek Parker,Louisville,CUSA,11,30,425,14.2,5,2,32,16.0,0,32,457,14.3,5,zek-parker-1
140,Vinny Sutherland*,Purdue,Big Ten,12,72,1014,14.1,13,10,52,5.2,1,82,1066,13.0,14,vinny-sutherland-1
141,Eric Spencer,Missouri,Big 12,11,35,493,14.1,4,7,22,3.1,0,42,515,12.3,4,eric-spencer-1
142,Joey Cuppari,Colorado State,MWC,10,31,438,14.1,5,,,,,31,438,14.1,5,joey-cuppari-1
143,Terrell Grindle,Mississippi State,SEC,10,31,436,14.1,2,1,-7,-7.0,0,32,429,13.4,2,terrell-grindle-1
144,Bryan Peterson,North Carolina State,ACC,11,28,394,14.1,3,,,,,28,394,14.1,3,bryan-peterson-1
145,Jeremy Shockey,Miami (FL),Big East,10,21,296,14.1,3,,,,,21,296,14.1,3,jeremy-shockey-1
146,Jerramy Stevens,Washington,Pac-10,11,43,600,14.0,3,,,,,43,600,14.0,3,jerramy-stevens-1
147,Cliff Russell,Utah,MWC,8,37,517,14.0,3,1,5,5.0,0,38,522,13.7,3,cliff-russell-1
148,Scott McCready,South Florida,Ind,11,37,517,14.0,6,,,,,37,517,14.0,6,scott-mccready-1
149,Chris Baker,Michigan State,Big Ten,11,33,461,14.0,2,1,9,9.0,0,34,470,13.8,2,chris-baker-2
150,Robert Kilow,Arkansas State,Big West,10,72,1002,13.9,3,5,42,8.4,0,77,1044,13.6,3,robert-kilow-1
151,Bobby Wade,Arizona,Pac-10,10,45,626,13.9,3,8,27,3.4,0,53,653,12.3,3,bobby-wade-1
152,Marcus Wilridge,Louisiana,Ind,11,38,524,13.8,3,2,29,14.5,0,40,553,13.8,3,marcus-wilridge-1
153,Chris Christensen,Utah,MWC,11,31,428,13.8,1,,,,,31,428,13.8,1,chris-christensen-1
154,Sam Aiken,North Carolina,ACC,11,29,400,13.8,3,5,32,6.4,0,34,432,12.7,3,sam-aiken-1
155,Manwell Talbert,New Mexico State,Big West,11,26,360,13.8,4,,,,,26,360,13.8,4,manwell-talbert-1
156,Lamont Jordan,Maryland,ACC,11,21,287,13.7,0,213,920,4.3,11,234,1207,5.2,11,lamont-jordan-1
157,Steve O'Connor,Connecticut,Ind,11,50,678,13.6,2,,,,,50,678,13.6,2,steve-oconnor-1
158,Greg Lewis,Illinois,Big Ten,11,40,544,13.6,6,,,,,40,544,13.6,6,greg-lewis-1
159,Jason Hatala,Maryland,ACC,9,21,285,13.6,1,6,76,12.7,2,27,361,13.4,3,jason-hatala-1
160,Frank Rice,Colorado State,MWC,11,40,541,13.5,3,2,17,8.5,0,42,558,13.3,3,frank-rice-1
161,Tye Keith*,Cincinnati,CUSA,12,35,472,13.5,2,,,,,35,472,13.5,2,tye-keith-1
162,Hugh Smith,South Florida,Ind,10,24,324,13.5,1,4,0,0.0,0,28,324,11.6,1,hugh-smith-1
163,Nate Curry,Georgia Tech,ACC,11,22,298,13.5,2,3,17,5.7,0,25,315,12.6,2,nate-curry-1
164,Keykowa Bell,Houston,CUSA,11,54,722,13.4,2,,,,,54,722,13.4,2,keykowa-bell-1
165,Todd Heap*,Arizona State,Pac-10,12,48,644,13.4,3,1,2,2.0,0,49,646,13.2,3,todd-heap-1
166,Daniel Graham,Colorado,Big 12,10,33,443,13.4,1,,,,,33,443,13.4,1,daniel-graham-1
167,Darrell Jones,Texas Tech,Big 12,12,27,361,13.4,1,,,,,27,361,13.4,1,darrell-jones-1
168,Derek Swafford,California,Pac-10,8,25,335,13.4,3,3,-7,-2.3,0,28,328,11.7,3,derek-swafford-1
169,David Bautista,Bowling Green State,MAC,11,69,915,13.3,3,2,21,10.5,0,71,936,13.2,3,david-bautista-1
170,Terrence Edwards,Georgia,SEC,11,53,704,13.3,4,10,21,2.1,0,63,725,11.5,4,terrence-edwards-1
171,Antonio Chatman*,Cincinnati,CUSA,12,49,651,13.3,2,,,,,49,651,13.3,2,antonio-chatman-1
172,Marquise Walker,Michigan,Big Ten,11,45,599,13.3,4,1,-1,-1.0,0,46,598,13.0,4,marquise-walker-1
173,Andre Davis,Virginia Tech,Big East,9,24,318,13.3,2,3,51,17.0,1,27,369,13.7,3,andre-davis-1
174,Lanny O'Steen,Baylor,Big 12,11,21,279,13.3,1,1,4,4.0,0,22,283,12.9,1,lanny-osteen-1
175,Keith Perry,Northern Illinois,MAC,11,35,462,13.2,1,5,45,9.0,0,40,507,12.7,1,keith-perry-1
176,Ethan Jones,Idaho,Big West,11,30,396,13.2,5,,,,,30,396,13.2,5,ethan-jones-1
177,Kevin Walter,Eastern Michigan,MAC,11,55,721,13.1,5,,,,,55,721,13.1,5,kevin-walter-1
178,Sam Simmons*,Northwestern,Big Ten,11,38,498,13.1,5,7,61,8.7,0,45,559,12.4,5,sam-simmons-1
179,Tavirus Davis,UCF,Ind,11,34,445,13.1,3,,,,,34,445,13.1,3,tavirus-davis-1
180,Stephen Messam,Central Michigan,MAC,11,22,288,13.1,1,0,0,,0,22,288,13.1,1,stephen-messam-1
181,Steve Messam,Central Michigan,MAC,9,22,288,13.1,1,,,,,22,288,13.1,1,steve-messam-1
182,J.R. Tolver,San Diego State,MWC,11,62,808,13.0,1,,,,,62,808,13.0,1,jr-tolver-1
183,Shawn Mills,Southern Mississippi,CUSA,11,55,713,13.0,5,2,21,10.5,0,57,734,12.9,5,shawn-mills-1
184,Kerwin Cook,Tulane,CUSA,11,48,624,13.0,6,1,-1,-1.0,0,49,623,12.7,6,kerwin-cook-1
185,Antonio Carter,Alabama,SEC,11,45,586,13.0,1,4,-2,-0.5,0,49,584,11.9,1,antonio-carter-1
186,Zeke McKine,Buffalo,MAC,9,32,416,13.0,2,1,8,8.0,0,33,424,12.8,2,zeke-mckine-1
187,Marcel Willis,Auburn,SEC,12,27,352,13.0,1,,,,,27,352,13.0,1,marcel-willis-1
188,Roydell Williams,Tulane,CUSA,11,26,338,13.0,2,,,,,26,338,13.0,2,roydell-williams-1
189,Jack Brewer,Minnesota,Big Ten,10,22,286,13.0,0,,,,,22,286,13.0,0,jack-brewer-1
190,John Cooper,Marshall,MAC,12,37,477,12.9,5,1,12,12.0,0,38,489,12.9,5,john-cooper-1
191,Martin Maurer*,Oregon State,Pac-10,12,36,465,12.9,1,,,,,36,465,12.9,1,martin-maurer-1
192,Willie Wright,North Carolina State,ACC,9,31,401,12.9,3,,,,,31,401,12.9,3,willie-wright-1
193,Kendall Newson,Middle Tennessee State,Ind,11,74,945,12.8,5,,,,,74,945,12.8,5,kendall-newson-1
194,Lanier Washington,Marshall,MAC,12,40,512,12.8,2,,,,,40,512,12.8,2,lanier-washington-1
195,Chris Anthony,Iowa State,Big 12,11,35,449,12.8,1,,,,,35,449,12.8,1,chris-anthony-1
196,Matt Nickels,USC,Pac-10,12,32,408,12.8,3,2,18,9.0,0,34,426,12.5,3,matt-nickels-1
197,Elliott Carson,Vanderbilt,SEC,10,29,372,12.8,2,,,,,29,372,12.8,2,elliott-carson-1
198,Sean Brewer,San Jose State,WAC,12,29,372,12.8,1,,,,,29,372,12.8,1,sean-brewer-1
199,Gabe Lindsay,Oklahoma State,Big 12,11,28,359,12.8,1,2,1,0.5,0,30,360,12.0,1,gabe-lindsay-1
200,Wes Welker,Texas Tech,Big 12,12,26,334,12.8,0,6,72,12.0,1,32,406,12.7,1,wes-welker-1
201,Ladaris Vann*,Cincinnati,CUSA,10,26,332,12.8,2,4,13,3.3,0,30,345,11.5,2,ladaris-vann-1
202,Jeff Dugan,Maryland,ACC,11,25,319,12.8,1,,,,,25,319,12.8,1,jeff-dugan-1
203,Steve Neal,Western Michigan,MAC,12,67,848,12.7,3,4,-10,-2.5,0,71,838,11.8,3,steve-neal-1
204,Carlos Francis,Texas Tech,Big 12,12,41,519,12.7,2,,,,,41,519,12.7,2,carlos-francis-1
205,Justin Colbert,Hawaii,WAC,12,63,795,12.6,3,,,,,63,795,12.6,3,justin-colbert-1
206,Craig Stutzmann,Hawaii,WAC,11,54,682,12.6,5,2,-2,-1.0,0,56,680,12.1,5,craig-stutzmann-1
207,Emmett White,Utah State,Big West,11,47,592,12.6,2,242,1322,5.5,13,289,1914,6.6,15,emmett-white-1
208,Harrison Hill,Kansas,Big 12,10,47,591,12.6,1,1,14,14.0,0,48,605,12.6,1,harrison-hill-1
209,Reggie Robinson,LSU,SEC,11,31,391,12.6,2,,,,,31,391,12.6,2,reggie-robinson-1
210,Eddie Drummond,Penn State,Big Ten,10,29,365,12.6,0,2,-2,-1.0,0,31,363,11.7,0,eddie-drummond-1
211,Antoine Harris,USC,Pac-10,11,28,353,12.6,5,,,,,28,353,12.6,5,antoine-harris-2
212,Johnnie Freeman,SMU,WAC,12,32,399,12.5,5,19,197,10.4,2,51,596,11.7,7,johnnie-freeman-1
213,Alge Crumpler,North Carolina,ACC,9,23,287,12.5,1,,,,,23,287,12.5,1,alge-crumpler-1
214,Antwone Savage*,Oklahoma,Big 12,13,50,621,12.4,3,12,160,13.3,1,62,781,12.6,4,antwone-savage-1
215,John Hampton,SMU,WAC,12,46,572,12.4,4,,,,,46,572,12.4,4,john-hampton-1
216,Eric Leak,North Carolina State,ACC,10,32,396,12.4,2,6,42,7.0,0,38,438,11.5,2,eric-leak-1
217,David Givens,Notre Dame,Ind,11,25,310,12.4,2,24,101,4.2,2,49,411,8.4,4,david-givens-1
218,Kevin Kasper,Iowa,Big Ten,12,82,1010,12.3,7,1,-11,-11.0,0,83,999,12.0,7,kevin-kasper-1
219,Brian Natkin,UTEP,WAC,11,63,775,12.3,4,1,6,6.0,0,64,781,12.2,4,brian-natkin-1
220,John Minardi,Colorado,Big 12,11,48,592,12.3,2,,,,,48,592,12.3,2,john-minardi-1
221,Malik Campbell,Syracuse,Big East,11,26,319,12.3,1,,,,,26,319,12.3,1,malik-campbell-1
222,Dannye Fowler,Southern Mississippi,CUSA,11,23,282,12.3,1,,,,,23,282,12.3,1,dannye-fowler-1
223,Reggie Worthy,Auburn,SEC,12,23,282,12.3,2,,,,,23,282,12.3,2,reggie-worthy-1
224,Tyson Hinshaw,UCF,Ind,11,89,1089,12.2,13,1,6,6.0,0,90,1095,12.2,13,tyson-hinshaw-1
225,Ty Buxton,Miami (OH),MAC,9,42,511,12.2,2,,,,,42,511,12.2,2,ty-buxton-1
226,Chris Taylor,Texas A&amp;M,Big 12,11,32,390,12.2,1,1,2,2.0,0,33,392,11.9,1,chris-taylor-2
227,Errol Johnson,Rutgers,Big East,11,46,555,12.1,5,,,,,46,555,12.1,5,errol-johnson-1
228,Mike Crawford,Nevada,WAC,9,42,508,12.1,0,2,9,4.5,0,44,517,11.8,0,mike-crawford-1
229,Sean Schembra,Ball State,MAC,11,40,484,12.1,1,1,2,2.0,0,41,486,11.9,1,sean-schembra-1
230,David Hannah,Central Michigan,MAC,10,34,411,12.1,1,,,,,34,411,12.1,1,david-hannah-1
