
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
96,Demario Richard*,Arizona State,Pac-12,12,210,1104,5.3,7,31,303,9.8,3,241,1407,5.8,10,demario-richard-1
97,Jacobi Owens*,Air Force,MWC,14,206,1096,5.3,7,0,0,,0,206,1096,5.3,7,jacobi-owens-1
98,Chase Price*,San Diego State,MWC,14,190,1008,5.3,6,13,118,9.1,1,203,1126,5.5,7,chase-price-1
99,Justin Davis*,USC,Pac-12,13,169,902,5.3,7,18,189,10.5,0,187,1091,5.8,7,justin-davis-2
100,Seth Collins,Oregon State,Pac-12,8,108,575,5.3,8,0,0,,0,108,575,5.3,8,seth-collins-1
101,Xzaviar Campbell,UNLV,MWC,12,88,469,5.3,5,5,8,1.6,1,93,477,5.1,6,xzaviar-campbell-1
102,Keenan Reynolds*,Navy,American,13,265,1373,5.2,24,1,47,47.0,0,266,1420,5.3,24,keenan-reynolds-1
103,Aaron Green*,TCU,Big 12,13,244,1272,5.2,11,16,117,7.3,1,260,1389,5.3,12,aaron-green-1
104,Sony Michel*,Georgia,SEC,13,218,1136,5.2,8,26,270,10.4,3,244,1406,5.8,11,sony-michel-1
105,Darius Jackson,Eastern Michigan,MAC,12,208,1088,5.2,14,21,201,9.6,2,229,1289,5.6,16,darius-jackson-1
106,Travon McMillian*,Virginia Tech,ACC,13,200,1043,5.2,7,12,64,5.3,1,212,1107,5.2,8,travon-mcmillian-1
107,Quinton Flowers*,South Florida,American,13,191,991,5.2,12,0,0,,0,191,991,5.2,12,quinton-flowers-1
108,Kenneth Farrow*,Houston,American,12,185,958,5.2,12,10,119,11.9,0,195,1077,5.5,12,kenneth-farrow-1
109,Robert Lowe,Texas State,Sun Belt,11,175,915,5.2,7,18,145,8.1,3,193,1060,5.5,10,robert-lowe-2
110,Markell Jones,Purdue,Big Ten,12,168,875,5.2,10,34,239,7.0,1,202,1114,5.5,11,markell-jones-1
111,D'Angelo Brewer*,Tulsa,American,11,162,837,5.2,6,15,107,7.1,1,177,944,5.3,7,dangelo-brewer-1
112,Terrell Newby*,Nebraska,Big Ten,13,147,765,5.2,6,24,159,6.6,1,171,924,5.4,7,terrell-newby-1
113,Darik Dillard,Rice,CUSA,12,135,698,5.2,5,7,107,15.3,1,142,805,5.7,6,darik-dillard-1
114,Josh Hicks,Rutgers,Big Ten,12,130,674,5.2,4,4,25,6.3,1,134,699,5.2,5,josh-hicks-1
115,Kalen Ballage*,Arizona State,Pac-12,10,125,653,5.2,4,12,60,5.0,0,137,713,5.2,4,kalen-ballage-1
116,Darius Tice*,South Florida,American,13,88,460,5.2,4,5,10,2.0,0,93,470,5.1,4,darius-tice-1
117,Kalif Phillips,Charlotte,CUSA,12,190,967,5.1,5,9,79,8.8,0,199,1046,5.3,5,kalif-phillips-1
118,Dalyn Dawkins*,Colorado State,MWC,12,170,867,5.1,2,24,178,7.4,1,194,1045,5.4,3,dalyn-dawkins-1
119,Jaylen Walton*,Ole Miss,SEC,12,142,730,5.1,5,23,164,7.1,0,165,894,5.4,5,jaylen-walton-1
120,Kelsey Young*,Boise State,MWC,13,101,511,5.1,8,8,65,8.1,0,109,576,5.3,8,kelsey-young-1
121,Taylor Lamb*,Appalachian State,Sun Belt,13,85,436,5.1,5,0,0,,0,85,436,5.1,5,taylor-lamb-1
122,De'Andre Mann,Kansas,Big 12,11,76,387,5.1,1,10,76,7.6,0,86,463,5.4,1,deandre-mann-1
123,Elijah McGuire,Louisiana,Sun Belt,12,209,1047,5.0,13,34,304,8.9,3,243,1351,5.6,16,elijah-mcguire-1
124,Brandon Burks,Troy,Sun Belt,12,201,1005,5.0,7,29,304,10.5,2,230,1309,5.7,9,brandon-burks-1
125,La Ramsby*,Georgia Southern,Sun Belt,13,163,823,5.0,13,4,14,3.5,0,167,837,5.0,13,la-ramsby-1
126,Thomas Sirk*,Duke,ACC,12,163,809,5.0,8,0,0,,0,163,809,5.0,8,thomas-sirk-1
127,Darian Green,Ball State,MAC,12,145,730,5.0,5,14,84,6.0,1,159,814,5.1,6,darian-green-1
128,Trevone Boykin*,TCU,Big 12,11,123,612,5.0,9,0,0,,0,123,612,5.0,9,trevone-boykin-1
129,Storm Woods,Oregon State,Pac-12,11,99,491,5.0,1,12,162,13.5,0,111,653,5.9,1,storm-woods-1
130,Shaun Wilson*,Duke,ACC,11,84,424,5.0,3,19,207,10.9,1,103,631,6.1,4,shaun-wilson-1
131,Desmond Anderson*,Middle Tennessee State,CUSA,8,83,414,5.0,4,1,42,42.0,0,84,456,5.4,4,desmond-anderson-1
132,Joseph Yearby*,Miami (FL),ACC,13,205,1002,4.9,6,23,273,11.9,2,228,1275,5.6,8,joseph-yearby-1
133,Charles Jones*,Kansas State,Big 12,13,141,692,4.9,5,12,139,11.6,0,153,831,5.4,5,charles-jones-4
134,Tyreis Thomas,South Alabama,Sun Belt,11,113,552,4.9,2,6,25,4.2,0,119,577,4.8,2,tyreis-thomas-1
135,Gerald Holmes*,Michigan State,Big Ten,12,110,540,4.9,8,10,92,9.2,0,120,632,5.3,8,gerald-holmes-1
136,Perry Hills,Maryland,Big Ten,9,109,535,4.9,3,0,0,,0,109,535,4.9,3,perry-hills-1
137,Damion Jones-Moore*,Toledo,MAC,10,83,410,4.9,5,4,26,6.5,0,87,436,5.0,5,damion-jones-moore-1
138,Tra Carson*,Texas A&amp;M,SEC,13,242,1165,4.8,7,29,183,6.3,1,271,1348,5.0,8,tra-carson-1
139,Chris Swain*,Navy,American,13,211,1023,4.8,10,1,12,12.0,0,212,1035,4.9,10,chris-swain-2
140,Jasen Oden*,Colorado State,MWC,12,154,746,4.8,6,8,51,6.4,1,162,797,4.9,7,jasen-oden-1
141,Jarvion Franklin*,Western Michigan,MAC,13,153,735,4.8,5,17,184,10.8,0,170,919,5.4,5,jarvion-franklin-1
142,Tion Green*,Cincinnati,American,13,151,729,4.8,8,13,101,7.8,0,164,830,5.1,8,tion-green-1
143,LJ Scott*,Michigan State,Big Ten,14,146,699,4.8,11,3,15,5.0,0,149,714,4.8,11,lj-scott-2
144,Devin Chafin*,Baylor,Big 12,10,121,578,4.8,9,2,9,4.5,1,123,587,4.8,10,devin-chafin-1
145,Chad Kelly*,Ole Miss,SEC,13,106,509,4.8,10,0,0,,0,106,509,4.8,10,chad-kelly-1
146,Vic Enwere*,California,Pac-12,11,106,505,4.8,8,7,31,4.4,0,113,536,4.7,8,vic-enwere-1
147,Devontae Booker*,Utah,Pac-12,10,268,1261,4.7,11,37,316,8.5,0,305,1577,5.2,11,devontae-booker-1
148,Elijhaa Penny,Idaho,Sun Belt,12,246,1159,4.7,10,27,239,8.9,2,273,1398,5.1,12,elijhaa-penny-1
149,Don Jackson*,Nevada,MWC,13,228,1079,4.7,8,7,77,11.0,1,235,1156,4.9,9,don-jackson-2
150,Jordan Johnson,Buffalo,MAC,12,172,811,4.7,12,9,69,7.7,0,181,880,4.9,12,jordan-johnson-4
151,Keith Whitely,UNLV,MWC,12,152,711,4.7,3,17,154,9.1,1,169,865,5.1,4,keith-whitely-2
152,Phillip Lindsay,Colorado,Pac-12,13,141,658,4.7,6,27,216,8.0,1,168,874,5.2,7,phillip-lindsay-1
153,Daz'Mond Patterson*,Ohio,MAC,12,106,497,4.7,9,18,68,3.8,0,124,565,4.6,9,dazmond-patterson-1
154,Donnell Alexander*,Akron,MAC,12,106,494,4.7,3,1,-2,-2.0,0,107,492,4.6,3,donnell-alexander-1
155,Jalen Hurd*,Tennessee,SEC,13,277,1285,4.6,12,22,190,8.6,2,299,1475,4.9,14,jalen-hurd-1
156,Jahad Thomas*,Temple,American,14,276,1262,4.6,17,22,216,9.8,1,298,1478,5.0,18,jahad-thomas-1
157,Chris Hairston,East Carolina,American,12,165,754,4.6,8,29,193,6.7,1,194,947,4.9,9,chris-hairston-2
158,Ke'Shawn Vaughn,Illinois,Big Ten,11,157,723,4.6,6,16,119,7.4,0,173,842,4.9,6,keshawn-vaughn-1
159,Joshua Dobbs*,Tennessee,SEC,13,146,671,4.6,11,1,58,58.0,1,147,729,5.0,12,joshua-dobbs-1
160,Brandon Radcliff*,Louisville,ACC,12,139,634,4.6,7,4,20,5.0,0,143,654,4.6,7,brandon-radcliff-1
161,Brandon Wilds,South Carolina,SEC,9,123,567,4.6,3,17,142,8.4,0,140,709,5.1,3,brandon-wilds-1
162,Joe Williams*,Utah,Pac-12,10,104,477,4.6,3,11,84,7.6,0,115,561,4.9,3,joe-williams-7
163,James Summers,East Carolina,American,10,96,446,4.6,8,1,7,7.0,0,97,453,4.7,8,james-summers-1
164,Damarcus Smith,North Texas,CUSA,10,92,427,4.6,2,0,0,,0,92,427,4.6,2,damarcus-smith-1
165,Torrey Pierce,Louisiana,Sun Belt,12,88,407,4.6,4,5,46,9.2,0,93,453,4.9,4,torrey-pierce-1
166,Justin Jackson*,Northwestern,Big Ten,13,312,1418,4.5,5,21,162,7.7,0,333,1580,4.7,5,justin-jackson-5
167,Joel Bouagnon*,Northern Illinois,MAC,14,283,1286,4.5,18,13,131,10.1,0,296,1417,4.8,18,joel-bouagnon-1
168,Devine Redding*,Indiana,Big Ten,13,226,1012,4.5,9,12,85,7.1,0,238,1097,4.6,9,devine-redding-1
169,Conor Hundley*,Akron,MAC,13,203,921,4.5,10,7,70,10.0,0,210,991,4.7,10,conor-hundley-1
170,Anthone Taylor,Buffalo,MAC,11,186,834,4.5,3,17,101,5.9,0,203,935,4.6,3,anthone-taylor-1
171,A.J. Ouellette*,Ohio,MAC,13,151,687,4.5,6,12,74,6.2,0,163,761,4.7,6,aj-ouellette-1
172,Leshun Daniels Jr*,Iowa,Big Ten,12,145,646,4.5,8,1,9,9.0,0,146,655,4.5,8,leshun-daniels-jr-1
173,Tommy Woodson*,Akron,MAC,12,135,603,4.5,3,1,14,14.0,1,136,617,4.5,4,tommy-woodson-1
174,Greg Howell,Florida Atlantic,CUSA,12,133,598,4.5,3,5,54,10.8,0,138,652,4.7,3,greg-howell-1
175,Hyleck Foster*,Marshall,CUSA,11,99,450,4.5,3,17,96,5.6,0,116,546,4.7,3,hyleck-foster-1
176,Jay Warren,Florida Atlantic,CUSA,11,95,425,4.5,3,1,4,4.0,0,96,429,4.5,3,jay-warren-1
177,Brandon Holloway*,Mississippi State,SEC,13,92,413,4.5,0,33,396,12.0,5,125,809,6.5,5,brandon-holloway-1
178,Riley Neal,Ball State,MAC,11,88,399,4.5,2,0,0,,0,88,399,4.5,2,riley-neal-1
179,Karson Roberts*,Air Force,MWC,12,168,743,4.4,10,1,20,20.0,1,169,763,4.5,11,karson-roberts-1
180,Rushel Shell*,West Virginia,Big 12,13,161,708,4.4,8,16,101,6.3,0,177,809,4.6,8,rushel-shell-1
181,Jordan Parker*,Middle Tennessee State,CUSA,11,107,469,4.4,6,15,68,4.5,0,122,537,4.4,6,jordan-parker-1
182,Kody Walker*,Arkansas,SEC,9,90,394,4.4,6,1,4,4.0,0,91,398,4.4,6,kody-walker-1
183,Jamal Wilson,Massachusetts,MAC,12,86,377,4.4,6,24,182,7.6,1,110,559,5.1,7,jamal-wilson-3
184,Peyton Barber*,Auburn,SEC,13,238,1017,4.3,13,11,112,10.2,0,249,1129,4.5,13,peyton-barber-1
185,Arkeel Newsome*,Connecticut,American,13,182,788,4.3,6,45,465,10.3,2,227,1253,5.5,8,arkeel-newsome-1
186,Rodney Smith*,Minnesota,Big Ten,12,157,670,4.3,2,16,124,7.8,0,173,794,4.6,2,rodney-smith-5
187,Doroland Dorceus*,Memphis,American,13,155,661,4.3,8,11,217,19.7,3,166,878,5.3,11,doroland-dorceus-1
188,Tyler Jones,Texas State,Sun Belt,12,139,593,4.3,10,0,0,,0,139,593,4.3,10,tyler-jones-4
189,Shaquille Powell*,Duke,ACC,13,124,538,4.3,3,35,212,6.1,2,159,750,4.7,5,shaquille-powell-1
190,Taiwan Deal*,Wisconsin,Big Ten,10,117,503,4.3,6,1,4,4.0,0,118,507,4.3,6,taiwan-deal-1
191,Jarvis Cooper*,Memphis,American,12,91,389,4.3,5,3,29,9.7,0,94,418,4.4,5,jarvis-cooper-1
192,Ralph Webb,Vanderbilt,SEC,12,277,1152,4.2,5,24,188,7.8,2,301,1340,4.5,7,ralph-webb-1
193,Dare Ogunbowale*,Wisconsin,Big Ten,13,194,819,4.2,7,36,299,8.3,1,230,1118,4.9,8,dare-ogunbowale-1
194,De'Veon Smith*,Michigan,Big Ten,12,180,753,4.2,6,19,159,8.4,1,199,912,4.6,7,deveon-smith-1
195,Xavier Jones,SMU,American,12,150,632,4.2,10,28,219,7.8,0,178,851,4.8,10,xavier-jones-2
196,Ke'aun Kinner,Kansas,Big 12,12,133,564,4.2,5,16,147,9.2,0,149,711,4.8,5,keaun-kinner-1
197,Madre London*,Michigan State,Big Ten,11,119,500,4.2,3,3,23,7.7,0,122,523,4.3,3,madre-london-1
198,Tyler Rouse,Boston College,ACC,12,100,422,4.2,7,9,154,17.1,0,109,576,5.3,7,tyler-rouse-2
199,Kendall Hinton,Wake Forest,ACC,9,93,390,4.2,7,0,0,,0,93,390,4.2,7,kendall-hinton-1
200,Kent Myers*,Utah State,MWC,9,85,354,4.2,3,0,0,,0,85,354,4.2,3,kent-myers-1
201,Matt Davis,SMU,American,12,187,761,4.1,10,0,0,,0,187,761,4.1,10,matt-davis-4
202,Alex Gardner,Florida International,CUSA,12,186,760,4.1,9,60,442,7.4,1,246,1202,4.9,10,alex-gardner-2
203,Ish Witter,Missouri,SEC,12,126,518,4.1,1,15,143,9.5,0,141,661,4.7,1,ish-witter-1
204,Tommy Armstrong Jr*,Nebraska,Big Ten,12,98,400,4.1,7,0,0,,0,98,400,4.1,7,tommy-armstrong-jr-1
205,Samuel Stewart,Rice,CUSA,11,95,388,4.1,4,8,93,11.6,2,103,481,4.7,6,samuel-stewart-1
206,Sam Craft*,Memphis,American,12,82,333,4.1,5,8,114,14.3,2,90,447,5.0,7,sam-craft-1
207,Kelvin Taylor*,Florida,SEC,14,259,1035,4.0,13,17,150,8.8,0,276,1185,4.3,13,kelvin-taylor-1
208,Marteze Waller,Fresno State,MWC,12,228,920,4.0,5,20,151,7.6,2,248,1071,4.3,7,marteze-waller-1
209,Taquan Mizzell,Virginia,ACC,12,164,664,4.0,4,75,721,9.6,4,239,1385,5.8,8,taquan-mizzell-1
210,D'Andre Ferby*,Western Kentucky,CUSA,13,164,650,4.0,11,9,33,3.7,0,173,683,3.9,11,dandre-ferby-1
211,James Gilbert,Ball State,MAC,12,152,608,4.0,8,3,35,11.7,0,155,643,4.1,8,james-gilbert-2
212,Jerrod Heard,Texas,Big 12,12,140,561,4.0,3,1,3,3.0,0,141,564,4.0,3,jerrod-heard-1
213,Alonzo Smith,Miami (OH),MAC,12,124,498,4.0,5,10,79,7.9,0,134,577,4.3,5,alonzo-smith-2
214,Johnathan Gray,Texas,Big 12,10,123,493,4.0,3,6,84,14.0,0,129,577,4.5,3,johnathan-gray-1
215,Imani Cross*,Nebraska,Big Ten,12,112,451,4.0,6,2,10,5.0,0,114,461,4.0,6,imani-cross-1
216,Clayton Thorson*,Northwestern,Big Ten,13,100,397,4.0,5,1,0,0.0,0,101,397,3.9,5,clayton-thorson-1
217,Patrick Skov,Georgia Tech,ACC,11,94,380,4.0,6,3,44,14.7,2,97,424,4.4,8,patrick-skov-1
