
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
225,Kendrick Starling,San Jose State,WAC,13,49,603,12.3,5,5,36,7.2,0,54,639,11.8,5,kendrick-starling-1
226,Gary Coleman,Utah State,Ind,11,45,555,12.3,2,1,-4,-4.0,0,46,551,12.0,2,gary-coleman-1
227,Jason Samples,Troy,Ind,12,45,552,12.3,3,1,4,4.0,0,46,556,12.1,3,jason-samples-1
228,C.J. Jones*,Iowa,Big Ten,13,38,468,12.3,9,2,30,15.0,0,40,498,12.5,9,cj-jones-1
229,Skyler Fulton*,Arizona State,Pac-10,14,30,369,12.3,3,,,,,30,369,12.3,3,skyler-fulton-1
230,Aris Comeaux,Army,CUSA,9,25,308,12.3,4,,,,,25,308,12.3,4,aris-comeaux-1
231,Tony Brown*,Tennessee,SEC,13,39,477,12.2,1,1,-1,-1.0,0,40,476,11.9,1,tony-brown-1
232,Sean Dillard,Temple,Big East,9,31,378,12.2,1,3,0,0.0,0,34,378,11.1,1,sean-dillard-1
233,Robert Johnson*,Auburn,SEC,13,30,365,12.2,4,,,,,30,365,12.2,4,robert-johnson-2
234,Kevin Zureki,Eastern Michigan,MAC,11,28,342,12.2,3,,,,,28,342,12.2,3,kevin-zureki-1
235,Romby Bryant,Tulsa,WAC,12,49,593,12.1,7,1,-3,-3.0,0,50,590,11.8,7,romby-bryant-1
236,Keykowa Bell,Houston,CUSA,12,35,422,12.1,2,2,-8,-4.0,0,37,414,11.2,2,keykowa-bell-1
237,Scott Lunde*,Washington State,Pac-10,10,30,364,12.1,1,,,,,30,364,12.1,1,scott-lunde-1
238,Jeff Stowe,Idaho,Sun Belt,11,30,363,12.1,2,,,,,30,363,12.1,2,jeff-stowe-1
239,Darius Outlaw,Missouri,Big 12,12,46,552,12.0,3,2,2,1.0,0,48,554,11.5,3,darius-outlaw-1
240,Antoine Burns*,Minnesota,Big Ten,13,44,526,12.0,4,3,6,2.0,0,47,532,11.3,4,antoine-burns-1
241,Michael Johnson,UNLV,MWC,12,42,502,12.0,2,,,,,42,502,12.0,2,michael-johnson-6
242,L.J. Smith,Rutgers,Big East,11,32,384,12.0,3,1,2,2.0,0,33,386,11.7,3,lj-smith-1
243,Josh Hobbs,Rutgers,Big East,12,27,324,12.0,0,,,,,27,324,12.0,0,josh-hobbs-1
244,Adrian Boyd,New Mexico,MWC,13,27,323,12.0,0,39,233,6.0,0,66,556,8.4,0,adrian-boyd-1
245,Ladaris Vann*,Cincinnati,CUSA,14,71,844,11.9,5,2,-11,-5.5,0,73,833,11.4,5,ladaris-vann-1
246,Jonathan Smith*,Georgia Tech,ACC,12,36,430,11.9,3,19,118,6.2,0,55,548,10.0,3,jonathan-smith-1
247,Ryan McGuffey,Wyoming,MWC,10,35,417,11.9,3,,,,,35,417,11.9,3,ryan-mcguffey-1
248,Montiese Culton,Tulsa,WAC,9,35,415,11.9,4,2,4,2.0,0,37,419,11.3,4,montiese-culton-1
249,Elgin Hicks,South Florida,Ind,11,21,250,11.9,0,,,,,21,250,11.9,0,elgin-hicks-1
250,Nate Burleson,Nevada,WAC,12,138,1629,11.8,12,22,115,5.2,1,160,1744,10.9,13,nate-burleson-1
251,Anton Paige*,Texas Tech,Big 12,10,48,565,11.8,7,,,,,48,565,11.8,7,anton-paige-1
252,Rob Turner,Central Michigan,MAC,12,43,506,11.8,0,,,,,43,506,11.8,0,rob-turner-1
253,Triandos Luke,Alabama,SEC,13,41,482,11.8,2,2,4,2.0,0,43,486,11.3,2,triandos-luke-1
254,Manny Johnson*,Toledo,MAC,14,34,402,11.8,3,1,-2,-2.0,0,35,400,11.4,3,manny-johnson-1
255,Wilson Thomas*,Nebraska,Big 12,14,30,353,11.8,3,1,9,9.0,0,31,362,11.7,3,wilson-thomas-1
256,Robert Redd,Bowling Green State,MAC,12,83,973,11.7,9,1,8,8.0,0,84,981,11.7,9,robert-redd-1
257,Mickey Peters*,Texas Tech,Big 12,13,64,749,11.7,8,,,,,64,749,11.7,8,mickey-peters-1
258,Chad Owens*,Hawaii,WAC,10,47,550,11.7,2,3,5,1.7,0,50,555,11.1,2,chad-owens-1
259,Joel Dreessen*,Colorado State,MWC,14,29,340,11.7,2,,,,,29,340,11.7,2,joel-dreessen-1
260,Derrick Hamilton*,Clemson,ACC,13,52,602,11.6,2,21,208,9.9,2,73,810,11.1,4,derrick-hamilton-1
261,Nate Ilaoa*,Hawaii,WAC,12,46,532,11.6,3,6,56,9.3,1,52,588,11.3,4,nate-ilaoa-1
262,B.J. Lovett,Michigan State,Big Ten,12,33,383,11.6,4,,,,,33,383,11.6,4,bj-lovett-1
263,David Youell,Middle Tennessee State,Sun Belt,12,33,383,11.6,0,,,,,33,383,11.6,0,david-youell-1
264,Caleb Blankenship,Tulsa,WAC,12,25,290,11.6,2,,,,,25,290,11.6,2,caleb-blankenship-1
265,Denero Marriott*,Marshall,MAC,13,86,993,11.5,8,2,17,8.5,0,88,1010,11.5,8,denero-marriott-1
266,Ronald Bellamy*,Michigan,Big Ten,12,46,530,11.5,5,5,57,11.4,0,51,587,11.5,5,ronald-bellamy-1
267,Demarco McCleskey*,Cincinnati,CUSA,14,32,368,11.5,2,315,1361,4.3,15,347,1729,5.0,17,demarco-mccleskey-1
268,Eddie Tillitz,Miami (OH),MAC,12,31,358,11.5,2,1,2,2.0,0,32,360,11.3,2,eddie-tillitz-1
269,Toby Christensen,Brigham Young,MWC,12,30,346,11.5,2,3,9,3.0,0,33,355,10.8,2,toby-christensen-1
270,Erick Streelman,Nevada,WAC,11,30,345,11.5,3,,,,,30,345,11.5,3,erick-streelman-1
271,Stephen Messam,Central Michigan,MAC,12,26,300,11.5,3,1,9,9.0,0,27,309,11.4,3,stephen-messam-1
272,Steve Messam,Central Michigan,MAC,12,26,300,11.5,3,1,9,9.0,0,27,309,11.4,3,steve-messam-1
273,Kunle Patrick,Northwestern,Big Ten,12,49,558,11.4,2,,,,,49,558,11.4,2,kunle-patrick-1
274,Teyo Johnson,Stanford,Pac-10,11,41,467,11.4,8,1,-2,-2.0,0,42,465,11.1,8,teyo-johnson-1
275,Terrence Stubbs,Temple,Big East,12,32,364,11.4,1,,,,,32,364,11.4,1,terrence-stubbs-1
276,Brandon Rideau,Kansas,Big 12,12,27,307,11.4,0,,,,,27,307,11.4,0,brandon-rideau-1
277,Donta Greene*,Toledo,MAC,14,63,712,11.3,1,4,18,4.5,0,67,730,10.9,1,donta-greene-1
278,Robert Quiroga,Baylor,Big 12,12,49,556,11.3,1,1,6,6.0,0,50,562,11.2,1,robert-quiroga-1
279,Terrance Davis-Bryant*,Oklahoma State,Big 12,13,31,351,11.3,1,,,,,31,351,11.3,1,terrance-davis-bryant-1
280,Sean Schembra,Ball State,MAC,12,30,340,11.3,2,2,-6,-3.0,0,32,334,10.4,2,sean-schembra-1
281,Spencer Nead,Brigham Young,MWC,12,40,449,11.2,1,,,,,40,449,11.2,1,spencer-nead-1
282,Michael Larkin,Miami (OH),MAC,12,39,436,11.2,8,,,,,39,436,11.2,8,michael-larkin-1
283,Joe Manning,New Mexico,MWC,13,33,371,11.2,2,5,11,2.2,0,38,382,10.1,2,joe-manning-1
284,Bill Flowers*,Ole Miss,SEC,13,53,588,11.1,3,,,,,53,588,11.1,3,bill-flowers-1
285,Tavares Gideon,Memphis,CUSA,12,42,466,11.1,8,,,,,42,466,11.1,8,tavares-gideon-1
286,Jamall Broussard,San Jose State,WAC,13,62,681,11.0,5,5,17,3.4,0,67,698,10.4,5,jamall-broussard-1
287,Kevin Ware*,Washington,Pac-10,13,42,463,11.0,5,,,,,42,463,11.0,5,kevin-ware-1
288,Tim Fleming,Nevada,WAC,10,39,430,11.0,3,,,,,39,430,11.0,3,tim-fleming-1
289,Floyd Smith,Louisiana-Monroe,Sun Belt,11,39,429,11.0,3,15,17,1.1,0,54,446,8.3,3,floyd-smith-1
290,Clark Green,Kansas,Big 12,12,37,408,11.0,0,197,813,4.1,4,234,1221,5.2,4,clark-green-1
291,Andrew Clarke*,Toledo,MAC,14,37,407,11.0,7,,,,,37,407,11.0,7,andrew-clarke-1
292,Benjamin Watson*,Georgia,SEC,14,31,341,11.0,3,,,,,31,341,11.0,3,benjamin-watson-1
293,Alex Holmes*,USC,Pac-10,13,29,320,11.0,2,,,,,29,320,11.0,2,alex-holmes-1
294,Jovon Bouknight,Wyoming,MWC,12,63,689,10.9,3,5,-3,-0.6,0,68,686,10.1,3,jovon-bouknight-1
295,Bennie Joppru*,Michigan,Big Ten,13,53,579,10.9,5,,,,,53,579,10.9,5,bennie-joppru-1
296,Bill Sampy,Louisiana,Sun Belt,12,30,327,10.9,0,,,,,30,327,10.9,0,bill-sampy-1
297,Dwight Counter,New Mexico,MWC,13,30,326,10.9,3,3,-1,-0.3,0,33,325,9.8,3,dwight-counter-1
298,Patrick Reddick*,Washington,Pac-10,13,54,583,10.8,4,,,,,54,583,10.8,4,patrick-reddick-1
299,Andre George,Louisiana,Sun Belt,11,49,531,10.8,2,3,16,5.3,0,52,547,10.5,2,andre-george-1
300,Aaron Halterman,Indiana,Big Ten,12,27,292,10.8,1,2,6,3.0,0,29,298,10.3,1,aaron-halterman-1
301,Ryan Hearn,South Florida,Ind,11,24,258,10.8,1,,,,,24,258,10.8,1,ryan-hearn-1
302,Hugh Smith,South Florida,Ind,11,62,661,10.7,5,4,29,7.3,2,66,690,10.5,7,hugh-smith-1
303,Zamir Cobb,Temple,Big East,12,45,483,10.7,6,,,,,45,483,10.7,6,zamir-cobb-1
304,Tom Swoboda,California,Pac-10,12,42,451,10.7,7,,,,,42,451,10.7,7,tom-swoboda-1
305,Mobolaji Afariogun,Western Michigan,MAC,12,39,417,10.7,5,,,,,39,417,10.7,5,mobolaji-afariogun-1
306,Jason Rader*,Marshall,MAC,13,30,320,10.7,2,,,,,30,320,10.7,2,jason-rader-1
307,Wes Timko,Connecticut,Ind,12,29,309,10.7,3,,,,,29,309,10.7,3,wes-timko-1
308,Ryan Brewer,South Carolina,SEC,11,28,299,10.7,1,20,31,1.6,3,48,330,6.9,4,ryan-brewer-1
309,Luke Powell,Stanford,Pac-10,10,25,268,10.7,1,8,23,2.9,0,33,291,8.8,1,luke-powell-1
310,Devin Houston,Utah,MWC,10,22,235,10.7,2,2,5,2.5,0,24,240,10.0,2,devin-houston-1
311,Tavaris Capers,UCF,MAC,12,43,456,10.6,5,2,11,5.5,0,45,467,10.4,5,tavaris-capers-1
312,Mewelde Moore*,Tulane,CUSA,13,52,545,10.5,3,288,1138,4.0,6,340,1683,5.0,9,mewelde-moore-1
313,Matt Brandt,Miami (OH),MAC,12,33,348,10.5,1,,,,,33,348,10.5,1,matt-brandt-1
314,Lance Johnson,Duke,ACC,12,25,262,10.5,2,,,,,25,262,10.5,2,lance-johnson-1
315,Taylor Stubblefield*,Purdue,Big Ten,10,77,789,10.2,0,1,-9,-9.0,0,78,780,10.0,0,taylor-stubblefield-1
316,Carlos Perez*,Florida,SEC,11,58,591,10.2,4,,,,,58,591,10.2,4,carlos-perez-1
317,Darrell Dowery,Kent State,MAC,11,34,348,10.2,0,3,13,4.3,0,37,361,9.8,0,darrell-dowery-1
318,Miquel Irvin,Akron,MAC,12,53,535,10.1,1,,,,,53,535,10.1,1,miquel-irvin-1
319,Derrick Knight*,Boston College,Big East,13,37,372,10.1,2,259,1432,5.5,12,296,1804,6.1,14,derrick-knight-1
320,Jason Snelling*,Virginia,ACC,12,31,314,10.1,4,9,38,4.2,0,40,352,8.8,4,jason-snelling-1
321,Senterrio Landrum,Duke,ACC,12,29,294,10.1,3,16,150,9.4,1,45,444,9.9,4,senterrio-landrum-1
322,Kevin Youngblood*,Clemson,ACC,13,59,591,10.0,2,,,,,59,591,10.0,2,kevin-youngblood-1
323,Brandon Payne,Akron,MAC,12,38,380,10.0,0,97,456,4.7,7,135,836,6.2,7,brandon-payne-2
324,Eric Knott,Michigan State,Big Ten,12,35,349,10.0,4,,,,,35,349,10.0,4,eric-knott-1
325,Ryan Wells,Stanford,Pac-10,11,23,231,10.0,1,2,28,14.0,0,25,259,10.4,1,ryan-wells-1
326,Heath Miller*,Virginia,ACC,14,33,327,9.9,9,,,,,33,327,9.9,9,heath-miller-1
327,Morris Ellington,Akron,MAC,11,31,307,9.9,1,2,12,6.0,0,33,319,9.7,1,morris-ellington-1
328,Jason Wright,Northwestern,Big Ten,12,27,266,9.9,0,219,1234,5.6,12,246,1500,6.1,12,jason-wright-1
329,Rich Alexis*,Washington,Pac-10,11,27,266,9.9,0,202,688,3.4,10,229,954,4.2,10,rich-alexis-1
330,John Pannozzo,Indiana,Big Ten,12,26,258,9.9,3,4,16,4.0,0,30,274,9.1,3,john-pannozzo-1
331,Antonio Thomas,Western Michigan,MAC,12,45,439,9.8,3,1,1,1.0,0,46,440,9.6,3,antonio-thomas-1
332,Justin Jenkins,Mississippi State,SEC,10,28,273,9.8,0,5,40,8.0,0,33,313,9.5,0,justin-jenkins-1
333,Robbie Mixon,Central Michigan,MAC,12,26,253,9.7,1,255,1361,5.3,9,281,1614,5.7,10,robbie-mixon-1
334,Chris R. Roberson,Eastern Michigan,MAC,12,40,379,9.5,7,6,22,3.7,0,46,401,8.7,7,chris-r-roberson-1
335,Chris Roberson,Eastern Michigan,MAC,12,40,379,9.5,7,6,22,3.7,0,46,401,8.7,7,chris-roberson-1
336,Aaron Martin,Rutgers,Big East,10,30,284,9.5,3,,,,,30,284,9.5,3,aaron-martin-1
337,Daniel Francis,SMU,WAC,12,29,276,9.5,1,,,,,29,276,9.5,1,daniel-francis-3
338,Malaefou Mackenzie*,USC,Pac-10,13,39,365,9.4,7,47,174,3.7,2,86,539,6.3,9,malaefou-mackenzie-1
339,Damien Gary*,Georgia,SEC,10,27,254,9.4,4,,,,,27,254,9.4,4,damien-gary-1
340,Travis Latendresse,Utah,MWC,11,21,195,9.3,1,,,,,21,195,9.3,1,travis-latendresse-1
341,Will Glover*,Georgia Tech,ACC,13,47,434,9.2,3,4,10,2.5,0,51,444,8.7,3,will-glover-1
342,Brandon Carey*,Marshall,MAC,13,42,386,9.2,1,150,657,4.4,4,192,1043,5.4,5,brandon-carey-1
343,Adam Jennings*,Fresno State,WAC,14,34,310,9.1,1,16,53,3.3,1,50,363,7.3,2,adam-jennings-1
344,Joe Igber,California,Pac-10,12,34,309,9.1,3,241,1130,4.7,7,275,1439,5.2,10,joe-igber-1
345,Mark Simmons,Kansas,Big 12,12,23,208,9.0,2,1,1,1.0,0,24,209,8.7,2,mark-simmons-1
346,Roger Jordan,Northwestern,Big Ten,11,23,207,9.0,0,,,,,23,207,9.0,0,roger-jordan-1
347,Ryan Hahaj,Ball State,MAC,12,23,206,9.0,2,1,-2,-2.0,0,24,204,8.5,2,ryan-hahaj-1
348,Tristan Smith*,Tulane,CUSA,13,43,372,8.7,5,3,10,3.3,0,46,382,8.3,5,tristan-smith-1
349,Trent Smith*,Oklahoma,Big 12,14,46,396,8.6,5,,,,,46,396,8.6,5,trent-smith-1
350,Darron White,Memphis,CUSA,12,40,343,8.6,2,3,8,2.7,0,43,351,8.2,2,darron-white-1
351,Larry Johnson*,Penn State,Big Ten,13,41,349,8.5,3,271,2087,7.7,20,312,2436,7.8,23,larry-johnson-1
352,T.A. McLendon*,North Carolina State,ACC,13,42,354,8.4,0,245,1101,4.5,18,287,1455,5.1,18,ta-mclendon-1
353,Ronnie Ghent*,Louisville,CUSA,6,25,206,8.2,3,,,,,25,206,8.2,3,ronnie-ghent-1
354,Terry Caulley,Connecticut,Ind,10,25,205,8.2,1,220,1247,5.7,15,245,1452,5.9,16,terry-caulley-1
355,Anthony Chambers*,Purdue,Big Ten,13,28,228,8.1,2,3,22,7.3,0,31,250,8.1,2,anthony-chambers-1
356,Mark Philmore,Northwestern,Big Ten,12,31,245,7.9,0,,,,,31,245,7.9,0,mark-philmore-1
357,Franklin Wallace*,Marshall,MAC,12,27,212,7.9,1,129,614,4.8,7,156,826,5.3,8,franklin-wallace-1
358,Chad Bartoszek,Buffalo,MAC,12,45,350,7.8,0,,,,,45,350,7.8,0,chad-bartoszek-1
359,Brock Forsey*,Boise State,WAC,13,36,282,7.8,6,295,1611,5.5,26,331,1893,5.7,32,brock-forsey-1
360,B.J. Askew*,Michigan,Big Ten,13,36,280,7.8,1,110,568,5.2,6,146,848,5.8,7,bj-askew-1
361,Ronnie Davenport,San Diego State,MWC,13,56,431,7.7,2,,,,,56,431,7.7,2,ronnie-davenport-1
362,Tanardo Sharps,Temple,Big East,12,27,205,7.6,1,311,1276,4.1,8,338,1481,4.4,9,tanardo-sharps-1
363,Wali Lundy*,Virginia,ACC,14,58,435,7.5,4,196,826,4.2,6,254,1261,5.0,10,wali-lundy-1
364,Joe Smith,Louisiana Tech,WAC,12,47,352,7.5,0,208,1216,5.8,16,255,1568,6.1,16,joe-smith-2
365,Quentin Griffin*,Oklahoma,Big 12,14,35,264,7.5,3,287,1884,6.6,15,322,2148,6.7,18,quentin-griffin-1
366,Marcus Whalen,Brigham Young,MWC,11,27,203,7.5,0,181,918,5.1,6,208,1121,5.4,6,marcus-whalen-1
367,Eric Richardson,Tulsa,WAC,12,34,249,7.3,0,182,957,5.3,6,216,1206,5.6,6,eric-richardson-1
368,Artose Pinner,Kentucky,SEC,12,37,264,7.1,2,283,1414,5.0,13,320,1678,5.2,15,artose-pinner-1
369,Art Brown,East Carolina,CUSA,10,26,181,7.0,3,214,1029,4.8,14,240,1210,5.0,17,art-brown-1
370,Carey Davis,Illinois,Big Ten,11,29,201,6.9,0,59,319,5.4,0,88,520,5.9,0,carey-davis-1
371,Grant Mason,Stanford,Pac-10,10,23,154,6.7,0,4,14,3.5,0,27,168,6.2,0,grant-mason-1
372,Taurean Henderson*,Texas Tech,Big 12,14,98,633,6.5,6,153,793,5.2,7,251,1426,5.7,13,taurean-henderson-1
373,Alex Haynes,UCF,MAC,11,24,132,5.5,1,204,1038,5.1,8,228,1170,5.1,9,alex-haynes-1
374,Braxton Cleman*,Washington,Pac-10,9,27,138,5.1,0,74,228,3.1,1,101,366,3.6,1,braxton-cleman-1
375,Aaron Leeper,Buffalo,MAC,12,27,132,4.9,0,235,917,3.9,10,262,1049,4.0,10,aaron-leeper-1
376,Ime Akpan,Eastern Michigan,MAC,11,26,115,4.4,0,267,1221,4.6,15,293,1336,4.6,15,ime-akpan-1
