
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
48,Lane Danielsen*,Iowa State,Big 12,14,63,1073,17.0,3,15,123,8.2,3,78,1196,15.3,6,lane-danielsen-1
49,Terrence Edwards*,Georgia,SEC,13,59,1004,17.0,11,,,,,59,1004,17.0,11,terrence-edwards-1
50,John Lewis*,Oklahoma State,Big 12,12,34,577,17.0,6,3,22,7.3,1,37,599,16.2,7,john-lewis-1
51,Dre Fulgham,Alabama,SEC,13,30,505,16.8,3,1,18,18.0,0,31,523,16.9,3,dre-fulgham-1
52,Heyward Skipper,Troy,Ind,12,23,387,16.8,2,5,-15,-3.0,0,28,372,13.3,2,heyward-skipper-1
53,Scooter Monroe*,Maryland,ACC,14,37,614,16.6,2,,,,,37,614,16.6,2,scooter-monroe-1
54,Terrence Murphy,Texas A&amp;M,Big 12,11,36,599,16.6,4,,,,,36,599,16.6,4,terrence-murphy-1
55,Doug Gabriel,UCF,MAC,12,75,1237,16.5,11,7,52,7.4,1,82,1289,15.7,12,doug-gabriel-1
56,Jerome Riley*,Washington State,Pac-10,11,57,939,16.5,7,9,67,7.4,0,66,1006,15.2,7,jerome-riley-1
57,Marcus Battle,Rice,WAC,11,26,430,16.5,2,1,60,60.0,1,27,490,18.1,3,marcus-battle-1
58,Lance Young*,Iowa State,Big 12,14,43,704,16.4,6,,,,,43,704,16.4,6,lance-young-1
59,Jermaine Jamison*,Fresno State,WAC,12,39,639,16.4,4,1,-2,-2.0,0,40,637,15.9,4,jermaine-jamison-1
60,Talman Gardner*,Florida State,ACC,14,38,625,16.4,8,1,0,0.0,0,39,625,16.0,8,talman-gardner-1
61,Antoine Harden,Memphis,CUSA,12,37,608,16.4,5,,,,,37,608,16.4,5,antoine-harden-1
62,Adrian Madise*,TCU,CUSA,11,32,524,16.4,2,,,,,32,524,16.4,2,adrian-madise-1
63,Craig Bragg*,UCLA,Pac-10,13,55,889,16.2,8,7,49,7.0,0,62,938,15.1,8,craig-bragg-1
64,Chris Cooley,Utah State,Ind,11,31,502,16.2,4,,,,,31,502,16.2,4,chris-cooley-1
65,Shaun McDonald*,Arizona State,Pac-10,14,87,1405,16.1,13,5,25,5.0,0,92,1430,15.5,13,shaun-mcdonald-1
66,Tony Johnson*,Penn State,Big Ten,12,34,549,16.1,3,,,,,34,549,16.1,3,tony-johnson-1
67,Drouzon Quillen,Louisiana-Monroe,Sun Belt,10,32,514,16.1,3,1,-3,-3.0,0,33,511,15.5,3,drouzon-quillen-1
68,Chris Gamble*,Ohio State,Big Ten,14,31,499,16.1,0,3,49,16.3,1,34,548,16.1,1,chris-gamble-1
69,Josh Davis*,Marshall,MAC,13,75,1191,15.9,5,8,5,0.6,1,83,1196,14.4,6,josh-davis-1
70,Jason Willis*,Oregon,Pac-10,13,28,446,15.9,2,6,22,3.7,0,34,468,13.8,2,jason-willis-1
71,Michael McGrew*,Virginia,ACC,14,27,428,15.9,2,2,5,2.5,0,29,433,14.9,2,michael-mcgrew-1
72,Rashaun Woods*,Oklahoma State,Big 12,13,107,1695,15.8,17,,,,,107,1695,15.8,17,rashaun-woods-1
73,Glenn Johnson,Indiana,Big Ten,12,53,837,15.8,5,2,10,5.0,0,55,847,15.4,5,glenn-johnson-1
74,Sam Collins,Alabama,SEC,13,35,553,15.8,3,1,3,3.0,0,36,556,15.4,3,sam-collins-1
75,Malcom Floyd,Wyoming,MWC,12,27,427,15.8,3,,,,,27,427,15.8,3,malcom-floyd-1
76,Derek McCoy*,Colorado,Big 12,14,41,643,15.7,7,3,39,13.0,0,44,682,15.5,7,derek-mccoy-1
77,Bobby Blizzard,North Carolina,ACC,12,28,440,15.7,5,0,0,,0,28,440,15.7,5,bobby-blizzard-1
78,Mike Williams*,USC,Pac-10,13,81,1265,15.6,14,2,9,4.5,0,83,1274,15.3,14,mike-williams-3
79,Anquan Boldin*,Florida State,ACC,14,65,1011,15.6,13,21,86,4.1,0,86,1097,12.8,13,anquan-boldin-1
80,Chesley Borders,North Carolina,ACC,12,32,499,15.6,5,1,17,17.0,0,33,516,15.6,5,chesley-borders-1
81,Reggie Williams*,Washington,Pac-10,13,94,1454,15.5,11,,,,,94,1454,15.5,11,reggie-williams-1
82,Brandon Lloyd,Illinois,Big Ten,12,65,1010,15.5,9,5,15,3.0,0,70,1025,14.6,9,brandon-lloyd-1
83,Earvin Johnson,UNLV,MWC,11,51,793,15.5,4,,,,,51,793,15.5,4,earvin-johnson-1
84,Fabian Davis*,Wake Forest,ACC,13,37,575,15.5,0,52,446,8.6,1,89,1021,11.5,1,fabian-davis-1
85,David Tyree,Syracuse,Big East,12,36,559,15.5,3,4,35,8.8,0,40,594,14.9,3,david-tyree-1
86,Mike Espy*,Ole Miss,SEC,13,30,465,15.5,3,1,6,6.0,0,31,471,15.2,3,mike-espy-1
87,Braylon Edwards*,Michigan,Big Ten,13,67,1035,15.4,10,1,-10,-10.0,0,68,1025,15.1,10,braylon-edwards-1
88,Mike Seidman*,UCLA,Pac-10,13,41,631,15.4,5,,,,,41,631,15.4,5,mike-seidman-1
89,Terrance Minor,UTEP,WAC,12,41,630,15.4,7,3,6,2.0,0,44,636,14.5,7,terrance-minor-1
90,Tuati Wooden,San Jose State,WAC,13,35,539,15.4,2,1,2,2.0,0,36,541,15.0,2,tuati-wooden-1
91,Jason Williams,Connecticut,Ind,12,23,354,15.4,3,1,-5,-5.0,0,24,349,14.5,3,jason-williams-1
92,Taylor Jacobs*,Florida,SEC,11,71,1088,15.3,8,3,43,14.3,0,74,1131,15.3,8,taylor-jacobs-1
93,Britton Komine*,Hawaii,WAC,14,58,886,15.3,10,,,,,58,886,15.3,10,britton-komine-1
94,Scottie Vines,Wyoming,MWC,12,46,705,15.3,9,2,15,7.5,0,48,720,15.0,9,scottie-vines-1
95,Jamel Riddle,Syracuse,Big East,11,41,626,15.3,5,5,38,7.6,1,46,664,14.4,6,jamel-riddle-1
96,Khary Sharpe,Duke,ACC,11,30,458,15.3,6,7,27,3.9,0,37,485,13.1,6,khary-sharpe-1
97,Ahmad Harris,Louisiana Tech,WAC,11,28,428,15.3,4,1,-7,-7.0,0,29,421,14.5,4,ahmad-harris-1
98,Mack Vincent,Louisiana-Monroe,Sun Belt,12,79,1198,15.2,7,16,53,3.3,0,95,1251,13.2,7,mack-vincent-1
99,Reggie Newhouse,Baylor,Big 12,12,75,1140,15.2,3,1,0,0.0,0,76,1140,15.0,3,reggie-newhouse-1
100,J.J. McKelvey*,Clemson,ACC,13,52,785,15.1,4,,,,,52,785,15.1,4,jj-mckelvey-1
101,B.J. Johnson*,Texas,Big 12,13,40,603,15.1,5,2,-2,-1.0,0,42,601,14.3,5,bj-johnson-1
102,Jamal Burke*,Boston College,Big East,11,33,498,15.1,3,,,,,33,498,15.1,3,jamal-burke-1
103,Andrae Thurman,Arizona,Pac-10,12,61,915,15.0,3,3,12,4.0,0,64,927,14.5,3,andrae-thurman-1
104,Marvin Young*,Southern Mississippi,CUSA,13,41,615,15.0,6,,,,,41,615,15.0,6,marvin-young-1
105,Jarwarski Pollock,North Carolina,ACC,11,31,464,15.0,4,3,1,0.3,0,34,465,13.7,4,jarwarski-pollock-1
106,Bobby Wade,Arizona,Pac-10,12,93,1389,14.9,8,1,4,4.0,0,94,1393,14.8,8,bobby-wade-1
107,Marque Davis*,Fresno State,WAC,13,64,956,14.9,7,3,18,6.0,0,67,974,14.5,7,marque-davis-1
108,Jeremiah Cockheran*,Hawaii,WAC,12,49,731,14.9,5,,,,,49,731,14.9,5,jeremiah-cockheran-1
109,Roddy White,UAB,CUSA,12,39,580,14.9,3,,,,,39,580,14.9,3,roddy-white-1
110,Ja'Mel Branch,North Texas,Sun Belt,12,24,357,14.9,2,34,188,5.5,4,58,545,9.4,6,jamel-branch-1
111,Kerry Watkins*,Georgia Tech,ACC,13,71,1050,14.8,5,9,39,4.3,0,80,1089,13.6,5,kerry-watkins-1
112,Chris Collins*,Ole Miss,SEC,13,55,812,14.8,10,1,6,6.0,0,56,818,14.6,10,chris-collins-1
113,Devard Darling*,Washington State,Pac-10,13,54,800,14.8,11,4,40,10.0,1,58,840,14.5,12,devard-darling-1
114,Samie Parker*,Oregon,Pac-10,13,49,724,14.8,8,,,,,49,724,14.8,8,samie-parker-1
115,Chris Talley,Eastern Michigan,MAC,12,28,414,14.8,0,,,,,28,414,14.8,0,chris-talley-1
116,Kevin Walter,Eastern Michigan,MAC,12,93,1368,14.7,9,,,,,93,1368,14.7,9,kevin-walter-1
117,Walter Young,Illinois,Big Ten,12,56,822,14.7,6,,,,,56,822,14.7,6,walter-young-1
118,P.J. Winston,New Mexico State,Sun Belt,12,39,574,14.7,3,10,67,6.7,0,49,641,13.1,3,pj-winston-1
119,Deandre Gilbert*,Fresno State,WAC,13,32,470,14.7,5,,,,,32,470,14.7,5,deandre-gilbert-1
120,Huey Whittaker,South Florida,Ind,10,26,383,14.7,3,,,,,26,383,14.7,3,huey-whittaker-1
121,Larry Fitzgerald*,Pitt,Big East,13,69,1005,14.6,12,,,,,69,1005,14.6,12,larry-fitzgerald-1
122,Sam Aiken,North Carolina,ACC,12,68,990,14.6,4,,,,,68,990,14.6,4,sam-aiken-1
123,Will Peoples*,Oklahoma,Big 12,14,39,571,14.6,1,1,7,7.0,0,40,578,14.5,1,will-peoples-1
124,Grant Adams*,Boston College,Big East,13,37,542,14.6,6,,,,,37,542,14.6,6,grant-adams-1
125,Darius Watts*,Marshall,MAC,12,71,1030,14.5,12,1,28,28.0,0,72,1058,14.7,12,darius-watts-1
126,Keary Colbert*,USC,Pac-10,13,71,1029,14.5,5,2,36,18.0,1,73,1065,14.6,6,keary-colbert-1
127,Damien Dorsey*,Louisville,CUSA,11,52,753,14.5,7,1,-2,-2.0,0,53,751,14.2,7,damien-dorsey-1
128,Charles Frederick*,Washington,Pac-10,13,45,651,14.5,2,3,11,3.7,0,48,662,13.8,2,charles-frederick-1
129,Torey Morris,East Carolina,CUSA,12,38,552,14.5,3,,,,,38,552,14.5,3,torey-morris-1
130,Latarence Dunbar*,TCU,CUSA,11,31,449,14.5,4,18,121,6.7,1,49,570,11.6,5,latarence-dunbar-1
131,Kassim Osgood,San Diego State,MWC,13,108,1552,14.4,8,,,,,108,1552,14.4,8,kassim-osgood-1
132,Korey Kirkpatrick,Miami (OH),MAC,12,26,375,14.4,2,1,23,23.0,0,27,398,14.7,2,korey-kirkpatrick-1
133,Cole Magner,Bowling Green State,MAC,12,26,374,14.4,2,11,81,7.4,1,37,455,12.3,3,cole-magner-1
134,Mike Bush*,Washington State,Pac-10,13,49,699,14.3,6,,,,,49,699,14.3,6,mike-bush-1
135,Justin Colbert*,Hawaii,WAC,14,92,1302,14.2,8,,,,,92,1302,14.2,8,justin-colbert-1
136,Derek Abney,Kentucky,SEC,12,40,569,14.2,4,3,5,1.7,0,43,574,13.3,4,derek-abney-1
137,Greg Lewis,Illinois,Big Ten,12,38,538,14.2,4,,,,,38,538,14.2,4,greg-lewis-1
138,Dan Stricker,Vanderbilt,SEC,12,44,620,14.1,6,4,3,0.8,0,48,623,13.0,6,dan-stricker-1
139,Charles Sharon,Bowling Green State,MAC,12,33,465,14.1,3,,,,,33,465,14.1,3,charles-sharon-1
140,Jax Landfried*,Wake Forest,ACC,13,38,533,14.0,1,,,,,38,533,14.0,1,jax-landfried-1
141,Paul Arnold*,Washington,Pac-10,13,37,517,14.0,5,1,-4,-4.0,0,38,513,13.5,5,paul-arnold-1
142,J.R. Tolver,San Diego State,MWC,13,128,1785,13.9,13,6,40,6.7,1,134,1825,13.6,14,jr-tolver-1
143,Andre Forde,Buffalo,MAC,10,54,748,13.9,7,3,21,7.0,1,57,769,13.5,8,andre-forde-1
144,Greg Porter,Texas A&amp;M,Big 12,12,48,669,13.9,4,,,,,48,669,13.9,4,greg-porter-1
145,Cody Cardwell,SMU,WAC,12,48,668,13.9,3,4,-6,-1.5,0,52,662,12.7,3,cody-cardwell-1
146,George Wrighster*,Oregon,Pac-10,13,41,568,13.9,6,1,1,1.0,1,42,569,13.5,7,george-wrighster-1
147,John Hampton,SMU,WAC,12,32,445,13.9,3,,,,,32,445,13.9,3,john-hampton-1
148,Aaron Walker*,Florida,SEC,13,27,376,13.9,4,,,,,27,376,13.9,4,aaron-walker-2
149,Daryl Lightfoot*,Arizona State,Pac-10,12,40,552,13.8,2,4,54,13.5,0,44,606,13.8,2,daryl-lightfoot-1
150,Kelvin Kight*,Florida,SEC,13,37,511,13.8,1,1,3,3.0,0,38,514,13.5,1,kelvin-kight-1
151,Sterling Hicks*,North Carolina State,ACC,14,37,510,13.8,2,2,20,10.0,0,39,530,13.6,2,sterling-hicks-1
152,Leroy Handy*,Southern Mississippi,CUSA,13,38,520,13.7,0,,,,,38,520,13.7,0,leroy-handy-1
153,Kendrick Mosley,Western Michigan,MAC,9,37,507,13.7,3,2,10,5.0,0,39,517,13.3,3,kendrick-mosley-1
154,Rodney Wilkerson,Brigham Young,MWC,12,27,371,13.7,1,1,6,6.0,0,28,377,13.5,1,rodney-wilkerson-1
155,Arnaz Battle*,Notre Dame,Ind,13,58,786,13.6,5,3,2,0.7,0,61,788,12.9,5,arnaz-battle-1
156,Keith Hemmings*,Boston College,Big East,12,41,559,13.6,2,,,,,41,559,13.6,2,keith-hemmings-1
157,Nichiren Flowers,Nevada,WAC,10,33,450,13.6,4,,,,,33,450,13.6,4,nichiren-flowers-1
158,Johnnie Morant,Syracuse,Big East,9,24,327,13.6,0,3,19,6.3,1,27,346,12.8,1,johnnie-morant-1
159,Chris Pittman*,Colorado State,MWC,14,60,807,13.5,1,9,55,6.1,0,69,862,12.5,1,chris-pittman-1
160,Travis Anglin,Memphis,CUSA,12,55,740,13.5,5,10,52,5.2,0,65,792,12.2,5,travis-anglin-1
161,Chris Johnson*,Southern Mississippi,CUSA,12,50,673,13.5,3,2,16,8.0,0,52,689,13.3,3,chris-johnson-4
162,Tye Keith*,Cincinnati,CUSA,14,49,660,13.5,4,,,,,49,660,13.5,4,tye-keith-1
163,Lamar Slade*,Pitt,Big East,13,48,649,13.5,4,,,,,48,649,13.5,4,lamar-slade-1
164,Tyrone Calico,Middle Tennessee State,Sun Belt,12,45,606,13.5,4,10,14,1.4,0,55,620,11.3,4,tyrone-calico-1
165,Jamaul Montgomery*,Iowa State,Big 12,13,36,485,13.5,5,2,-3,-1.5,0,38,482,12.7,5,jamaul-montgomery-1
166,Marcel Willis*,Auburn,SEC,13,31,417,13.5,1,,,,,31,417,13.5,1,marcel-willis-1
167,Carl Ford*,Toledo,MAC,14,79,1062,13.4,9,1,37,37.0,0,80,1099,13.7,9,carl-ford-1
168,Charles Pauley,San Jose State,WAC,13,60,804,13.4,4,26,67,2.6,3,86,871,10.1,7,charles-pauley-1
169,Josh Lyman,Utah,MWC,11,44,590,13.4,3,2,15,7.5,0,46,605,13.2,3,josh-lyman-1
170,Bryan Peterson*,North Carolina State,ACC,14,42,559,13.3,6,9,24,2.7,0,51,583,11.4,6,bryan-peterson-1
171,Michael Johnson*,Georgia,SEC,14,28,373,13.3,2,,,,,28,373,13.3,2,michael-johnson-3
172,Chris Iskra,South Florida,Ind,11,26,345,13.3,2,,,,,26,345,13.3,2,chris-iskra-1
173,Jack Whitver*,Iowa State,Big 12,14,52,685,13.2,0,1,12,12.0,0,53,697,13.2,0,jack-whitver-1
174,Kareem Kelly*,USC,Pac-10,13,46,605,13.2,4,1,1,1.0,0,47,606,12.9,4,kareem-kelly-1
175,Matt Cherry,Akron,MAC,7,35,463,13.2,3,,,,,35,463,13.2,3,matt-cherry-1
176,Terrance Copper,East Carolina,CUSA,12,30,395,13.2,0,2,-4,-2.0,0,32,391,12.2,0,terrance-copper-1
177,Justin Gage,Missouri,Big 12,12,82,1075,13.1,9,2,9,4.5,0,84,1084,12.9,9,justin-gage-1
178,Reno Mahe,Brigham Young,MWC,12,59,771,13.1,2,15,64,4.3,1,74,835,11.3,3,reno-mahe-1
179,Michael Clayton*,LSU,SEC,13,57,749,13.1,5,1,3,3.0,0,58,752,13.0,5,michael-clayton-1
180,Curtis Fagan*,Oklahoma,Big 12,13,30,393,13.1,3,4,48,12.0,0,34,441,13.0,3,curtis-fagan-1
181,Willis McGahee*,Miami (FL),Big East,13,27,355,13.1,0,282,1753,6.2,28,309,2108,6.8,28,willis-mcgahee-1
182,Billy McMullen*,Virginia,ACC,14,69,894,13.0,3,7,37,5.3,1,76,931,12.3,4,billy-mcmullen-1
183,Ben Utecht*,Minnesota,Big Ten,13,37,480,13.0,6,1,1,1.0,0,38,481,12.7,6,ben-utecht-1
184,Brock Ralph,Wyoming,MWC,12,34,443,13.0,2,1,1,1.0,0,35,444,12.7,2,brock-ralph-1
185,Joshua Tinch*,Louisville,CUSA,13,33,429,13.0,4,,,,,33,429,13.0,4,joshua-tinch-1
186,George Marshall,North Texas,Sun Belt,12,29,377,13.0,2,,,,,29,377,13.0,2,george-marshall-1
187,Nick Sparks,Akron,MAC,11,26,338,13.0,1,6,13,2.2,0,32,351,11.0,1,nick-sparks-1
188,Nehemiah Glover*,Texas Tech,Big 12,14,52,673,12.9,10,2,16,8.0,0,54,689,12.8,10,nehemiah-glover-1
189,Paris Jackson,Utah,MWC,11,43,553,12.9,6,1,4,4.0,0,44,557,12.7,6,paris-jackson-1
190,Shaun Feldeisen,Connecticut,Ind,12,33,425,12.9,2,,,,,33,425,12.9,2,shaun-feldeisen-1
191,Chris Francies,UTEP,WAC,11,27,347,12.9,1,,,,,27,347,12.9,1,chris-francies-1
192,D.J. Curry,Louisiana Tech,WAC,12,57,730,12.8,3,2,3,1.5,0,59,733,12.4,3,dj-curry-1
193,Brandon Williams*,Wisconsin,Big Ten,14,52,663,12.8,3,2,16,8.0,0,54,679,12.6,3,brandon-williams-6
194,George Wilson*,Arkansas,SEC,14,49,626,12.8,7,,,,,49,626,12.8,7,george-wilson-1
195,Ray Ray Bivines,Mississippi State,SEC,12,40,511,12.8,4,8,27,3.4,0,48,538,11.2,4,ray-ray-bivines-1
196,William White,Army,CUSA,11,30,384,12.8,0,3,13,4.3,0,33,397,12.0,0,william-white-1
197,Sloan Thomas*,Texas,Big 12,13,30,383,12.8,2,1,24,24.0,0,31,407,13.1,2,sloan-thomas-1
198,Kellen Winslow*,Miami (FL),Big East,13,57,726,12.7,8,,,,,57,726,12.7,8,kellen-winslow-1
199,Chris Belser,Idaho,Sun Belt,11,47,595,12.7,4,,,,,47,595,12.7,4,chris-belser-1
200,Tommy Collins,Connecticut,Ind,12,39,497,12.7,6,,,,,39,497,12.7,6,tommy-collins-1
201,Derek Hagan*,Arizona State,Pac-10,14,32,405,12.7,0,,,,,32,405,12.7,0,derek-hagan-1
202,Alex Smith,Stanford,Pac-10,11,30,380,12.7,2,,,,,30,380,12.7,2,alex-smith-2
203,Marcellus Jones,Kansas,Big 12,12,29,368,12.7,4,1,4,4.0,0,30,372,12.4,4,marcellus-jones-1
204,Erick Franklin,Louisiana Tech,WAC,12,28,356,12.7,4,1,-7,-7.0,0,29,349,12.0,4,erick-franklin-1
205,Jonathan Makonnen,California,Pac-10,12,54,682,12.6,7,2,-39,-19.5,0,56,643,11.5,7,jonathan-makonnen-1
206,Carlos Francis*,Texas Tech,Big 12,13,50,632,12.6,7,3,19,6.3,1,53,651,12.3,8,carlos-francis-1
207,Dante Ridgeway,Ball State,MAC,12,44,556,12.6,4,,,,,44,556,12.6,4,dante-ridgeway-1
208,Jason Branch,Miami (OH),MAC,11,40,505,12.6,7,,,,,40,505,12.6,7,jason-branch-1
209,Jason Witten*,Tennessee,SEC,13,39,493,12.6,5,,,,,39,493,12.6,5,jason-witten-1
210,Byron Gasaway,Kansas,Big 12,12,39,490,12.6,5,,,,,39,490,12.6,5,byron-gasaway-1
211,Geoff McArthur,California,Pac-10,10,36,454,12.6,1,2,9,4.5,1,38,463,12.2,2,geoff-mcarthur-1
212,Clifton Herbert*,Hawaii,WAC,14,30,377,12.6,3,3,10,3.3,0,33,387,11.7,3,clifton-herbert-1
213,Larry Bostic,Ball State,MAC,12,23,289,12.6,5,4,26,6.5,0,27,315,11.7,5,larry-bostic-1
214,Orlando Winston,Idaho,Sun Belt,11,50,624,12.5,1,,,,,50,624,12.5,1,orlando-winston-1
215,Antwone Savage*,Oklahoma,Big 12,14,35,438,12.5,4,2,-18,-9.0,0,37,420,11.4,4,antwone-savage-1
216,Neal Gossett*,Hawaii,WAC,11,33,413,12.5,3,,,,,33,413,12.5,3,neal-gossett-1
217,Aaron Moorehead,Illinois,Big Ten,12,32,399,12.5,2,,,,,32,399,12.5,2,aaron-moorehead-1
218,Jon Schweighardt,Northwestern,Big Ten,12,58,719,12.4,3,,,,,58,719,12.4,3,jon-schweighardt-1
219,James Hawkins,Bowling Green State,MAC,12,44,546,12.4,5,1,-7,-7.0,0,45,539,12.0,5,james-hawkins-1
220,Miquelle Henderson*,West Virginia,Big East,11,40,496,12.4,2,1,8,8.0,0,41,504,12.3,2,miquelle-henderson-1
221,Luke Clemens,Miami (OH),MAC,12,27,334,12.4,1,223,1009,4.5,16,250,1343,5.4,17,luke-clemens-1
222,Wes Welker*,Texas Tech,Big 12,14,86,1054,12.3,7,31,244,7.9,0,117,1298,11.1,7,wes-welker-1
223,Josh Jelmberg,Idaho,Sun Belt,10,64,785,12.3,8,2,7,3.5,0,66,792,12.0,8,josh-jelmberg-1
224,Chris Norwood,Louisiana Tech,WAC,11,61,748,12.3,4,,,,,61,748,12.3,4,chris-norwood-1
