
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
222,Jonathan Golden,Baylor,Big 12,10,75,215,2.9,2,12,47,3.9,1,87,262,3.0,3,jonathan-golden-1
223,Ronald Curry,North Carolina,ACC,10,89,253,2.8,3,,,,,89,253,2.8,3,ronald-curry-1
224,Sunny Byrd*,USC,Pac-10,11,123,336,2.7,4,11,81,7.4,0,134,417,3.1,4,sunny-byrd-1
225,Shaun Hill,Maryland,ACC,11,116,309,2.7,7,,,,,116,309,2.7,7,shaun-hill-1
226,Marquel Blackwell,South Florida,Ind,11,92,241,2.6,9,1,17,17.0,0,93,258,2.8,9,marquel-blackwell-1
227,Phil Petty*,South Carolina,SEC,12,82,215,2.6,3,,,,,82,215,2.6,3,phil-petty-1
228,Lester Trammer,Temple,Big East,11,81,207,2.6,4,5,65,13.0,1,86,272,3.2,5,lester-trammer-1
229,Zack Mills,Penn State,Big Ten,10,74,187,2.5,3,,,,,74,187,2.5,3,zack-mills-1
230,R.J. Anderson,Syracuse,Big East,12,111,245,2.2,5,1,-5,-5.0,0,112,240,2.1,5,rj-anderson-1
231,Brandon Hance*,Purdue,Big Ten,9,112,242,2.2,4,1,31,31.0,1,113,273,2.4,5,brandon-hance-1
232,Kainoa Akina,Eastern Michigan,MAC,11,84,177,2.1,0,1,33,33.0,0,85,210,2.5,0,kainoa-akina-1
233,Casey Kelly,New Mexico,MWC,9,70,143,2.0,2,,,,,70,143,2.0,2,casey-kelly-1
234,Mario Kinsey,Kansas,Big 12,10,130,225,1.7,3,,,,,130,225,1.7,3,mario-kinsey-1
235,David Garrard,East Carolina,CUSA,11,116,194,1.7,6,,,,,116,194,1.7,6,david-garrard-1
236,Luke McCown,Louisiana Tech,WAC,11,87,144,1.7,4,,,,,87,144,1.7,4,luke-mccown-1
237,Scott Hall,North Texas,Sun Belt,11,86,143,1.7,4,1,14,14.0,0,87,157,1.8,4,scott-hall-1
238,Ben Roethlisberger,Miami (OH),MAC,12,120,189,1.6,3,,,,,120,189,1.6,3,ben-roethlisberger-1
239,Steve Bellisari,Ohio State,Big Ten,9,72,97,1.3,2,,,,,72,97,1.3,2,steve-bellisari-1
240,Casey Printers,TCU,CUSA,10,69,87,1.3,3,,,,,69,87,1.3,3,casey-printers-1
241,Chris Finlen,Northern Illinois,MAC,11,86,106,1.2,4,,,,,86,106,1.2,4,chris-finlen-1
242,Jason Gesser*,Washington State,Pac-10,12,86,101,1.2,2,,,,,86,101,1.2,2,jason-gesser-1
243,David Page,SMU,WAC,9,93,105,1.1,3,,,,,93,105,1.1,3,david-page-1
244,Talmadge Hill,Ball State,MAC,11,98,79,0.8,1,,,,,98,79,0.8,1,talmadge-hill-1
245,Kyle Boller,California,Pac-10,10,77,63,0.8,1,2,18,9.0,0,79,81,1.0,1,kyle-boller-1
246,David Carr*,Fresno State,WAC,14,94,67,0.7,5,,,,,94,67,0.7,5,david-carr-1
247,Dave Ragone,Louisville,CUSA,12,92,66,0.7,3,0,6,,0,92,72,0.8,3,dave-ragone-1
248,Cody Pickett,Washington,Pac-10,10,83,60,0.7,5,1,-11,-11.0,0,84,49,0.6,5,cody-pickett-1
249,Carson Palmer*,USC,Pac-10,12,88,34,0.4,1,,,,,88,34,0.4,1,carson-palmer-1
250,Jeff Kelly,Southern Mississippi,CUSA,11,95,32,0.3,3,1,6,6.0,1,96,38,0.4,4,jeff-kelly-1
251,D. Bryant,Duke,ACC,11,83,15,0.2,3,,,,,83,15,0.2,3,d-bryant-1
252,Aso Pogi,Oklahoma State,Big 12,11,70,-8,-0.1,3,,,,,70,-8,-0.1,3,aso-pogi-1
253,Greg Zolman,Vanderbilt,SEC,11,69,-8,-0.1,5,1,-1,-1.0,0,70,-9,-0.1,5,greg-zolman-1
254,Casey Bramlet,Wyoming,MWC,11,89,-21,-0.2,6,1,-1,-1.0,0,90,-22,-0.2,6,casey-bramlet-1
255,Jeff Smoker*,Michigan State,Big Ten,11,81,-58,-0.7,2,,,,,81,-58,-0.7,2,jeff-smoker-1
256,Ryan Cubit,Rutgers,Big East,11,86,-99,-1.2,0,,,,,86,-99,-1.2,0,ryan-cubit-1
257,Brock Nutter,Troy,Ind,11,84,-203,-2.4,2,,,,,84,-203,-2.4,2,brock-nutter-1
