
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
70,Kenan Lawhorne,Central Michigan,MAC,11,99,506,5.1,4,33,190,5.8,0,132,696,5.3,4,kenan-lawhorne-1
71,Josh Levi*,Fresno State,WAC,13,91,460,5.1,5,6,53,8.8,0,97,513,5.3,5,josh-levi-1
72,Larry Ned,San Diego State,MWC,11,311,1549,5.0,15,16,138,8.6,0,327,1687,5.2,15,larry-ned-1
73,Anthony Davis,Wisconsin,Big Ten,11,291,1466,5.0,11,,,,,291,1466,5.0,11,anthony-davis-3
74,Travis Stephens,Tennessee,SEC,12,291,1464,5.0,10,19,169,8.9,1,310,1633,5.3,11,travis-stephens-1
75,Chris Brown,Colorado,Big 12,12,190,946,5.0,16,6,36,6.0,0,196,982,5.0,16,chris-brown-1
76,Demontray Carter,Troy,Ind,11,160,801,5.0,8,24,194,8.1,4,184,995,5.4,12,demontray-carter-2
77,Zack Abron,Missouri,Big 12,11,157,783,5.0,6,2,10,5.0,0,159,793,5.0,6,zack-abron-1
78,Robbie Beck,Rice,WAC,12,126,634,5.0,7,4,55,13.8,1,130,689,5.3,8,robbie-beck-1
79,Nate Scott,Wyoming,MWC,8,111,550,5.0,3,7,67,9.6,0,118,617,5.2,3,nate-scott-1
80,Antwon McCray,Toledo,MAC,10,105,521,5.0,6,13,159,12.2,0,118,680,5.8,6,antwon-mccray-1
81,Ravon Anderson,Rutgers,Big East,11,69,344,5.0,1,13,87,6.7,0,82,431,5.3,1,ravon-anderson-1
82,Avon Cobourne,West Virginia,Big East,11,267,1298,4.9,9,23,124,5.4,0,290,1422,4.9,9,avon-cobourne-1
83,Brock Forsey,Boise State,WAC,12,246,1207,4.9,13,35,369,10.5,3,281,1576,5.6,16,brock-forsey-1
84,Woodrow Dantzler,Clemson,ACC,11,206,1004,4.9,10,,,,,206,1004,4.9,10,woodrow-dantzler-1
85,Dante Brown,Memphis,CUSA,11,184,902,4.9,11,13,65,5.0,1,197,967,4.9,12,dante-brown-1
86,Alex Haynes,UCF,Ind,9,140,690,4.9,9,14,143,10.2,0,154,833,5.4,9,alex-haynes-1
87,Josh Harris,Bowling Green State,MAC,10,126,614,4.9,8,1,14,14.0,1,127,628,4.9,9,josh-harris-2
88,T.J. Patterson,Louisville,CUSA,9,118,576,4.9,7,9,69,7.7,0,127,645,5.1,7,tj-patterson-1
89,Leotis Palmer,Air Force,MWC,12,106,516,4.9,3,9,75,8.3,0,115,591,5.1,3,leotis-palmer-1
90,Brandon Payne,Akron,MAC,5,101,498,4.9,6,11,75,6.8,0,112,573,5.1,6,brandon-payne-2
91,Holmon Wiggins,New Mexico,MWC,11,97,475,4.9,1,13,167,12.8,0,110,642,5.8,1,holmon-wiggins-1
92,Tony Fisher,Notre Dame,Ind,9,78,384,4.9,4,3,-4,-1.3,0,81,380,4.7,4,tony-fisher-1
93,Akil Harris,UCLA,Pac-10,10,76,375,4.9,3,,,,,76,375,4.9,3,akil-harris-1
94,Ladell Betts*,Iowa,Big Ten,12,222,1060,4.8,10,15,137,9.1,1,237,1197,5.1,11,ladell-betts-1
95,Willie Parker,North Carolina,ACC,9,83,400,4.8,3,2,26,13.0,0,85,426,5.0,3,willie-parker-1
96,Terrence Jackson,Central Michigan,MAC,11,252,1194,4.7,10,3,53,17.7,0,255,1247,4.9,10,terrence-jackson-1
97,James Mungro,Syracuse,Big East,12,248,1170,4.7,14,17,94,5.5,1,265,1264,4.8,15,james-mungro-1
98,Cedric Benson,Texas,Big 12,12,223,1053,4.7,12,17,203,11.9,1,240,1256,5.2,13,cedric-benson-1
99,Paris Gaines*,Fresno State,WAC,13,220,1044,4.7,8,22,254,11.5,4,242,1298,5.4,12,paris-gaines-1
100,Jarmar Julien,San Jose State,WAC,12,174,820,4.7,12,12,108,9.0,0,186,928,5.0,12,jarmar-julien-1
101,Fred Talley,Arkansas,SEC,11,164,774,4.7,4,4,20,5.0,0,168,794,4.7,4,fred-talley-1
102,Keith Burnell,Virginia Tech,Big East,11,149,707,4.7,9,7,26,3.7,0,156,733,4.7,9,keith-burnell-1
103,Casinious Moore,Auburn,SEC,11,111,526,4.7,4,9,143,15.9,0,120,669,5.6,4,casinious-moore-1
104,Larry Johnson,Penn State,Big Ten,11,71,337,4.7,2,11,136,12.4,2,82,473,5.8,4,larry-johnson-1
105,Marcus Merriweather,Ball State,MAC,10,268,1244,4.6,12,4,16,4.0,1,272,1260,4.6,13,marcus-merriweather-1
106,Kenton Keith,New Mexico State,Sun Belt,11,183,839,4.6,11,8,118,14.8,1,191,957,5.0,12,kenton-keith-1
107,Musa Smith,Georgia,SEC,9,119,548,4.6,6,10,87,8.7,0,129,635,4.9,6,musa-smith-1
108,Derek Farmer,Texas A&amp;M,Big 12,8,110,503,4.6,2,13,84,6.5,0,123,587,4.8,2,derek-farmer-1
109,John Gibson,Bowling Green State,MAC,11,97,444,4.6,3,4,41,10.3,0,101,485,4.8,3,john-gibson-2
110,Ivan Taylor,Louisiana,Sun Belt,11,70,323,4.6,3,18,125,6.9,0,88,448,5.1,3,ivan-taylor-1
111,Ennis Haywood,Iowa State,Big 12,11,258,1169,4.5,14,20,138,6.9,0,278,1307,4.7,14,ennis-haywood-1
112,Jarrod Baxter,New Mexico,MWC,11,203,907,4.5,11,7,49,7.0,0,210,956,4.6,11,jarrod-baxter-1
113,Joffrey Reynolds,Houston,CUSA,11,181,818,4.5,7,37,349,9.4,1,218,1167,5.4,8,joffrey-reynolds-1
114,Chris R. Roberson,Eastern Michigan,MAC,11,167,755,4.5,3,23,91,4.0,1,190,846,4.5,4,chris-r-roberson-1
115,Chris Roberson,Eastern Michigan,MAC,11,167,755,4.5,3,23,91,4.0,1,190,846,4.5,4,chris-roberson-1
116,Ell Roberson,Kansas State,Big 12,10,142,643,4.5,9,,,,,142,643,4.5,9,ell-roberson-1
117,Rodney Williams,Vanderbilt,SEC,11,131,590,4.5,4,19,212,11.2,0,150,802,5.3,4,rodney-williams-1
118,Jason Thomas,UNLV,MWC,10,107,481,4.5,4,,,,,107,481,4.5,4,jason-thomas-1
119,Corey Connally,TCU,CUSA,8,98,444,4.5,4,5,59,11.8,0,103,503,4.9,4,corey-connally-1
120,Nick Maddox,Florida State,ACC,11,98,438,4.5,3,26,262,10.1,1,124,700,5.6,4,nick-maddox-1
121,Keylon Kincade,SMU,WAC,9,93,421,4.5,1,10,59,5.9,0,103,480,4.7,1,keylon-kincade-1
122,Kyle Herm,Rice,WAC,12,205,897,4.4,11,,,,,205,897,4.4,11,kyle-herm-1
123,Joe Gunn,Ole Miss,SEC,11,200,870,4.4,9,13,48,3.7,1,213,918,4.3,10,joe-gunn-1
124,B.J. Askew,Michigan,Big Ten,11,190,831,4.4,10,24,213,8.9,1,214,1044,4.9,11,bj-askew-1
125,Quentin Griffin,Oklahoma,Big 12,12,182,804,4.4,9,55,440,8.0,2,237,1244,5.2,11,quentin-griffin-1
126,Damien Anderson,Northwestern,Big Ten,8,172,757,4.4,8,13,107,8.2,0,185,864,4.7,8,damien-anderson-1
127,Derek Watson*,South Carolina,SEC,12,139,618,4.4,5,27,218,8.1,2,166,836,5.0,7,derek-watson-1
128,Willie Hurst,Washington,Pac-10,10,138,607,4.4,7,12,135,11.3,1,150,742,4.9,8,willie-hurst-1
129,Philip Reed,Western Michigan,MAC,9,122,539,4.4,2,12,90,7.5,2,134,629,4.7,4,philip-reed-1
130,Carey Davis,Illinois,Big Ten,11,104,454,4.4,1,37,250,6.8,3,141,704,5.0,4,carey-davis-1
131,Sherman Austin,UTEP,WAC,9,103,450,4.4,5,15,149,9.9,1,118,599,5.1,6,sherman-austin-1
132,Thomas Cox,UAB,CUSA,8,101,445,4.4,5,1,11,11.0,0,102,456,4.5,5,thomas-cox-1
133,Artose Pinner,Kentucky,SEC,11,100,441,4.4,4,12,115,9.6,0,112,556,5.0,4,artose-pinner-1
134,Derrick Knight,Boston College,Big East,9,76,337,4.4,1,9,101,11.2,0,85,438,5.2,1,derrick-knight-1
135,Charles Stackhouse,Ole Miss,SEC,11,75,330,4.4,5,21,172,8.2,2,96,502,5.2,7,charles-stackhouse-1
136,Jonathan Adams,Arkansas State,Sun Belt,11,233,1004,4.3,5,10,103,10.3,0,243,1107,4.6,5,jonathan-adams-1
137,Labrandon Toefield,LSU,SEC,12,230,992,4.3,19,13,148,11.4,0,243,1140,4.7,19,labrandon-toefield-1
138,Demarco McCleskey,Cincinnati,CUSA,11,179,765,4.3,7,10,115,11.5,0,189,880,4.7,7,demarco-mccleskey-1
139,Julius Jones,Notre Dame,Ind,11,168,718,4.3,6,9,57,6.3,1,177,775,4.4,7,julius-jones-1
140,Terrell Williams,California,Pac-10,11,160,688,4.3,4,14,132,9.4,1,174,820,4.7,5,terrell-williams-1
141,Carlyle Holiday,Notre Dame,Ind,11,156,666,4.3,2,1,17,17.0,0,157,683,4.4,2,carlyle-holiday-1
142,Steve Little,Miami (OH),MAC,11,135,587,4.3,8,19,136,7.2,2,154,723,4.7,10,steve-little-1
143,Fred Staton,Wake Forest,ACC,11,137,583,4.3,7,1,28,28.0,0,138,611,4.4,7,fred-staton-1
144,Rocky Harvey,Illinois,Big Ten,11,136,578,4.3,4,14,208,14.9,1,150,786,5.2,5,rocky-harvey-1
145,Joe Alls,Bowling Green State,MAC,10,129,553,4.3,3,9,34,3.8,0,138,587,4.3,3,joe-alls-1
146,Derrick Gordon,Buffalo,MAC,11,113,486,4.3,3,6,37,6.2,0,119,523,4.4,3,derrick-gordon-1
147,Patrick Cobbs,North Texas,Sun Belt,11,93,399,4.3,3,8,165,20.6,0,101,564,5.6,3,patrick-cobbs-1
148,Michael Turner,Northern Illinois,MAC,10,92,395,4.3,3,10,76,7.6,0,102,471,4.6,3,michael-turner-2
149,Clenton Crossley,South Florida,Ind,10,88,380,4.3,7,19,178,9.4,2,107,558,5.2,9,clenton-crossley-1
150,Kevin Galbreath,North Texas,Sun Belt,11,264,1119,4.2,4,3,12,4.0,0,267,1131,4.2,4,kevin-galbreath-1
151,Brian Madden,Navy,Ind,8,217,905,4.2,8,,,,,217,905,4.2,8,brian-madden-1
152,Dave Minnich*,Washington State,Pac-10,9,192,815,4.2,6,18,169,9.4,2,210,984,4.7,8,dave-minnich-1
153,Raymond Kirkley,Pitt,Big East,11,155,645,4.2,3,19,127,6.7,0,174,772,4.4,3,raymond-kirkley-1
154,Duan Ruff,Colorado State,MWC,11,150,633,4.2,4,3,25,8.3,0,153,658,4.3,4,duan-ruff-1
155,Dawayne Woods,Southern Mississippi,CUSA,9,140,594,4.2,9,16,192,12.0,3,156,786,5.0,12,dawayne-woods-1
156,Seneca Wallace,Iowa State,Big 12,11,114,475,4.2,7,,,,,114,475,4.2,7,seneca-wallace-1
157,Anthony Tenner,Idaho,Sun Belt,11,111,462,4.2,10,12,102,8.5,0,123,564,4.6,10,anthony-tenner-1
158,Deonce Whitaker,San Jose State,WAC,10,108,450,4.2,1,4,13,3.3,0,112,463,4.1,1,deonce-whitaker-1
159,Joe Igber,California,Pac-10,7,94,399,4.2,2,16,139,8.7,2,110,538,4.9,4,joe-igber-1
160,Robert Gillespie,Florida,SEC,11,94,395,4.2,1,41,445,10.9,2,135,840,6.2,3,robert-gillespie-1
161,Brooks Bollinger,Wisconsin,Big Ten,9,92,388,4.2,6,1,26,26.0,0,93,414,4.5,6,brooks-bollinger-1
162,James Burns,Air Force,MWC,12,88,372,4.2,3,7,82,11.7,1,95,454,4.8,4,james-burns-1
163,Jimmy Burns,Air Force,MWC,12,88,372,4.2,3,7,82,11.7,1,95,454,4.8,4,jimmy-burns-1
164,Alvin Pearman,Virginia,ACC,12,88,371,4.2,1,25,283,11.3,3,113,654,5.8,4,alvin-pearman-1
165,Joe Burns,Georgia Tech,ACC,12,282,1165,4.1,14,28,249,8.9,1,310,1414,4.6,15,joe-burns-1
166,Thomas Hammock,Northern Illinois,MAC,11,268,1096,4.1,7,15,70,4.7,0,283,1166,4.1,7,thomas-hammock-1
167,Tarence Williams,Wake Forest,ACC,10,249,1018,4.1,10,2,10,5.0,0,251,1028,4.1,10,tarence-williams-1
168,Ken Simonton,Oregon State,Pac-10,11,239,971,4.1,8,17,160,9.4,1,256,1131,4.4,9,ken-simonton-1
169,Reggie Duncan,Kansas,Big 12,10,181,739,4.1,3,4,44,11.0,0,185,783,4.2,3,reggie-duncan-1
170,Ray Jackson,Cincinnati,CUSA,11,145,592,4.1,7,27,455,16.9,3,172,1047,6.1,10,ray-jackson-1
171,Travis Zachery,Clemson,ACC,11,142,576,4.1,8,45,414,9.2,3,187,990,5.3,11,travis-zachery-1
172,Chris Perry,Michigan,Big Ten,10,112,456,4.1,2,6,46,7.7,0,118,502,4.3,2,chris-perry-1
173,Zach Gerstner,Idaho,Sun Belt,11,82,339,4.1,2,28,283,10.1,1,110,622,5.7,3,zach-gerstner-1
174,Robbie Mixon,Central Michigan,MAC,5,71,291,4.1,2,14,96,6.9,0,85,387,4.6,2,robbie-mixon-1
175,Dontae Walker,Mississippi State,SEC,11,136,548,4.0,5,5,29,5.8,0,141,577,4.1,5,dontae-walker-1
176,Luke Clemens,Miami (OH),MAC,11,109,431,4.0,1,10,110,11.0,0,119,541,4.5,1,luke-clemens-1
177,Arlen Harris,Virginia,ACC,8,92,368,4.0,1,3,14,4.7,1,95,382,4.0,2,arlen-harris-1
178,Jasper Sanks,Georgia,SEC,9,84,338,4.0,2,2,2,1.0,0,86,340,4.0,2,jasper-sanks-1
179,Marc Riley,Maryland,ACC,10,85,338,4.0,10,7,59,8.4,0,92,397,4.3,10,marc-riley-1
180,K.C. Enzminger,New Mexico State,Sun Belt,12,83,331,4.0,3,,,,,83,331,4.0,3,kc-enzminger-1
181,Chris Douglas,Duke,ACC,11,218,841,3.9,7,26,233,9.0,1,244,1074,4.4,8,chris-douglas-1
182,Tatum Bell,Oklahoma State,Big 12,10,197,776,3.9,6,18,97,5.4,0,215,873,4.1,6,tatum-bell-1
183,Ray Robinson,North Carolina State,ACC,11,190,733,3.9,10,52,376,7.2,1,242,1109,4.6,11,ray-robinson-1
184,Jerome Coleman,Louisiana,Sun Belt,10,162,625,3.9,10,16,141,8.8,1,178,766,4.3,11,jerome-coleman-1
185,Marquis Dwarte,Buffalo,MAC,10,141,546,3.9,6,16,84,5.3,1,157,630,4.0,7,marquis-dwarte-1
186,Chris Rix,Florida State,ACC,11,99,389,3.9,3,1,-1,-1.0,0,100,388,3.9,3,chris-rix-1
187,Zain Gilmore,Missouri,Big 12,10,90,347,3.9,1,8,89,11.1,1,98,436,4.4,2,zain-gilmore-1
188,Joe Sherrill,Ohio,MAC,11,86,337,3.9,5,5,78,15.6,0,91,415,4.6,5,joe-sherrill-1
189,Ronnie Brown,Auburn,SEC,10,84,330,3.9,2,7,109,15.6,0,91,439,4.8,2,ronnie-brown-1
190,Asad Abdul-Khaliq,Minnesota,Big Ten,11,69,266,3.9,3,1,2,2.0,1,70,268,3.8,4,asad-abdul-khaliq-1
191,Jegil Dugger,UAB,CUSA,11,218,839,3.8,6,10,62,6.2,0,228,901,4.0,6,jegil-dugger-1
192,Tony Stallings,Louisville,CUSA,12,136,518,3.8,5,14,84,6.0,1,150,602,4.0,6,tony-stallings-1
193,Dennis Thomas,Rutgers,Big East,9,97,372,3.8,1,4,25,6.3,0,101,397,3.9,1,dennis-thomas-1
194,David Neill,Nevada,WAC,9,83,319,3.8,3,,,,,83,319,3.8,3,david-neill-1
195,Antoineo Harris,Illinois,Big Ten,9,167,626,3.7,6,3,10,3.3,0,170,636,3.7,6,antoineo-harris-1
196,Kerry Carter,Stanford,Pac-10,7,123,456,3.7,9,11,158,14.4,1,134,614,4.6,10,kerry-carter-1
197,Keith Joseph,Texas A&amp;M,Big 12,11,99,371,3.7,4,14,110,7.9,0,113,481,4.3,4,keith-joseph-1
198,Brandon Doman,Brigham Young,MWC,13,141,503,3.6,8,1,17,17.0,0,142,520,3.7,8,brandon-doman-1
199,Eric Richardson,Tulsa,WAC,11,131,469,3.6,5,34,203,6.0,0,165,672,4.1,5,eric-richardson-1
200,Sultan McCullough*,USC,Pac-10,6,115,410,3.6,5,6,100,16.7,1,121,510,4.2,6,sultan-mccullough-1
201,Montrell Lowe*,Purdue,Big Ten,12,183,640,3.5,4,9,51,5.7,0,192,691,3.6,4,montrell-lowe-1
202,Ricky Madison,TCU,CUSA,11,174,611,3.5,3,9,44,4.9,0,183,655,3.6,3,ricky-madison-1
203,C.J. Young,Army,CUSA,11,158,556,3.5,9,19,104,5.5,0,177,660,3.7,9,cj-young-1
204,Jamie Tyler,Rice,WAC,9,83,290,3.5,2,,,,,83,290,3.5,2,jamie-tyler-1
205,Anthony Krieg,Baylor,Big 12,11,70,245,3.5,1,19,104,5.5,0,89,349,3.9,1,anthony-krieg-1
206,Lydell Ross,Ohio State,Big Ten,11,119,406,3.4,6,2,8,4.0,0,121,414,3.4,6,lydell-ross-1
207,Charles Woods,Western Michigan,MAC,8,94,323,3.4,4,8,131,16.4,1,102,454,4.5,5,charles-woods-1
208,Zak Kustok,Northwestern,Big Ten,11,175,580,3.3,11,,,,,175,580,3.3,11,zak-kustok-1
209,Dontrell Jackson,Ohio,MAC,10,143,472,3.3,3,,,,,143,472,3.3,3,dontrell-jackson-1
210,Derek Armah,Wyoming,MWC,11,121,396,3.3,4,5,29,5.8,0,126,425,3.4,4,derek-armah-1
211,Cedric Cobbs,Arkansas,SEC,9,102,340,3.3,7,2,-2,-1.0,0,104,338,3.3,7,cedric-cobbs-1
212,Taber Small,Connecticut,Ind,9,100,326,3.3,4,5,22,4.4,0,105,348,3.3,4,taber-small-1
213,Marcus Jones,Rutgers,Big East,9,101,327,3.2,1,6,48,8.0,0,107,375,3.5,1,marcus-jones-5
214,Danny Wimprine,Memphis,CUSA,9,84,270,3.2,3,1,-10,-10.0,0,85,260,3.1,3,danny-wimprine-1
215,Eric McCoo,Penn State,Big Ten,11,82,265,3.2,6,16,154,9.6,3,98,419,4.3,9,eric-mccoo-1
216,Tim Blackwell,Southern Mississippi,CUSA,6,75,237,3.2,3,7,46,6.6,0,82,283,3.5,3,tim-blackwell-1
217,Andre' Williams,North Carolina,ACC,11,170,520,3.1,4,5,25,5.0,0,175,545,3.1,4,andre-williams-1
218,Rich Alexis,Washington,Pac-10,11,125,391,3.1,5,12,109,9.1,0,137,500,3.6,5,rich-alexis-1
219,Rod Rutherford,Pitt,Big East,11,81,255,3.1,6,,,,,81,255,3.1,6,rod-rutherford-1
220,James Walley,Southern Mississippi,CUSA,6,80,245,3.1,3,1,4,4.0,0,81,249,3.1,3,james-walley-1
221,Bryant Jacobs,Louisiana-Monroe,Sun Belt,11,103,305,3.0,1,9,115,12.8,1,112,420,3.8,2,bryant-jacobs-1
