
,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
218,Ryan Boykin*,Ohio,MAC,11,103,399,3.9,7,9,59,6.6,1,112,458,4.1,8,ryan-boykin-1
219,Chris Nwoke*,Colorado State,MWC,13,101,398,3.9,2,6,73,12.2,1,107,471,4.4,3,chris-nwoke-1
220,Philip Nelson,Minnesota,Big Ten,11,93,364,3.9,6,0,0,,0,93,364,3.9,6,philip-nelson-1
221,Wesley Tate*,Vanderbilt,SEC,12,90,355,3.9,4,18,149,8.3,1,108,504,4.7,5,wesley-tate-1
222,Brian Fields,Western Michigan,MAC,11,150,574,3.8,6,13,122,9.4,0,163,696,4.3,6,brian-fields-1
223,Christian Powell,Colorado,Pac-12,12,147,562,3.8,3,8,71,8.9,0,155,633,4.1,3,christian-powell-1
224,Storm Woods*,Oregon State,Pac-12,11,127,477,3.8,6,47,440,9.4,1,174,917,5.3,7,storm-woods-1
225,Josh Harris,Wake Forest,ACC,12,125,470,3.8,4,15,117,7.8,0,140,587,4.2,4,josh-harris-3
226,Akeem Hunt,Purdue,Big Ten,12,123,464,3.8,1,38,340,8.9,2,161,804,5.0,3,akeem-hunt-1
227,Mike Trumpy,Northwestern,Big Ten,11,98,370,3.8,2,15,98,6.5,0,113,468,4.1,2,mike-trumpy-1
228,Eric Soza,UTSA,CUSA,12,97,369,3.8,7,0,0,,0,97,369,3.8,7,eric-soza-1
229,Colin Reardon,Kent State,MAC,11,88,336,3.8,2,0,0,,0,88,336,3.8,2,colin-reardon-1
230,Jalen Richard,Southern Mississippi,CUSA,11,85,326,3.8,0,21,168,8.0,1,106,494,4.7,1,jalen-richard-1
231,Mack Brown,Florida,SEC,12,148,543,3.7,4,11,57,5.2,0,159,600,3.8,4,mack-brown-2
232,Jamal Wilson,Massachusetts,MAC,8,100,368,3.7,1,14,106,7.6,0,114,474,4.2,1,jamal-wilson-3
233,P.J. Walker,Temple,American,9,90,332,3.7,3,0,0,,0,90,332,3.7,3,pj-walker-1
234,Prescott Line,SMU,American,12,90,332,3.7,3,11,56,5.1,0,101,388,3.8,3,prescott-line-1
235,Lorenzo Woodley,Massachusetts,MAC,8,84,314,3.7,2,5,31,6.2,0,89,345,3.9,2,lorenzo-woodley-1
236,Connor Shaw*,South Carolina,SEC,13,154,558,3.6,6,1,9,9.0,1,155,567,3.7,7,connor-shaw-1
237,David Oku*,Arkansas State,Sun Belt,12,142,511,3.6,6,17,114,6.7,0,159,625,3.9,6,david-oku-1
238,Reggie Pegram*,North Texas,CUSA,8,94,338,3.6,6,6,56,9.3,0,100,394,3.9,6,reggie-pegram-1
239,Fitzgerald Toussaint*,Michigan,Big Ten,12,185,648,3.5,13,18,203,11.3,0,203,851,4.2,13,fitzgerald-toussaint-1
240,Taylor Kelly*,Arizona State,Pac-12,14,173,608,3.5,9,0,0,,0,173,608,3.5,9,taylor-kelly-1
241,Angel Santiago,Army,Ind,12,171,598,3.5,10,0,0,,0,171,598,3.5,10,angel-santiago-1
242,Lamarq Caldwell,Florida International,CUSA,12,144,504,3.5,1,13,104,8.0,1,157,608,3.9,2,lamarq-caldwell-1
243,Travis Evans,Georgia State,Sun Belt,10,115,405,3.5,3,10,83,8.3,0,125,488,3.9,3,travis-evans-1
244,Sam B. Richardson,Iowa State,Big 12,11,101,356,3.5,2,0,0,,0,101,356,3.5,2,sam-b-richardson-1
245,Max Delorenzo,Connecticut,American,12,99,349,3.5,5,8,69,8.6,0,107,418,3.9,5,max-delorenzo-1
246,Adam Kennedy*,Arkansas State,Sun Belt,13,153,524,3.4,4,0,0,,0,153,524,3.4,4,adam-kennedy-2
247,Terrance Broadway*,Louisiana,Sun Belt,12,131,442,3.4,8,0,0,,0,131,442,3.4,8,terrance-broadway-1
248,Ja'Terian Douglas,Tulsa,CUSA,12,113,379,3.4,2,11,117,10.6,1,124,496,4.0,3,jaterian-douglas-1
249,J.C. Coleman*,Virginia Tech,ACC,9,84,284,3.4,1,11,79,7.2,0,95,363,3.8,1,jc-coleman-1
250,Austin Gearing,Miami (OH),MAC,12,145,478,3.3,1,0,0,,0,145,478,3.3,1,austin-gearing-1
251,Brandon Connette*,Duke,ACC,13,101,337,3.3,14,1,5,5.0,0,102,342,3.4,14,brandon-connette-1
252,Savon Huggins*,Rutgers,American,13,86,286,3.3,2,12,66,5.5,0,98,352,3.6,2,savon-huggins-1
253,Derrick Green*,Michigan,Big Ten,11,83,270,3.3,2,0,0,,0,83,270,3.3,2,derrick-green-1
254,Stacey Bedell,Massachusetts,MAC,7,93,301,3.2,1,6,88,14.7,0,99,389,3.9,1,stacey-bedell-1
255,Chris Solomon,Nevada,MWC,10,89,282,3.2,1,3,79,26.3,0,92,361,3.9,1,chris-solomon-1
256,Garrett Gilbert,SMU,American,10,83,267,3.2,6,0,0,,0,83,267,3.2,6,garrett-gilbert-1
257,Blake Bortles*,UCF,American,13,87,272,3.1,6,0,0,,0,87,272,3.1,6,blake-bortles-1
258,Taylor McHargue*,Rice,CUSA,14,157,464,3.0,5,0,0,,0,157,464,3.0,5,taylor-mchargue-1
259,Trevone Boykin,TCU,Big 12,12,105,313,3.0,7,26,204,7.8,0,131,517,3.9,7,trevone-boykin-1
260,Rakeem Cato*,Marshall,CUSA,14,99,294,3.0,6,0,0,,0,99,294,3.0,6,rakeem-cato-1
261,Brandon Mitchell,North Carolina State,ACC,6,91,274,3.0,2,0,0,,0,91,274,3.0,2,brandon-mitchell-2
262,Devin Gardner*,Michigan,Big Ten,12,165,483,2.9,11,0,0,,0,165,483,2.9,11,devin-gardner-1
263,Tyler Jones,Texas State,Sun Belt,8,89,257,2.9,0,0,0,,0,89,257,2.9,0,tyler-jones-4
264,Vad Lee*,Georgia Tech,ACC,13,182,513,2.8,8,0,0,,0,182,513,2.8,8,vad-lee-1
265,Silas Spearman III,Florida International,CUSA,10,132,368,2.8,4,2,35,17.5,0,134,403,3.0,4,silas-spearman-iii-1
266,Bo Wallace*,Ole Miss,SEC,13,131,355,2.7,6,1,19,19.0,0,132,374,2.8,6,bo-wallace-1
267,Caleb Herring*,UNLV,MWC,13,127,346,2.7,5,0,0,,0,127,346,2.7,5,caleb-herring-1
268,Nate Romine,Air Force,MWC,9,75,205,2.7,3,0,0,,0,75,205,2.7,3,nate-romine-1
269,Tajh Boyd*,Clemson,ACC,13,154,400,2.6,10,0,0,,0,154,400,2.6,10,tajh-boyd-1
270,Jake Waters*,Kansas State,Big 12,13,118,312,2.6,6,0,0,,0,118,312,2.6,6,jake-waters-1
271,Andrew McDonald,New Mexico State,Ind,12,104,256,2.5,4,0,0,,0,104,256,2.5,4,andrew-mcdonald-2
272,Jameis Winston*,Florida State,ACC,14,88,219,2.5,4,0,0,,0,88,219,2.5,4,jameis-winston-1
273,Nathan Scheelhaase,Illinois,Big Ten,12,113,271,2.4,4,0,0,,0,113,271,2.4,4,nathan-scheelhaase-1
274,Kolton Browning,Louisiana-Monroe,Sun Belt,10,98,229,2.3,2,0,0,,0,98,229,2.3,2,kolton-browning-1
275,Bryce Petty*,Baylor,Big 12,13,94,209,2.2,14,0,0,,0,94,209,2.2,14,bryce-petty-1
276,Chad Chalich,Idaho,Ind,7,93,209,2.2,0,0,0,,0,93,209,2.2,0,chad-chalich-1
277,Baker Mayfield*,Texas Tech,Big 12,8,88,190,2.2,3,0,0,,0,88,190,2.2,3,baker-mayfield-1
278,Logan Thomas*,Virginia Tech,ACC,13,162,344,2.1,4,1,9,9.0,0,163,353,2.2,4,logan-thomas-1
279,Tanner Price,Wake Forest,ACC,12,123,240,2.0,5,1,4,4.0,1,124,244,2.0,6,tanner-price-1
280,Matt Johnson*,Bowling Green State,MAC,14,117,238,2.0,5,0,-8,,0,117,230,2.0,5,matt-johnson-3
281,David Watford,Virginia,ACC,12,104,208,2.0,3,1,-4,-4.0,0,105,204,1.9,3,david-watford-1
282,Paxton Lynch,Memphis,American,12,88,127,1.4,2,0,0,,0,88,127,1.4,2,paxton-lynch-1
283,Ronnie Bell,Georgia State,Sun Belt,12,80,113,1.4,3,1,6,6.0,0,81,119,1.5,3,ronnie-bell-1
284,Keith Price*,Washington,Pac-12,12,82,108,1.3,5,0,0,,0,82,108,1.3,5,keith-price-1
285,Shane Carden*,East Carolina,CUSA,13,90,103,1.1,10,1,14,14.0,1,91,117,1.3,11,shane-carden-1
286,Austin Boucher,Miami (OH),MAC,8,107,76,0.7,0,0,0,,0,107,76,0.7,0,austin-boucher-1
