
,,,,,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,-additional
227,Greg Olsen*,Miami (FL),ACC,12,40,489,12.2,1,,,,,40,489,12.2,1,greg-olsen-1
228,Mohamed Massaquoi*,Georgia,SEC,12,30,366,12.2,2,,,,,30,366,12.2,2,mohamed-massaquoi-1
229,Herb Martin*,Western Michigan,MAC,13,30,365,12.2,4,3,-4,-1.3,0,33,361,10.9,4,herb-martin-1
230,Levi Dejohnette,Arkansas State,Sun Belt,10,23,281,12.2,2,1,6,6.0,0,24,287,12.0,2,levi-dejohnette-1
231,Hoost Marsh,Wyoming,MWC,12,23,280,12.2,3,8,40,5.0,1,31,320,10.3,4,hoost-marsh-1
232,Eric Deslauriers,Eastern Michigan,MAC,12,74,898,12.1,5,,,,,74,898,12.1,5,eric-deslauriers-1
233,Kerry Reed,Michigan State,Big Ten,12,64,775,12.1,5,2,11,5.5,0,66,786,11.9,5,kerry-reed-1
234,Jeremy Williams,Tulane,CUSA,11,40,484,12.1,2,2,16,8.0,0,42,500,11.9,2,jeremy-williams-1
235,Jacob Tamme*,Kentucky,SEC,13,32,386,12.1,2,,,,,32,386,12.1,2,jacob-tamme-1
236,Marcus Edwards*,South Florida,Big East,13,27,328,12.1,2,,,,,27,328,12.1,2,marcus-edwards-2
237,Derrek Richards*,Utah,MWC,13,60,717,12.0,6,1,4,4.0,0,61,721,11.8,6,derrek-richards-1
238,Corey Partridge,Bowling Green State,MAC,10,55,658,12.0,3,3,18,6.0,0,58,676,11.7,3,corey-partridge-1
239,Matt Spaeth*,Minnesota,Big Ten,11,47,564,12.0,4,,,,,47,564,12.0,4,matt-spaeth-1
240,Chad Upshaw,Buffalo,MAC,12,35,419,12.0,1,,,,,35,419,12.0,1,chad-upshaw-1
241,Marlon Lucky*,Nebraska,Big 12,14,32,383,12.0,0,141,728,5.2,6,173,1111,6.4,6,marlon-lucky-1
242,Jermichael Finley*,Texas,Big 12,13,31,372,12.0,3,,,,,31,372,12.0,3,jermichael-finley-1
243,Earnest Williams,Memphis,CUSA,12,26,313,12.0,3,28,130,4.6,1,54,443,8.2,4,earnest-williams-1
244,Anthony Johnson,Arizona,Pac-10,12,26,312,12.0,3,2,8,4.0,0,28,320,11.4,3,anthony-johnson-1
245,Bryan Anderson*,Central Michigan,MAC,14,73,867,11.9,5,9,14,1.6,0,82,881,10.7,5,bryan-anderson-1
246,Damarcus Davis,Tulane,CUSA,12,51,607,11.9,4,1,-1,-1.0,0,52,606,11.7,4,damarcus-davis-1
247,Mike Thomas,Arizona,Pac-10,12,50,597,11.9,2,6,68,11.3,0,56,665,11.9,2,mike-thomas-9
248,De'Cody Fagg*,Florida State,ACC,11,37,439,11.9,1,0,10,,0,37,449,12.1,1,decody-fagg-1
249,Matt Trannon,Michigan State,Big Ten,10,44,518,11.8,3,,,,,44,518,11.8,3,matt-trannon-1
250,Tyler Holden,Wyoming,MWC,12,39,461,11.8,4,,,,,39,461,11.8,4,tyler-holden-1
251,Aaron Kelly*,Clemson,ACC,13,30,355,11.8,3,,,,,30,355,11.8,3,aaron-kelly-1
252,Junior Taylor*,UCLA,Pac-10,13,28,331,11.8,3,,,,,28,331,11.8,3,junior-taylor-1
253,Milan Moses,Iowa State,Big 12,9,24,282,11.8,0,,,,,24,282,11.8,0,milan-moses-1
254,Rice Moss,Syracuse,Big East,12,23,272,11.8,1,1,6,6.0,0,24,278,11.6,1,rice-moss-1
255,Quan Cosby*,Texas,Big 12,13,45,525,11.7,2,,,,,45,525,11.7,2,quan-cosby-1
256,Ken Brantley,Bowling Green State,MAC,12,32,374,11.7,2,,,,,32,374,11.7,2,ken-brantley-1
257,Kenneth Brantley II,Bowling Green State,MAC,12,32,374,11.7,2,0,0,,0,32,374,11.7,2,kenneth-brantley-ii-1
258,Tarrion Adams*,Tulsa,CUSA,9,31,362,11.7,1,68,329,4.8,2,99,691,7.0,3,tarrion-adams-1
259,Tom Ferron,Syracuse,Big East,12,30,351,11.7,2,,,,,30,351,11.7,2,tom-ferron-1
260,Joe Fernandez,Fresno State,WAC,12,24,281,11.7,4,,,,,24,281,11.7,4,joe-fernandez-1
261,Steve Breaston*,Michigan,Big Ten,13,58,670,11.6,2,10,79,7.9,0,68,749,11.0,2,steve-breaston-1
262,Kevin Challenger*,Boston College,ACC,13,47,543,11.6,5,,,,,47,543,11.6,5,kevin-challenger-1
263,Bret Smith*,Tennessee,SEC,11,39,453,11.6,5,4,44,11.0,0,43,497,11.6,5,bret-smith-1
264,Jared Perry*,Missouri,Big 12,13,37,429,11.6,3,7,55,7.9,0,44,484,11.0,3,jared-perry-1
265,Cory Boyd*,South Carolina,SEC,12,35,406,11.6,2,164,823,5.0,8,199,1229,6.2,10,cory-boyd-1
266,Danny Oquendo*,Maryland,ACC,13,34,396,11.6,2,3,23,7.7,0,37,419,11.3,2,danny-oquendo-1
267,Steve Buches,Pitt,Big East,12,26,302,11.6,4,,,,,26,302,11.6,4,steve-buches-1
268,Javid James,UCF,CUSA,12,24,278,11.6,1,,,,,24,278,11.6,1,javid-james-1
269,Austin Flynn,Iowa State,Big 12,11,41,470,11.5,0,1,4,4.0,0,42,474,11.3,0,austin-flynn-1
270,Aundrae Allison*,East Carolina,CUSA,11,62,708,11.4,4,5,-10,-2.0,0,67,698,10.4,4,aundrae-allison-1
271,Tony Gonzalez*,Boston College,ACC,12,43,491,11.4,5,,,,,43,491,11.4,5,tony-gonzalez-1
272,Branden Ledbetter*,Western Michigan,MAC,12,37,423,11.4,6,,,,,37,423,11.4,6,branden-ledbetter-1
273,A.J. Harris,New Mexico State,WAC,12,70,789,11.3,7,3,23,7.7,0,73,812,11.1,7,aj-harris-1
274,Dominick Goodman*,Cincinnati,Big East,13,40,452,11.3,5,1,-8,-8.0,0,41,444,10.8,5,dominick-goodman-1
275,Ramal Porter,San Diego State,MWC,12,24,272,11.3,2,1,7,7.0,0,25,279,11.2,2,ramal-porter-1
276,Michael Ford,Wyoming,MWC,12,60,674,11.2,4,1,1,1.0,0,61,675,11.1,4,michael-ford-1
277,Kevin Ogletree,Virginia,ACC,12,52,582,11.2,4,7,63,9.0,0,59,645,10.9,4,kevin-ogletree-1
278,Brett Swain,San Diego State,MWC,12,47,528,11.2,2,4,2,0.5,0,51,530,10.4,2,brett-swain-1
279,Jordan Kent*,Oregon,Pac-10,13,44,491,11.2,4,1,22,22.0,0,45,513,11.4,4,jordan-kent-1
280,T.J. Williams,Michigan State,Big Ten,12,25,281,11.2,3,1,7,7.0,0,26,288,11.1,3,tj-williams-1
281,Johnny Quinn,North Texas,Sun Belt,11,57,633,11.1,4,1,0,0.0,0,58,633,10.9,4,johnny-quinn-1
282,Ryan Scott,Memphis,CUSA,12,47,520,11.1,3,,,,,47,520,11.1,3,ryan-scott-1
283,Brandon Powers*,Oregon State,Pac-10,14,39,433,11.1,1,,,,,39,433,11.1,1,brandon-powers-1
284,Chastin West,Fresno State,WAC,12,33,365,11.1,3,10,58,5.8,0,43,423,9.8,3,chastin-west-1
285,Jamarko Simmons*,Western Michigan,MAC,13,61,668,11.0,2,7,38,5.4,0,68,706,10.4,2,jamarko-simmons-1
286,Chase Coffman*,Missouri,Big 12,13,58,638,11.0,9,,,,,58,638,11.0,9,chase-coffman-1
287,Derrick Williams*,Penn State,Big Ten,13,40,440,11.0,1,36,145,4.0,1,76,585,7.7,2,derrick-williams-2
288,Mike Holley,Temple,Ind,12,31,342,11.0,0,1,7,7.0,0,32,349,10.9,0,mike-holley-1
289,Darrell McNeal,Louisiana-Monroe,Sun Belt,12,25,276,11.0,2,6,54,9.0,0,31,330,10.6,2,darrell-mcneal-1
290,Joel Armstrong,Rice,CUSA,13,24,265,11.0,2,84,135,1.6,1,108,400,3.7,3,joel-armstrong-1
291,Brian Murph,Kansas,Big 12,12,43,467,10.9,3,1,14,14.0,0,44,481,10.9,3,brian-murph-1
292,Riar Geer,Colorado,Big 12,12,24,261,10.9,3,,,,,24,261,10.9,3,riar-geer-1
293,Brandon Warren*,Florida State,ACC,12,28,301,10.8,1,,,,,28,301,10.8,1,brandon-warren-1
294,Tommy Saunders*,Missouri,Big 12,13,25,271,10.8,2,,,,,25,271,10.8,2,tommy-saunders-1
295,Anthony Hill,North Carolina State,ACC,12,45,478,10.6,0,,,,,45,478,10.6,0,anthony-hill-1
296,Preston Brown,Tulane,CUSA,11,44,467,10.6,2,0,4,,0,44,471,10.7,2,preston-brown-2
297,Kory Sperry,Colorado State,MWC,12,36,380,10.6,5,,,,,36,380,10.6,5,kory-sperry-1
298,Tyler Grisham*,Clemson,ACC,13,25,264,10.6,3,,,,,25,264,10.6,3,tyler-grisham-1
299,Chris Hopkins,Toledo,MAC,12,54,565,10.5,7,,,,,54,565,10.5,7,chris-hopkins-1
300,Shaun Herbert,Northwestern,Big Ten,12,47,494,10.5,2,2,14,7.0,0,49,508,10.4,2,shaun-herbert-1
301,Jordan Norwood*,Penn State,Big Ten,13,45,472,10.5,2,,,,,45,472,10.5,2,jordan-norwood-1
302,Bobby Williams*,Middle Tennessee State,Sun Belt,13,36,378,10.5,1,,,,,36,378,10.5,1,bobby-williams-1
303,Manuel Johnson*,Oklahoma,Big 12,12,36,378,10.5,3,2,13,6.5,0,38,391,10.3,3,manuel-johnson-1
304,Walter Hill,Army,Ind,12,30,314,10.5,1,,,,,30,314,10.5,1,walter-hill-1
305,Rodney Ferguson*,New Mexico,MWC,13,28,291,10.4,2,252,1234,4.9,7,280,1525,5.4,9,rodney-ferguson-1
306,Herb Grigsby*,Iowa,Big Ten,10,27,282,10.4,0,3,24,8.0,1,30,306,10.2,1,herb-grigsby-1
307,Donnie Johnson*,Tulsa,CUSA,13,27,280,10.4,2,,,,,27,280,10.4,2,donnie-johnson-2
308,Syndric Steptoe,Arizona,Pac-10,12,55,568,10.3,2,7,34,4.9,0,62,602,9.7,2,syndric-steptoe-1
309,Caleb Spencer*,Nevada,WAC,13,55,564,10.3,2,2,-1,-0.5,1,57,563,9.9,3,caleb-spencer-1
310,Jeremy Trimble,Army,Ind,12,52,534,10.3,2,1,41,41.0,1,53,575,10.8,3,jeremy-trimble-1
311,Ean Randolph*,South Florida,Big East,13,49,506,10.3,4,7,51,7.3,0,56,557,9.9,4,ean-randolph-1
312,Quinton Smith,Rice,CUSA,13,40,410,10.3,2,211,1096,5.2,10,251,1506,6.0,12,quinton-smith-1
313,Nick Polk,Indiana,Big Ten,11,32,326,10.2,1,2,0,0.0,0,34,326,9.6,1,nick-polk-1
314,Johnny Walker,Colorado State,MWC,12,58,586,10.1,0,5,14,2.8,0,63,600,9.5,0,johnny-walker-1
315,Andre Caldwell*,Florida,SEC,14,57,577,10.1,6,21,102,4.9,1,78,679,8.7,7,andre-caldwell-1
316,Danny Amendola*,Texas Tech,Big 12,13,48,487,10.1,5,3,12,4.0,0,51,499,9.8,5,danny-amendola-1
317,Dexton Fields,Kansas,Big 12,12,45,455,10.1,5,1,7,7.0,0,46,462,10.0,5,dexton-fields-1
318,Dante Rosario*,Oregon,Pac-10,13,42,426,10.1,1,,,,,42,426,10.1,1,dante-rosario-1
319,Emmanuel Spann,Marshall,CUSA,12,38,383,10.1,3,1,1,1.0,0,39,384,9.8,3,emmanuel-spann-1
320,James Bailey,Indiana,Big Ten,12,40,401,10.0,0,,,,,40,401,10.0,0,james-bailey-1
321,Joey Haynos*,Maryland,ACC,13,37,369,10.0,3,,,,,37,369,10.0,3,joey-haynos-1
322,Jason Harmon,Florida Atlantic,Sun Belt,12,26,261,10.0,2,,,,,26,261,10.0,2,jason-harmon-1
323,Ashlyn Parker,Florida International,Sun Belt,12,23,231,10.0,0,,,,,23,231,10.0,0,ashlyn-parker-1
324,Chandler Williams,Florida International,Sun Belt,10,67,664,9.9,1,3,-9,-3.0,0,70,655,9.4,1,chandler-williams-1
325,Rashaad Norwood*,Kansas State,Big 12,12,36,358,9.9,0,,,,,36,358,9.9,0,rashaad-norwood-1
326,Robert Johnson*,Texas Tech,Big 12,12,89,871,9.8,11,,,,,89,871,9.8,11,robert-johnson-3
327,Kenneth Moore*,Wake Forest,ACC,14,32,314,9.8,1,105,507,4.8,2,137,821,6.0,3,kenneth-moore-1
328,Zach Miller*,Arizona State,Pac-10,13,50,484,9.7,4,,,,,50,484,9.7,4,zach-miller-1
329,Samuel Smith,Florida International,Sun Belt,10,47,458,9.7,2,,,,,47,458,9.7,2,samuel-smith-1
330,Jason Snelling,Virginia,ACC,11,29,282,9.7,0,183,772,4.2,7,212,1054,5.0,7,jason-snelling-1
331,Kalvin McRae*,Ohio,MAC,14,29,280,9.7,1,258,1252,4.9,15,287,1532,5.3,16,kalvin-mcrae-1
332,Martin Rucker*,Missouri,Big 12,13,53,511,9.6,5,1,9,9.0,0,54,520,9.6,5,martin-rucker-1
333,Raphael Chestnut,Duke,ACC,12,39,375,9.6,2,,,,,39,375,9.6,2,raphael-chestnut-1
334,Marshawn Lynch*,California,Pac-10,13,34,328,9.6,4,223,1356,6.1,11,257,1684,6.6,15,marshawn-lynch-1
335,Tony Hunt*,Penn State,Big Ten,13,27,259,9.6,3,277,1386,5.0,11,304,1645,5.4,14,tony-hunt-1
336,Anthony James,Louisiana Tech,WAC,13,25,241,9.6,1,,,,,25,241,9.6,1,anthony-james-1
337,Brandon Jackson*,Nebraska,Big 12,14,33,313,9.5,2,188,989,5.3,8,221,1302,5.9,10,brandon-jackson-2
338,Derek Schouman*,Boise State,WAC,12,29,276,9.5,4,,,,,29,276,9.5,4,derek-schouman-1
339,Fontel Mines,Virginia,ACC,12,27,256,9.5,2,,,,,27,256,9.5,2,fontel-mines-1
340,Patrick Turner*,USC,Pac-10,13,29,272,9.4,2,,,,,29,272,9.4,2,patrick-turner-1
341,Michael Bumpus,Washington State,Pac-10,12,60,558,9.3,1,,,,,60,558,9.3,1,michael-bumpus-1
342,Steve Odom,Toledo,MAC,12,46,428,9.3,2,2,-10,-5.0,0,48,418,8.7,2,steve-odom-1
343,Fred Davis*,USC,Pac-10,13,38,352,9.3,3,,,,,38,352,9.3,3,fred-davis-1
344,Brandon Allen,New Mexico State,WAC,12,26,240,9.2,1,,,,,26,240,9.2,1,brandon-allen-1
345,Curtis Brown*,Brigham Young,MWC,13,62,566,9.1,3,201,1010,5.0,7,263,1576,6.0,10,curtis-brown-3
346,Brian Hernandez*,Utah,MWC,11,47,424,9.0,1,,,,,47,424,9.0,1,brian-hernandez-1
347,Larry Taylor,Connecticut,Big East,10,29,261,9.0,1,6,78,13.0,0,35,339,9.7,1,larry-taylor-1
348,Ray Fisher,Indiana,Big Ten,11,24,215,9.0,0,1,6,6.0,0,25,221,8.8,0,ray-fisher-1
349,Gary Banks*,Troy,Sun Belt,13,68,603,8.9,8,6,21,3.5,0,74,624,8.4,8,gary-banks-1
350,Garrett Wolfe*,Northern Illinois,MAC,13,28,249,8.9,1,309,1928,6.2,18,337,2177,6.5,19,garrett-wolfe-1
351,Lamart Barrett,North Carolina State,ACC,11,27,241,8.9,0,,,,,27,241,8.9,0,lamart-barrett-1
352,Chris Maragos*,Western Michigan,MAC,13,25,222,8.9,0,3,0,0.0,0,28,222,7.9,0,chris-maragos-1
353,Joe Chapple*,Western Michigan,MAC,13,35,308,8.8,2,,,,,35,308,8.8,2,joe-chapple-1
354,Otis Nelson,Utah State,WAC,10,27,238,8.8,1,,,,,27,238,8.8,1,otis-nelson-1
355,Tom Santi,Virginia,ACC,12,29,253,8.7,1,,,,,29,253,8.7,1,tom-santi-1
356,Mike Falco,Rice,CUSA,8,26,219,8.4,1,8,10,1.3,0,34,229,6.7,1,mike-falco-1
357,Terrance Parks,Baylor,Big 12,6,26,217,8.3,0,,,,,26,217,8.3,0,terrance-parks-1
358,Joseph Doss,Memphis,CUSA,12,25,205,8.2,2,224,910,4.1,7,249,1115,4.5,9,joseph-doss-1
359,Trumaine Riley,Eastern Michigan,MAC,11,45,364,8.1,0,4,5,1.3,0,49,369,7.5,0,trumaine-riley-1
360,Jon Cornish,Kansas,Big 12,12,24,194,8.1,1,250,1457,5.8,8,274,1651,6.0,9,jon-cornish-1
361,Ontario Sneed*,Central Michigan,MAC,13,52,415,8.0,7,135,764,5.7,4,187,1179,6.3,11,ontario-sneed-1
362,Chris Marrow,UTEP,CUSA,12,32,257,8.0,0,,,,,32,257,8.0,0,chris-marrow-1
363,Tommy Henderson,Rice,CUSA,11,31,245,7.9,1,,,,,31,245,7.9,1,tommy-henderson-1
364,Marcus Cross,Utah State,WAC,11,27,211,7.8,1,176,650,3.7,3,203,861,4.2,4,marcus-cross-1
365,Brian Leonard*,Rutgers,Big East,13,38,294,7.7,0,93,423,4.5,5,131,717,5.5,5,brian-leonard-1
366,Jacob Hester*,LSU,SEC,13,35,269,7.7,3,94,440,4.7,6,129,709,5.5,9,jacob-hester-1
367,Chris Brown*,Tennessee,SEC,13,31,239,7.7,1,,,,,31,239,7.7,1,chris-brown-5
368,Shannon Woods*,Texas Tech,Big 12,13,75,572,7.6,2,152,926,6.1,10,227,1498,6.6,12,shannon-woods-1
369,L.V. Whitworth*,Boston College,ACC,13,30,227,7.6,0,174,791,4.5,4,204,1018,5.0,4,lv-whitworth-1
370,Dwayne Wright,Fresno State,WAC,12,29,221,7.6,1,261,1462,5.6,11,290,1683,5.8,12,dwayne-wright-1
371,Kory Sheets*,Purdue,Big Ten,14,28,213,7.6,2,158,780,4.9,11,186,993,5.3,13,kory-sheets-1
372,Chris Markey*,UCLA,Pac-10,13,35,261,7.5,0,227,1107,4.9,2,262,1368,5.2,2,chris-markey-1
373,Albert Young*,Iowa,Big Ten,13,30,225,7.5,1,178,779,4.4,7,208,1004,4.8,8,albert-young-1
374,Larry Bostic,Ball State,MAC,11,42,309,7.4,0,146,545,3.7,3,188,854,4.5,3,larry-bostic-1
375,Jeremiah Williams,New Mexico State,WAC,11,37,265,7.2,2,96,426,4.4,4,133,691,5.2,6,jeremiah-williams-1
376,Lance Long,Mississippi State,SEC,12,25,177,7.1,1,2,-2,-1.0,0,27,175,6.5,1,lance-long-1
377,Darius Walker*,Notre Dame,Ind,13,56,391,7.0,1,255,1267,5.0,7,311,1658,5.3,8,darius-walker-1
378,Kevin Smith,UCF,CUSA,9,23,158,6.9,0,206,934,4.5,7,229,1092,4.8,7,kevin-smith-1
379,James Starks,Buffalo,MAC,12,34,226,6.6,0,175,704,4.0,6,209,930,4.4,6,james-starks-1
380,Tim Brown,Temple,Ind,10,33,218,6.6,0,182,731,4.0,2,215,949,4.4,2,tim-brown-2
381,Christopher Buckner,New Mexico State,WAC,11,23,151,6.6,0,,,,,23,151,6.6,0,christopher-buckner-1
382,Tyrell Sutton,Northwestern,Big Ten,12,40,261,6.5,2,189,1000,5.3,5,229,1261,5.5,7,tyrell-sutton-1
383,Reynaldo Pellerin,SMU,CUSA,12,30,196,6.5,3,,,,,30,196,6.5,3,reynaldo-pellerin-1
384,Yvenson Bernard*,Oregon State,Pac-10,13,43,276,6.4,1,296,1307,4.4,12,339,1583,4.7,13,yvenson-bernard-1
385,Brandon Whitaker,Baylor,Big 12,9,30,192,6.4,1,41,158,3.9,1,71,350,4.9,2,brandon-whitaker-1
386,Mark Bonds*,Western Michigan,MAC,12,26,164,6.3,0,252,1082,4.3,7,278,1246,4.5,7,mark-bonds-1
387,Marcus Thomas,UTEP,CUSA,11,39,242,6.2,1,156,513,3.3,5,195,755,3.9,6,marcus-thomas-2
388,Dontayo Gage,Eastern Michigan,MAC,12,28,169,6.0,0,20,4,0.2,0,48,173,3.6,0,dontayo-gage-1
389,Akieem Jolla,New Mexico State,WAC,10,23,135,5.9,0,0,0,,0,23,135,5.9,0,akieem-jolla-1
390,Paul Mosley,Baylor,Big 12,11,23,122,5.3,1,100,479,4.8,6,123,601,4.9,7,paul-mosley-1
391,Dennis Kennedy,Akron,MAC,11,39,193,4.9,0,226,914,4.0,9,265,1107,4.2,9,dennis-kennedy-1
